Term,PosScore,NegScore,Kannada
disillusion,0.0,-0.9,ಭ್ರಮನಿರಸನ
misleadingly,0.0,-0.9,ತಪ್ಪುದಾರಿಗೆಳೆಯುವ
foolish,0.0,-0.9,ಮೂರ್ಖ
cheater,0.0,-0.9,ಮೋಸಗಾರ
notorious,0.0,-0.9,ಕುಖ್ಯಾತ
outrage,0.0,-0.9,ಆಕ್ರೋಶ
sicken,0.0,-0.9,ಮಣಿ
drippy,0.0,-0.9,ತೊಟ್ಟಿಕ್ಕುವ
chilly,0.0,-0.9,ಚಳಿಯನ್ನು
lapses,0.0,-0.9,ಸೋಲುಗಳು
problematic,0.0,-0.9,ಸಮಸ್ಯಾತ್ಮಕ
absurdly,0.0,-0.9,ಅಸಂಬದ್ಧವಾಗಿ
immoderate,0.0,-0.9,ಅಪರಿಮಿತ
inefficiency,0.0,-0.9,ಅದಕ್ಷತೆ
junkyard,0.0,-0.9,ಜಂಕ್ಯಾರ್ಡ್
intransigent,0.0,-0.9,ಅತಿಸೂಕ್ಷ್ಮ
tension,0.0,-0.9,ಉದ್ವೇಗ
disinclination,0.0,-0.9,ಒಲವು
thwart,0.0,-0.9,ತಡೆಯಿರಿ
forgetfulness,0.0,-0.9,ಮರೆವು
revoltingly,0.0,-0.9,ದಂಗೆಯಿಂದ
hysterical,0.0,-0.9,ಉನ್ಮಾದ
abuses,0.0,-0.9,ನಿಂದನೆ
sly,0.0,-0.9,ಮೋಸದ
ambiguous,0.0,-0.9,ಅಸ್ಪಷ್ಟ
repel,0.0,-0.9,ಹಿಮ್ಮೆಟ್ಟಿಸಿ
prattle,0.0,-0.9,ತಮಾಷೆ
awfulness,0.0,-0.9,ಭೀಕರತೆ
layoff,0.0,-0.9,ವಜಾ
conspiracies,0.0,-0.9,ಪಿತೂರಿಗಳು
inescapable,0.0,-0.9,ತಪ್ಪಿಸಲಾಗದು
caustic,0.0,-0.9,ಕಾಸ್ಟಿಕ್
overshadow,0.0,-0.9,ಓವರ್‌ಡ್ಯಾಡೋ
adulterated,0.0,-0.9,ಕಲಬೆರಕೆ
goof,0.0,-0.9,ಗೂಫ್
menial,0.0,-0.9,ಪುರುಷ
flakieness,0.0,-0.9,ಚಾಕಚಕ್ಯತೆ
laid-off,0.0,-0.9,ವಜಾಗೊಳಿಸಿದ್ದರು
tiringly,0.0,-0.9,ದಣಿದ
downcast,0.0,-0.9,ಡೌನ್‌ಕಾಸ್ಟ್
forged,0.0,-0.9,ಖೋಟಾ
unrest,0.0,-0.9,ಅಶಾಂತಿ
shock,0.0,-0.9,ಆಘಾತ
dissidence,0.0,-0.9,ಭಿನ್ನಾಭಿಪ್ರಾಯ
traduce,0.0,-0.9,ಅನುವಾದಿಸು
wrip,0.0,-0.9,wrip
offenses,0.0,-0.9,ಅಪರಾಧಗಳು
choppy,0.0,-0.9,ಮುರಿಮುರಿ
gruff,0.0,-0.9,ಗೊಣಗಾಟ
adulteration,0.0,-0.9,ಕಲಬೆರಕೆ
immoral,0.0,-0.9,ಅನೈತಿಕ
ineffective,0.0,-0.9,ನಿಷ್ಪರಿಣಾಮಕಾರಿಯಾಗಿದೆ
idiocy,0.0,-0.9,ಮೂರ್ಖತನ
laughably,0.0,-0.9,ನಗು
vengefulness,0.0,-0.9,ಪ್ರತೀಕಾರ
panicking,0.0,-0.9,ಪ್ಯಾನಿಕ್
degrading,0.0,-0.9,ಅವಮಾನಕರ
venomous,0.0,-0.9,ವಿಷಕಾರಿ
inferior,0.0,-0.9,ಕಡಿಮೆ
coward,0.0,-0.9,ಹೇಡಿ
nefariously,0.0,-0.9,ಅಸಹ್ಯವಾಗಿ
embarrassingly,0.0,-0.9,ಮುಜುಗರದಂತೆ
extraneous,0.0,-0.9,ಬಾಹ್ಯ
mawkishly,0.0,-0.9,ಅಸಹ್ಯವಾಗಿ
intrude,0.0,-0.9,ಒಳನುಗ್ಗುವಿಕೆ
polluter,0.0,-0.9,ಮಾಲಿನ್ಯಕಾರಕ
treacherously,0.0,-0.9,ವಿಶ್ವಾಸಘಾತುಕ
junk,0.0,-0.9,ಜಂಕ್
egregious,0.0,-0.9,ಉದಾತ್ತ
humiliate,0.0,-0.9,ಅವಮಾನ
lame-duck,0.0,-0.9,ಕುಂಟ-ಬಾತುಕೋಳಿ
monster,0.0,-0.9,ದೈತ್ಯಾಕಾರದ
harboring,0.0,-0.9,ಆಶ್ರಯ
dim,0.0,-0.9,ಇಲ್ಲ
self-serving,0.0,-0.9,ಸ್ವಯಂ ಸೇವೆ
sufferer,0.0,-0.9,ಬಳಲುತ್ತಿರುವವರು
imperil,0.0,-0.9,ಇಂಪೆರಿಲ್
rejecting,0.0,-0.9,ತಿರಸ್ಕರಿಸುವುದು
bristle,0.0,-0.9,ಬಿರುಗೂದಲು
dirts,0.0,-0.9,ಕೊಳಕುಗಳು
shame,0.0,-0.9,ಅವಮಾನ
hasty,0.0,-0.9,ಆತುರ
subversively,0.0,-0.9,ವಿಧ್ವಂಸಕವಾಗಿ
wrestle,0.0,-0.9,ಕುಸ್ತಿ
mortification,0.0,-0.9,ಮರಣದಂಡನೆ
second-tier,0.0,-0.9,ಎರಡನೇ ಹಂತದ
unfortunate,0.0,-0.9,ದುರದೃಷ್ಟಕರ
error,0.0,-0.9,ದೋಷ
inconsequent,0.0,-0.9,ಅಸಂಗತ
sneering,0.0,-0.9,ಗೊರಕೆ
paralyzed,0.0,-0.9,ಪಾರ್ಶ್ವವಾಯುವಿಗೆ ಒಳಗಾಯಿತು
miseries,0.0,-0.9,ದುಃಖಗಳು
repulsing,0.0,-0.9,ಹಿಮ್ಮೆಟ್ಟಿಸುವುದು
autocratic,0.0,-0.9,ನಿರಂಕುಶಾಧಿಕಾರಿ
undesirable,0.0,-0.9,ಅನಪೇಕ್ಷಿತ
barbarian,0.0,-0.9,ಅನಾಗರಿಕ
hollow,0.0,-0.9,ಟೊಳ್ಳಾದ
tetchy,0.0,-0.9,ಟೆಚಿ
flares,0.0,-0.9,ಜ್ವಾಲೆಗಳು
sucker,0.0,-0.9,ಸಕ್ಕರ್
desecrate,0.0,-0.9,ಅಪವಿತ್ರ
threaten,0.0,-0.9,ಬೆದರಿಕೆ
overwhelms,0.0,-0.9,ಮುಳುಗುತ್ತದೆ
frazzle,0.0,-0.9,ಫ್ರೇಜ್
ugh,0.0,-0.9,ಉಘ್
batty,0.0,-0.9,ಬಟ್ಟಿ
expropriation,0.0,-0.9,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
checkered,0.0,-0.9,ಪರಿಶೀಲಿಸಲಾಗಿದೆ
condescend,0.0,-0.9,ಕಂಡೆಸೆಂಡ್
break-ups,0.0,-0.9,ಬ್ರೇಕ್-ಅಪ್ಗಳು
hateful,0.0,-0.9,ದ್ವೇಷ
nebulously,0.0,-0.9,ಅಸಹ್ಯವಾಗಿ
repudiate,0.0,-0.9,ನಿರಾಕರಿಸು
unsettled,0.0,-0.9,ಬಗೆಹರಿಸಲಾಗದ
relapse,0.0,-0.9,ಮರುಕಳಿಸುವಿಕೆ
break,0.0,-0.9,ವಿರಾಮ
insignificant,0.0,-0.9,ಅತ್ಯಲ್ಪ
cheap,0.0,-0.9,ಅಗ್ಗ
dismay,0.0,-0.9,ನಿರಾಶೆ
mockeries,0.0,-0.9,ಅಪಹಾಸ್ಯಗಳು
exhausts,0.0,-0.9,ನಿಷ್ಕಾಸ
exhort,0.0,-0.9,ಪ್ರಚೋದಿಸಿ
stereotypical,0.0,-0.9,ರೂ ere ಿಗತ
gaff,0.0,-0.9,ಗ್ಯಾಫ್
gall,0.0,-0.9,ಇದು ಮಾಡಬಹುದು
transgression,0.0,-0.9,ಉಲ್ಲಂಘನೆ
unseemly,0.0,-0.9,ಅನಪೇಕ್ಷಿತ
insolently,0.0,-0.9,ದೌರ್ಜನ್ಯದಿಂದ
ached,0.0,-0.9,ನೋವು
irrecoverably,0.0,-0.9,ಸರಿಪಡಿಸಲಾಗದಂತೆ
woebegone,0.0,-0.9,ದುಃಖ
resent,0.0,-0.9,ಅಸಮಾಧಾನ
ignominy,0.0,-0.9,ಅವಮಾನ
substandard,0.0,-0.9,ಗುಣಮಟ್ಟದ
bigotry,0.0,-0.9,ಧರ್ಮಾಂಧತೆ
weirdly,0.0,-0.9,ವಿಲಕ್ಷಣವಾಗಿ
nag,0.0,-0.9,ನಾಗ್
sad,0.0,-0.9,ಈಗ
frightful,0.0,-0.9,ಭಯಾನಕ
repulsive,0.0,-0.9,ವಿಕರ್ಷಣ
unthinkable,0.0,-0.9,ಯೋಚಿಸಲಾಗದ
drastic,0.0,-0.9,ತೀವ್ರವಾದ
mourner,0.0,-0.9,ಶೋಕ
slogs,0.0,-0.9,ಹೋರಾಡಿದರು
implacable,0.0,-0.9,ಪಟ್ಟುಹಿಡಿದ
lazy,0.0,-0.9,ಸೋಮಾರಿಯಾದ
audiciously,0.0,-0.9,ಶ್ರದ್ಧೆಯಿಂದ
lengthy,0.0,-0.9,ಉದ್ದವಾಗಿದೆ
drowning,0.0,-0.9,ಮುಳುಗುವುದು
archaic,0.0,-0.9,ಪುರಾತನ
irreparable,0.0,-0.9,ಸರಿಪಡಿಸಲಾಗದ
lackadaisical,0.0,-0.9,ಕೊರತೆ
distraughtness,0.0,-0.9,ತಲ್ಲಣ
lumpy,0.0,-0.9,ಮುದ್ದೆ
obsessive,0.0,-0.9,ಗೀಳು
egotistically,0.0,-0.9,ಅಹಂಕಾರದಿಂದ
wrinkles,0.0,-0.9,ಸುಕ್ಕುಗಳು
messing,0.0,-0.9,ಗೊಂದಲ
scratched,0.0,-0.9,ಗೀಚಿದ
thumbs-down,0.0,-0.9,ಥಂಬ್ಸ್-ಡೌನ್
suppress,0.0,-0.9,ನಿಗ್ರಹಿಸು
brazenly,0.0,-0.9,ಲಜ್ಜೆಗೆಟ್ಟಂತೆ
breakdown,0.0,-0.9,ಸ್ಥಗಿತ
dubious,0.0,-0.9,ಸಂಶಯಾಸ್ಪದ
hapless,0.0,-0.9,ಅದೃಷ್ಟಹೀನ
hassle,0.0,-0.9,ಜಗಳ
hoodwink,0.0,-0.9,ಹುಡ್ವಿಂಕ್
hurtful,0.0,-0.9,ನೋಯಿಸುವ
pessimism,0.0,-0.9,ನಿರಾಶಾವಾದ
freakishly,0.0,-0.9,ವಿಲಕ್ಷಣವಾಗಿ
embattled,0.0,-0.9,ಎಂಬಾಟಲ್ಡ್
suffers,0.0,-0.9,ಬಳಲುತ್ತಿದ್ದಾರೆ
horde,0.0,-0.9,ತಂಡ
vindictiveness,0.0,-0.9,ಪ್ರತೀಕಾರ
unnervingly,0.0,-0.9,ಅನಪೇಕ್ಷಿತವಾಗಿ
bondage,0.0,-0.9,ಬಂಧನ
unorthodox,0.0,-0.9,ಅಸಾಂಪ್ರದಾಯಿಕ
nitpicking,0.0,-0.9,ನಿಟ್ಪಿಕ್ಕಿಂಗ್
ho-hum,0.0,-0.9,ಹೋ-ಹಮ್
distrustful,0.0,-0.9,ಅಪನಂಬಿಕೆ
hestitant,0.0,-0.9,ಆತಿಥೇಯ
disintegrates,0.0,-0.9,ವಿಭಜನೆಯಾಗುತ್ತದೆ
fatuity,0.0,-0.9,ಕೊಬ್ಬು
waning,0.0,-0.9,ಕ್ಷೀಣಿಸುತ್ತಿದೆ
smelt,0.0,-0.9,ಕರಗಿಸಿ
unnecessary,0.0,-0.9,ಅನಗತ್ಯ
freaks,0.0,-0.9,ಪ್ರೀಕ್ಸ್
unimportant,0.0,-0.9,ಮುಖ್ಯವಲ್ಲ
audaciousness,0.0,-0.9,ಧೈರ್ಯಶಾಲಿ
enviousness,0.0,-0.9,ಅಸೂಯೆ
indecent,0.0,-0.9,ಅಸಭ್ಯ
neglect,0.0,-0.9,ನಿರ್ಲಕ್ಷ್ಯ
lamentably,0.0,-0.9,ದುಃಖದಿಂದ
dented,0.0,-0.9,ಡೆಂಟೆಡ್
loveless,0.0,-0.9,ಪ್ರೀತಿರಹಿತ
phony,0.0,-0.9,ಫೋನಿ
soapy,0.0,-0.9,ಸಾಬೂನು
pitiful,0.0,-0.9,ಕರುಣಾಜನಕ
demise,0.0,-0.9,ನಿಧನ
flareup,0.0,-0.9,ಭುಗಿಲೆದ್ದ
passive,0.0,-0.9,ನಿಷ್ಕ್ರಿಯ
discontinuous,0.0,-0.9,ನಿರಂತರ
unusable,0.0,-0.9,ಬಳಸಲಾಗುವುದಿಲ್ಲ
rupture,0.0,-0.9,ವಿರಾಮ
direly,0.0,-0.9,ಭೀಕರವಾಗಿ
excessively,0.0,-0.9,ವಿಪರೀತವಾಗಿ
picketing,0.0,-0.9,ಪಿಕೆಟಿಂಗ್
angriness,0.0,-0.9,ಕೋಪ
myth,0.0,-0.9,ಪುರಾಣ
faulty,0.0,-0.9,ದೋಷಪೂರಿತ
insupportably,0.0,-0.9,ಬೆಂಬಲಿಸಲಾಗದಂತೆ
jeeringly,0.0,-0.9,ತಮಾಷೆಯಾಗಿ
renunciation,0.0,-0.9,ತ್ಯಜಿಸುವುದು
imprisonment,0.0,-0.9,ಜೈಲು ಶಿಕ್ಷೆ
drawback,0.0,-0.9,ನ್ಯೂನತೆ
fear,0.0,-0.9,ಭಯ
inarticulate,0.0,-0.9,inarticulate
immature,0.0,-0.9,ಅಪಕ್ವ
inescapably,0.0,-0.9,ತಪ್ಪಿಸಲಾಗದಂತೆ
indecision,0.0,-0.9,ನಿರ್ಣಯ
tiring,0.0,-0.9,ಆಯಾಸ
spewed,0.0,-0.9,spwed
fugitive,0.0,-0.9,ಪರಾರಿಯಾದ
dishonor,0.0,-0.9,ಅವಮಾನ
punitive,0.0,-0.9,ಶಿಕ್ಷಾರ್ಹ
poky,0.0,-0.9,ಪೋಕಿ
epidemic,0.0,-0.9,ಸಾಂಕ್ರಾಮಿಕ
issue,0.0,-0.9,ಸಮಸ್ಯೆ
mad,0.0,-0.9,ಹುಚ್ಚು
skimpy,0.0,-0.9,ಸ್ಕಿಂಪಿ
stains,0.0,-0.9,ಕಲೆಗಳು
glower,0.0,-0.9,ಹೊಳಪು
curse,0.0,-0.9,ಶಾಪ
dilemma,0.0,-0.9,ಉಭಯಸಂಕಟ
disquiet,0.0,-0.9,ಅಸಮಾಧಾನ
frenzy,0.0,-0.9,ಫ್ರೆಂಜಿ
disvalue,0.0,-0.9,ಅನರ್ಹ
haywire,0.0,-0.9,ಹುಲ್ಲುಗಾವಲು
overdo,0.0,-0.9,ಮಿತಿಮೀರಿದ
taunting,0.0,-0.9,ಹೀಯಾಳಿಸುವುದು
bulkiness,0.0,-0.9,ಬೃಹತ್ತನ
criminal,0.0,-0.9,ಕ್ರಿಮಿನಲ್
starvation,0.0,-0.9,ಹಸಿವು
consternation,0.0,-0.9,ಗೊಂದಲ
detests,0.0,-0.9,ದ್ವೇಷಿಸುತ್ತದೆ
recklessly,0.0,-0.9,ಅಜಾಗರೂಕತೆಯಿಂದ
fictitious,0.0,-0.9,ಕಾಲ್ಪನಿಕ
imprudence,0.0,-0.9,ಅವಿವೇಕ
indoctrinate,0.0,-0.9,ಉಪದೇಶ
one-sided,0.0,-0.9,ಏಕಪಕ್ಷೀಯ
qualms,0.0,-0.9,ಕ್ವಾಲ್ಸ್
apathetically,0.0,-0.9,ನಿರಾಸಕ್ತಿಯಿಂದ
acerbate,0.0,-0.9,ತೀಕ್ಷ್ಣತೆ
bafflement,0.0,-0.9,ಅಡೆತಡೆ
childish,0.0,-0.9,ಬಾಲಿಶ
merciless,0.0,-0.9,ದಯೆಯಿಲ್ಲದ
prevaricate,0.0,-0.9,ಮೇಲುಗೈ ಸಾಧಿಸಿ
slanders,0.0,-0.9,ಸುಳ್ಳುಸುದ್ದಿಗಳು
insensible,0.0,-0.9,ಸೂಕ್ಷ್ಮವಲ್ಲದ
biased,0.0,-0.9,ಪಕ್ಷಪಾತ
hell,0.0,-0.9,ನರಕ
pillage,0.0,-0.9,ಲೂಟಿ
disrespectful,0.0,-0.9,ಅಗೌರವ
fatuous,0.0,-0.9,ಮಾರಕ
hardliner,0.0,-0.9,ಹಾರ್ಡ್‌ಲೈನರ್
incomparably,0.0,-0.9,ಹೋಲಿಸಲಾಗದಷ್ಟು
sueing,0.0,-0.9,ಮೊಕದ್ದಮೆ
biting,0.0,-0.9,ಕಚ್ಚುವುದು
fluster,0.0,-0.9,ಫ್ಲಸ್ಟರ್
damnable,0.0,-0.9,ಹಾನಿಕಾರಕ
distressed,0.0,-0.9,ತೊಂದರೆಗೀಡಾದ
tentatively,0.0,-0.9,ತಾತ್ಕಾಲಿಕವಾಗಿ
derision,0.0,-0.9,ಅಪಹಾಸ್ಯ
uncaring,0.0,-0.9,ಕಾಳಜಿಯಿಲ್ಲ
denial,0.0,-0.9,ನಿರಾಕರಣೆ
capsize,0.0,-0.9,ಕ್ಯಾಪ್ಸೈಜ್
fastidiously,0.0,-0.9,ವೇಗವಾಗಿ
misbegotten,0.0,-0.9,ತಪ್ಪಾಗಿ ಚರ್ಚಿಸಲಾಗಿದೆ
subversion,0.0,-0.9,ಉಪಟಳ
blundering,0.0,-0.9,ಪ್ರಮಾದ
illusion,0.0,-0.9,ಭ್ರಮೆ
blatantly,0.0,-0.9,ನಿರ್ದಯವಾಗಿ
despised,0.0,-0.9,ತಿರಸ್ಕಾರ
maliciously,0.0,-0.9,ದುರುದ್ದೇಶಪೂರಿತ
drunk,0.0,-0.9,ಕುಡಿದು
backaches,0.0,-0.9,ಬೆನ್ನುನೋವು
virus,0.0,-0.9,ವೈರಸ್
shocking,0.0,-0.9,ಆಘಾತಕಾರಿ
rejected,0.0,-0.9,ತಿರಸ್ಕರಿಸಿದ
inhumanity,0.0,-0.9,ಅಮಾನವೀಯತೆ
impinge,0.0,-0.9,impinge
throbbed,0.0,-0.9,ಥ್ರೋಬ್ಡ್
deceptively,0.0,-0.9,ಮೋಸಗೊಳಿಸುವ
scrambled,0.0,-0.9,ಸ್ಕ್ರಾಂಬ್ಲ್ಡ್
criticism,0.0,-0.9,ಟೀಕೆ
hobble,0.0,-0.9,ಹವ್ಯಾಸ
simplistic,0.0,-0.9,ಸರಳವಾದ
grotesque,0.0,-0.9,ವಿಡಂಬನಾತ್ಮಕ
treasonous,0.0,-0.9,ದೇಶದ್ರೋಹ
troubles,0.0,-0.9,ತೊಂದರೆಗಳು
dislikes,0.0,-0.9,ಇಷ್ಟಪಡದಿರುವಿಕೆಗಳು
mistress,0.0,-0.9,ಪ್ರೇಯಸಿ
conspicuous,0.0,-0.9,ಎದ್ದುಕಾಣುವ
acerbically,0.0,-0.9,ತೀವ್ರವಾಗಿ
atrocities,0.0,-0.9,ದೌರ್ಜನ್ಯ
brazen,0.0,-0.9,ಲಜ್ಜೆಗೆಟ್ಟ
calamity,0.0,-0.9,ವಿಪತ್ತು
gloatingly,0.0,-0.9,ಸಂತೋಷದಿಂದ
inexcusably,0.0,-0.9,ಅಕ್ಷಮ್ಯ
rumor,0.0,-0.9,ವದಂತಿ
forbidden,0.0,-0.9,ನಿಷೇಧಿಸಲಾಗಿದೆ
cheesy,0.0,-0.9,ಚೀಸೀ
slander,0.0,-0.9,ಸುಳ್ಳುಸುದ್ದಿ
stumped,0.0,-0.9,ಸ್ಟಂಪ್ಡ್
corrosive,0.0,-0.9,ನಾಶಕಾರಿ
virulently,0.0,-0.9,ತೀವ್ರವಾಗಿ
false,0.0,-0.9,ಸುಳ್ಳು
knock,0.0,-0.9,ನಾಕ್
vexingly,0.0,-0.9,ದುಃಖಕರ
hoard,0.0,-0.9,ಸಂಗ್ರಹಣೆ
untrue,0.0,-0.9,ಸುಳ್ಳು
aloof,0.0,-0.9,ದೂರ
fetid,0.0,-0.9,ಫೆಟಿಡ್
invisible,0.0,-0.9,ಅಗೋಚರ
heavyhearted,0.0,-0.9,ಭಾರವಾದ
conceit,0.0,-0.9,ಅಹಂಕಾರ
hypocricy,0.0,-0.9,ಬೂಟಾಟಿಕೆ
infection,0.0,-0.9,ಸೋಂಕು
shrug,0.0,-0.9,ಶ್ರಗ್
dangerousness,0.0,-0.9,ಅಪಾಯಕಾರಿತ್ವ
traped,0.0,-0.9,ಸಿಕ್ಕಿಬಿದ್ದ
temper,0.0,-0.9,ಕೋಪ
soreness,0.0,-0.9,ನೋಯುತ್ತಿರುವ
wrest,0.0,-0.9,ಕುಸ್ತಿ
impractical,0.0,-0.9,ಅಪ್ರಾಯೋಗಿಕ
punk,0.0,-0.9,ಪಂಕ್
damaged,0.0,-0.9,ಹಾನಿಗೊಳಗಾಗಿದೆ
deject,0.0,-0.9,ನಿರಾಕರಣೆ
immaterial,0.0,-0.9,ಅಮುಖ್ಯ
imperfectly,0.0,-0.9,ಅಪೂರ್ಣವಾಗಿ
inappropriately,0.0,-0.9,ಅನುಚಿತವಾಗಿ
lewdly,0.0,-0.9,ನೀಚವಾಗಿ
impossible,0.0,-0.9,ಅಸಾಧ್ಯ
deny,0.0,-0.9,ನಿರಾಕರಿಸು
helplessly,0.0,-0.9,ಅಸಹಾಯಕವಾಗಿ
indifference,0.0,-0.9,ಉದಾಸೀನತೆ
disgraced,0.0,-0.9,ನಾಚಿಕೆಗೇಡು
melancholy,0.0,-0.9,ವಿಷಣ್ಣತೆ
insignificance,0.0,-0.9,ಅತ್ಯಲ್ಪ
retardedness,0.0,-0.9,ರಿಟಾರ್ಡ್ನೆಸ್
discountenance,0.0,-0.9,ರಿಯಾಯಿತಿ
unspecified,0.0,-0.9,ಅನಿರ್ದಿಷ್ಟ
diatribe,0.0,-0.9,ಡಯಾಟ್ರಿಬ್
hideously,0.0,-0.9,ಭೀಕರವಾಗಿ
flake,0.0,-0.9,ಫ್ಲೇಕ್
pig,0.0,-0.9,ಹಂದಿ
last-ditch,0.0,-0.9,ಕೊನೆಯ ಕಂದಕ
repulse,0.0,-0.9,ಹಿಮ್ಮೆಟ್ಟಿಸಿ
conflicted,0.0,-0.9,ಸಂಘರ್ಷ
ruthlessness,0.0,-0.9,ನಿರ್ದಯತೆ
obscure,0.0,-0.9,ಅಸ್ಪಷ್ಟ
capriciousness,0.0,-0.9,ವಿಚಿತ್ರವಾದ
grumpier,0.0,-0.9,ಮುಂಗೋಪದ
mournfully,0.0,-0.9,ಶೋಕದಿಂದ
poorer,0.0,-0.9,ಬಡವ
unqualified,0.0,-0.9,ಅನರ್ಹ
overact,0.0,-0.9,ಅತಿಯಾಗಿ
subversive,0.0,-0.9,ವಿಧ್ವಂಸಕ
ineptly,0.0,-0.9,ಅಸಮರ್ಪಕವಾಗಿ
stain,0.0,-0.9,ಕಲೆ
assassin,0.0,-0.9,ಹಂತಕ
corrosions,0.0,-0.9,ತುಕ್ಕುಗಳು
fanciful,0.0,-0.9,ಕಾಲ್ಪನಿಕ
heartbreakingly,0.0,-0.9,ಹೃದಯ ವಿದ್ರಾವಕವಾಗಿ
outrages,0.0,-0.9,ಆಕ್ರೋಶ
plight,0.0,-0.9,ಅವಸ್ಥೆ
extremists,0.0,-0.9,ಉಗ್ರಗಾಮಿಗಳು
maledict,0.0,-0.9,ದುರುದ್ದೇಶಪೂರಿತ
shrilly,0.0,-0.9,ಶ್ರಲ್ಲಿ
interrupt,0.0,-0.9,ಅಡ್ಡಿಪಡಿಸಿ
exaggerate,0.0,-0.9,ಉತ್ಪ್ರೇಕ್ಷೆ
inevitably,0.0,-0.9,ಅನಿವಾರ್ಯವಾಗಿ
challenging,0.0,-0.9,ಸವಾಲಿನ
infiltrators,0.0,-0.9,ಒಳನುಸುಳುವವರು
harsh,0.0,-0.9,ಕಠಿಣ
dire,0.0,-0.9,ಹೇಳಿ
plebeian,0.0,-0.9,ಪ್ಲೆಬಿಯನ್
pan,0.0,-0.9,ಪ್ಯಾನ್
scams,0.0,-0.9,ಹಗರಣಗಳು
jealousness,0.0,-0.9,ಅಸೂಯೆ
arrogantly,0.0,-0.9,ಸೊಕ್ಕಿನಿಂದ
stupidest,0.0,-0.9,ಮೂರ್ಖ
disapproving,0.0,-0.9,ನಿರಾಕರಿಸುವುದು
scrap,0.0,-0.9,ಸ್ಕ್ರ್ಯಾಪ್
demolish,0.0,-0.9,ಕೆಡವಿ
swelled,0.0,-0.9,elled ದಿಕೊಂಡ
rejects,0.0,-0.9,ತಿರಸ್ಕರಿಸುತ್ತದೆ
irksomely,0.0,-0.9,ಅಸಹ್ಯವಾಗಿ
neglected,0.0,-0.9,ನಿರ್ಲಕ್ಷಿಸಲಾಗಿದೆ
hideousness,0.0,-0.9,ಭೀಕರತೆ
leery,0.0,-0.9,ಲಾರಿ
uncooperative,0.0,-0.9,ಸಹಕಾರಿ
blame,0.0,-0.9,ದೂಷಿಸು
impermissible,0.0,-0.9,ಅನುಮತಿಸಲಾಗುವುದಿಲ್ಲ
mortifying,0.0,-0.9,ಮಾರ್ಟಿಫೈಯಿಂಗ್
bereave,0.0,-0.9,bereave
strangely,0.0,-0.9,ವಿಚಿತ್ರವಾಗಿ
blunder,0.0,-0.9,ಪ್ರಮಾದ
struggled,0.0,-0.9,ಹೆಣಗಾಡಿದರು
alienated,0.0,-0.9,ಅನ್ಯಲೋಕದ
frenzied,0.0,-0.9,ಉನ್ಮಾದ
absurdity,0.0,-0.9,ಅಸಂಬದ್ಧತೆ
unspeakable,0.0,-0.9,ಹೇಳಲಾಗದ
beguile,0.0,-0.9,ಮೋಸಗೊಳಿಸುವ
delude,0.0,-0.9,ನಿರಾಶೆ
violators,0.0,-0.9,ಉಲ್ಲಂಘಿಸುವವರು
vibrating,0.0,-0.9,ಕಂಪಿಸುವ
baffle,0.0,-0.9,ಅಡೆತಡೆ
bowdlerize,0.0,-0.9,ಬೌಡ್ಲೈರೈಜ್
turmoil,0.0,-0.9,ಪ್ರಕ್ಷುಬ್ಧತೆ
utterly,0.0,-0.9,ಸಂಪೂರ್ಣವಾಗಿ
shimmer,0.0,-0.9,ಮಿನುಗು
frenetically,0.0,-0.9,ಉನ್ಮಾದದಿಂದ
fail,0.0,-0.9,ಅನುತ್ತೀರ್ಣ
messes,0.0,-0.9,ಅವ್ಯವಸ್ಥೆ
undersized,0.0,-0.9,ಕಡಿಮೆ
fanaticism,0.0,-0.9,ಮತಾಂಧತೆ
disarray,0.0,-0.9,ಅಸ್ತವ್ಯಸ್ತಗೊಳಿಸಿ
scold,0.0,-0.9,ಬೈಯಿರಿ
madness,0.0,-0.9,ಹುಚ್ಚು
shake,0.0,-0.9,ಅಲುಗಾಡಿಸಿ
discrepant,0.0,-0.9,ಭಿನ್ನಾಭಿಪ್ರಾಯ
disses,0.0,-0.9,ಅವರ
dubiously,0.0,-0.9,ಸಂಶಯಾಸ್ಪದ
irksomenesses,0.0,-0.9,irksomenesses
misrepresentation,0.0,-0.9,ತಪ್ಪಾಗಿ ನಿರೂಪಿಸುವುದು
nauseating,0.0,-0.9,ವಾಕರಿಕೆ
wrinkled,0.0,-0.9,ಸುಕ್ಕುಗಟ್ಟಿದ
punch,0.0,-0.9,ಪಂಚ್
brood,0.0,-0.9,ಬ್ರೆಡ್
cringes,0.0,-0.9,cringes
grudgingly,0.0,-0.9,ಅಸಹ್ಯವಾಗಿ
danger,0.0,-0.9,ಅಪಾಯ
exhaust,0.0,-0.9,ನಿಷ್ಕಾಸ
raping,0.0,-0.9,ಅತ್ಯಾಚಾರ
scandels,0.0,-0.9,ಸ್ಕ್ಯಾಂಡೆಲ್
brash,0.0,-0.9,ಬ್ರಷ್
slumping,0.0,-0.9,ಕುಸಿತ
loser,0.0,-0.9,ಸೋತವ
glitches,0.0,-0.9,ತೊಂದರೆಗಳು
appalling,0.0,-0.9,ಭಯಾನಕ
conspire,0.0,-0.9,ಪಿತೂರಿ
heartbreaking,0.0,-0.9,ಹೃದಯ ವಿದ್ರಾವಕ
