Term,PosScore,NegScore,Gujarati
incongruously,0.0,-0.9,અસંગત
bleakly,0.0,-0.9,તરંગી
quack,0.0,-0.9,ક્વેક
incompliant,0.0,-0.9,અસંગત
idiot,0.0,-0.9,મૂર્ખ
detriment,0.0,-0.9,હાનિકારક
overpayed,0.0,-0.9,અતિશય ચુકવણી
credulous,0.0,-0.9,વિશ્વાસપાત્ર
irritant,0.0,-0.9,બળતરા
overemphasize,0.0,-0.9,વધારે પડતું કહેવું
ruinous,0.0,-0.9,વિનાશક
scratch,0.0,-0.9,શરૂઆતથી
instability,0.0,-0.9,અસ્થિરતા
cautionary,0.0,-0.9,સાવચેતી રાખવી
mawkish,0.0,-0.9,mawishes
discouragement,0.0,-0.9,નિરાશ
inelegance,0.0,-0.9,અસહ્યતા
job-killing,0.0,-0.9,નોકરી-હત્યા
panic,0.0,-0.9,ગભરાટ
uncomfortably,0.0,-0.9,અસ્વસ્થતા
grating,0.0,-0.9,લોખંડની જાળીવાળું
lurid,0.0,-0.9,lurid
disservice,0.0,-0.9,અવ્યવસ્થા
picket,0.0,-0.9,ધાતુ
evil,0.0,-0.9,દુષ્ટ
fucking,0.0,-0.9,વાહિયાત
impudent,0.0,-0.9,અવિવેકી
irritate,0.0,-0.9,બળતરા
unsound,0.0,-0.9,અવાસ્તવિક
dilly-dally,0.0,-0.9,dilly-dally
fearsome,0.0,-0.9,ભયાનક
tyranny,0.0,-0.9,જુલમ
impending,0.0,-0.9,તોળાઈ
unable,0.0,-0.9,અસમર્થ
left-leaning,0.0,-0.9,ડાબી બાજુ વૃત્તિ
slowed,0.0,-0.9,ધીમું
douchebags,0.0,-0.9,ડુચબેગ્સ
enslave,0.0,-0.9,ગુલામ બનાવવું
pokey,0.0,-0.9,પોકી
morbidly,0.0,-0.9,મોર્બીડલી
rhetoric,0.0,-0.9,રેટરિક
drop-outs,0.0,-0.9,ડ્રોપ-આઉટ
irreformable,0.0,-0.9,બદલી ન શકાય એવું
multi-polarization,0.0,-0.9,બહુ ધ્રુવીકરણ
naughty,0.0,-0.9,તોફાની
scarcity,0.0,-0.9,અછત
restrictive,0.0,-0.9,પ્રતિબંધિત
deter,0.0,-0.9,અટકાવવું
severe,0.0,-0.9,ગંભીર
needless,0.0,-0.9,બિનજરૂરી
altercation,0.0,-0.9,બહિષ્કાર
suspect,0.0,-0.9,શંકા
torturously,0.0,-0.9,જુલમથી
inaccuracies,0.0,-0.9,અચોક્કસ
lawbreaking,0.0,-0.9,કાયદો ભંગ
rigidity,0.0,-0.9,કઠોરતા
catastrophe,0.0,-0.9,વિનાશ
sagged,0.0,-0.9,ઝગડો
muscle-flexing,0.0,-0.9,સ્નાયુ-ફ્લેક્સિંગ
indiscernible,0.0,-0.9,અવર્ણનીય
indignation,0.0,-0.9,ક્રોધ
bash,0.0,-0.9,બેશ
die-hard,0.0,-0.9,મરી જવું
virulent,0.0,-0.9,વાઇરલ
weaker,0.0,-0.9,નબળું
dismal,0.0,-0.9,નિરાશાજનક
steeply,0.0,-0.9,બેહદ
ranting,0.0,-0.9,રેંટિંગ
brutalities,0.0,-0.9,નિર્દયતા
egregiously,0.0,-0.9,અસ્પષ્ટરૂપે
licentiousness,0.0,-0.9,પરવાના
muddle,0.0,-0.9,ગડબડ
oddity,0.0,-0.9,વિચિત્રતા
deplore,0.0,-0.9,અવળું
resignation,0.0,-0.9,રાજીનામું
sucks,0.0,-0.9,ચૂસે છે
illogic,0.0,-0.9,અતાર્કિક
hegemonistic,0.0,-0.9,હેજમોનિસ્ટિક
deaf,0.0,-0.9,બહેરા
ridiculous,0.0,-0.9,હાસ્યાસ્પદ
excruciating,0.0,-0.9,ઉત્તેજક
spookily,0.0,-0.9,spookily
browbeat,0.0,-0.9,બ્રાઉબીટ
horrifys,0.0,-0.9,ભયાનક
admonishment,0.0,-0.9,સલાહ
frustratingly,0.0,-0.9,હતાશાથી
rascals,0.0,-0.9,બદમાશો
blemish,0.0,-0.9,દોષ
underdog,0.0,-0.9,અંતર્ગત
improbability,0.0,-0.9,અસંભવિતતા
gracelessly,0.0,-0.9,નિર્દયતાથી
wimpy,0.0,-0.9,વિમ્પી
losing,0.0,-0.9,હારી
punish,0.0,-0.9,સજા
fatally,0.0,-0.9,જીવલેણ રીતે
abrasive,0.0,-0.9,ઘર્ષક
destruction,0.0,-0.9,વિનાશ
dripping,0.0,-0.9,ટપકતી
gruesome,0.0,-0.9,વિકરાળ
negativity,0.0,-0.9,નકારાત્મકતા
disgusted,0.0,-0.9,અણગમો
occludes,0.0,-0.9,અવરોધિત
infringements,0.0,-0.9,ઉલ્લંઘન
bragger,0.0,-0.9,શેખી
erosion,0.0,-0.9,ધોવાણ
blurs,0.0,-0.9,બ્લર્સ
unnatural,0.0,-0.9,અકુદરતી
confusing,0.0,-0.9,ગૂંચવણમાં
depression,0.0,-0.9,હતાશા
cringe,0.0,-0.9,ક્રિંજ
disconsolately,0.0,-0.9,અસ્પષ્ટપણે
irritably,0.0,-0.9,ચીડથી
oppressiveness,0.0,-0.9,જુલમ
allege,0.0,-0.9,દોષારોપણ
heinous,0.0,-0.9,ઘૃણાસ્પદ
frustrated,0.0,-0.9,હતાશ
stutter,0.0,-0.9,હલાવવું
knife,0.0,-0.9,છરી
crowdedness,0.0,-0.9,ભીડ
tentative,0.0,-0.9,કામચલાઉ
back-woods,0.0,-0.9,બેક વૂડ્સ
depress,0.0,-0.9,હતાશા
frozen,0.0,-0.9,સ્થિર
failed,0.0,-0.9,નિષ્ફળ
gnawing,0.0,-0.9,ડૂબવું
anarchist,0.0,-0.9,અરાજકતાવાદી
distasteful,0.0,-0.9,અસ્વસ્થ
grudge,0.0,-0.9,દ્વેષ
misguided,0.0,-0.9,ગેરમાર્ગે દોરેલા
mourn,0.0,-0.9,શોક કરવો
smother,0.0,-0.9,હસવું
zapped,0.0,-0.9,zapped
beware,0.0,-0.9,સાવધ રહો
confusions,0.0,-0.9,મૂંઝવણ
disgruntle,0.0,-0.9,અસંતુષ્ટ
indeterminable,0.0,-0.9,અનિશ્ચિત
adversary,0.0,-0.9,વિરોધી
ironical,0.0,-0.9,વ્યંગાત્મક
unwillingly,0.0,-0.9,અનિચ્છાએ
villainous,0.0,-0.9,ખલનાયક
irrepressible,0.0,-0.9,અકલ્પનીય
hotheaded,0.0,-0.9,ગરમ
bungle,0.0,-0.9,બંગલો
weaknesses,0.0,-0.9,નબળાઇઓ
annoyance,0.0,-0.9,હેરાનગતિ
repugnantly,0.0,-0.9,repugnantly
kooky,0.0,-0.9,કૂકી
brutality,0.0,-0.9,નિર્દયતા
futility,0.0,-0.9,નિરર્થકતા
injure,0.0,-0.9,ઇજા પહોંચાડે છે
shadowy,0.0,-0.9,છાયાદાર
defile,0.0,-0.9,પરેડ
nonresponsive,0.0,-0.9,પ્રતિભાવવિહીન
smash,0.0,-0.9,સ્મેશ
gauche,0.0,-0.9,ડાબી
stuttered,0.0,-0.9,stuttered
creepy,0.0,-0.9,વિલક્ષણ
dull,0.0,-0.9,નીરસ
failures,0.0,-0.9,નિષ્ફળતા
congested,0.0,-0.9,ભીડ
contaminating,0.0,-0.9,દૂષિત કરવું
vibrate,0.0,-0.9,વાઇબ્રેટ
messed,0.0,-0.9,ગડબડ
antagonize,0.0,-0.9,પ્રતિકૂળ
deceit,0.0,-0.9,કપટ
bruises,0.0,-0.9,ઉઝરડા
involuntary,0.0,-0.9,અનૈચ્છિક
listless,0.0,-0.9,સૂચિ વગરનું
quarrels,0.0,-0.9,ઝઘડાઓ
melodramatic,0.0,-0.9,મેલોડ્રેમેટિક
blow,0.0,-0.9,તમાચો
offend,0.0,-0.9,અપરાધ
crumpled,0.0,-0.9,કચડી નાખ્યું
shallow,0.0,-0.9,છીછરા
unjustifiable,0.0,-0.9,અસહ્ય
gutless,0.0,-0.9,ગટલેસ
deploringly,0.0,-0.9,અવ્યવસ્થિત
onerously,0.0,-0.9,ખૂબ
painfully,0.0,-0.9,પીડાદાયક રીતે
traitor,0.0,-0.9,દેશદ્રોહી
risky,0.0,-0.9,જોખમી
moron,0.0,-0.9,મોરોન
irrecoverable,0.0,-0.9,બદલી ન શકાય તેવું
spoiled,0.0,-0.9,બગડેલું
deceitfulness,0.0,-0.9,કપટ
devious,0.0,-0.9,કપટી
endanger,0.0,-0.9,જોખમમાં મૂકે છે
flakey,0.0,-0.9,ફલેકી
irresponsible,0.0,-0.9,બેજવાબદાર
madden,0.0,-0.9,પાગલ
misbehavior,0.0,-0.9,ગેરવર્તન
dreadful,0.0,-0.9,ભયાનક
acerbic,0.0,-0.9,એસરબિક
boastful,0.0,-0.9,શેખી
conspiracy,0.0,-0.9,કાવતરું
womanizing,0.0,-0.9,સ્ત્રીકરણ
sever,0.0,-0.9,ઉત્તર
dreary,0.0,-0.9,સુખી
feint,0.0,-0.9,ફિન્ટ
cheerless,0.0,-0.9,ખુશખુશાલ
rust,0.0,-0.9,રસ્ટ
begging,0.0,-0.9,ભીખ માંગવી
tauntingly,0.0,-0.9,ત્રાસદાયક રીતે
mismanage,0.0,-0.9,ગેરવહીવટ
uproarous,0.0,-0.9,ખળભળાટ મચી ગયો
redundancy,0.0,-0.9,નિરર્થકતા
vulnerable,0.0,-0.9,સંવેદનશીલ
deceive,0.0,-0.9,છેતરવું
killer,0.0,-0.9,ખૂની
sick,0.0,-0.9,બીમાર
agony,0.0,-0.9,વેદના
forsaken,0.0,-0.9,ત્યજી
hectic,0.0,-0.9,વ્યસ્ત
accuses,0.0,-0.9,આક્ષેપો
injury,0.0,-0.9,ઈજા
barbarous,0.0,-0.9,ક્રૂર
bust,0.0,-0.9,બસ્ટ
monotony,0.0,-0.9,એકવિધતા
strictly,0.0,-0.9,સખત
treacherous,0.0,-0.9,વિશ્વાસઘાત
indistinguishable,0.0,-0.9,અવિભાજ્ય
selfishly,0.0,-0.9,સ્વાર્થથી
superstition,0.0,-0.9,અંધશ્રદ્ધા
abrade,0.0,-0.9,ઘટાડવું
emergency,0.0,-0.9,કટોકટી
sharply,0.0,-0.9,તીવ્ર
dissembler,0.0,-0.9,વિતરણ કરનાર
pretense,0.0,-0.9,tenોંગ
cloud,0.0,-0.9,વાદળ
foolishly,0.0,-0.9,મૂર્ખતાથી
ignominious,0.0,-0.9,અપમાનજનક
ill-sorted,0.0,-0.9,ખરાબ રીતે ગોઠવાયેલ
inequitable,0.0,-0.9,અસમાન
peevishly,0.0,-0.9,કર્કશ
unaffordable,0.0,-0.9,બિન સગવડ
displace,0.0,-0.9,વિસ્થાપન
distortion,0.0,-0.9,વિકૃતિ
terrible,0.0,-0.9,ભયંકર
dispirited,0.0,-0.9,વિક્ષેપિત
dispute,0.0,-0.9,વિવાદ
impaired,0.0,-0.9,ક્ષતિગ્રસ્ત
disinterested,0.0,-0.9,અસ્પષ્ટ
incompetence,0.0,-0.9,અસમર્થતા
irrational,0.0,-0.9,અતાર્કિક
disillusion,0.0,-0.9,ભ્રમણા
misleadingly,0.0,-0.9,ગેરમાર્ગે દોરે છે
foolish,0.0,-0.9,મૂર્ખ
cheater,0.0,-0.9,ચીટર
notorious,0.0,-0.9,કુખ્યાત
outrage,0.0,-0.9,આક્રોશ
sicken,0.0,-0.9,મણકો
drippy,0.0,-0.9,સુકા
chilly,0.0,-0.9,મરચું
lapses,0.0,-0.9,ક્ષતિઓ
problematic,0.0,-0.9,સમસ્યારૂપ
absurdly,0.0,-0.9,વાહિયાત રીતે
immoderate,0.0,-0.9,સ્થિર થવું
inefficiency,0.0,-0.9,અસમર્થતા
junkyard,0.0,-0.9,જંકયાર્ડ
intransigent,0.0,-0.9,ઇન્ટ્રાન્સિજેન્ટ
tension,0.0,-0.9,તણાવ
disinclination,0.0,-0.9,વૃત્તિ
thwart,0.0,-0.9,નિષ્ફળ
forgetfulness,0.0,-0.9,વિસ્મૃતિ
revoltingly,0.0,-0.9,બળવોથી
hysterical,0.0,-0.9,ઉન્મત્ત
abuses,0.0,-0.9,દુરૂપયોગ
sly,0.0,-0.9,સ્લી
ambiguous,0.0,-0.9,અસ્પષ્ટ
repel,0.0,-0.9,નિવારવા
prattle,0.0,-0.9,લુચ્ચું
awfulness,0.0,-0.9,ભયાનકતા
layoff,0.0,-0.9,છટણી
conspiracies,0.0,-0.9,કાવતરાં
inescapable,0.0,-0.9,અનિવાર્ય
caustic,0.0,-0.9,કોસ્ટિક
overshadow,0.0,-0.9,પડછાયાઓ
adulterated,0.0,-0.9,ભેળસેળ
goof,0.0,-0.9,મુર્ખ
menial,0.0,-0.9,મેનુઅલ
flakieness,0.0,-0.9,સુગમતા
laid-off,0.0,-0.9,છૂટા
tiringly,0.0,-0.9,tiringly
downcast,0.0,-0.9,ડાઉનકાસ્ટ
forged,0.0,-0.9,બનાવટી
unrest,0.0,-0.9,અશાંતિ
shock,0.0,-0.9,આંચકો
dissidence,0.0,-0.9,અસંમતિ
traduce,0.0,-0.9,ભાષાંતર
wrip,0.0,-0.9,લપેટી
offenses,0.0,-0.9,ગુનાઓ
choppy,0.0,-0.9,ખીલી
gruff,0.0,-0.9,કર્કશ
adulteration,0.0,-0.9,ભેળસેળ
immoral,0.0,-0.9,અનૈતિક
ineffective,0.0,-0.9,બિનઅસરકારક
idiocy,0.0,-0.9,મૂર્ખામી
laughably,0.0,-0.9,હાસ્યથી
vengefulness,0.0,-0.9,વેરભાવ
panicking,0.0,-0.9,ગભરાવું
degrading,0.0,-0.9,અધોગતિ
venomous,0.0,-0.9,ઝેરી
inferior,0.0,-0.9,નીચેનું
coward,0.0,-0.9,કાયર
nefariously,0.0,-0.9,નફરતથી
embarrassingly,0.0,-0.9,શરમજનક રીતે
extraneous,0.0,-0.9,બાહ્ય
mawkishly,0.0,-0.9,mawishesly
intrude,0.0,-0.9,ઘૂસવું
polluter,0.0,-0.9,પ્રદૂષક
treacherously,0.0,-0.9,વિશ્વાસઘાત
junk,0.0,-0.9,જંક
egregious,0.0,-0.9,અસ્પષ્ટ
humiliate,0.0,-0.9,અપમાનિત કરવું
lame-duck,0.0,-0.9,નાદાર
monster,0.0,-0.9,રાક્ષસ
harboring,0.0,-0.9,આશ્રયસ્થાન
dim,0.0,-0.9,ના
self-serving,0.0,-0.9,સ્વ-સેવા
sufferer,0.0,-0.9,પીડિત
imperil,0.0,-0.9,અવ્યવસ્થિત
rejecting,0.0,-0.9,નકારી
bristle,0.0,-0.9,બરછટ
dirts,0.0,-0.9,ડર્ટ
shame,0.0,-0.9,શરમ
hasty,0.0,-0.9,ઉતાવળ કરવી
subversively,0.0,-0.9,વિનાશક
wrestle,0.0,-0.9,કુસ્તી
mortification,0.0,-0.9,મોર્ટિફિકેશન
second-tier,0.0,-0.9,બીજા સ્તરનું
unfortunate,0.0,-0.9,કમનસીબ
error,0.0,-0.9,ભૂલ
inconsequent,0.0,-0.9,અસંગત
sneering,0.0,-0.9,sneering
paralyzed,0.0,-0.9,લકવાગ્રસ્ત
miseries,0.0,-0.9,મુશ્કેલીઓ
repulsing,0.0,-0.9,ભગાડવું
autocratic,0.0,-0.9,નિરંકુશ
undesirable,0.0,-0.9,અનિચ્છનીય
barbarian,0.0,-0.9,જંગલી
hollow,0.0,-0.9,હોલો
tetchy,0.0,-0.9,ક્ષુલ્લક
flares,0.0,-0.9,જ્વાળાઓ
sucker,0.0,-0.9,સકર
desecrate,0.0,-0.9,અપવિત્ર કરવું
threaten,0.0,-0.9,ધમકી
overwhelms,0.0,-0.9,ભરાઈ ગયાં
frazzle,0.0,-0.9,કંટાળાજનક
ugh,0.0,-0.9,ugh
batty,0.0,-0.9,બેટી
expropriation,0.0,-0.9,જપ્ત
checkered,0.0,-0.9,ચેકર
condescend,0.0,-0.9,ઘટ્ટ
break-ups,0.0,-0.9,વિરામ અપ્સ
hateful,0.0,-0.9,દ્વેષપૂર્ણ
nebulously,0.0,-0.9,ગૌરવપૂર્ણ
repudiate,0.0,-0.9,નામંજૂર
unsettled,0.0,-0.9,અનસેટલ્ડ
relapse,0.0,-0.9,pથલો
break,0.0,-0.9,વિરામ
insignificant,0.0,-0.9,તુચ્છ
cheap,0.0,-0.9,સસ્તુ
dismay,0.0,-0.9,નિરાશ
mockeries,0.0,-0.9,મશ્કરીઓ
exhausts,0.0,-0.9,થાક
exhort,0.0,-0.9,પ્રોત્સાહન
stereotypical,0.0,-0.9,રૂreિચુસ્ત
gaff,0.0,-0.9,ગાફ
gall,0.0,-0.9,તે કરી શકે છે
transgression,0.0,-0.9,ઉલ્લંઘન
unseemly,0.0,-0.9,unseemly
insolently,0.0,-0.9,ઉદ્ધતાઈથી
ached,0.0,-0.9,દુખાવો
irrecoverably,0.0,-0.9,અફર
woebegone,0.0,-0.9,Woobegone
resent,0.0,-0.9,રોષ
ignominy,0.0,-0.9,દ્વેષપૂર્ણ
substandard,0.0,-0.9,નીચું
bigotry,0.0,-0.9,કટ્ટરતા
weirdly,0.0,-0.9,વિચિત્ર રીતે
nag,0.0,-0.9,નાગ
sad,0.0,-0.9,હવે
frightful,0.0,-0.9,ભયાનક
repulsive,0.0,-0.9,પ્રતિકૂળ
unthinkable,0.0,-0.9,અકલ્પ્ય
drastic,0.0,-0.9,સખત
mourner,0.0,-0.9,શોક
slogs,0.0,-0.9,લડ્યા
implacable,0.0,-0.9,અવિરત
lazy,0.0,-0.9,આળસુ
audiciously,0.0,-0.9,આશ્ચર્યજનક રીતે
lengthy,0.0,-0.9,લાંબી
drowning,0.0,-0.9,ડૂબવું
archaic,0.0,-0.9,પ્રાચીન
irreparable,0.0,-0.9,બદલી ન શકાય તેવું
lackadaisical,0.0,-0.9,અભાવ
distraughtness,0.0,-0.9,ત્રાસ
lumpy,0.0,-0.9,ગઠેદાર
obsessive,0.0,-0.9,બાધ્યતા
egotistically,0.0,-0.9,અહંકારી
wrinkles,0.0,-0.9,કરચલીઓ
messing,0.0,-0.9,ગડબડ
scratched,0.0,-0.9,ખંજવાળી
thumbs-down,0.0,-0.9,અંગૂઠા નીચે
suppress,0.0,-0.9,દબાવો
brazenly,0.0,-0.9,બેશરમ
breakdown,0.0,-0.9,ભંગાણ
dubious,0.0,-0.9,શંકાસ્પદ
hapless,0.0,-0.9,આડેધડ
hassle,0.0,-0.9,જોયા
hoodwink,0.0,-0.9,હૂડવિંક
hurtful,0.0,-0.9,હાનિકારક
pessimism,0.0,-0.9,નિરાશાવાદ
freakishly,0.0,-0.9,freakishly
embattled,0.0,-0.9,જડિત
suffers,0.0,-0.9,પીડાય છે
horde,0.0,-0.9,લોકોનું મોટું ટોળું
vindictiveness,0.0,-0.9,ન્યાયી
unnervingly,0.0,-0.9,નિnશંકપણે
bondage,0.0,-0.9,બંધન
unorthodox,0.0,-0.9,બિનપરંપરાગત
nitpicking,0.0,-0.9,nitpicking
ho-hum,0.0,-0.9,હો-હમ
distrustful,0.0,-0.9,અવિશ્વસનીય
hestitant,0.0,-0.9,હેસિટેન્ટ
disintegrates,0.0,-0.9,વિઘટન
fatuity,0.0,-0.9,ચરબી
waning,0.0,-0.9,ક્ષીણ થવું
smelt,0.0,-0.9,ગંધ
unnecessary,0.0,-0.9,બિનજરૂરી
freaks,0.0,-0.9,freaks
unimportant,0.0,-0.9,બિનમહત્વપૂર્ણ
audaciousness,0.0,-0.9,બહાદુરી
enviousness,0.0,-0.9,ઈર્ષ્યા
indecent,0.0,-0.9,અભદ્ર
neglect,0.0,-0.9,અવગણના
lamentably,0.0,-0.9,વિલાપપૂર્વક
dented,0.0,-0.9,ડેન્ટેડ
loveless,0.0,-0.9,પ્રેમહીન
phony,0.0,-0.9,બનાવટી
soapy,0.0,-0.9,સાબુયુક્ત
pitiful,0.0,-0.9,દયાળુ
demise,0.0,-0.9,અવસાન
flareup,0.0,-0.9,જ્વલિત થવું
passive,0.0,-0.9,નિષ્ક્રીય
discontinuous,0.0,-0.9,અસંગત
unusable,0.0,-0.9,બિનઉપયોગી
rupture,0.0,-0.9,વિરામ
direly,0.0,-0.9,ભયંકર રીતે
excessively,0.0,-0.9,અતિશય
picketing,0.0,-0.9,ચૂંટવું
angriness,0.0,-0.9,ક્રોધ
myth,0.0,-0.9,દંતકથા
faulty,0.0,-0.9,ખામીયુક્ત
insupportably,0.0,-0.9,અનિશ્ચિતપણે
jeeringly,0.0,-0.9,આતુરતાથી
renunciation,0.0,-0.9,ત્યાગ
imprisonment,0.0,-0.9,કેદ
drawback,0.0,-0.9,ખામી
fear,0.0,-0.9,ડર
inarticulate,0.0,-0.9,નિષ્ક્રીય
immature,0.0,-0.9,અપરિપક્વ
inescapably,0.0,-0.9,અવ્યવસ્થિત
indecision,0.0,-0.9,અસ્પષ્ટતા
tiring,0.0,-0.9,કંટાળાજનક
spewed,0.0,-0.9,વેગ આપ્યો
fugitive,0.0,-0.9,ભાગેડુ
dishonor,0.0,-0.9,અપમાન
punitive,0.0,-0.9,શિક્ષાત્મક
poky,0.0,-0.9,પોકી
epidemic,0.0,-0.9,મહામારી
issue,0.0,-0.9,મુદ્દો
mad,0.0,-0.9,પાગલ
skimpy,0.0,-0.9,નકામું
stains,0.0,-0.9,સ્ટેન
glower,0.0,-0.9,ઝગમગાટ
curse,0.0,-0.9,શ્રાપ
dilemma,0.0,-0.9,મૂંઝવણ
disquiet,0.0,-0.9,અસ્પષ્ટતા
frenzy,0.0,-0.9,પ્રચંડ
disvalue,0.0,-0.9,અવમૂલ્યન
haywire,0.0,-0.9,haywire
overdo,0.0,-0.9,વધુપડતું કરવું
taunting,0.0,-0.9,કટાક્ષ
bulkiness,0.0,-0.9,બલ્કનેસ
criminal,0.0,-0.9,ગુનેગાર
starvation,0.0,-0.9,ભૂખમરો
consternation,0.0,-0.9,કર્કશ
detests,0.0,-0.9,અવગણે છે
recklessly,0.0,-0.9,બેદરકારીથી
fictitious,0.0,-0.9,કાલ્પનિક
imprudence,0.0,-0.9,સમજશક્તિ
indoctrinate,0.0,-0.9,સૂચિત કરવું
one-sided,0.0,-0.9,એકતરફી
qualms,0.0,-0.9,ક્વોલ્મ્સ
apathetically,0.0,-0.9,ઉદાસીન રૂપે
acerbate,0.0,-0.9,અસ્પષ્ટતા
bafflement,0.0,-0.9,બેફ્લિમેન્ટ
childish,0.0,-0.9,બાલિશ
merciless,0.0,-0.9,નિર્દય
prevaricate,0.0,-0.9,વ્યાપક
slanders,0.0,-0.9,નિંદાઓ
insensible,0.0,-0.9,અસંવેદનશીલ
biased,0.0,-0.9,પૂર્વગ્રહયુક્ત
hell,0.0,-0.9,નરક
pillage,0.0,-0.9,લૂંટ
disrespectful,0.0,-0.9,અનાદર
fatuous,0.0,-0.9,ચરબીયુક્ત
hardliner,0.0,-0.9,હાર્ડલાઇનર
incomparably,0.0,-0.9,અજોડ
sueing,0.0,-0.9,દાવો માંડવો
biting,0.0,-0.9,કરડવાથી
fluster,0.0,-0.9,ફફડવું
damnable,0.0,-0.9,ખરાબ
distressed,0.0,-0.9,પીડિત
tentatively,0.0,-0.9,કામચલાઉ
derision,0.0,-0.9,ઉપહાસ
uncaring,0.0,-0.9,બેદરકાર
denial,0.0,-0.9,અસ્વીકાર
capsize,0.0,-0.9,કેપ્સાઇઝ
fastidiously,0.0,-0.9,ઝડપી
misbegotten,0.0,-0.9,misbegotten
subversion,0.0,-0.9,subversion
blundering,0.0,-0.9,blundering
illusion,0.0,-0.9,ભ્રાંતિ
blatantly,0.0,-0.9,દોષરહિત
despised,0.0,-0.9,તિરસ્કાર
maliciously,0.0,-0.9,દૂષિત રીતે
drunk,0.0,-0.9,નશામાં
backaches,0.0,-0.9,પીઠનો દુખાવો
virus,0.0,-0.9,વાઇરસ
shocking,0.0,-0.9,આઘાતજનક
rejected,0.0,-0.9,નકારી
inhumanity,0.0,-0.9,અમાનવીયતા
impinge,0.0,-0.9,બેસાડવું
throbbed,0.0,-0.9,ધબકારા
deceptively,0.0,-0.9,કપટથી
scrambled,0.0,-0.9,ચીસો પાડ્યો
criticism,0.0,-0.9,ટીકા
hobble,0.0,-0.9,ધ્રુજારી
simplistic,0.0,-0.9,સરળ
grotesque,0.0,-0.9,વિચિત્ર
treasonous,0.0,-0.9,દેશદ્રોહી
troubles,0.0,-0.9,મુશ્કેલીઓ
dislikes,0.0,-0.9,નાપસંદ
mistress,0.0,-0.9,રખાત
conspicuous,0.0,-0.9,સુસ્પષ્ટ
acerbically,0.0,-0.9,acerbically
atrocities,0.0,-0.9,અત્યાચાર
brazen,0.0,-0.9,બેશરમ
calamity,0.0,-0.9,આફત
gloatingly,0.0,-0.9,ગ્લોટિંગથી
inexcusably,0.0,-0.9,અગમ્ય
rumor,0.0,-0.9,અફવા
forbidden,0.0,-0.9,પ્રતિબંધિત
cheesy,0.0,-0.9,ચીઝી
slander,0.0,-0.9,નિંદા
stumped,0.0,-0.9,સ્ટમ્પ્ડ
corrosive,0.0,-0.9,કાટવાળું
virulently,0.0,-0.9,અસ્પષ્ટપણે
false,0.0,-0.9,ખોટું
knock,0.0,-0.9,કઠણ
vexingly,0.0,-0.9,ચિંતાજનક રીતે
hoard,0.0,-0.9,સંગ્રહ
untrue,0.0,-0.9,અસત્ય
aloof,0.0,-0.9,દૂર
fetid,0.0,-0.9,fetid
invisible,0.0,-0.9,અદૃશ્ય
heavyhearted,0.0,-0.9,ભારે દિલનું
conceit,0.0,-0.9,ઘમંડી
hypocricy,0.0,-0.9,hypocોંગી
infection,0.0,-0.9,ચેપ
shrug,0.0,-0.9,ખેંચો
dangerousness,0.0,-0.9,ખતરનાકતા
traped,0.0,-0.9,ફસાયેલા
temper,0.0,-0.9,ગુસ્સો
soreness,0.0,-0.9,દુ: ખાવો
wrest,0.0,-0.9,કુસ્તી
impractical,0.0,-0.9,અવ્યવહારુ
punk,0.0,-0.9,પંક
damaged,0.0,-0.9,નુકસાન
deject,0.0,-0.9,ડિજેક્શન
immaterial,0.0,-0.9,અનૈતિક
imperfectly,0.0,-0.9,અપૂર્ણ
inappropriately,0.0,-0.9,અયોગ્ય રીતે
lewdly,0.0,-0.9,દુશ્મનાવટથી
impossible,0.0,-0.9,અશક્ય
deny,0.0,-0.9,નામંજૂર
helplessly,0.0,-0.9,લાચાર
indifference,0.0,-0.9,ઉદાસીનતા
disgraced,0.0,-0.9,બદનામ
melancholy,0.0,-0.9,ખિન્નતા
insignificance,0.0,-0.9,તુચ્છતા
retardedness,0.0,-0.9,મંદબુદ્ધિ
discountenance,0.0,-0.9,છૂટછાટ
unspecified,0.0,-0.9,અનિશ્ચિત
diatribe,0.0,-0.9,ડાયટ્રિબ
hideously,0.0,-0.9,છુપાઈને
flake,0.0,-0.9,ફ્લેક
pig,0.0,-0.9,ડુક્કર
last-ditch,0.0,-0.9,છેલ્લા ખાઈ
repulse,0.0,-0.9,ભગાડવું
conflicted,0.0,-0.9,વિરોધાભાસી
ruthlessness,0.0,-0.9,નિર્દયતા
obscure,0.0,-0.9,અસ્પષ્ટ
capriciousness,0.0,-0.9,તરંગી
grumpier,0.0,-0.9,કર્કશ
mournfully,0.0,-0.9,શોકથી
poorer,0.0,-0.9,ગરીબ
unqualified,0.0,-0.9,ગેરલાયક
overact,0.0,-0.9,વધારે પડતું કરવું
subversive,0.0,-0.9,વિનાશક
ineptly,0.0,-0.9,અજાણતા
stain,0.0,-0.9,ડાઘ
assassin,0.0,-0.9,હત્યારો
corrosions,0.0,-0.9,કાટ
fanciful,0.0,-0.9,કાલ્પનિક
heartbreakingly,0.0,-0.9,હ્રદયસ્પર્શી
outrages,0.0,-0.9,આક્રોશ
plight,0.0,-0.9,દુર્દશા
extremists,0.0,-0.9,ઉગ્રવાદીઓ
maledict,0.0,-0.9,દુષ્કર્મ
shrilly,0.0,-0.9,શ્રીલી
interrupt,0.0,-0.9,વિક્ષેપ
exaggerate,0.0,-0.9,અતિશયોક્તિ
