Term,PosScore,NegScore,Tamil
acclaim,0.9,0.0,பாராட்டு
self-sufficient,0.9,0.0,தன்னிறைவு
adulatory,0.9,0.0,adulatory
roomy,0.9,0.0,அறை
harmonious,0.9,0.0,இணக்கமான
ecstatically,0.9,0.0,பரவசமாக
relent,0.9,0.0,வருத்தம்
impassioned,0.9,0.0,உணர்ச்சியற்ற
rectifying,0.9,0.0,சரிசெய்தல்
prize,0.9,0.0,பரிசு
beauteous,0.9,0.0,அழகான
confidence,0.9,0.0,நம்பிக்கை
cherished,0.9,0.0,நேசத்துக்குரிய
outstrip,0.9,0.0,வெளியே
wieldy,0.9,0.0,திறமையான
picturesque,0.9,0.0,அழகிய
educated,0.9,0.0,படித்தவர்கள்
dauntless,0.9,0.0,அச்சமற்ற
embolden,0.9,0.0,தைரியம்
reaffirmation,0.9,0.0,மறு உறுதிப்படுத்தல்
cost-saving,0.9,0.0,செலவு சேமிப்பு
brainy,0.9,0.0,மூளை
unencumbered,0.9,0.0,கணக்கிடப்படாதது
amenity,0.9,0.0,வசதி
valor,0.9,0.0,மதிப்பு
convience,0.9,0.0,நம்பிக்கை
err-free,0.9,0.0,பிழை இல்லாதது
hotcake,0.9,0.0,ஹாட் கேக்
delighted,0.9,0.0,மகிழ்ச்சி
prestigious,0.9,0.0,மதிப்புமிக்க
amazingly,0.9,0.0,அதிசயமாக
encourage,0.9,0.0,ஊக்குவிக்கவும்
liked,0.9,0.0,பிடித்திருந்தது
correct,0.9,0.0,சரி
outdo,0.9,0.0,வெளிப்புறம்
helped,0.9,0.0,உதவியது
accolade,0.9,0.0,பாராட்டு
invulnerable,0.9,0.0,அழிக்க முடியாதது
defeating,0.9,0.0,தோற்கடிக்கும்
gems,0.9,0.0,கற்கள்
low-priced,0.9,0.0,குறைந்த விலை
patiently,0.9,0.0,பொறுமையாக
dazzle,0.9,0.0,திகைப்பூட்டும்
enviable,0.9,0.0,பொறாமை
engaging,0.9,0.0,ஈடுபாட்டுடன்
ingenuous,0.9,0.0,தனித்துவமான
peach,0.9,0.0,பீச்
gleefully,0.9,0.0,களிப்புடன்
supurbly,0.9,0.0,supurbly
refund,0.9,0.0,பணத்தைத் திரும்பப் பெறுதல்
lower-priced,0.9,0.0,குறைந்த விலை
patriotic,0.9,0.0,தேசபக்தி
calmness,0.9,0.0,அமைதி
irreplaceable,0.9,0.0,ஈடுசெய்ய முடியாதது
fearlessly,0.9,0.0,அச்சமின்றி
steadfastly,0.9,0.0,உறுதியுடன்
exalting,0.9,0.0,உயர்த்துவது
trustworthiness,0.9,0.0,நம்பகத்தன்மை
accommodative,0.9,0.0,இடவசதி
unrestricted,0.9,0.0,கட்டுப்பாடற்ற
affordably,0.9,0.0,மலிவு
appeal,0.9,0.0,முறையீடு
integrated,0.9,0.0,ஒருங்கிணைந்த
dead-on,0.9,0.0,இறந்த-ஆன்
remarkable,0.9,0.0,குறிப்பிடத்தக்க
brainiest,0.9,0.0,மூளைச்சலவை
time-honored,0.9,0.0,நேரம் மரியாதைக்குரியது
savior,0.9,0.0,மீட்பர்
backbone,0.9,0.0,முதுகெலும்பு
outstandingly,0.9,0.0,மிகச்சிறப்பாக
amazement,0.9,0.0,ஆச்சரியம்
replaceable,0.9,0.0,மாற்றக்கூடியது
swankiest,0.9,0.0,swankiest
energy-saving,0.9,0.0,ஆற்றல் சேமிப்பு
prodigious,0.9,0.0,அற்புதமான
amicably,0.9,0.0,இணக்கமாக
guarantee,0.9,0.0,உத்தரவாதம்
simplifying,0.9,0.0,எளிமைப்படுத்துதல்
supremacy,0.9,0.0,மேலாதிக்கம்
softer,0.9,0.0,மென்மையான
honest,0.9,0.0,நேர்மையான
covenant,0.9,0.0,உடன்படிக்கை
striking,0.9,0.0,வேலைநிறுத்தம்
sensitive,0.9,0.0,உணர்திறன்
attractively,0.9,0.0,கவர்ச்சியாக
electrify,0.9,0.0,மின்மயமாக்கு
best-performing,0.9,0.0,சிறந்த செயல்திறன்
simplify,0.9,0.0,எளிமைப்படுத்து
spellbinding,0.9,0.0,எழுத்துப்பிழை
cure-all,0.9,0.0,குணப்படுத்த-அனைத்தும்
hands-down,0.9,0.0,கைகளை கீழே
soundly,0.9,0.0,சத்தமாக
snappy,0.9,0.0,snappy
exquisite,0.9,0.0,நேர்த்தியான
reassure,0.9,0.0,உத்தரவாதம்
brilliances,0.9,0.0,புத்திசாலித்தனம்
paramount,0.9,0.0,மிக முக்கியமானது
dextrous,0.9,0.0,டெக்ஸ்ட்ரஸ்
lucidly,0.9,0.0,தெளிவாக
contrasty,0.9,0.0,முரண்பாடு
accomplishment,0.9,0.0,சாதனை
humorous,0.9,0.0,நகைச்சுவையான
appropriate,0.9,0.0,பொருத்தமானது
undisputably,0.9,0.0,மறுக்கமுடியாதபடி
clearly,0.9,0.0,தெளிவாக
admiringly,0.9,0.0,போற்றத்தக்க வகையில்
eventful,0.9,0.0,நிகழ்வு
guidance,0.9,0.0,வழிகாட்டல்
hallowed,0.9,0.0,புனிதமான
liberate,0.9,0.0,விடுவிக்கவும்
reclaim,0.9,0.0,மீட்டெடுங்கள்
outperform,0.9,0.0,சிறப்பாக
valiant,0.9,0.0,வீரம்
magnanimously,0.9,0.0,பெருமளவில்
upliftingly,0.9,0.0,உயர்த்துவது
heaven,0.9,0.0,சொர்க்கம்
robust,0.9,0.0,வலுவான
blameless,0.9,0.0,குற்றமற்றவர்
spellbind,0.9,0.0,எழுத்துப்பிழை
meritorious,0.9,0.0,சிறப்பான
self-determination,0.9,0.0,சுயநிர்ணய உரிமை
happiness,0.9,0.0,மகிழ்ச்சி
enjoyable,0.9,0.0,சுவாரஸ்யமாக இருக்கிறது
subsidizes,0.9,0.0,மானியங்கள்
nurturing,0.9,0.0,வளர்ப்பது
eminent,0.9,0.0,சிறந்த
heavenly,0.9,0.0,பரலோக
engrossing,0.9,0.0,மூழ்கி
rich,0.9,0.0,பணக்கார
humor,0.9,0.0,நகைச்சுவை
first-rate,0.9,0.0,முதல் விகிதம்
unselfish,0.9,0.0,தன்னலமற்ற
oasis,0.9,0.0,சோலை
poised,0.9,0.0,தயாராக
kid-friendly,0.9,0.0,குழந்தை நட்பு
harmonize,0.9,0.0,ஒத்திசை
vigilant,0.9,0.0,விழிப்புடன்
outwit,0.9,0.0,வெளியே
adoringly,0.9,0.0,அபிமானமாக
quieter,0.9,0.0,அமைதியான
fondly,0.9,0.0,அன்புடன்
instructive,0.9,0.0,அறிவுறுத்தும்
complemented,0.9,0.0,பூர்த்தி செய்யப்பட்டது
all-around,0.9,0.0,எல்லா இடங்களிலும்
hallmarks,0.9,0.0,அடையாளங்கள்
soundness,0.9,0.0,ஒலி
dashing,0.9,0.0,கோடு
overtaken,0.9,0.0,முந்தியது
grace,0.9,0.0,கருணை
advocate,0.9,0.0,வக்கீல்
fanfare,0.9,0.0,ரசிகர்
jubilantly,0.9,0.0,மகிழ்ச்சியுடன்
praising,0.9,0.0,புகழ்வது
tops,0.9,0.0,டாப்ஸ்
succeeds,0.9,0.0,வெற்றி பெறுகிறது
astonished,0.9,0.0,ஆச்சரியப்பட்டார்
danken,0.9,0.0,நன்றி சொல்ல
affection,0.9,0.0,பாசம்
geeky,0.9,0.0,அழகற்ற
hot,0.9,0.0,சூடான
advantageous,0.9,0.0,சாதகமானது
improve,0.9,0.0,மேம்படுத்த
sweetheart,0.9,0.0,அன்பே
eloquence,0.9,0.0,சொற்பொழிவு
audibly,0.9,0.0,கேட்கக்கூடியதாக
charmingly,0.9,0.0,வசீகரமாக
incredibly,0.9,0.0,நம்பமுடியாத
solicitous,0.9,0.0,வேண்டுகோள்
well-made,0.9,0.0,நன்றாக செய்யப்பட்டது
logical,0.9,0.0,தருக்க
zeal,0.9,0.0,வைராக்கியம்
thoughtfully,0.9,0.0,சிந்தனையுடன்
solid,0.9,0.0,திட
deference,0.9,0.0,மரியாதை
intuitive,0.9,0.0,உள்ளுணர்வு
punctual,0.9,0.0,சரியான நேரத்தில்
hallmark,0.9,0.0,தனிச்சிறப்பு
redeeming,0.9,0.0,மீட்பது
safe,0.9,0.0,பாதுகாப்பானது
excallent,0.9,0.0,சிறப்பானது
fortune,0.9,0.0,அதிர்ஷ்டம்
grin,0.9,0.0,சிரிப்பு
awesomeness,0.9,0.0,அற்புதம்
succeeded,0.9,0.0,வெற்றி பெற்றது
beckons,0.9,0.0,அழைக்கிறது
pamperedly,0.9,0.0,pamperedly
appreciative,0.9,0.0,பாராட்டு
thrilled,0.9,0.0,சிலிர்ப்பாக
loyal,0.9,0.0,விசுவாசமான
adventurous,0.9,0.0,சாகச
booming,0.9,0.0,ஏற்றம்
renown,0.9,0.0,புகழ்
dote,0.9,0.0,வரதட்சணை
reformed,0.9,0.0,சீர்திருத்தப்பட்டது
excellently,0.9,0.0,நேர்த்தியாக
fresh,0.9,0.0,புதியது
exceedingly,0.9,0.0,மிக அதிகமாக
undisputable,0.9,0.0,மறுக்கமுடியாதது
distinctive,0.9,0.0,தனித்துவமான
hale,0.9,0.0,hale
gloriously,0.9,0.0,மகிமையுடன்
elan,0.9,0.0,அறிவிப்பு
stylized,0.9,0.0,பகட்டான
sweeten,0.9,0.0,இனிப்பு
alluring,0.9,0.0,மயக்கும்
fecilitous,0.9,0.0,மலம்
overtaking,0.9,0.0,முந்தியது
saver,0.9,0.0,சேவர்
ftw,0.9,0.0,ftw
laudable,0.9,0.0,பாராட்டத்தக்கது
euphoric,0.9,0.0,பரவசம்
impartially,0.9,0.0,பாரபட்சமின்றி
lifesaver,0.9,0.0,ஆயுட்காலம்
simplest,0.9,0.0,எளிமையானது
excellency,0.9,0.0,மேன்மை
agility,0.9,0.0,சுறுசுறுப்பு
blessing,0.9,0.0,ஆசீர்வாதம்
winnable,0.9,0.0,வெல்லக்கூடியது
fair,0.9,0.0,நியாயமான
monumentally,0.9,0.0,நினைவுச்சின்னமாக
felicity,0.9,0.0,வாழ்த்து
hottest,0.9,0.0,வெப்பமான
courtly,0.9,0.0,நீதிமன்றம்
headway,0.9,0.0,முன்னேற
bonuses,0.9,0.0,போனஸ்
best-known,0.9,0.0,நன்றாக தெரிந்த
significant,0.9,0.0,குறிப்பிடத்தக்க
smoothes,0.9,0.0,மென்மையாக்குகிறது
prettily,0.9,0.0,அழகாக
affinity,0.9,0.0,உறவு
meaningful,0.9,0.0,அர்த்தமுள்ள
prosperous,0.9,0.0,வளமான
ambitiously,0.9,0.0,லட்சியத்துடன்
versatility,0.9,0.0,பல்துறை
lawfully,0.9,0.0,சட்டப்பூர்வமாக
resourceful,0.9,0.0,வளமான
endearing,0.9,0.0,அன்பான
felicitate,0.9,0.0,நல்ல அதிர்ஷ்டம்
heartily,0.9,0.0,மனதுடன்
admire,0.9,0.0,ரசிக்கிறது
suffices,0.9,0.0,போதுமானது
aspirations,0.9,0.0,அபிலாஷைகள்
infallibility,0.9,0.0,தவறான தன்மை
surpass,0.9,0.0,மிஞ்சும்
delicious,0.9,0.0,சுவையானது
complimentary,0.9,0.0,பாராட்டு
novelty,0.9,0.0,புதுமை
coherence,0.9,0.0,இணக்கத்தைப்
subsidized,0.9,0.0,மானியத்துடன்
surreal,0.9,0.0,சர்ரியல்
spiritual,0.9,0.0,ஆன்மீக
grandeur,0.9,0.0,மகத்துவம்
improving,0.9,0.0,மேம்படுத்துகிறது
goodness,0.9,0.0,நன்மை
bonus,0.9,0.0,போனஸ்
amusing,0.9,0.0,வேடிக்கையானது
confident,0.9,0.0,நம்பிக்கையுடன்
felicitous,0.9,0.0,வாழ்த்துக்கள்
compactly,0.9,0.0,சுருக்கமாக
trivially,0.9,0.0,அற்பமாக
achievable,0.9,0.0,அடையக்கூடிய
merrily,0.9,0.0,மகிழ்ச்சியுடன்
exhilarating,0.9,0.0,களிப்பூட்டும்
thrills,0.9,0.0,சிலிர்ப்பு
tidy,0.9,0.0,நேர்த்தியாக
jubiliant,0.9,0.0,ஜூபிலி
sensibly,0.9,0.0,விவேகமான
restructure,0.9,0.0,மறுசீரமைப்பு
miraculous,0.9,0.0,அற்புதம்
glee,0.9,0.0,மகிழ்ச்சி
whoa,0.9,0.0,அட
superb,0.9,0.0,அருமையானது
obsession,0.9,0.0,தொல்லை
joyfully,0.9,0.0,மகிழ்ச்சியுடன்
undisputed,0.9,0.0,மறுக்கமுடியாதது
comely,0.9,0.0,அழகாக
gorgeous,0.9,0.0,அழகான
luckier,0.9,0.0,அதிர்ஷ்டசாலி
worth,0.9,0.0,மதிப்பு
beneficially,0.9,0.0,நன்மை பயக்கும்
user-replaceable,0.9,0.0,பயனர் மாற்றக்கூடியது
decent,0.9,0.0,ஒழுக்கமான
blissfully,0.9,0.0,ஆனந்தமாக
salutary,0.9,0.0,வணக்கம்
commodious,0.9,0.0,பண்டமான
stable,0.9,0.0,நிலையான
scenic,0.9,0.0,இயற்கை
unassailable,0.9,0.0,வழங்க முடியாதது
holy,0.9,0.0,பரிசுத்த
invincibility,0.9,0.0,வெல்லமுடியாதது
enchant,0.9,0.0,மந்திரிப்பவர்
appealing,0.9,0.0,முறையீடு
resolute,0.9,0.0,உறுதியானது
titillatingly,0.9,0.0,தலைப்பில்
excellence,0.9,0.0,சிறப்பானது
perfect,0.9,0.0,சரியானது
revolutionized,0.9,0.0,புரட்சிகரமானது
exalted,0.9,0.0,உயர்ந்தது
loves,0.9,0.0,நேசிக்கிறார்
accolades,0.9,0.0,பாராட்டுக்கள்
delectable,0.9,0.0,விரும்பத்தக்கது
wowed,0.9,0.0,wowed
