Term,PosScore,NegScore,hindi
misguided,0.0,-0.9,पथभ्रष्ट
mourn,0.0,-0.9,शोक
smother,0.0,-0.9,दया की भरमार
zapped,0.0,-0.9,zapped
beware,0.0,-0.9,सावधान रहना
confusions,0.0,-0.9,भ्रम
disgruntle,0.0,-0.9,क्रोधित करना
indeterminable,0.0,-0.9,दुविधा में पड़ा हुआ
adversary,0.0,-0.9,वैरी
ironical,0.0,-0.9,विडंबना
unwillingly,0.0,-0.9,न चाहते हुए भी
villainous,0.0,-0.9,शरारतपूर्ण
irrepressible,0.0,-0.9,सदा एकसां
hotheaded,0.0,-0.9,उग्र स्वभाव का
bungle,0.0,-0.9,घपला
weaknesses,0.0,-0.9,कमजोरियों
annoyance,0.0,-0.9,चिढ़
repugnantly,0.0,-0.9,repugnantly
kooky,0.0,-0.9,कूकी
brutality,0.0,-0.9,निर्दयता
futility,0.0,-0.9,निरर्थकता
injure,0.0,-0.9,घायल
shadowy,0.0,-0.9,छायादार
defile,0.0,-0.9,परेड
nonresponsive,0.0,-0.9,गैर जिम्मेदार
smash,0.0,-0.9,गरज
gauche,0.0,-0.9,बाएं
stuttered,0.0,-0.9,stuttered
creepy,0.0,-0.9,डरावने
dull,0.0,-0.9,कुंठित
failures,0.0,-0.9,विफलताओं
congested,0.0,-0.9,भीड़भाड़
contaminating,0.0,-0.9,दूषणकारी
vibrate,0.0,-0.9,कांपना
messed,0.0,-0.9,गड़बड़
antagonize,0.0,-0.9,विरोध करना
deceit,0.0,-0.9,छल
bruises,0.0,-0.9,चोटें
involuntary,0.0,-0.9,अनैच्छिक
listless,0.0,-0.9,उदासीन
quarrels,0.0,-0.9,झगड़े
melodramatic,0.0,-0.9,थियेटर का
blow,0.0,-0.9,फुंक मारा
offend,0.0,-0.9,अपमान
crumpled,0.0,-0.9,crumpled
shallow,0.0,-0.9,उथला
unjustifiable,0.0,-0.9,अनुचित
gutless,0.0,-0.9,gutless
deploringly,0.0,-0.9,deploringly
onerously,0.0,-0.9,onerously
painfully,0.0,-0.9,दर्दनाक
traitor,0.0,-0.9,गद्दार
risky,0.0,-0.9,जोखिम भरा
moron,0.0,-0.9,मूर्ख
irrecoverable,0.0,-0.9,अप्रतिलभ्य
spoiled,0.0,-0.9,बिगड़ा हुआ
deceitfulness,0.0,-0.9,छल
devious,0.0,-0.9,चालाक
endanger,0.0,-0.9,खतरे में
flakey,0.0,-0.9,flakey
irresponsible,0.0,-0.9,गैर जिम्मेदार
madden,0.0,-0.9,क्रोधित करना
misbehavior,0.0,-0.9,दुराचार
dreadful,0.0,-0.9,भयानक
acerbic,0.0,-0.9,एसिड
boastful,0.0,-0.9,डींग मारने का
conspiracy,0.0,-0.9,साजिश
womanizing,0.0,-0.9,व्यभिचारी
sever,0.0,-0.9,उत्तर
dreary,0.0,-0.9,सुनसान
feint,0.0,-0.9,भुलावा
cheerless,0.0,-0.9,बेदिल
rust,0.0,-0.9,जंग
begging,0.0,-0.9,भीख मांगना
tauntingly,0.0,-0.9,व्यंग्य के अंदाज में
mismanage,0.0,-0.9,बुरा शासन करना
uproarous,0.0,-0.9,uproarous
redundancy,0.0,-0.9,फालतूपन
vulnerable,0.0,-0.9,चपेट में
deceive,0.0,-0.9,धोखा
killer,0.0,-0.9,हत्यारा
sick,0.0,-0.9,बीमार
agony,0.0,-0.9,यंत्रणा
forsaken,0.0,-0.9,छोड़
hectic,0.0,-0.9,व्यस्त
accuses,0.0,-0.9,आरोप लगाया
injury,0.0,-0.9,चोट
barbarous,0.0,-0.9,बर्बर
bust,0.0,-0.9,बस्ट
monotony,0.0,-0.9,एकरसता
strictly,0.0,-0.9,सख्ती से
treacherous,0.0,-0.9,नमक हराम
indistinguishable,0.0,-0.9,अविवेच्य
selfishly,0.0,-0.9,स्वार्थपूर्ण
superstition,0.0,-0.9,अंधविश्वास
abrade,0.0,-0.9,नष्ट करना
emergency,0.0,-0.9,आपातकालीन
sharply,0.0,-0.9,तेज़ी से
dissembler,0.0,-0.9,छल करनेवाला व्यक्ति
pretense,0.0,-0.9,दिखावा
cloud,0.0,-0.9,बादल
foolishly,0.0,-0.9,मूर्खता से
ignominious,0.0,-0.9,निद्य
ill-sorted,0.0,-0.9,अनुवित
inequitable,0.0,-0.9,अन्यायी
peevishly,0.0,-0.9,चिड़चिड़पन
unaffordable,0.0,-0.9,पहुंच से बाहर
displace,0.0,-0.9,विस्थापित
distortion,0.0,-0.9,विरूपण
terrible,0.0,-0.9,भयानक
dispirited,0.0,-0.9,मायूस
dispute,0.0,-0.9,विवाद
impaired,0.0,-0.9,बिगड़ा
disinterested,0.0,-0.9,उदासीन
incompetence,0.0,-0.9,अक्षमता
irrational,0.0,-0.9,तर्कहीन
disillusion,0.0,-0.9,मायूसी
misleadingly,0.0,-0.9,गुमराह
foolish,0.0,-0.9,मूढ़
cheater,0.0,-0.9,बेईमान
notorious,0.0,-0.9,कुख्यात
outrage,0.0,-0.9,उल्लंघन
sicken,0.0,-0.9,मनका
drippy,0.0,-0.9,drippy
chilly,0.0,-0.9,सर्द
lapses,0.0,-0.9,खामियों
problematic,0.0,-0.9,समस्यात्मक
absurdly,0.0,-0.9,मूर्खता से
immoderate,0.0,-0.9,अत्यंत
inefficiency,0.0,-0.9,अक्षमता
junkyard,0.0,-0.9,जंकयार्ड
intransigent,0.0,-0.9,सैद्धांतिक
tension,0.0,-0.9,तनाव
disinclination,0.0,-0.9,अनिच्छा
thwart,0.0,-0.9,विफल
forgetfulness,0.0,-0.9,विस्मृति
revoltingly,0.0,-0.9,वीभत्स रूप
hysterical,0.0,-0.9,उन्माद
abuses,0.0,-0.9,गालियाँ
sly,0.0,-0.9,धूर्त
ambiguous,0.0,-0.9,अस्पष्ट
repel,0.0,-0.9,पीछे हटाना
prattle,0.0,-0.9,चूं-चूं करना
awfulness,0.0,-0.9,awfulness
layoff,0.0,-0.9,छंटनी
conspiracies,0.0,-0.9,षड्यंत्र
inescapable,0.0,-0.9,अनिवार्य
caustic,0.0,-0.9,काटू
overshadow,0.0,-0.9,छाया में रखना
adulterated,0.0,-0.9,मिलावटी
goof,0.0,-0.9,मूर्ख
menial,0.0,-0.9,सेवक
flakieness,0.0,-0.9,flakieness
laid-off,0.0,-0.9,नौकरी से निकाला गया
tiringly,0.0,-0.9,tiringly
downcast,0.0,-0.9,खिन्न
forged,0.0,-0.9,जाली
unrest,0.0,-0.9,अशांति
shock,0.0,-0.9,झटका
dissidence,0.0,-0.9,मतभेद
traduce,0.0,-0.9,अनुवाद करना
wrip,0.0,-0.9,wrip
offenses,0.0,-0.9,अपराधों
choppy,0.0,-0.9,तड़का हुआ
gruff,0.0,-0.9,कर्कश
adulteration,0.0,-0.9,मिलावट
immoral,0.0,-0.9,अनैतिक
ineffective,0.0,-0.9,अप्रभावी
idiocy,0.0,-0.9,मूर्खता
laughably,0.0,-0.9,मज़ाक के तौर पर
vengefulness,0.0,-0.9,vengefulness
panicking,0.0,-0.9,डर
degrading,0.0,-0.9,अपमानजनक
venomous,0.0,-0.9,विषैला
inferior,0.0,-0.9,कम
coward,0.0,-0.9,डरपोक
nefariously,0.0,-0.9,nefariously
embarrassingly,0.0,-0.9,अजीब के ठंड से
extraneous,0.0,-0.9,बाहरी
mawkishly,0.0,-0.9,mawkishly
intrude,0.0,-0.9,अतिक्रमण
polluter,0.0,-0.9,प्रदूषण फैलाने
treacherously,0.0,-0.9,विश्वासघात
junk,0.0,-0.9,कचरा
egregious,0.0,-0.9,प्रबल
humiliate,0.0,-0.9,अपमानित नहीं
lame-duck,0.0,-0.9,लंगड़ा बत्तख
monster,0.0,-0.9,राक्षस
harboring,0.0,-0.9,शरण
dim,0.0,-0.9,नहीं
self-serving,0.0,-0.9,आत्म सेवारत
sufferer,0.0,-0.9,पीड़ित
imperil,0.0,-0.9,संकट में डालना
rejecting,0.0,-0.9,खारिज
bristle,0.0,-0.9,बाल खड़े
dirts,0.0,-0.9,dirts
shame,0.0,-0.9,शर्म की बात है
hasty,0.0,-0.9,जल्दबाजी
subversively,0.0,-0.9,subversively
wrestle,0.0,-0.9,कुश्ती
mortification,0.0,-0.9,वैराग्य
second-tier,0.0,-0.9,दूसरा स्तर
unfortunate,0.0,-0.9,दुर्भाग्य
error,0.0,-0.9,त्रुटि
inconsequent,0.0,-0.9,असंगत
sneering,0.0,-0.9,व्यंग्यमिश्रित
paralyzed,0.0,-0.9,झोले के मारे
miseries,0.0,-0.9,दुख
repulsing,0.0,-0.9,खदेड़ने
autocratic,0.0,-0.9,निरंकुश
undesirable,0.0,-0.9,अवांछनीय
barbarian,0.0,-0.9,जंगली
hollow,0.0,-0.9,खोखला
tetchy,0.0,-0.9,चिड़चिड़ा
flares,0.0,-0.9,फ्लेयर्स
sucker,0.0,-0.9,चूसने वाला
desecrate,0.0,-0.9,अपवित्रा
threaten,0.0,-0.9,धमकाना
overwhelms,0.0,-0.9,अभिभूत
frazzle,0.0,-0.9,घिसा होना
ugh,0.0,-0.9,ओह
batty,0.0,-0.9,बावला
expropriation,0.0,-0.9,ज़ब्त
checkered,0.0,-0.9,विचित्र
condescend,0.0,-0.9,स्वीकर
break-ups,0.0,-0.9,ब्रेक-अप
hateful,0.0,-0.9,घृणास्पद
nebulously,0.0,-0.9,nebulously
repudiate,0.0,-0.9,परित्याग करना
unsettled,0.0,-0.9,अस्थिर
relapse,0.0,-0.9,पतन
break,0.0,-0.9,टूटना
insignificant,0.0,-0.9,तुच्छ
cheap,0.0,-0.9,सस्ता
dismay,0.0,-0.9,बेचैनी
mockeries,0.0,-0.9,mockeries
exhausts,0.0,-0.9,निकास
exhort,0.0,-0.9,समझाना
stereotypical,0.0,-0.9,टकसाली
gaff,0.0,-0.9,मछली फंसाने की कांटेदार बछीद्द
gall,0.0,-0.9,यह
transgression,0.0,-0.9,उल्लंघन
unseemly,0.0,-0.9,गंदा
insolently,0.0,-0.9,बेअदबी से
ached,0.0,-0.9,बैठ जाता है
irrecoverably,0.0,-0.9,निराशाजनक
woebegone,0.0,-0.9,woebegone
resent,0.0,-0.9,पुन: भेज
ignominy,0.0,-0.9,बदनामी
substandard,0.0,-0.9,रद्दी
bigotry,0.0,-0.9,कट्टरता
weirdly,0.0,-0.9,निराले ढंग से
nag,0.0,-0.9,गुनगुन
sad,0.0,-0.9,अभी
frightful,0.0,-0.9,भयंकर
repulsive,0.0,-0.9,प्रतिकारक
unthinkable,0.0,-0.9,असंभव
drastic,0.0,-0.9,भीषण
mourner,0.0,-0.9,रोनेवाला
slogs,0.0,-0.9,लड़ी
implacable,0.0,-0.9,दयाहीन
lazy,0.0,-0.9,आलसी
audiciously,0.0,-0.9,audiciously
lengthy,0.0,-0.9,लंबा
drowning,0.0,-0.9,डूबता हुआ
archaic,0.0,-0.9,प्राचीन
irreparable,0.0,-0.9,अपूरणीय
lackadaisical,0.0,-0.9,भावुक
distraughtness,0.0,-0.9,distraughtness
lumpy,0.0,-0.9,ढेलेदार
obsessive,0.0,-0.9,जुनूनी
egotistically,0.0,-0.9,सदर्प
wrinkles,0.0,-0.9,झुर्रियों
messing,0.0,-0.9,खिलवाड़
scratched,0.0,-0.9,खरोंच
thumbs-down,0.0,-0.9,नाकामयाबी
suppress,0.0,-0.9,दबाने
brazenly,0.0,-0.9,बेशर्मी
breakdown,0.0,-0.9,टूट - फूट
dubious,0.0,-0.9,संदिग्ध
hapless,0.0,-0.9,अभागी
hassle,0.0,-0.9,परेशानी
hoodwink,0.0,-0.9,आंख में धूल झोंकना
hurtful,0.0,-0.9,हानिकारक
pessimism,0.0,-0.9,निराशावाद
freakishly,0.0,-0.9,उमंग में
embattled,0.0,-0.9,ठनी
suffers,0.0,-0.9,पीड़ित
horde,0.0,-0.9,भीड़
vindictiveness,0.0,-0.9,प्रतिकारिता
unnervingly,0.0,-0.9,unnervingly
bondage,0.0,-0.9,दासता
unorthodox,0.0,-0.9,अपरंपरागत
nitpicking,0.0,-0.9,nitpicking
ho-hum,0.0,-0.9,ho-hum
distrustful,0.0,-0.9,संदिग्धचित्त
hestitant,0.0,-0.9,hestitant
disintegrates,0.0,-0.9,विखंडित
fatuity,0.0,-0.9,बेहूदा बात
waning,0.0,-0.9,घट
smelt,0.0,-0.9,गलाना
unnecessary,0.0,-0.9,बेकार
freaks,0.0,-0.9,शैतान
unimportant,0.0,-0.9,महत्वहीन
audaciousness,0.0,-0.9,धृष्टता
enviousness,0.0,-0.9,enviousness
indecent,0.0,-0.9,अभद्र
neglect,0.0,-0.9,उपेक्षा
lamentably,0.0,-0.9,खेदजनक ढंग से
dented,0.0,-0.9,कमजोर
loveless,0.0,-0.9,अप्रिय
phony,0.0,-0.9,जाली
soapy,0.0,-0.9,साबुन का
pitiful,0.0,-0.9,रहमदिल
demise,0.0,-0.9,मृत्यु
flareup,0.0,-0.9,भड़कना
passive,0.0,-0.9,निष्क्रिय
discontinuous,0.0,-0.9,टूटनेवाला
unusable,0.0,-0.9,व्यर्थ
rupture,0.0,-0.9,टूटना
direly,0.0,-0.9,direly
excessively,0.0,-0.9,अधिकता से
picketing,0.0,-0.9,धरना
angriness,0.0,-0.9,angriness
myth,0.0,-0.9,कल्पित कथा
faulty,0.0,-0.9,दोषपूर्ण
insupportably,0.0,-0.9,insupportably
jeeringly,0.0,-0.9,jeeringly
renunciation,0.0,-0.9,त्याग
imprisonment,0.0,-0.9,कैद होना
drawback,0.0,-0.9,कमी
fear,0.0,-0.9,डर
inarticulate,0.0,-0.9,धीरे से बोलना
immature,0.0,-0.9,अपरिपक्व
inescapably,0.0,-0.9,अपरिहार्य रूप से
indecision,0.0,-0.9,असमंजस
tiring,0.0,-0.9,थकाऊ
spewed,0.0,-0.9,दे रहे थे
fugitive,0.0,-0.9,भगोड़ा
dishonor,0.0,-0.9,अपमान
punitive,0.0,-0.9,दंडात्मक
poky,0.0,-0.9,सँकरा
epidemic,0.0,-0.9,महामारी
issue,0.0,-0.9,मुद्दा
mad,0.0,-0.9,पागल
skimpy,0.0,-0.9,लोभी
stains,0.0,-0.9,दाग
glower,0.0,-0.9,तिरछी निगाह से देखना
curse,0.0,-0.9,शाप
dilemma,0.0,-0.9,दुविधा
disquiet,0.0,-0.9,बेचैनी
frenzy,0.0,-0.9,उन्माद
disvalue,0.0,-0.9,disvalue
haywire,0.0,-0.9,परेशन
overdo,0.0,-0.9,ज़्यादा
taunting,0.0,-0.9,ताना मार
bulkiness,0.0,-0.9,स्थूलता
criminal,0.0,-0.9,अपराधी
starvation,0.0,-0.9,भुखमरी
consternation,0.0,-0.9,आतंक
detests,0.0,-0.9,घृणा
recklessly,0.0,-0.9,बेतहाशा
fictitious,0.0,-0.9,काल्पनिक
imprudence,0.0,-0.9,नासमझी
indoctrinate,0.0,-0.9,राज़ी करना
one-sided,0.0,-0.9,एकतरफ़ा
qualms,0.0,-0.9,हिचक
apathetically,0.0,-0.9,apathetically
acerbate,0.0,-0.9,तीखा स्वाद
bafflement,0.0,-0.9,bafflement
childish,0.0,-0.9,बचकाना
merciless,0.0,-0.9,बेरहम
prevaricate,0.0,-0.9,छलकपट
slanders,0.0,-0.9,बदनामी
insensible,0.0,-0.9,सुन्न
biased,0.0,-0.9,झुका हुआ
hell,0.0,-0.9,नरक
pillage,0.0,-0.9,लूट
disrespectful,0.0,-0.9,अनुचित
fatuous,0.0,-0.9,बुद्धिहीन
hardliner,0.0,-0.9,कट्टरपंथी
incomparably,0.0,-0.9,अतुलनीय
sueing,0.0,-0.9,sueing
biting,0.0,-0.9,काट
fluster,0.0,-0.9,शराब की गरमी
damnable,0.0,-0.9,निन्दनीय
distressed,0.0,-0.9,व्यथित
tentatively,0.0,-0.9,प्रयोगात्मक रूप से
derision,0.0,-0.9,उपहास
uncaring,0.0,-0.9,बेपरवाह
denial,0.0,-0.9,इनकार
capsize,0.0,-0.9,नाव को उलटना
fastidiously,0.0,-0.9,नकचढ़ेपन
misbegotten,0.0,-0.9,घिनौना
subversion,0.0,-0.9,विनाश
blundering,0.0,-0.9,स्खलित
illusion,0.0,-0.9,मोह माया
blatantly,0.0,-0.9,दो टूक
despised,0.0,-0.9,तुच्छ
maliciously,0.0,-0.9,दुर्भावनापूर्ण रूप से
drunk,0.0,-0.9,नशे में
backaches,0.0,-0.9,होने वाला पीठदर्द
virus,0.0,-0.9,वाइरस
shocking,0.0,-0.9,चौंका देने वाला
rejected,0.0,-0.9,अस्वीकृत
inhumanity,0.0,-0.9,बेदर्दी
impinge,0.0,-0.9,टकराना
throbbed,0.0,-0.9,स्फूर्त
deceptively,0.0,-0.9,भ्रामक
scrambled,0.0,-0.9,तले हुए
criticism,0.0,-0.9,आलोचना
hobble,0.0,-0.9,बंधन
simplistic,0.0,-0.9,साधारण
grotesque,0.0,-0.9,विचित्र
treasonous,0.0,-0.9,परदारगमन का
troubles,0.0,-0.9,मुसीबतों
dislikes,0.0,-0.9,नापसंद
mistress,0.0,-0.9,स्वामिनी
conspicuous,0.0,-0.9,विशिष्ट
acerbically,0.0,-0.9,तीखा
atrocities,0.0,-0.9,अत्याचारों
brazen,0.0,-0.9,तांबे का
calamity,0.0,-0.9,आपदा
gloatingly,0.0,-0.9,घूरते से
inexcusably,0.0,-0.9,अक्षम्य
rumor,0.0,-0.9,अफवाह
forbidden,0.0,-0.9,मना किया हुआ
cheesy,0.0,-0.9,पनीर का
slander,0.0,-0.9,बदनामी
stumped,0.0,-0.9,स्टंप्डया
corrosive,0.0,-0.9,संक्षारक
virulently,0.0,-0.9,virulently
false,0.0,-0.9,असत्य
knock,0.0,-0.9,दस्तक
vexingly,0.0,-0.9,खिझाते
hoard,0.0,-0.9,ढेर
untrue,0.0,-0.9,बेईमान
aloof,0.0,-0.9,अलग
fetid,0.0,-0.9,दुर्गन्धि-युक्त
invisible,0.0,-0.9,अदृश्य
heavyhearted,0.0,-0.9,उदास
conceit,0.0,-0.9,दंभ
hypocricy,0.0,-0.9,पाखंड
infection,0.0,-0.9,संक्रमण
shrug,0.0,-0.9,कंधे उचकाने की क्रिया
dangerousness,0.0,-0.9,dangerousness
traped,0.0,-0.9,traped
temper,0.0,-0.9,स्वभाव
soreness,0.0,-0.9,व्यथा
wrest,0.0,-0.9,हथिया
impractical,0.0,-0.9,अव्यवहारिक
punk,0.0,-0.9,गुंडा
damaged,0.0,-0.9,क्षतिग्रस्त
deject,0.0,-0.9,उदासी
immaterial,0.0,-0.9,सारहीन
imperfectly,0.0,-0.9,अपूर्ण
inappropriately,0.0,-0.9,अनुपयुक्त
lewdly,0.0,-0.9,lewdly
impossible,0.0,-0.9,असंभव
deny,0.0,-0.9,मना
helplessly,0.0,-0.9,असहाय होकर
indifference,0.0,-0.9,उदासीनता
disgraced,0.0,-0.9,बदनाम
melancholy,0.0,-0.9,उदासी
insignificance,0.0,-0.9,निरर्थकता
retardedness,0.0,-0.9,retardedness
discountenance,0.0,-0.9,निंदा करना
unspecified,0.0,-0.9,अनिर्दिष्ट
diatribe,0.0,-0.9,अभियोगात्मक भाषण
hideously,0.0,-0.9,घोर रूप से
flake,0.0,-0.9,परत
pig,0.0,-0.9,सूअर
last-ditch,0.0,-0.9,आखिरी
repulse,0.0,-0.9,खदेड़ना
conflicted,0.0,-0.9,विरोध हुआ
ruthlessness,0.0,-0.9,निष्ठुरता
obscure,0.0,-0.9,अस्पष्ट
capriciousness,0.0,-0.9,capriciousness
grumpier,0.0,-0.9,Grumpier
mournfully,0.0,-0.9,अफसोस जताते हुए
poorer,0.0,-0.9,गरीब
unqualified,0.0,-0.9,अपरिपक्व
overact,0.0,-0.9,बढ़ा-चढ़ाकर बयान करना
subversive,0.0,-0.9,विनाशक
ineptly,0.0,-0.9,अनुचित ढंग से
stain,0.0,-0.9,दाग
assassin,0.0,-0.9,हत्यारा
corrosions,0.0,-0.9,corrosions
fanciful,0.0,-0.9,काल्पनिक
heartbreakingly,0.0,-0.9,heartbreakingly
outrages,0.0,-0.9,outrages
plight,0.0,-0.9,दुर्दशा
extremists,0.0,-0.9,चरमपंथियों
maledict,0.0,-0.9,maledict
shrilly,0.0,-0.9,बारीक और तेज आवाज
interrupt,0.0,-0.9,बाधा
exaggerate,0.0,-0.9,अतिरंजना करना
inevitably,0.0,-0.9,अनिवार्य रूप से
challenging,0.0,-0.9,चुनौतीपूर्ण
infiltrators,0.0,-0.9,घुसपैठियों
harsh,0.0,-0.9,कठोर
dire,0.0,-0.9,कहते हैं
plebeian,0.0,-0.9,लौकिक
pan,0.0,-0.9,कड़ाही
scams,0.0,-0.9,घोटालों
jealousness,0.0,-0.9,jealousness
arrogantly,0.0,-0.9,अहंकार
stupidest,0.0,-0.9,बेवकूफी
disapproving,0.0,-0.9,अनुमोदन
scrap,0.0,-0.9,रद्दी माल
demolish,0.0,-0.9,ध्वस्त
swelled,0.0,-0.9,बढ़कर
rejects,0.0,-0.9,को खारिज कर दिया
irksomely,0.0,-0.9,irksomely
neglected,0.0,-0.9,नजरअंदाज कर दिया
hideousness,0.0,-0.9,उग्रता
leery,0.0,-0.9,चालाक
uncooperative,0.0,-0.9,असहयोगी
blame,0.0,-0.9,दोष
impermissible,0.0,-0.9,नाजायज
mortifying,0.0,-0.9,अपमानजनक
bereave,0.0,-0.9,वंचित करना
strangely,0.0,-0.9,अजीब
blunder,0.0,-0.9,बड़ी भूल
struggled,0.0,-0.9,संघर्ष किया
alienated,0.0,-0.9,अलग-थलग
frenzied,0.0,-0.9,क्रोधित
absurdity,0.0,-0.9,मूर्खता
unspeakable,0.0,-0.9,गंदा
beguile,0.0,-0.9,मोहना
delude,0.0,-0.9,निराश
violators,0.0,-0.9,उल्लंघनकर्ताओं
vibrating,0.0,-0.9,हिल
baffle,0.0,-0.9,चकरा देना
bowdlerize,0.0,-0.9,bowdlerize
turmoil,0.0,-0.9,उथल-पुथल
utterly,0.0,-0.9,बिलकुल
shimmer,0.0,-0.9,टिमटिमाना
frenetically,0.0,-0.9,frenetically
fail,0.0,-0.9,विफल
messes,0.0,-0.9,भोजनालयों
undersized,0.0,-0.9,ख़राब
fanaticism,0.0,-0.9,अंधाधुंधता
disarray,0.0,-0.9,अव्यवस्था
scold,0.0,-0.9,डांटना
madness,0.0,-0.9,पागलपन
shake,0.0,-0.9,शेक
discrepant,0.0,-0.9,प्रतिकूल
disses,0.0,-0.9,जो अपने
dubiously,0.0,-0.9,dubiously
irksomenesses,0.0,-0.9,irksomenesses
misrepresentation,0.0,-0.9,बहकाना
nauseating,0.0,-0.9,वमनकारी
wrinkled,0.0,-0.9,झुर्रियों
punch,0.0,-0.9,पंच
brood,0.0,-0.9,रोटी
cringes,0.0,-0.9,cringes
grudgingly,0.0,-0.9,अनिच्छा से
danger,0.0,-0.9,खतरा
exhaust,0.0,-0.9,निकास
raping,0.0,-0.9,बलात्कार
scandels,0.0,-0.9,scandel
brash,0.0,-0.9,नाज़ुक
slumping,0.0,-0.9,की दर में गिरावट
loser,0.0,-0.9,परास्त
glitches,0.0,-0.9,खामियों
appalling,0.0,-0.9,भय उत्पन्न करनेवाला
conspire,0.0,-0.9,मिल जाना
heartbreaking,0.0,-0.9,शोकाकुल
besiege,0.0,-0.9,मुहासिरा करना
blah,0.0,-0.9,बकवास
bad,0.0,-0.9,खराब
blatant,0.0,-0.9,ज़बरदस्त
mendacious,0.0,-0.9,मिथ्या
submissive,0.0,-0.9,विनम्र
disgraceful,0.0,-0.9,शर्मनाक
unprofitable,0.0,-0.9,लाभहीन
shady,0.0,-0.9,छायादार
refutes,0.0,-0.9,खंडन
polution,0.0,-0.9,प्रदूषण
stump,0.0,-0.9,स्टंप
enraged,0.0,-0.9,ख़फ़ा
crazily,0.0,-0.9,क्षीणतापूर्वक
over-priced,0.0,-0.9,से अधिक कीमत
unreadable,0.0,-0.9,अस्पष्ट
satirical,0.0,-0.9,व्यंगपूर्ण
spiteful,0.0,-0.9,द्वेषपूर्ण
radicalization,0.0,-0.9,कट्टरता
brittle,0.0,-0.9,नाज़ुक
peril,0.0,-0.9,जोखिम
gainsayer,0.0,-0.9,gainsayer
pout,0.0,-0.9,एक प्रकार की मछली
illusory,0.0,-0.9,मोह का
haunting,0.0,-0.9,भूतिया
terror-genic,0.0,-0.9,आतंक-genic
weep,0.0,-0.9,रो
downhill,0.0,-0.9,ढलान
whine,0.0,-0.9,कराहना
dislike,0.0,-0.9,नापसन्द
wicked,0.0,-0.9,शैतान
extort,0.0,-0.9,धमकी देकर मांगना
smoulder,0.0,-0.9,सुलगना
darker,0.0,-0.9,गहरे रंग
fume,0.0,-0.9,धूआं
avalanche,0.0,-0.9,हिमस्खलन
break-up,0.0,-0.9,संबंध विच्छेद
hate,0.0,-0.9,नफरत
capricious,0.0,-0.9,मनमौजी
jutter,0.0,-0.9,jutter
immoderately,0.0,-0.9,बिना संयम के
semi-retarded,0.0,-0.9,अर्द्ध मंद
cracks,0.0,-0.9,दरारें
criticizing,0.0,-0.9,की आलोचना
disgustfully,0.0,-0.9,disgustfully
dumping,0.0,-0.9,डंपिंग
mispronounced,0.0,-0.9,mispronounced
scorchingly,0.0,-0.9,scorchingly
kaput,0.0,-0.9,द्वार
detraction,0.0,-0.9,कलंक
derisively,0.0,-0.9,उपहासपूर्वक
condemnation,0.0,-0.9,निंदा
funnily,0.0,-0.9,मजेदार
sass,0.0,-0.9,सास
opponent,0.0,-0.9,प्रतिद्वंद्वी
dungeons,0.0,-0.9,तहखानों
scolded,0.0,-0.9,डांटा
commotions,0.0,-0.9,मस्तिष्काघात
subpoenas,0.0,-0.9,सम्मन
regretfully,0.0,-0.9,खेद
unlawfully,0.0,-0.9,अवैध
brashness,0.0,-0.9,brashness
unpopular,0.0,-0.9,अप्रसिद्ध
dispirit,0.0,-0.9,दिल तोड़ना
conspicuously,0.0,-0.9,सुस्पष्ट
insanely,0.0,-0.9,पागलपन की हद तक
incredulous,0.0,-0.9,विश्वास न होना
indifferent,0.0,-0.9,उदासीन
racists,0.0,-0.9,racists
impunity,0.0,-0.9,दण्ड मुक्ति
sorrowful,0.0,-0.9,उदास
unhealthy,0.0,-0.9,बीमार
critical,0.0,-0.9,नाजुक
debaucher,0.0,-0.9,debaucher
gawk,0.0,-0.9,gawk
doggedly,0.0,-0.9,हठीलेपन
disrespectable,0.0,-0.9,disrespectable
2-faces,0.0,-0.9,2-चेहरे
disgustful,0.0,-0.9,घृणापूर्ण
flicering,0.0,-0.9,flication
drips,0.0,-0.9,भरी
evasion,0.0,-0.9,टालना
indefensible,0.0,-0.9,असमर्थनीय
infuriate,0.0,-0.9,क्रुद्ध करना
aggrieve,0.0,-0.9,पीड़ा देना
ludicrous,0.0,-0.9,ऊटपटांग
misfortune,0.0,-0.9,दुर्भाग्य
frigging,0.0,-0.9,छोटा
malevolent,0.0,-0.9,द्रोही
monstrosities,0.0,-0.9,monstrosities
avaricious,0.0,-0.9,लालची
stench,0.0,-0.9,बदबू
domineering,0.0,-0.9,घमंडी
troublesomely,0.0,-0.9,कष्टकरता
buckle,0.0,-0.9,बकसुआ
confounded,0.0,-0.9,चकित
stumps,0.0,-0.9,स्टंप
judders,0.0,-0.9,judders
smut,0.0,-0.9,मैल
terrorism,0.0,-0.9,आतंक
undignified,0.0,-0.9,नालायक
wack,0.0,-0.9,wack
mordantly,0.0,-0.9,mordantly
uncreative,0.0,-0.9,uncreative
adamantly,0.0,-0.9,बात पर अटल रहे
incompetent,0.0,-0.9,अक्षम
disturbance,0.0,-0.9,अशांति
over-acted,0.0,-0.9,ओवर-अभिनय किया
enflame,0.0,-0.9,enflame
slaves,0.0,-0.9,दास
stealing,0.0,-0.9,चोरी
unconstitutional,0.0,-0.9,असंवैधानिक
snobbish,0.0,-0.9,दंभपूर्ण
gaffe,0.0,-0.9,बड़ी भूल
ungrateful,0.0,-0.9,एहसान फरामोश
