Term,PosScore,NegScore,Oriya
regal,0.9,0.0,ରେଗାଲ୍ |
persevere,0.9,0.0,ସ୍ଥିର ରୁହ |
well-informed,0.9,0.0,ଭଲ ସୂଚନା
intrigue,0.9,0.0,ଷଡଯନ୍ତ୍ର
jubilant,0.9,0.0,ଆନନ୍ଦ
euphorically,0.9,0.0,ଆନନ୍ଦରେ |
amiability,0.9,0.0,ସୁବିଧାଜନକତା |
suavely,0.9,0.0,suavely
galore,0.9,0.0,ଗାଲୋର
sturdy,0.9,0.0,ଦୃ urdy
transparent,0.9,0.0,ସ୍ୱଚ୍ଛ
undamaged,0.9,0.0,କ୍ଷତିଗ୍ରସ୍ତ |
cohere,0.9,0.0,cohere
danke,0.9,0.0,ଧନ୍ୟବାଦ
elatedly,0.9,0.0,ଆନନ୍ଦିତ
benifits,0.9,0.0,ଉପକାରିତା
achievements,0.9,0.0,ସଫଳତା
shimmering,0.9,0.0,im ଲସି ଉଠୁଛି |
preferes,0.9,0.0,ପସନ୍ଦ
impartial,0.9,0.0,ନିରପେକ୍ଷ |
promise,0.9,0.0,ପ୍ରତିଜ୍ଞା
spectacular,0.9,0.0,ଚମତ୍କାର |
efficacious,0.9,0.0,ଫଳପ୍ରଦ
passion,0.9,0.0,ଆବେଗ
enhances,0.9,0.0,ବୃଦ୍ଧି କରେ |
beckoning,0.9,0.0,ଚେତାବନୀ
earnestly,0.9,0.0,ଆନ୍ତରିକତାର ସହିତ |
right,0.9,0.0,ଠିକ୍
mightily,0.9,0.0,ସମ୍ଭବତ
favor,0.9,0.0,ଅନୁଗ୍ରହ
ingenious,0.9,0.0,ଚତୁର
exuberantly,0.9,0.0,ଅତିଶୟ
exuberance,0.9,0.0,ଅତ୍ୟଧିକ
magnificence,0.9,0.0,ମହିମା
cleanest,0.9,0.0,ପରିଷ୍କାର
gaining,0.9,0.0,ଲାଭ
fascinating,0.9,0.0,ଚିତ୍ତାକର୍ଷକ |
support,0.9,0.0,ସମର୍ଥନ
soothingly,0.9,0.0,ଶାନ୍ତ ଭାବରେ
flattering,0.9,0.0,ଚାଟୁକାର
orderly,0.9,0.0,କ୍ରମଶ
wonderfully,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟଜନକ
equitable,0.9,0.0,ସମାନ
first-class,0.9,0.0,ପ୍ରଥମ ଶ୍ରେଣୀ
honored,0.9,0.0,ସମ୍ମାନିତ
sparkle,0.9,0.0,ଚମକ
adored,0.9,0.0,ଆଦର
ease,0.9,0.0,ସହଜ
enthrall,0.9,0.0,ଆନନ୍ଦିତ |
available,0.9,0.0,ଉପଲବ୍ଧ |
enliven,0.9,0.0,enliven
impressed,0.9,0.0,ପ୍ରଭାବିତ
supported,0.9,0.0,ସମର୍ଥିତ |
pleasing,0.9,0.0,ପ୍ରସନ୍ନ
versatile,0.9,0.0,ବହୁମୁଖୀ |
warmly,0.9,0.0,ଉଷ୍ମ
marvelled,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟ ହୋଇଗଲେ |
pretty,0.9,0.0,ସୁନ୍ଦର
sprightly,0.9,0.0,ସ୍ପଷ୍ଟ ଭାବରେ
fascination,0.9,0.0,ଆକର୍ଷଣ
fave,0.9,0.0,ଫେଭ୍
reasonably,0.9,0.0,ଯୁକ୍ତିଯୁକ୍ତ ଭାବରେ |
ovation,0.9,0.0,ଓଭେସନ୍
speedy,0.9,0.0,ଦ୍ରୁତ
satisfy,0.9,0.0,ସନ୍ତୁଷ୍ଟ କର |
super,0.9,0.0,ସୁପର
privileged,0.9,0.0,ସୁବିଧା
jaw-dropping,0.9,0.0,ଜହ୍ନ
better-known,0.9,0.0,ଅଧିକ ଜଣାଶୁଣା |
accomplishments,0.9,0.0,ସଫଳତା
breakthroughs,0.9,0.0,ସଫଳତା
hilarious,0.9,0.0,ହାସ୍ୟ
pride,0.9,0.0,ଗର୍ବ
hail,0.9,0.0,କୁଆପଥର
gains,0.9,0.0,ଲାଭ
rectification,0.9,0.0,ସଂଶୋଧନ
kudos,0.9,0.0,କୁଡୋସ୍ |
like,0.9,0.0,ପରି
masters,0.9,0.0,ଗୁରୁମାନେ
appreciable,0.9,0.0,ପ୍ରଶଂସନୀୟ
nicest,0.9,0.0,ସୁନ୍ଦର
frolic,0.9,0.0,ଫ୍ରୋଲିକ୍ |
safely,0.9,0.0,ନିରାପଦରେ |
instrumental,0.9,0.0,ବାଦ୍ୟଯନ୍ତ୍ର
spectacularly,0.9,0.0,ଚମତ୍କାର ଭାବରେ |
harmless,0.9,0.0,କ୍ଷତିକାରକ |
unity,0.9,0.0,ଏକତା
fast-paced,0.9,0.0,ଦ୍ରୁତ ଗତିରେ
ecstasy,0.9,0.0,ଆନନ୍ଦ
enjoy,0.9,0.0,ଉପଭୋଗ କର |
enhancement,0.9,0.0,ଉନ୍ନତି
assuring,0.9,0.0,ନିଶ୍ଚିତ କରିବା
work,0.9,0.0,କାମ
edify,0.9,0.0,ସଂପାଦନ କରନ୍ତୁ |
formidable,0.9,0.0,ଭୟାନକ
instantly,0.9,0.0,ତତକ୍ଷଣାତ୍
righteously,0.9,0.0,ଧାର୍ମିକ ଭାବରେ
painlessly,0.9,0.0,ଯନ୍ତ୍ରଣାହୀନ |
comfy,0.9,0.0,ଆରାମଦାୟକ
fervidly,0.9,0.0,ଦୃ v ଭାବରେ
approval,0.9,0.0,ଅନୁମୋଦନ
fertile,0.9,0.0,ଉର୍ବର
easygoing,0.9,0.0,ଠିକ୍ ଚାଲିଛି
admiration,0.9,0.0,ପ୍ରଶଂସା
reward,0.9,0.0,ପୁରସ୍କାର
promoter,0.9,0.0,ପ୍ରୋତ୍ସାହକ |
responsive,0.9,0.0,ପ୍ରତିକ୍ରିୟାଶୀଳ |
rapt,0.9,0.0,rapt
wowing,0.9,0.0,wowing
promptly,0.9,0.0,ତୁରନ୍ତ
awestruck,0.9,0.0,awestruck
joyful,0.9,0.0,ଆନନ୍ଦିତ
dominate,0.9,0.0,ପ୍ରାଧାନ୍ୟ ଦିଅନ୍ତୁ |
capably,0.9,0.0,ସମ୍ଭବତ। |
virtue,0.9,0.0,ଗୁଣ
prompt,0.9,0.0,ପ୍ରମ୍ପ୍ଟ
willingly,0.9,0.0,ସ୍ୱଇଚ୍ଛାରେ
magical,0.9,0.0,ଯାଦୁକର
famed,0.9,0.0,ପ୍ରସିଦ୍ଧ
angel,0.9,0.0,ଦୂତ
masterfully,0.9,0.0,ଗୁରୁ ଭାବରେ
amazing,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟଜନକ |
convincing,0.9,0.0,ବିଶ୍ୱାସଯୋଗ୍ୟ
awsome,0.9,0.0,ଅଦ୍ଭୁତ
reforming,0.9,0.0,ସଂସ୍କାର
clever,0.9,0.0,ଚତୁର
fervently,0.9,0.0,ଜୋରରେ
harmoniously,0.9,0.0,ସୁସଂଗତ ଭାବରେ |
compact,0.9,0.0,କମ୍ପାକ୍ଟ |
enterprising,0.9,0.0,ଉଦ୍ୟୋଗୀ
intriguing,0.9,0.0,ଚିତ୍ତାକର୍ଷକ |
aspire,0.9,0.0,ଇଚ୍ଛା କର |
elegance,0.9,0.0,ଶୋଭା
delightful,0.9,0.0,ଆନନ୍ଦଦାୟକ
maneuverable,0.9,0.0,ପରିଚାଳନାଯୋଗ୍ୟ |
friendly,0.9,0.0,ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
gainfully,0.9,0.0,ଲାଭଜନକ
ideally,0.9,0.0,ଆଦର୍ଶରେ |
complements,0.9,0.0,ସଂପନ୍ନ
hardy,0.9,0.0,କଠିନ
unconditional,0.9,0.0,ସର୍ତ୍ତମୂଳକ |
homage,0.9,0.0,ସମ୍ମାନ
talented,0.9,0.0,ପ୍ରତିଭାଶାଳୀ
stellarly,0.9,0.0,ନକ୍ଷତ୍ର
futurestic,0.9,0.0,ଭବିଷ୍ୟତ
congratulation,0.9,0.0,ଅଭିନନ୍ଦନ
soft,0.9,0.0,ନରମ
glory,0.9,0.0,ଗ glory ରବ
encouragingly,0.9,0.0,ଉତ୍ସାହଜନକ
stylishly,0.9,0.0,ଶ yl ଳୀରେ |
afford,0.9,0.0,ସୁଲଭ
jollify,0.9,0.0,ଜୋଲିଫ୍ କରନ୍ତୁ |
skill,0.9,0.0,ଦକ୍ଷତା
reasoned,0.9,0.0,ଯୁକ୍ତିଯୁକ୍ତ
piety,0.9,0.0,ଧର୍ମ
peaceful,0.9,0.0,ଶାନ୍ତିପୁର୍ଣ
warmhearted,0.9,0.0,ହୃଦୟ
endorsing,0.9,0.0,ସମର୍ଥନ
impressively,0.9,0.0,ପ୍ରଭାବଶାଳୀ
bravo,0.9,0.0,bravo
improvement,0.9,0.0,ଉନ୍ନତି
sumptuously,0.9,0.0,ଅତିଶୟ
pamper,0.9,0.0,ପମ୍ପର୍ |
avidly,0.9,0.0,ଉତ୍ସାହର ସହିତ |
profusion,0.9,0.0,ପ୍ରବୃତ୍ତି
tenaciously,0.9,0.0,ଦୃ ac ଭାବରେ
glisten,0.9,0.0,ଚମକ
famously,0.9,0.0,ପ୍ରସିଦ୍ଧ
timely,0.9,0.0,ସମୟାନୁବର୍ତ୍ତୀ |
well-known,0.9,0.0,ଜଣାଶୁଣା
tranquil,0.9,0.0,ଶାନ୍ତ
carefree,0.9,0.0,ନିରାଶ୍ରୟ |
healthful,0.9,0.0,ସ୍ ful ାସ୍ଥ୍ୟକର
dignified,0.9,0.0,ସମ୍ମାନିତ
elegant,0.9,0.0,ସୁନ୍ଦର
easy,0.9,0.0,ସହଜ
excitingly,0.9,0.0,ଉତ୍ସାହଜନକ
well-received,0.9,0.0,ଭଲ-ଗ୍ରହଣ
impressiveness,0.9,0.0,ପ୍ରଭାବଶାଳୀତା |
simplifies,0.9,0.0,ସରଳୀକରଣ କରେ |
thrift,0.9,0.0,ଥ୍ରିଫ୍ଟ
willingness,0.9,0.0,ଇଚ୍ଛା
virtuous,0.9,0.0,ଗୁଣବତ୍ତା
outperforms,0.9,0.0,ବାହାଘର
adroitly,0.9,0.0,adroitly
believable,0.9,0.0,ବିଶ୍ୱାସଯୋଗ୍ୟ
ecstasies,0.9,0.0,ଆନନ୍ଦ
glimmering,0.9,0.0,lim ଲକ
continuity,0.9,0.0,ନିରନ୍ତରତା |
unaffected,0.9,0.0,ଅସୁରକ୍ଷିତ
neatest,0.9,0.0,ସୁନ୍ଦର
prefered,0.9,0.0,ପସନ୍ଦ
attraction,0.9,0.0,ଆକର୍ଷଣ
kindly,0.9,0.0,ଦୟାକରି
breeze,0.9,0.0,ପବନ
amicable,0.9,0.0,ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
flatter,0.9,0.0,ଚାଟୁକାର
knowledgeable,0.9,0.0,ଜ୍ଞାନୀ
first-in-class,0.9,0.0,ପ୍ରଥମ ଶ୍ରେଣୀରେ |
gratifyingly,0.9,0.0,ଖୁସିରେ
windfall,0.9,0.0,ପବନ
nicer,0.9,0.0,ସୁନ୍ଦର
dedicated,0.9,0.0,ସମର୍ପିତ |
well-intentioned,0.9,0.0,ଉତ୍ତମ ଉଦ୍ଦେଶ୍ୟ
autonomous,0.9,0.0,ସ୍ autonomous ୟଂଶାସିତ
awed,0.9,0.0,awed
promises,0.9,0.0,ପ୍ରତିଜ୍ଞା
lucrative,0.9,0.0,ଲାଭଜନକ
compassionate,0.9,0.0,ଦୟାଳୁ
dependably,0.9,0.0,ନିର୍ଭରଯୋଗ୍ୟ
handsome,0.9,0.0,ସୁନ୍ଦର
chic,0.9,0.0,ସୁନ୍ଦର
excited,0.9,0.0,ଉତ୍ସାହିତ
infallibly,0.9,0.0,ଅସ୍ପଷ୍ଟ
proving,0.9,0.0,ପ୍ରମାଣ କରିବା
impresses,0.9,0.0,ପ୍ରଭାବିତ କରେ
interests,0.9,0.0,ଆଗ୍ରହ
enviably,0.9,0.0,v ର୍ଷାପରାୟଣ
dotingly,0.9,0.0,dotingly
superior,0.9,0.0,ଶ୍ରେଷ୍ଠ
pleasurable,0.9,0.0,ଆନନ୍ଦଦାୟକ
industrious,0.9,0.0,ପରିଶ୍ରମୀ
polite,0.9,0.0,ନମ୍ର
slick,0.9,0.0,ସ୍ଲିକ୍
compliant,0.9,0.0,ଅନୁରୂପ
smile,0.9,0.0,ହସ
agreeably,0.9,0.0,ସହମତ
miraculousness,0.9,0.0,ଚମତ୍କାରତା
works,0.9,0.0,କାମ କରେ |
reverent,0.9,0.0,ସମ୍ମାନ
graciously,0.9,0.0,ଦୟାଳୁ
pinnacle,0.9,0.0,ଶିଖର
risk-free,0.9,0.0,ବିପଦମୁକ୍ତ |
empathize,0.9,0.0,ସହାନୁଭୂତି
righteous,0.9,0.0,ଧାର୍ମିକ
subsidize,0.9,0.0,ସବସିଡି
effusion,0.9,0.0,ଇଫ୍ୟୁଜନ୍
unfazed,0.9,0.0,ଅସନ୍ତୁଷ୍ଟ
awarded,0.9,0.0,ପୁରସ୍କୃତ
excelled,0.9,0.0,ଉତ୍କୃଷ୍ଟ
beckon,0.9,0.0,ବେକନ୍
well-backlit,0.9,0.0,ଭଲ-ବ୍ୟାକ୍ଲିଟ୍ |
law-abiding,0.9,0.0,ନିୟମ ପାଳନ
eased,0.9,0.0,ସହଜ
amusingly,0.9,0.0,ଚିତ୍ତାକର୍ଷକ
sensible,0.9,0.0,ବୁଦ୍ଧିମାନ
impeccable,0.9,0.0,ଅପରାଜିତା |
awesomely,0.9,0.0,ଅଦ୍ଭୁତ
competitive,0.9,0.0,ପ୍ରତିଯୋଗିତା ମୂଳକ
bravery,0.9,0.0,ସାହସିକତା
distinction,0.9,0.0,ପାର୍ଥକ୍ୟ
sagacity,0.9,0.0,sagacity
goood,0.9,0.0,ଗୁଡ୍
properly,0.9,0.0,ସଠିକ୍ ଭାବରେ |
bloom,0.9,0.0,ଫୁଲ
freshest,0.9,0.0,ତାଜା
richly,0.9,0.0,ବହୁ ପରିମାଣରେ |
well-wishers,0.9,0.0,ଶୁଭେଚ୍ଛୁ
flawlessly,0.9,0.0,ନିଖୁଣ ଭାବରେ |
quaint,0.9,0.0,ଶାନ୍ତ
smartest,0.9,0.0,ସ୍ମାର୍ଟ
gracious,0.9,0.0,ଦୟାଳୁ
youthful,0.9,0.0,ଯୁବକ
revolutionizes,0.9,0.0,ବିପ୍ଳବ କରେ |
eloquently,0.9,0.0,ବକ୍ତବ୍ୟରେ
beautiful,0.9,0.0,ସୁନ୍ଦର
feasibly,0.9,0.0,ସମ୍ଭବତ
relaxed,0.9,0.0,ଆରାମଦାୟକ
succes,0.9,0.0,ସଫଳତା
incredible,0.9,0.0,ଅବିଶ୍ୱସନୀୟ |
recovery,0.9,0.0,ପୁନରୁଦ୍ଧାର
wisely,0.9,0.0,ବୁଦ୍ଧିମାନ
effective,0.9,0.0,ପ୍ରଭାବଶାଳୀ |
merriment,0.9,0.0,ଆନନ୍ଦ
low-risk,0.9,0.0,କମ୍ ବିପଦ
affluence,0.9,0.0,ଧନ
admirable,0.9,0.0,ପ୍ରଶଂସନୀୟ
inpressed,0.9,0.0,ଚାପଗ୍ରସ୍ତ
wows,0.9,0.0,ୱୋ
refine,0.9,0.0,ବିଶୋଧନ କର |
brave,0.9,0.0,ସାହାସୀ
amity,0.9,0.0,ବନ୍ଧୁତା
benevolent,0.9,0.0,ଦୟାଳୁ
securely,0.9,0.0,ନିରାପଦରେ |
improved,0.9,0.0,ଉନ୍ନତ ହୋଇଛି
desiring,0.9,0.0,ଇଚ୍ଛା
reform,0.9,0.0,ସଂସ୍କାର
romantically,0.9,0.0,ରୋମାଣ୍ଟିକ୍
sporty,0.9,0.0,କ୍ରୀଡା
reverence,0.9,0.0,ସମ୍ମାନ
invigorate,0.9,0.0,ବୃଦ୍ଧି କର |
outstanding,0.9,0.0,ଉଲ୍ଲେଖନୀୟ
prefers,0.9,0.0,ପସନ୍ଦ କରେ |
magnificent,0.9,0.0,ଚମତ୍କାର
outperformed,0.9,0.0,ଅଧିକ
eminence,0.9,0.0,ପ୍ରତିଷ୍ଠା
satisified,0.9,0.0,ସନ୍ତୁଷ୍ଟ
enviousness,0.9,0.0,vious ର୍ଷା
overjoyed,0.9,0.0,ଅତ୍ୟଧିକ ଆନନ୍ଦିତ |
sophisticated,0.9,0.0,ଅତ୍ୟାଧୁନିକ |
extol,0.9,0.0,extol
astonishingly,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟଜନକ
world-famous,0.9,0.0,ବିଶ୍ୱ ପ୍ରସିଦ୍ଧ |
gratitude,0.9,0.0,କୃତଜ୍ଞତା
deservedly,0.9,0.0,ଯୋଗ୍ୟ
mesmerizingly,0.9,0.0,ବିସ୍ମୟକର ଭାବରେ |
unparalleled,0.9,0.0,ଅନୁପଯୁକ୍ତ
gorgeously,0.9,0.0,ସୁନ୍ଦର ଭାବରେ
genial,0.9,0.0,ବହୁତ ଭଲ
succeed,0.9,0.0,ସଫଳ ହୁଅ
beautifullly,0.9,0.0,ସୁନ୍ଦର
faithfully,0.9,0.0,ବିଶ୍ୱସ୍ତ ଭାବରେ
priceless,0.9,0.0,ଅମୂଲ୍ୟ
exultant,0.9,0.0,ନୃତ୍ୟ
thank,0.9,0.0,ଧନ୍ୟବାଦ
thumbs-up,0.9,0.0,ବୁଢ଼ା ଆଙ୍ଗୁଠି ଉପରକୁ
titillating,0.9,0.0,ଟାଇଟଲ୍ କରିବା
preferably,0.9,0.0,ସମ୍ଭବତ
wonder,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟ
jubilate,0.9,0.0,ଆନନ୍ଦ
finest,0.9,0.0,ସର୍ବୋତ୍ତମ
recommendation,0.9,0.0,ସୁପାରିଶ
astonishing,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟଜନକ
enrapt,0.9,0.0,enrapt
honesty,0.9,0.0,ସଚ୍ଚୋଟତା
luxury,0.9,0.0,ବିଳାସପୂର୍ଣ୍ଣ
futuristic,0.9,0.0,ଭବିଷ୍ୟତବାଦୀ |
important,0.9,0.0,ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ |
gaily,0.9,0.0,ଗେଲି
smooth,0.9,0.0,ଚିକ୍କଣ |
stronger,0.9,0.0,ଶକ୍ତିଶାଳୀ |
high-spirited,0.9,0.0,ଉଚ୍ଚ ଆତ୍ମା
succeeding,0.9,0.0,ସଫଳ
beloved,0.9,0.0,ପ୍ରିୟ
beautifully,0.9,0.0,ସୁନ୍ଦର ଭାବରେ
sustainable,0.9,0.0,ସ୍ଥାୟୀ
staunch,0.9,0.0,staunch
nice,0.9,0.0,ଭଲ
acclamation,0.9,0.0,ପ୍ରଶଂସା
stellar,0.9,0.0,ନକ୍ଷତ୍ର
favorited,0.9,0.0,ପସନ୍ଦ
zenith,0.9,0.0,ଜେନିଥ୍
courteous,0.9,0.0,ସ te ଜନ୍ୟ
heroically,0.9,0.0,ବୀରତ୍ୱର
lucky,0.9,0.0,ଭାଗ୍ୟବାନ
correctly,0.9,0.0,ସଠିକ୍ ଭାବରେ |
prudent,0.9,0.0,ଚତୁର
success,0.9,0.0,ସଫଳତା
lustrous,0.9,0.0,ଉଜ୍ଜ୍ୱଳ
non-violent,0.9,0.0,ଅହିଂସା
fervid,0.9,0.0,fervid
gratifying,0.9,0.0,ସନ୍ତୋଷଜନକ
statuesque,0.9,0.0,ମୂର୍ତ୍ତି
heartening,0.9,0.0,ହୃଦୟସ୍ପର୍ଶୀ
unequivocally,0.9,0.0,ଏକତରଫା ଭାବରେ |
brand-new,0.9,0.0,ପୁରା ନୁଆ
blockbuster,0.9,0.0,ବ୍ଲକବଷ୍ଟର
breathtaking,0.9,0.0,ଚମତ୍କାର
remission,0.9,0.0,କ୍ଷମା
heal,0.9,0.0,ସୁସ୍ଥ କର
accomodative,0.9,0.0,ଆସୋମୋଡେଟିଭ୍ |
ebullience,0.9,0.0,ebullience
rightness,0.9,0.0,ସଠିକତା
nobly,0.9,0.0,ସମ୍ଭ୍ରାନ୍ତ
finer,0.9,0.0,ସୂକ୍ଷ୍ମ |
gaiety,0.9,0.0,ଗାୟତି
eagerly,0.9,0.0,ଉତ୍ସାହର ସହିତ |
accessable,0.9,0.0,ଅଭିଗମ୍ୟ
acclaim,0.9,0.0,ପ୍ରଶଂସା
self-sufficient,0.9,0.0,ଆତ୍ମନିର୍ଭରଶୀଳ |
adulatory,0.9,0.0,ବ୍ୟଭିଚାର
roomy,0.9,0.0,କୋଠରୀ
harmonious,0.9,0.0,ସୁସଂଗତ
ecstatically,0.9,0.0,ଆନନ୍ଦରେ
relent,0.9,0.0,ଅନୁତାପ
impassioned,0.9,0.0,ଅବାଧ
rectifying,0.9,0.0,ସଂଶୋଧନ
prize,0.9,0.0,ପୁରସ୍କାର
beauteous,0.9,0.0,ସୁନ୍ଦର
confidence,0.9,0.0,ଆତ୍ମବିଶ୍ୱାସ
cherished,0.9,0.0,ପ୍ରିୟ
outstrip,0.9,0.0,ଆଉଟଷ୍ଟ୍ରିପ୍
wieldy,0.9,0.0,wieldy
picturesque,0.9,0.0,ଚିତ୍ର
educated,0.9,0.0,ଶିକ୍ଷିତ
dauntless,0.9,0.0,ଦୁ unt ଖହୀନ |
embolden,0.9,0.0,embolden
reaffirmation,0.9,0.0,ପୁନ aff ପ୍ରମାଣ
cost-saving,0.9,0.0,ଖର୍ଚ୍ଚ ସଞ୍ଚୟ
brainy,0.9,0.0,ମସ୍ତିଷ୍କ
unencumbered,0.9,0.0,ଅସଂଖ୍ୟ |
amenity,0.9,0.0,ସୁବିଧା
valor,0.9,0.0,ମୂଲ୍ୟ
convience,0.9,0.0,ବିଶ୍ୱାସ
err-free,0.9,0.0,ତ୍ରୁଟିମୁକ୍ତ |
hotcake,0.9,0.0,ହଟ୍ କେକ୍ |
delighted,0.9,0.0,ଆନନ୍ଦିତ
prestigious,0.9,0.0,ସମ୍ମାନଜନକ
amazingly,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଭାବରେ |
encourage,0.9,0.0,ଉତ୍ସାହିତ କର |
liked,0.9,0.0,ପସନ୍ଦ
correct,0.9,0.0,ସଠିକ୍
outdo,0.9,0.0,ବାହାଘର
helped,0.9,0.0,ସାହାଯ୍ୟ କଲା |
accolade,0.9,0.0,ପ୍ରଶଂସା
invulnerable,0.9,0.0,ଅସୁରକ୍ଷିତ
defeating,0.9,0.0,ପରାସ୍ତ
gems,0.9,0.0,ରତ୍ନ
low-priced,0.9,0.0,କମ୍ ମୂଲ୍ୟରେ |
patiently,0.9,0.0,ଧ ently ର୍ଯ୍ୟର ସହିତ |
dazzle,0.9,0.0,ଚମକ
enviable,0.9,0.0,ଇର୍ଷା
engaging,0.9,0.0,ଜଡିତ
ingenuous,0.9,0.0,ଚତୁର
peach,0.9,0.0,ପିଚ
gleefully,0.9,0.0,ଖୁସିରେ
supurbly,0.9,0.0,supurbly
refund,0.9,0.0,ଫେରସ୍ତ
lower-priced,0.9,0.0,କମ୍ ମୂଲ୍ୟରେ |
patriotic,0.9,0.0,ଦେଶପ୍ରେମୀ
calmness,0.9,0.0,ଶାନ୍ତି
irreplaceable,0.9,0.0,ଅପୂରଣୀୟ
fearlessly,0.9,0.0,ନିର୍ଭୟରେ
steadfastly,0.9,0.0,ସ୍ଥିର ଭାବରେ
exalting,0.9,0.0,ଉତ୍ତୋଳନ
trustworthiness,0.9,0.0,ବିଶ୍ୱାସନୀୟତା
accommodative,0.9,0.0,ଆବାସିକ
unrestricted,0.9,0.0,ସୀମାବଦ୍ଧ |
affordably,0.9,0.0,ସୁଲଭ ମୂଲ୍ୟରେ |
appeal,0.9,0.0,ଆବେଦନ
integrated,0.9,0.0,ଏକୀକୃତ
dead-on,0.9,0.0,ମୃତ
remarkable,0.9,0.0,ଉଲ୍ଲେଖନୀୟ
brainiest,0.9,0.0,ମସ୍ତିଷ୍କ
time-honored,0.9,0.0,ସମୟ-ସମ୍ମାନିତ |
savior,0.9,0.0,ତ୍ରାଣକର୍ତ୍ତା |
backbone,0.9,0.0,ମେରୁଦଣ୍ଡ
outstandingly,0.9,0.0,ଦୃ stand ଭାବରେ
amazement,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟ
replaceable,0.9,0.0,ବଦଳଯୋଗ୍ୟ
swankiest,0.9,0.0,swankiest
energy-saving,0.9,0.0,ଶକ୍ତି ସଞ୍ଚୟ
prodigious,0.9,0.0,ସମ୍ମାନଜନକ
amicably,0.9,0.0,ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
guarantee,0.9,0.0,ଗ୍ୟାରେଣ୍ଟି
simplifying,0.9,0.0,ସରଳୀକରଣ
supremacy,0.9,0.0,ସର୍ବୋଚ୍ଚତା
softer,0.9,0.0,ନରମ
honest,0.9,0.0,ସଚ୍ଚୋଟ
covenant,0.9,0.0,ଚୁକ୍ତି
striking,0.9,0.0,ଷ୍ଟ୍ରାଇକ୍
sensitive,0.9,0.0,ସମ୍ବେଦନଶୀଳ |
attractively,0.9,0.0,ଆକର୍ଷଣୀୟ ଭାବରେ |
electrify,0.9,0.0,ବିଦ୍ୟୁତକରଣ
best-performing,0.9,0.0,ସର୍ବୋତ୍ତମ ପ୍ରଦର୍ଶନ
simplify,0.9,0.0,ସରଳୀକରଣ କରନ୍ତୁ |
spellbinding,0.9,0.0,ବନାନ
cure-all,0.9,0.0,ସମସ୍ତ ଉପଶମ
hands-down,0.9,0.0,ହ୍ୟାଣ୍ଡ-ଡାଉନ୍ |
soundly,0.9,0.0,ଭଲ ଭାବରେ
snappy,0.9,0.0,ସ୍ନାପି
exquisite,0.9,0.0,ସୂକ୍ଷ୍ମ |
reassure,0.9,0.0,ଆଶ୍ୱାସନା
brilliances,0.9,0.0,ଉଜ୍ଜ୍ୱଳତା
paramount,0.9,0.0,ପ୍ରାଥମିକ
dextrous,0.9,0.0,dextrous
lucidly,0.9,0.0,ସୁଖଦ
contrasty,0.9,0.0,ବିପରୀତ
accomplishment,0.9,0.0,ଉପଲବ୍ଧି
humorous,0.9,0.0,ହାସ୍ୟାସ୍ପଦ
appropriate,0.9,0.0,ଉପଯୁକ୍ତ
undisputably,0.9,0.0,ଅବିଶ୍ୱାସନୀୟ |
clearly,0.9,0.0,ସ୍ପଷ୍ଟ ଭାବରେ
admiringly,0.9,0.0,ପ୍ରଶଂସନୀୟ
eventful,0.9,0.0,ଘଟଣା
guidance,0.9,0.0,ମାର୍ଗଦର୍ଶନ
hallowed,0.9,0.0,ପବିତ୍ର
liberate,0.9,0.0,ମୁକ୍ତ କର |
reclaim,0.9,0.0,ପୁନରୁଦ୍ଧାର
outperform,0.9,0.0,ବାହାଘର
valiant,0.9,0.0,ବୀର
magnanimously,0.9,0.0,ଚମତ୍କାର ଭାବରେ |
upliftingly,0.9,0.0,ଉନ୍ନତମାନର
heaven,0.9,0.0,ସ୍ୱର୍ଗ
robust,0.9,0.0,ଦୃ ust
blameless,0.9,0.0,ଦୋଷହୀନ |
spellbind,0.9,0.0,ବନାନ
meritorious,0.9,0.0,ସମ୍ମାନ
self-determination,0.9,0.0,ଆତ୍ମ ନିର୍ଣ୍ଣୟ
happiness,0.9,0.0,ଖୁସି
enjoyable,0.9,0.0,ଉପଭୋଗ୍ୟ
subsidizes,0.9,0.0,ସବସିଡି
nurturing,0.9,0.0,ପୋଷଣ
eminent,0.9,0.0,ପ୍ରତିଷ୍ଠିତ
heavenly,0.9,0.0,ସ୍ୱର୍ଗୀୟ
engrossing,0.9,0.0,ଜଡିତ
rich,0.9,0.0,ଧନୀ
humor,0.9,0.0,ହାସ୍ୟରସ
first-rate,0.9,0.0,ପ୍ରଥମ-ହାର
unselfish,0.9,0.0,ନି self ସ୍ୱାର୍ଥପର |
