Term,PosScore,NegScore,Gujarati
time-honored,0.9,0.0,સમય સન્માનિત
savior,0.9,0.0,તારણહાર
backbone,0.9,0.0,બેકબોન
outstandingly,0.9,0.0,ઉત્કૃષ્ટપણે
amazement,0.9,0.0,આશ્ચર્ય
replaceable,0.9,0.0,બદલી શકાય તેવું
swankiest,0.9,0.0,swankiest
energy-saving,0.9,0.0,ઉર્જા બચાવતું
prodigious,0.9,0.0,અવિચારી
amicably,0.9,0.0,દિલથી
guarantee,0.9,0.0,ગેરંટી
simplifying,0.9,0.0,સરળ
supremacy,0.9,0.0,વર્ચસ્વ
softer,0.9,0.0,નરમ
honest,0.9,0.0,પ્રામાણિક
covenant,0.9,0.0,કરાર
striking,0.9,0.0,પ્રહારો
sensitive,0.9,0.0,સંવેદનશીલ
attractively,0.9,0.0,આકર્ષક રીતે
electrify,0.9,0.0,વીજળી
best-performing,0.9,0.0,શ્રેષ્ઠ પ્રદર્શન
simplify,0.9,0.0,સરળ બનાવો
spellbinding,0.9,0.0,જોડણી
cure-all,0.9,0.0,ઇલાજ
hands-down,0.9,0.0,હાથ નીચે
soundly,0.9,0.0,અવાજથી
snappy,0.9,0.0,સ્નેપ્પી
exquisite,0.9,0.0,ઉત્કૃષ્ટ
reassure,0.9,0.0,ખાતરી
brilliances,0.9,0.0,તેજસ્વીતા
paramount,0.9,0.0,પેરામાઉન્ટ
dextrous,0.9,0.0,દ્વેષપૂર્ણ
lucidly,0.9,0.0,lucidly
contrasty,0.9,0.0,વિરોધાભાસી
accomplishment,0.9,0.0,સિદ્ધિ
humorous,0.9,0.0,રમૂજી
appropriate,0.9,0.0,યોગ્ય
undisputably,0.9,0.0,નિર્વિવાદપણે
clearly,0.9,0.0,સ્પષ્ટ રીતે
admiringly,0.9,0.0,પ્રશંસાપૂર્વક
eventful,0.9,0.0,ઘટનાપૂર્ણ
guidance,0.9,0.0,માર્ગદર્શન
hallowed,0.9,0.0,પવિત્ર
liberate,0.9,0.0,મુક્ત કરો
reclaim,0.9,0.0,ફરી દાવો કરો
outperform,0.9,0.0,આઉટપર્ફોર્મ
valiant,0.9,0.0,બહાદુર
magnanimously,0.9,0.0,મોટા પ્રમાણમાં
upliftingly,0.9,0.0,ઉત્થાનપૂર્વક
heaven,0.9,0.0,સ્વર્ગ
robust,0.9,0.0,મજબુત
blameless,0.9,0.0,દોષરહિત
spellbind,0.9,0.0,જોડણી
meritorious,0.9,0.0,હોશિયાર
self-determination,0.9,0.0,આત્મનિર્ધારણ
happiness,0.9,0.0,સુખ
enjoyable,0.9,0.0,આનંદપ્રદ
subsidizes,0.9,0.0,સબસિડી
nurturing,0.9,0.0,પાલનપોષણ કરવું
eminent,0.9,0.0,પ્રખ્યાત
heavenly,0.9,0.0,સ્વર્ગીય
engrossing,0.9,0.0,આકર્ષક
rich,0.9,0.0,શ્રીમંત
humor,0.9,0.0,રમૂજ
first-rate,0.9,0.0,પ્રથમ દર
unselfish,0.9,0.0,નિ unસ્વાર્થ
oasis,0.9,0.0,ઓએસિસ
poised,0.9,0.0,સજ્જ
kid-friendly,0.9,0.0,કિડ-ફ્રેંડલી
harmonize,0.9,0.0,સુમેળ સાધવો
vigilant,0.9,0.0,જાગૃત
outwit,0.9,0.0,વણવું
adoringly,0.9,0.0,પ્રેમપૂર્વક
quieter,0.9,0.0,શાંત
fondly,0.9,0.0,પ્રેમથી
instructive,0.9,0.0,ઉપદેશક
complemented,0.9,0.0,પૂરક
all-around,0.9,0.0,બધા આસપાસ
hallmarks,0.9,0.0,હોલમાર્ક
soundness,0.9,0.0,અવાજ
dashing,0.9,0.0,આડંબર
overtaken,0.9,0.0,આગળ નીકળી ગયો
grace,0.9,0.0,ગ્રેસ
advocate,0.9,0.0,એડવોકેટ
fanfare,0.9,0.0,ધામધૂમ
jubilantly,0.9,0.0,આનંદથી
praising,0.9,0.0,વખાણ
tops,0.9,0.0,ટોચ
succeeds,0.9,0.0,સફળ થાય છે
astonished,0.9,0.0,આશ્ચર્યચકિત
danken,0.9,0.0,નો આભાર માનવો
affection,0.9,0.0,સ્નેહ
geeky,0.9,0.0,નમ્ર
hot,0.9,0.0,ગરમ
advantageous,0.9,0.0,ફાયદાકારક
improve,0.9,0.0,સુધારો
sweetheart,0.9,0.0,પ્રેમિકા
eloquence,0.9,0.0,વક્તા
audibly,0.9,0.0,શ્રાવ્યરૂપે
charmingly,0.9,0.0,મોહક
incredibly,0.9,0.0,આશ્ચર્યજનક
solicitous,0.9,0.0,વિનંતી
well-made,0.9,0.0,સારી બનાવેલું
logical,0.9,0.0,તાર્કિક
zeal,0.9,0.0,ઉત્સાહ
thoughtfully,0.9,0.0,વિચારપૂર્વક
solid,0.9,0.0,નક્કર
deference,0.9,0.0,આદર
intuitive,0.9,0.0,સાહજિક
punctual,0.9,0.0,વિશિષ્ટ
hallmark,0.9,0.0,હોલમાર્ક
redeeming,0.9,0.0,છૂટકારો
safe,0.9,0.0,સલામત
excallent,0.9,0.0,ઉત્તમ
fortune,0.9,0.0,નસીબ
grin,0.9,0.0,હસવું
awesomeness,0.9,0.0,અદ્ભુતતા
succeeded,0.9,0.0,સફળ
beckons,0.9,0.0,બેકન્સ
pamperedly,0.9,0.0,લાડથી
appreciative,0.9,0.0,પ્રશંસાત્મક
thrilled,0.9,0.0,રોમાંચિત
loyal,0.9,0.0,વફાદાર
adventurous,0.9,0.0,સાહસિક
booming,0.9,0.0,તેજી
renown,0.9,0.0,ખ્યાતિ
dote,0.9,0.0,દહેજ
reformed,0.9,0.0,સુધારાયેલ
excellently,0.9,0.0,ઉત્તમ રીતે
fresh,0.9,0.0,તાજી
exceedingly,0.9,0.0,અતિશય
undisputable,0.9,0.0,નિર્વિવાદ
distinctive,0.9,0.0,વિશિષ્ટ
hale,0.9,0.0,હલે
gloriously,0.9,0.0,મહિમાથી
elan,0.9,0.0,જાહેરાત
stylized,0.9,0.0,શૈલીયુક્ત
sweeten,0.9,0.0,મધુર
alluring,0.9,0.0,આકર્ષક
fecilitous,0.9,0.0,શણગારેલું
overtaking,0.9,0.0,ઓવરટેકિંગ
saver,0.9,0.0,બચતકારની
ftw,0.9,0.0,ftw
laudable,0.9,0.0,વખાણવા યોગ્ય
euphoric,0.9,0.0,ગૌરવપૂર્ણ
impartially,0.9,0.0,નિષ્પક્ષ રીતે
lifesaver,0.9,0.0,જીવનચાલક
simplest,0.9,0.0,સરળ
excellency,0.9,0.0,શ્રેષ્ઠતા
agility,0.9,0.0,ચપળતા
blessing,0.9,0.0,આશીર્વાદ
winnable,0.9,0.0,વિજેતા
fair,0.9,0.0,વાજબી
monumentally,0.9,0.0,સ્મારક રીતે
felicity,0.9,0.0,સન્માન
hottest,0.9,0.0,સૌથી ગરમ
courtly,0.9,0.0,અદાલત
headway,0.9,0.0,પ્રગતિ
bonuses,0.9,0.0,બોનસ
best-known,0.9,0.0,શ્રેષ્ઠ જાણીતા
significant,0.9,0.0,નોંધપાત્ર
smoothes,0.9,0.0,સ્મૂથ
prettily,0.9,0.0,prettily
affinity,0.9,0.0,લગાવ
meaningful,0.9,0.0,અર્થપૂર્ણ
prosperous,0.9,0.0,સમૃધ્ધ
ambitiously,0.9,0.0,મહત્વાકાંક્ષી
versatility,0.9,0.0,વૈવિધ્યતા
lawfully,0.9,0.0,કાયદેસર રીતે
resourceful,0.9,0.0,સાધનસંપન્ન
endearing,0.9,0.0,પ્રિય
felicitate,0.9,0.0,સારા નસીબ
heartily,0.9,0.0,દિલથી
admire,0.9,0.0,પ્રશંસક
suffices,0.9,0.0,પૂરતા
aspirations,0.9,0.0,આકાંક્ષાઓ
infallibility,0.9,0.0,અપૂર્ણતા
surpass,0.9,0.0,વટાવી
delicious,0.9,0.0,સ્વાદિષ્ટ
complimentary,0.9,0.0,સ્તુત્ય
novelty,0.9,0.0,નવીનતા
coherence,0.9,0.0,સુસંગતતા
subsidized,0.9,0.0,સબસિડી
surreal,0.9,0.0,અતિવાસ્તવ
spiritual,0.9,0.0,આધ્યાત્મિક
grandeur,0.9,0.0,મહાનતા
improving,0.9,0.0,સુધારણા
goodness,0.9,0.0,દેવતા
bonus,0.9,0.0,બોનસ
amusing,0.9,0.0,મનોરંજક
confident,0.9,0.0,આત્મવિશ્વાસ
felicitous,0.9,0.0,સન્માનજનક
compactly,0.9,0.0,સઘન
trivially,0.9,0.0,તુચ્છ રીતે
achievable,0.9,0.0,પ્રાપ્ય
merrily,0.9,0.0,આનંદથી
exhilarating,0.9,0.0,આનંદકારક
thrills,0.9,0.0,રોમાંચ
tidy,0.9,0.0,વ્યવસ્થિત
jubiliant,0.9,0.0,જ્યુબિલી
sensibly,0.9,0.0,સંવેદનાથી
restructure,0.9,0.0,પુનર્ગઠન
miraculous,0.9,0.0,ચમત્કારિક
glee,0.9,0.0,આનંદ
whoa,0.9,0.0,ઓહ
superb,0.9,0.0,શાનદાર
obsession,0.9,0.0,વળગાડ
joyfully,0.9,0.0,આનંદથી
undisputed,0.9,0.0,અવિવાદિત
comely,0.9,0.0,સરસ
gorgeous,0.9,0.0,ખૂબસૂરત
luckier,0.9,0.0,નસીબદાર
worth,0.9,0.0,વર્થ
beneficially,0.9,0.0,લાભકારક રીતે
user-replaceable,0.9,0.0,વપરાશકર્તા-બદલી શકાય તેવું
decent,0.9,0.0,શિષ્ટ
blissfully,0.9,0.0,આનંદથી
salutary,0.9,0.0,નમસ્કાર
commodious,0.9,0.0,ચીજવસ્તુ
stable,0.9,0.0,સ્થિર
scenic,0.9,0.0,મનોહર
unassailable,0.9,0.0,અનુપલબ્ધ
holy,0.9,0.0,પવિત્ર
invincibility,0.9,0.0,અદમ્યતા
enchant,0.9,0.0,મોહક
appealing,0.9,0.0,અપીલ
resolute,0.9,0.0,નિશ્ચય
titillatingly,0.9,0.0,શીર્ષકથી
excellence,0.9,0.0,શ્રેષ્ઠતા
perfect,0.9,0.0,સંપૂર્ણ
revolutionized,0.9,0.0,ક્રાંતિ થઈ
exalted,0.9,0.0,ઉત્તમ
loves,0.9,0.0,પ્રેમ
accolades,0.9,0.0,વખાણ
delectable,0.9,0.0,ઉપકારક
wowed,0.9,0.0,વાવ
