Term,PosScore,NegScore,Tamil
negativity,0.0,-0.9,எதிர்மறை
disgusted,0.0,-0.9,வெறுப்படைந்தது
occludes,0.0,-0.9,நிகழ்கிறது
infringements,0.0,-0.9,மீறல்கள்
bragger,0.0,-0.9,தற்பெருமை
erosion,0.0,-0.9,அரிப்பு
blurs,0.0,-0.9,மங்கலானது
unnatural,0.0,-0.9,இயற்கைக்கு மாறான
confusing,0.0,-0.9,குழப்பமான
depression,0.0,-0.9,மனச்சோர்வு
cringe,0.0,-0.9,பயம்
disconsolately,0.0,-0.9,அதிருப்தி
irritably,0.0,-0.9,எரிச்சலுடன்
oppressiveness,0.0,-0.9,அடக்குமுறை
allege,0.0,-0.9,குற்றம்
heinous,0.0,-0.9,கொடூரமான
frustrated,0.0,-0.9,விரக்தியடைந்த
stutter,0.0,-0.9,திணறல்
knife,0.0,-0.9,கத்தி
crowdedness,0.0,-0.9,நெரிசல்
tentative,0.0,-0.9,தற்காலிக
back-woods,0.0,-0.9,பின்-வூட்ஸ்
depress,0.0,-0.9,மனச்சோர்வு
frozen,0.0,-0.9,உறைந்த
failed,0.0,-0.9,தோல்வி
gnawing,0.0,-0.9,gnawing
anarchist,0.0,-0.9,அராஜகவாதி
distasteful,0.0,-0.9,வெறுக்கத்தக்கது
grudge,0.0,-0.9,மனக்கசப்பு
misguided,0.0,-0.9,தவறாக வழிநடத்தப்பட்டது
mourn,0.0,-0.9,துக்கம்
smother,0.0,-0.9,மென்மையான
zapped,0.0,-0.9,zapped
beware,0.0,-0.9,ஜாக்கிரதை
confusions,0.0,-0.9,குழப்பங்கள்
disgruntle,0.0,-0.9,அதிருப்தி
indeterminable,0.0,-0.9,தீர்மானிக்க முடியாதது
adversary,0.0,-0.9,விரோதி
ironical,0.0,-0.9,முரண்பாடான
unwillingly,0.0,-0.9,விருப்பமின்றி
villainous,0.0,-0.9,வில்லன்
irrepressible,0.0,-0.9,அடக்க முடியாத
hotheaded,0.0,-0.9,ஹாட்ஹெட்
bungle,0.0,-0.9,பிழை
weaknesses,0.0,-0.9,பலவீனங்கள்
annoyance,0.0,-0.9,எரிச்சல்
repugnantly,0.0,-0.9,அருவருப்பான
kooky,0.0,-0.9,கோணல்
brutality,0.0,-0.9,மிருகத்தனம்
futility,0.0,-0.9,பயனற்ற தன்மை
injure,0.0,-0.9,காயம்
shadowy,0.0,-0.9,நிழல்
defile,0.0,-0.9,அணிவகுப்பு
nonresponsive,0.0,-0.9,பதிலளிக்காத
smash,0.0,-0.9,நொறுக்கு
gauche,0.0,-0.9,இடது
stuttered,0.0,-0.9,தடுமாறின
creepy,0.0,-0.9,தவழும்
dull,0.0,-0.9,மந்தமான
failures,0.0,-0.9,தோல்விகள்
congested,0.0,-0.9,நெரிசலானது
contaminating,0.0,-0.9,மாசுபடுத்தும்
vibrate,0.0,-0.9,அதிர்வு
messed,0.0,-0.9,குழப்பம்
antagonize,0.0,-0.9,விரோதம்
deceit,0.0,-0.9,வஞ்சகம்
bruises,0.0,-0.9,காயங்கள்
involuntary,0.0,-0.9,விருப்பமில்லாமல்
listless,0.0,-0.9,பட்டியலற்ற
quarrels,0.0,-0.9,சண்டைகள்
melodramatic,0.0,-0.9,மெலோடிராமாடிக்
blow,0.0,-0.9,அடி
offend,0.0,-0.9,உள்ளத்தை புண்படுத்து
crumpled,0.0,-0.9,நொறுங்கியது
shallow,0.0,-0.9,ஆழமற்ற
unjustifiable,0.0,-0.9,நியாயமற்றது
gutless,0.0,-0.9,குட்லெஸ்
deploringly,0.0,-0.9,இழிவாக
onerously,0.0,-0.9,கடுமையாக
painfully,0.0,-0.9,வலிமிகுந்த
traitor,0.0,-0.9,துரோகி
risky,0.0,-0.9,ஆபத்தானது
moron,0.0,-0.9,moron
irrecoverable,0.0,-0.9,மீளமுடியாதது
spoiled,0.0,-0.9,கெட்டுப்போனது
deceitfulness,0.0,-0.9,வஞ்சகம்
devious,0.0,-0.9,வக்கிரமான
endanger,0.0,-0.9,ஆபத்து
flakey,0.0,-0.9,flakey
irresponsible,0.0,-0.9,பொறுப்பற்ற
madden,0.0,-0.9,மேடன்
misbehavior,0.0,-0.9,தவறான நடத்தை
dreadful,0.0,-0.9,பயங்கரமான
acerbic,0.0,-0.9,acerbic
boastful,0.0,-0.9,பெருமை
conspiracy,0.0,-0.9,சதி
womanizing,0.0,-0.9,பெண்மணி
sever,0.0,-0.9,வடக்கு
dreary,0.0,-0.9,மந்தமான
feint,0.0,-0.9,feint
cheerless,0.0,-0.9,உற்சாகமற்ற
rust,0.0,-0.9,துரு
begging,0.0,-0.9,பிச்சை
tauntingly,0.0,-0.9,கேவலமாக
mismanage,0.0,-0.9,தவறான நிர்வாகம்
uproarous,0.0,-0.9,சலசலப்பு
redundancy,0.0,-0.9,பணிநீக்கம்
vulnerable,0.0,-0.9,பாதிக்கப்படக்கூடிய
deceive,0.0,-0.9,ஏமாற்று
killer,0.0,-0.9,கொலையாளி
sick,0.0,-0.9,நோய்வாய்ப்பட்டது
agony,0.0,-0.9,வேதனை
forsaken,0.0,-0.9,கைவிடப்பட்டது
hectic,0.0,-0.9,பரபரப்பானது
accuses,0.0,-0.9,குற்றச்சாட்டுகள்
injury,0.0,-0.9,காயம்
barbarous,0.0,-0.9,காட்டுமிராண்டித்தனமான
bust,0.0,-0.9,மார்பளவு
monotony,0.0,-0.9,சலிப்பூட்டும்
strictly,0.0,-0.9,கண்டிப்பாக
treacherous,0.0,-0.9,துரோக
indistinguishable,0.0,-0.9,பிரித்தறிய முடியாதது
selfishly,0.0,-0.9,சுயநலமாக
superstition,0.0,-0.9,மூடநம்பிக்கை
abrade,0.0,-0.9,abrade
emergency,0.0,-0.9,அவசரம்
sharply,0.0,-0.9,கூர்மையாக
dissembler,0.0,-0.9,dissembler
pretense,0.0,-0.9,பாசாங்கு
cloud,0.0,-0.9,மேகம்
foolishly,0.0,-0.9,முட்டாள்தனமாக
ignominious,0.0,-0.9,இழிவான
ill-sorted,0.0,-0.9,தவறான வரிசைப்படுத்தப்பட்ட
inequitable,0.0,-0.9,சமத்துவமற்ற
peevishly,0.0,-0.9,peevishly
unaffordable,0.0,-0.9,கட்டுப்படுத்த முடியாதது
displace,0.0,-0.9,இடப்பெயர்ச்சி
distortion,0.0,-0.9,விலகல்
terrible,0.0,-0.9,பயங்கரமானது
dispirited,0.0,-0.9,சிதறடிக்கப்பட்டது
dispute,0.0,-0.9,தகராறு
impaired,0.0,-0.9,பலவீனமான
disinterested,0.0,-0.9,அக்கறையற்ற
incompetence,0.0,-0.9,இயலாமை
irrational,0.0,-0.9,பகுத்தறிவற்ற
disillusion,0.0,-0.9,ஏமாற்றம்
misleadingly,0.0,-0.9,தவறாக
foolish,0.0,-0.9,முட்டாள்
cheater,0.0,-0.9,ஏமாற்றுபவர்
notorious,0.0,-0.9,மோசமான
outrage,0.0,-0.9,சீற்றம்
sicken,0.0,-0.9,மணி
drippy,0.0,-0.9,சொட்டு மருந்து
chilly,0.0,-0.9,மிளகாய்
lapses,0.0,-0.9,தோல்விகள்
problematic,0.0,-0.9,சிக்கலானது
absurdly,0.0,-0.9,அபத்தமாக
immoderate,0.0,-0.9,அளவற்ற
inefficiency,0.0,-0.9,திறமையின்மை
junkyard,0.0,-0.9,ஜன்கியார்ட்
intransigent,0.0,-0.9,ஊடுருவும்
tension,0.0,-0.9,பதற்றம்
disinclination,0.0,-0.9,விலகல்
thwart,0.0,-0.9,தடுக்க
forgetfulness,0.0,-0.9,மறதி
revoltingly,0.0,-0.9,கிளர்ச்சியுடன்
hysterical,0.0,-0.9,வெறித்தனமான
abuses,0.0,-0.9,துஷ்பிரயோகம்
sly,0.0,-0.9,sly
ambiguous,0.0,-0.9,தெளிவற்ற
repel,0.0,-0.9,விரட்ட
prattle,0.0,-0.9,prattle
awfulness,0.0,-0.9,பரிதாபம்
layoff,0.0,-0.9,பணிநீக்கம்
conspiracies,0.0,-0.9,சதித்திட்டங்கள்
inescapable,0.0,-0.9,தவிர்க்க முடியாதது
caustic,0.0,-0.9,காஸ்டிக்
overshadow,0.0,-0.9,மேலடுக்கு
adulterated,0.0,-0.9,கலப்படம்
goof,0.0,-0.9,முட்டாள்தனம்
menial,0.0,-0.9,மெனியல்
flakieness,0.0,-0.9,flakieness
laid-off,0.0,-0.9,பணிநீக்கம்
tiringly,0.0,-0.9,சோர்வாக
downcast,0.0,-0.9,குறைவு
forged,0.0,-0.9,போலியானது
unrest,0.0,-0.9,அமைதியின்மை
shock,0.0,-0.9,அதிர்ச்சி
dissidence,0.0,-0.9,கருத்து வேறுபாடு
traduce,0.0,-0.9,மொழிபெயர்
wrip,0.0,-0.9,wrip
offenses,0.0,-0.9,குற்றங்கள்
choppy,0.0,-0.9,சாப்பி
gruff,0.0,-0.9,gruff
adulteration,0.0,-0.9,கலப்படம்
immoral,0.0,-0.9,ஒழுக்கக்கேடானது
ineffective,0.0,-0.9,பயனற்றது
idiocy,0.0,-0.9,முட்டாள்தனம்
laughably,0.0,-0.9,நகைச்சுவையான
vengefulness,0.0,-0.9,பழிவாங்கும் தன்மை
panicking,0.0,-0.9,பீதி
degrading,0.0,-0.9,இழிவுபடுத்தும்
venomous,0.0,-0.9,விஷம்
inferior,0.0,-0.9,கீழ்
coward,0.0,-0.9,கோழை
nefariously,0.0,-0.9,மோசமாக
embarrassingly,0.0,-0.9,சங்கடமாக
extraneous,0.0,-0.9,புறம்பான
mawkishly,0.0,-0.9,mawkishly
intrude,0.0,-0.9,ஊடுருவும்
polluter,0.0,-0.9,மாசுபடுத்துபவர்
treacherously,0.0,-0.9,துரோகமாக
junk,0.0,-0.9,குப்பை
egregious,0.0,-0.9,மிகை
humiliate,0.0,-0.9,அவமானப்படுத்து
lame-duck,0.0,-0.9,நொண்டி-வாத்து
monster,0.0,-0.9,அசுரன்
harboring,0.0,-0.9,அடைக்கலம்
dim,0.0,-0.9,இல்லை
self-serving,0.0,-0.9,சுய சேவை
sufferer,0.0,-0.9,பாதிக்கப்பட்டவர்
imperil,0.0,-0.9,impilil
rejecting,0.0,-0.9,நிராகரிக்கிறது
bristle,0.0,-0.9,ப்ரிஸ்டில்
dirts,0.0,-0.9,அழுக்குகள்
shame,0.0,-0.9,அவமானம்
hasty,0.0,-0.9,அவசர
subversively,0.0,-0.9,subversively
wrestle,0.0,-0.9,மல்யுத்தம்
mortification,0.0,-0.9,இறப்பு
second-tier,0.0,-0.9,இரண்டாம் அடுக்கு
unfortunate,0.0,-0.9,துரதிர்ஷ்டவசமானது
error,0.0,-0.9,பிழை
inconsequent,0.0,-0.9,பொருத்தமற்றது
sneering,0.0,-0.9,ஸ்னரிங்
paralyzed,0.0,-0.9,முடங்கிப்போனது
miseries,0.0,-0.9,துன்பங்கள்
repulsing,0.0,-0.9,விரட்டுதல்
autocratic,0.0,-0.9,எதேச்சதிகார
undesirable,0.0,-0.9,விரும்பத்தகாத
barbarian,0.0,-0.9,காட்டுமிராண்டி
hollow,0.0,-0.9,வெற்று
tetchy,0.0,-0.9,tetchy
flares,0.0,-0.9,எரிப்பு
sucker,0.0,-0.9,உறிஞ்சி
desecrate,0.0,-0.9,இழிவுபடுத்து
threaten,0.0,-0.9,அச்சுறுத்தல்
overwhelms,0.0,-0.9,அதிகமாகிறது
frazzle,0.0,-0.9,frazzle
ugh,0.0,-0.9,ugh
batty,0.0,-0.9,பாட்டி
expropriation,0.0,-0.9,அபகரிப்பு
checkered,0.0,-0.9,சரிபார்க்கப்பட்டது
condescend,0.0,-0.9,condescend
break-ups,0.0,-0.9,பிரேக்-அப்கள்
hateful,0.0,-0.9,வெறுக்கத்தக்கது
nebulously,0.0,-0.9,நெபுலஸ்
repudiate,0.0,-0.9,நிராகரிக்க
unsettled,0.0,-0.9,தீர்க்கப்படாதது
relapse,0.0,-0.9,மறுபிறப்பு
break,0.0,-0.9,உடைக்க
insignificant,0.0,-0.9,முக்கியமற்ற
cheap,0.0,-0.9,மலிவானது
dismay,0.0,-0.9,திகைப்பு
mockeries,0.0,-0.9,கேலிக்கூத்துகள்
exhausts,0.0,-0.9,வெளியேறும்
exhort,0.0,-0.9,அறிவுறுத்துங்கள்
stereotypical,0.0,-0.9,ஒரே மாதிரியான
gaff,0.0,-0.9,gaff
gall,0.0,-0.9,அது முடியும்
transgression,0.0,-0.9,மீறுதல்
unseemly,0.0,-0.9,அசாதாரணமானது
insolently,0.0,-0.9,கொடூரமாக
ached,0.0,-0.9,வலித்தது
irrecoverably,0.0,-0.9,மீளமுடியாமல்
woebegone,0.0,-0.9,woebegone
resent,0.0,-0.9,மனக்கசப்பு
ignominy,0.0,-0.9,அவமானம்
substandard,0.0,-0.9,தரமற்றது
bigotry,0.0,-0.9,மதவெறி
weirdly,0.0,-0.9,வித்தியாசமாக
nag,0.0,-0.9,நாக்
sad,0.0,-0.9,இப்போது
frightful,0.0,-0.9,பயமுறுத்தும்
repulsive,0.0,-0.9,விரட்டக்கூடியது
unthinkable,0.0,-0.9,சிந்திக்க முடியாதது
drastic,0.0,-0.9,கடுமையான
mourner,0.0,-0.9,துக்கம் கொண்டவர்
slogs,0.0,-0.9,போராடினார்
implacable,0.0,-0.9,இடைவிடா
lazy,0.0,-0.9,சோம்பேறி
audiciously,0.0,-0.9,தைரியமாக
lengthy,0.0,-0.9,நீளமானது
drowning,0.0,-0.9,மூழ்கி
archaic,0.0,-0.9,தொன்மையான
irreparable,0.0,-0.9,சரிசெய்ய முடியாதது
lackadaisical,0.0,-0.9,குறைபாடு
distraughtness,0.0,-0.9,கவனச்சிதறல்
lumpy,0.0,-0.9,கட்டை
obsessive,0.0,-0.9,வெறித்தனமான
egotistically,0.0,-0.9,அகங்காரமாக
wrinkles,0.0,-0.9,சுருக்கங்கள்
messing,0.0,-0.9,குழப்பம்
scratched,0.0,-0.9,கீறப்பட்டது
thumbs-down,0.0,-0.9,கட்டைவிரல்-கீழே
suppress,0.0,-0.9,அடக்கு
brazenly,0.0,-0.9,வெட்கக்கேடான
breakdown,0.0,-0.9,முறிவு
dubious,0.0,-0.9,சந்தேகத்திற்குரிய
hapless,0.0,-0.9,மகிழ்ச்சியற்றது
hassle,0.0,-0.9,தொந்தரவு
hoodwink,0.0,-0.9,ஹூட்விங்க்
hurtful,0.0,-0.9,புண்படுத்தும்
pessimism,0.0,-0.9,அவநம்பிக்கை
freakishly,0.0,-0.9,குறும்புத்தனமாக
embattled,0.0,-0.9,உட்பொதிக்கப்பட்டது
suffers,0.0,-0.9,பாதிக்கப்படுகிறது
horde,0.0,-0.9,கும்பல்
vindictiveness,0.0,-0.9,பழிவாங்கும் தன்மை
unnervingly,0.0,-0.9,பாதுகாப்பற்ற முறையில்
bondage,0.0,-0.9,கொத்தடிமை
unorthodox,0.0,-0.9,வழக்கத்திற்கு மாறான
nitpicking,0.0,-0.9,நைட் பிக்கிங்
ho-hum,0.0,-0.9,ஹோ-ஹம்
distrustful,0.0,-0.9,அவநம்பிக்கை
hestitant,0.0,-0.9,பரம்பரை
disintegrates,0.0,-0.9,சிதைகிறது
fatuity,0.0,-0.9,கொழுப்பு
waning,0.0,-0.9,குறைந்து வருகிறது
smelt,0.0,-0.9,ஸ்மெல்ட்
unnecessary,0.0,-0.9,தேவையற்றது
freaks,0.0,-0.9,குறும்புகள்
unimportant,0.0,-0.9,முக்கியமற்றது
audaciousness,0.0,-0.9,துணிச்சல்
enviousness,0.0,-0.9,பொறாமை
indecent,0.0,-0.9,அநாகரீகமான
neglect,0.0,-0.9,புறக்கணிப்பு
lamentably,0.0,-0.9,புலம்பல்
dented,0.0,-0.9,dented
loveless,0.0,-0.9,அன்பற்றது
phony,0.0,-0.9,ஃபோனி
soapy,0.0,-0.9,சோப்பு
pitiful,0.0,-0.9,பரிதாபகரமான
demise,0.0,-0.9,மறைவுக்கு
flareup,0.0,-0.9,flareup
passive,0.0,-0.9,செயலற்ற
discontinuous,0.0,-0.9,தொடர்ச்சியற்ற
unusable,0.0,-0.9,பயன்படுத்தப்படாமல்
rupture,0.0,-0.9,உடைக்க
direly,0.0,-0.9,direly
excessively,0.0,-0.9,அதிகப்படியான
picketing,0.0,-0.9,மறியல்
angriness,0.0,-0.9,கோபம்
myth,0.0,-0.9,கட்டுக்கதை
faulty,0.0,-0.9,தவறு
insupportably,0.0,-0.9,ஆதரிக்கமுடியாது
jeeringly,0.0,-0.9,நகைச்சுவையாக
renunciation,0.0,-0.9,துறத்தல்
imprisonment,0.0,-0.9,சிறைவாசம்
drawback,0.0,-0.9,குறைபாடு
fear,0.0,-0.9,பயம்
inarticulate,0.0,-0.9,inarticulate
immature,0.0,-0.9,முதிர்ச்சியற்ற
inescapably,0.0,-0.9,தவிர்க்கமுடியாமல்
indecision,0.0,-0.9,சந்தேகத்திற்கு இடமின்றி
tiring,0.0,-0.9,சோர்வாக
spewed,0.0,-0.9,spwed
fugitive,0.0,-0.9,தப்பியோடியவர்
dishonor,0.0,-0.9,அவமதிப்பு
punitive,0.0,-0.9,தண்டனைக்குரியது
poky,0.0,-0.9,poky
epidemic,0.0,-0.9,பெருவாரியாக பரவும் தொற்று நோய்
issue,0.0,-0.9,பிரச்சினை
mad,0.0,-0.9,பைத்தியம்
skimpy,0.0,-0.9,குறைவான
stains,0.0,-0.9,கறை
glower,0.0,-0.9,பளபளப்பு
curse,0.0,-0.9,சாபம்
dilemma,0.0,-0.9,சங்கடம்
disquiet,0.0,-0.9,அமைதியின்மை
frenzy,0.0,-0.9,வெறி
disvalue,0.0,-0.9,மதிப்பிழப்பு
haywire,0.0,-0.9,வைக்கோல்
overdo,0.0,-0.9,மிகை
taunting,0.0,-0.9,கேலி செய்வது
bulkiness,0.0,-0.9,மொத்தம்
criminal,0.0,-0.9,குற்றவாளி
starvation,0.0,-0.9,பட்டினி
consternation,0.0,-0.9,கலக்கம்
detests,0.0,-0.9,வெறுக்கிறது
recklessly,0.0,-0.9,பொறுப்பற்ற முறையில்
fictitious,0.0,-0.9,கற்பனையான
imprudence,0.0,-0.9,imprudence
indoctrinate,0.0,-0.9,அறிவுறுத்தல்
one-sided,0.0,-0.9,ஒருதலைப்பட்சம்
qualms,0.0,-0.9,குவால்கள்
apathetically,0.0,-0.9,அக்கறையற்ற
acerbate,0.0,-0.9,acerbity
bafflement,0.0,-0.9,தடை
childish,0.0,-0.9,குழந்தைத்தனமாக
merciless,0.0,-0.9,இரக்கமற்ற
prevaricate,0.0,-0.9,prevaricate
slanders,0.0,-0.9,அவதூறுகள்
insensible,0.0,-0.9,உணர்வற்ற
biased,0.0,-0.9,சார்புடையது
hell,0.0,-0.9,நரகம்
pillage,0.0,-0.9,கொள்ளை
disrespectful,0.0,-0.9,அவமரியாதை
fatuous,0.0,-0.9,கொழுப்பு
hardliner,0.0,-0.9,ஹார்ட்லைனர்
incomparably,0.0,-0.9,ஒப்பிடமுடியாமல்
sueing,0.0,-0.9,வழக்கு
biting,0.0,-0.9,கடித்தல்
fluster,0.0,-0.9,புழுதி
damnable,0.0,-0.9,அடக்கமான
distressed,0.0,-0.9,துன்பம்
tentatively,0.0,-0.9,தற்காலிகமாக
derision,0.0,-0.9,ஏளனம்
uncaring,0.0,-0.9,அக்கறையற்ற
denial,0.0,-0.9,மறுப்பு
capsize,0.0,-0.9,கேப்சைஸ்
fastidiously,0.0,-0.9,வேகமாக
misbegotten,0.0,-0.9,தவறாகப் பேசப்பட்டது
subversion,0.0,-0.9,subversion
blundering,0.0,-0.9,தவறு
illusion,0.0,-0.9,மாயை
blatantly,0.0,-0.9,அப்பட்டமாக
despised,0.0,-0.9,வெறுக்கத்தக்கது
maliciously,0.0,-0.9,தீங்கிழைக்கும்
drunk,0.0,-0.9,குடித்துவிட்டு
backaches,0.0,-0.9,முதுகுவலி
virus,0.0,-0.9,வைரஸ்
shocking,0.0,-0.9,அதிர்ச்சியூட்டும்
rejected,0.0,-0.9,நிராகரிக்கப்பட்டது
inhumanity,0.0,-0.9,மனிதாபிமானமற்றது
impinge,0.0,-0.9,impinge
throbbed,0.0,-0.9,துடித்தது
deceptively,0.0,-0.9,ஏமாற்றும்
scrambled,0.0,-0.9,துருவல்
criticism,0.0,-0.9,திறனாய்வு
hobble,0.0,-0.9,பொழுதுபோக்கு
simplistic,0.0,-0.9,எளிமையானது
grotesque,0.0,-0.9,கோரமான
treasonous,0.0,-0.9,தேசத்துரோகம்
troubles,0.0,-0.9,தொல்லைகள்
dislikes,0.0,-0.9,விருப்பு வெறுப்புகள்
mistress,0.0,-0.9,எஜமானி
conspicuous,0.0,-0.9,பகட்டான
acerbically,0.0,-0.9,acerbically
atrocities,0.0,-0.9,அட்டூழியங்கள்
brazen,0.0,-0.9,வெட்கக்கேடானது
calamity,0.0,-0.9,பேரழிவு
gloatingly,0.0,-0.9,மகிழ்ச்சியுடன்
inexcusably,0.0,-0.9,மன்னிக்க முடியாதபடி
rumor,0.0,-0.9,வதந்தி
forbidden,0.0,-0.9,தடைசெய்யப்பட்டுள்ளது
cheesy,0.0,-0.9,சீஸி
slander,0.0,-0.9,அவதூறு
stumped,0.0,-0.9,ஸ்டம்பிங்
corrosive,0.0,-0.9,அரிக்கும்
virulently,0.0,-0.9,வைரஸாக
false,0.0,-0.9,பொய்
knock,0.0,-0.9,தட்டுங்கள்
vexingly,0.0,-0.9,கோபமாக
hoard,0.0,-0.9,பதுக்கல்
untrue,0.0,-0.9,பொய்
aloof,0.0,-0.9,அலூஃப்
fetid,0.0,-0.9,fetid
invisible,0.0,-0.9,கண்ணுக்கு தெரியாத
heavyhearted,0.0,-0.9,கனிவான
conceit,0.0,-0.9,கர்வம்
hypocricy,0.0,-0.9,பாசாங்குத்தனம்
infection,0.0,-0.9,தொற்று
shrug,0.0,-0.9,shrug
dangerousness,0.0,-0.9,ஆபத்தானது
traped,0.0,-0.9,சிக்கியது
temper,0.0,-0.9,கோபம்
soreness,0.0,-0.9,புண்
wrest,0.0,-0.9,மல்யுத்தம்
impractical,0.0,-0.9,நடைமுறைக்கு மாறானது
punk,0.0,-0.9,பங்க்
damaged,0.0,-0.9,சேதமடைந்தது
deject,0.0,-0.9,விலகல்
immaterial,0.0,-0.9,முதிர்ச்சியற்ற
imperfectly,0.0,-0.9,அபூரணமாக
inappropriately,0.0,-0.9,பொருத்தமற்றது
lewdly,0.0,-0.9,மோசமான
impossible,0.0,-0.9,சாத்தியமற்றது
deny,0.0,-0.9,மறுக்க
helplessly,0.0,-0.9,உதவியற்ற
indifference,0.0,-0.9,அலட்சியம்
disgraced,0.0,-0.9,இழிவுபடுத்தப்பட்டது
melancholy,0.0,-0.9,துக்கம்
insignificance,0.0,-0.9,முக்கியமற்றது
retardedness,0.0,-0.9,retardedness
discountenance,0.0,-0.9,தள்ளுபடி
unspecified,0.0,-0.9,குறிப்பிடப்படாதது
diatribe,0.0,-0.9,diatribe
hideously,0.0,-0.9,வெறுக்கத்தக்க
flake,0.0,-0.9,flake
pig,0.0,-0.9,பன்றி
last-ditch,0.0,-0.9,கடைசி பள்ளம்
repulse,0.0,-0.9,விரட்டுதல்
conflicted,0.0,-0.9,சண்டையிட்டனர்
ruthlessness,0.0,-0.9,இரக்கமற்ற தன்மை
obscure,0.0,-0.9,தெளிவற்ற
capriciousness,0.0,-0.9,capriciousness
grumpier,0.0,-0.9,எரிச்சலான
mournfully,0.0,-0.9,துக்கத்துடன்
poorer,0.0,-0.9,ஏழை
unqualified,0.0,-0.9,தகுதியற்றவர்
overact,0.0,-0.9,அதிகப்படியான
subversive,0.0,-0.9,தாழ்வான
ineptly,0.0,-0.9,திறமையாக
stain,0.0,-0.9,கறை
assassin,0.0,-0.9,கொலையாளி
corrosions,0.0,-0.9,அரிப்புகள்
fanciful,0.0,-0.9,கற்பனை
heartbreakingly,0.0,-0.9,இதயத்தை உடைக்கும்
outrages,0.0,-0.9,சீற்றம்
plight,0.0,-0.9,அவல நிலை
extremists,0.0,-0.9,தீவிரவாதிகள்
maledict,0.0,-0.9,maledict
shrilly,0.0,-0.9,சில்லி
interrupt,0.0,-0.9,குறுக்கீடு
exaggerate,0.0,-0.9,மிகைப்படுத்து
inevitably,0.0,-0.9,தவிர்க்க முடியாமல்
challenging,0.0,-0.9,சவாலானது
infiltrators,0.0,-0.9,ஊடுருவல்கள்
harsh,0.0,-0.9,கடுமையான
dire,0.0,-0.9,சொல்
plebeian,0.0,-0.9,plebeian
pan,0.0,-0.9,பான்
scams,0.0,-0.9,மோசடிகள்
jealousness,0.0,-0.9,பொறாமை
arrogantly,0.0,-0.9,ஆணவத்துடன்
stupidest,0.0,-0.9,முட்டாள்
disapproving,0.0,-0.9,மறுப்பது
scrap,0.0,-0.9,ஸ்கிராப்
demolish,0.0,-0.9,இடிக்க
swelled,0.0,-0.9,வீங்கியது
rejects,0.0,-0.9,நிராகரிக்கிறது
irksomely,0.0,-0.9,irksomely
neglected,0.0,-0.9,புறக்கணிக்கப்பட்டது
hideousness,0.0,-0.9,வெறுக்கத்தக்கது
leery,0.0,-0.9,லீரி
uncooperative,0.0,-0.9,ஒத்துழைக்காத
blame,0.0,-0.9,பழி
impermissible,0.0,-0.9,அனுமதிக்க முடியாதது
mortifying,0.0,-0.9,மரணதண்டனை
bereave,0.0,-0.9,இறந்து விடுங்கள்
strangely,0.0,-0.9,வித்தியாசமாக
blunder,0.0,-0.9,தவறு
struggled,0.0,-0.9,போராடினார்
alienated,0.0,-0.9,அந்நியப்படுத்தப்பட்டது
frenzied,0.0,-0.9,வெறிகொண்ட
absurdity,0.0,-0.9,அபத்தம்
unspeakable,0.0,-0.9,சொல்ல முடியாதது
beguile,0.0,-0.9,மோசடி
delude,0.0,-0.9,ஏமாற்றம்
violators,0.0,-0.9,மீறுபவர்கள்
vibrating,0.0,-0.9,அதிர்வுறும்
baffle,0.0,-0.9,தடுப்பு
bowdlerize,0.0,-0.9,bowdlerize
turmoil,0.0,-0.9,கொந்தளிப்பு
utterly,0.0,-0.9,முற்றிலும்
shimmer,0.0,-0.9,பளபளப்பு
frenetically,0.0,-0.9,வெறித்தனமாக
fail,0.0,-0.9,தோல்வி
messes,0.0,-0.9,குழப்பங்கள்
undersized,0.0,-0.9,அடிக்கோடிட்டது
fanaticism,0.0,-0.9,வெறி
disarray,0.0,-0.9,சீர்குலைவு
scold,0.0,-0.9,திட்டுவது
madness,0.0,-0.9,பைத்தியம்
shake,0.0,-0.9,குலுக்கல்
discrepant,0.0,-0.9,முரண்பாடு
disses,0.0,-0.9,அவர்களது
dubiously,0.0,-0.9,சந்தேகத்திற்கு இடமின்றி
irksomenesses,0.0,-0.9,irksomenesses
misrepresentation,0.0,-0.9,தவறாக சித்தரித்தல்
nauseating,0.0,-0.9,குமட்டல்
wrinkled,0.0,-0.9,சுருக்கம்
punch,0.0,-0.9,பஞ்ச்
brood,0.0,-0.9,ரொட்டி
cringes,0.0,-0.9,பயமுறுத்துகிறது
grudgingly,0.0,-0.9,முரட்டுத்தனமாக
danger,0.0,-0.9,ஆபத்து
exhaust,0.0,-0.9,வெளியேற்ற
raping,0.0,-0.9,கற்பழிப்பு
scandels,0.0,-0.9,ஊழல்
brash,0.0,-0.9,brash
slumping,0.0,-0.9,சரிவு
loser,0.0,-0.9,தோற்றவர்
glitches,0.0,-0.9,குறைபாடுகள்
appalling,0.0,-0.9,திகிலூட்டும்
conspire,0.0,-0.9,சதி
heartbreaking,0.0,-0.9,இதயத்தை உடைக்கும்
besiege,0.0,-0.9,முற்றுகை
blah,0.0,-0.9,blah
bad,0.0,-0.9,மோசமான
blatant,0.0,-0.9,அப்பட்டமான
mendacious,0.0,-0.9,மெண்டசியஸ்
submissive,0.0,-0.9,அடக்கமான
disgraceful,0.0,-0.9,இழிவான
unprofitable,0.0,-0.9,லாபமற்றது
shady,0.0,-0.9,நிழலான
