Term,PosScore,NegScore,Bangla
prodigious,0.9,0.0,বিস্ময়কর
amicably,0.9,0.0,আপসে
guarantee,0.9,0.0,জামিন
simplifying,0.9,0.0,সরল
supremacy,0.9,0.0,আধিপত্য
softer,0.9,0.0,নরম
honest,0.9,0.0,সত্
covenant,0.9,0.0,চুক্তি
striking,0.9,0.0,আকর্ষণীয়
sensitive,0.9,0.0,সংবেদনশীল
attractively,0.9,0.0,আকর্ষণীয়
electrify,0.9,0.0,বৈদ্যুতীকরণ করা
best-performing,0.9,0.0,সেরা-পারফর্মিং
simplify,0.9,0.0,সহজতর করা
spellbinding,0.9,0.0,spellbinding
cure-all,0.9,0.0,প্রতিকারও সব
hands-down,0.9,0.0,হাত নামাও
soundly,0.9,0.0,রীতিমত
snappy,0.9,0.0,আকস্মিক
exquisite,0.9,0.0,সূক্ষ্ম
reassure,0.9,0.0,প্রত্যয় জন্মান
brilliances,0.9,0.0,brilliances
paramount,0.9,0.0,সর্বোচ্চ
dextrous,0.9,0.0,ক্ষেত্রজ্ঞ
lucidly,0.9,0.0,স্বচ্ছভাবে
contrasty,0.9,0.0,contrasty
accomplishment,0.9,0.0,সংসাধন
humorous,0.9,0.0,রসাত্মক
appropriate,0.9,0.0,যথাযথ
undisputably,0.9,0.0,undisputably
clearly,0.9,0.0,পরিষ্কারভাবে
admiringly,0.9,0.0,admiringly
eventful,0.9,0.0,ঘটনাবহুল
guidance,0.9,0.0,পথপ্রদর্শন
hallowed,0.9,0.0,পবিত্র
liberate,0.9,0.0,মুক্ত করা
reclaim,0.9,0.0,সংশোধনের
outperform,0.9,0.0,ছাড়িয়া যাত্তয়া
valiant,0.9,0.0,বীর
magnanimously,0.9,0.0,magnanimously
upliftingly,0.9,0.0,upliftingly
heaven,0.9,0.0,স্বর্গ
robust,0.9,0.0,বলিষ্ঠ
blameless,0.9,0.0,নিখুঁত
spellbind,0.9,0.0,spellbind
meritorious,0.9,0.0,গুণী
self-determination,0.9,0.0,আত্মনির্ধারণ
happiness,0.9,0.0,সুখ
enjoyable,0.9,0.0,উপভোগ্য
subsidizes,0.9,0.0,ভর্তুকি দিয়ে
nurturing,0.9,0.0,এবং- xid
eminent,0.9,0.0,বিশিষ্ট
heavenly,0.9,0.0,স্বর্গীয়
engrossing,0.9,0.0,চিত্তাকর্ষক
rich,0.9,0.0,সমৃদ্ধ
humor,0.9,0.0,মেজাজ
first-rate,0.9,0.0,প্রথমশ্রেণীভুক্ত
unselfish,0.9,0.0,স্বার্থপরতাশূন্য
oasis,0.9,0.0,মরুদ্যান
poised,0.9,0.0,পয়েজড
kid-friendly,0.9,0.0,ছাগলছানা বান্ধব
harmonize,0.9,0.0,একত্রিত
vigilant,0.9,0.0,সজাগ
outwit,0.9,0.0,ঠকান
adoringly,0.9,0.0,adoringly
quieter,0.9,0.0,নীরব
fondly,0.9,0.0,কোমলভাবে
instructive,0.9,0.0,শিক্ষামূলক
complemented,0.9,0.0,অনুপূরক
all-around,0.9,0.0,চারদিকে
hallmarks,0.9,0.0,ছাপ
soundness,0.9,0.0,অনাময
dashing,0.9,0.0,আড়ম্বরপ্রি়
overtaken,0.9,0.0,পতিত
grace,0.9,0.0,অনুগ্রহ
advocate,0.9,0.0,উকিল
fanfare,0.9,0.0,তূর্যনিনাদ
jubilantly,0.9,0.0,jubilantly
praising,0.9,0.0,গুণগান
tops,0.9,0.0,সমাজের সারাংশ
succeeds,0.9,0.0,সফল
astonished,0.9,0.0,বিস্মিত
danken,0.9,0.0,ধন্যবাদ দিতে
affection,0.9,0.0,স্নেহ
geeky,0.9,0.0,আরো ইউনিট
hot,0.9,0.0,গরম
advantageous,0.9,0.0,সুবিধাজনক
improve,0.9,0.0,উন্নত করা
sweetheart,0.9,0.0,প্রণয়ী
eloquence,0.9,0.0,বাগ্মিতা
audibly,0.9,0.0,চেঁচিয়ে
charmingly,0.9,0.0,charmingly
incredibly,0.9,0.0,অবিশ্বাস্যভাবে
solicitous,0.9,0.0,একান্তভাবে কামনাকারী
well-made,0.9,0.0,ভালো তৈরি
logical,0.9,0.0,যৌক্তিক
zeal,0.9,0.0,চাড়
thoughtfully,0.9,0.0,চিন্তাকরে
solid,0.9,0.0,কঠিন
deference,0.9,0.0,সশ্রদ্ধ বাধ্যতা
intuitive,0.9,0.0,স্বজ্ঞাত
punctual,0.9,0.0,সময়নিষ্ঠ
hallmark,0.9,0.0,ছাপ দেত্তয়া
redeeming,0.9,0.0,ক্ষতিপূরণমূলক
safe,0.9,0.0,নিরাপদ
excallent,0.9,0.0,excallent
fortune,0.9,0.0,ভাগ্য
grin,0.9,0.0,কষ্টহাসি
awesomeness,0.9,0.0,বিস্ময়ে
succeeded,0.9,0.0,অনুসৃত
beckons,0.9,0.0,beckons
pamperedly,0.9,0.0,pamperedly
appreciative,0.9,0.0,রসিক
thrilled,0.9,0.0,শিহরিত
loyal,0.9,0.0,বিশ্বস্ত
adventurous,0.9,0.0,দু: সাহসিক
booming,0.9,0.0,গুড়ুম
renown,0.9,0.0,খ্যাতি
dote,0.9,0.0,যৌতুক
reformed,0.9,0.0,সংশোধিত
excellently,0.9,0.0,সম্যক্
fresh,0.9,0.0,তাজা
exceedingly,0.9,0.0,অতীব
undisputable,0.9,0.0,Undisputable
distinctive,0.9,0.0,স্বাতন্ত্র্যসূচক
hale,0.9,0.0,সুস্থ
gloriously,0.9,0.0,মহান
elan,0.9,0.0,ঘোষণা
stylized,0.9,0.0,stylized
sweeten,0.9,0.0,মধুর করা
alluring,0.9,0.0,লোভনীয়
fecilitous,0.9,0.0,fecilitous
overtaking,0.9,0.0,ছাড়িয়ে
saver,0.9,0.0,সঁচয় উপায়
ftw,0.9,0.0,FTW
laudable,0.9,0.0,প্রশংসনীয়
euphoric,0.9,0.0,euphoric
impartially,0.9,0.0,নিরপেক্ষভাবে
lifesaver,0.9,0.0,রক্ষাকর্তা
simplest,0.9,0.0,সহজ
excellency,0.9,0.0,পরম কৃতিত্ব
agility,0.9,0.0,তত্পরতা
blessing,0.9,0.0,বর
winnable,0.9,0.0,winnable
fair,0.9,0.0,ন্যায্য
monumentally,0.9,0.0,monumentally
felicity,0.9,0.0,সুখ
hottest,0.9,0.0,হটেস্ট
courtly,0.9,0.0,শিষ্ট
headway,0.9,0.0,অগ্রগতি
bonuses,0.9,0.0,বনাস
best-known,0.9,0.0,সেরা পরিচিত
significant,0.9,0.0,গুরুত্বপূর্ণ
smoothes,0.9,0.0,smoothes
prettily,0.9,0.0,শোভনভাবে
affinity,0.9,0.0,সম্বন্ধ
meaningful,0.9,0.0,অর্থপূর্ণ
prosperous,0.9,0.0,উন্নতিশীল
ambitiously,0.9,0.0,উচ্চাকাঙ্ক্ষীভাবে
versatility,0.9,0.0,বহুমুখতা
lawfully,0.9,0.0,আইনত
resourceful,0.9,0.0,সম্পদ্শালী
endearing,0.9,0.0,স্নেহসঞ্চারক
felicitate,0.9,0.0,শুভকামনা
heartily,0.9,0.0,কায়মনোবাক্যে
admire,0.9,0.0,Admire
suffices,0.9,0.0,যথেষ্ট
aspirations,0.9,0.0,আকাঙ্খার
infallibility,0.9,0.0,আপ্ততা
surpass,0.9,0.0,অতিক্রম করা
delicious,0.9,0.0,সুস্বাদু
complimentary,0.9,0.0,প্রশংসাসূচক
novelty,0.9,0.0,নূতনত্ব
coherence,0.9,0.0,সঙ্গতি
subsidized,0.9,0.0,ভর্তুকি
surreal,0.9,0.0,পরাবাস্তব
spiritual,0.9,0.0,আধ্যাত্মিক
grandeur,0.9,0.0,মহিমা
improving,0.9,0.0,উন্নতি
goodness,0.9,0.0,ধার্মিকতা
bonus,0.9,0.0,বোনাস
amusing,0.9,0.0,মজাদার
confident,0.9,0.0,আত্মবিশ্বাসী
felicitous,0.9,0.0,মনোরম
compactly,0.9,0.0,অভেদ্যভাবে
trivially,0.9,0.0,জাভাস্ক্রিপ্টে গার্বেজ
achievable,0.9,0.0,সাধনযোগ্য
merrily,0.9,0.0,ফূর্তিতে
exhilarating,0.9,0.0,উল্লাসজনক
thrills,0.9,0.0,রোমাঞ্চ
tidy,0.9,0.0,পরিপাটি
jubiliant,0.9,0.0,জয়ন্তী
sensibly,0.9,0.0,বুদ্ধিমানের
restructure,0.9,0.0,পুনর্বিন্যাস
miraculous,0.9,0.0,অলৌকিক
glee,0.9,0.0,উল্লাস
whoa,0.9,0.0,থাম
superb,0.9,0.0,চমত্কার
obsession,0.9,0.0,ঘোর
joyfully,0.9,0.0,সহর্ষে
undisputed,0.9,0.0,অবিসংবাদিত
comely,0.9,0.0,সুশ্রী
gorgeous,0.9,0.0,টকটকে
luckier,0.9,0.0,ভাগ্যবান
worth,0.9,0.0,মূল্য
beneficially,0.9,0.0,লাভজনক
user-replaceable,0.9,0.0,ব্যবহারকারী-পরিবর্তনযোগ্য
decent,0.9,0.0,শালীন
blissfully,0.9,0.0,উদাসীন
salutary,0.9,0.0,উপকারী
commodious,0.9,0.0,প্রশস্ত
stable,0.9,0.0,স্থিতিশীল
scenic,0.9,0.0,নাটুকে
unassailable,0.9,0.0,অনাক্রম্য
holy,0.9,0.0,পবিত্র
invincibility,0.9,0.0,অপরাজেয়তার
enchant,0.9,0.0,পুলকিত
appealing,0.9,0.0,মর্মস্পর্শী
resolute,0.9,0.0,অটল
titillatingly,0.9,0.0,titillatingly
excellence,0.9,0.0,শ্রেষ্ঠত্ব
perfect,0.9,0.0,নির্ভুল
revolutionized,0.9,0.0,বৈপ্লবিক
exalted,0.9,0.0,সমুচ্চ
loves,0.9,0.0,ভালবাসে
accolades,0.9,0.0,সুনাম
delectable,0.9,0.0,আনন্দদায়ক
wowed,0.9,0.0,wowed
