Term,PosScore,NegScore,Urdu
deceptive,0.0,-0.9,دھوکے باز
heretic,0.0,-0.9,آرتک
disingenuously,0.0,-0.9,بخل سے
ineffectually,0.0,-0.9,غیر موثر
impetuously,0.0,-0.9,تیز رفتار سے
insecurity,0.0,-0.9,عدم تحفظ
irritable,0.0,-0.9,چڑچڑا
defame,0.0,-0.9,بدنام کرنا
discredit,0.0,-0.9,بدنام
furiously,0.0,-0.9,سختی سے
inhibition,0.0,-0.9,روکنا
precarious,0.0,-0.9,خطرناک
disrespectablity,0.0,-0.9,بے عزت کرنا
scandals,0.0,-0.9,اسکینڈلز
difficulty,0.0,-0.9,مشکل
manic,0.0,-0.9,پاگل
chastise,0.0,-0.9,عذاب
lonely,0.0,-0.9,تنہا
crack,0.0,-0.9,شگاف
jobless,0.0,-0.9,بے روزگار
indiscriminately,0.0,-0.9,اندھا دھند
obnoxious,0.0,-0.9,ناگوار
jeopardize,0.0,-0.9,خطرے میں ڈالنا
oppositions,0.0,-0.9,مخالفت
compulsion,0.0,-0.9,مجبوری
debatable,0.0,-0.9,قابل بحث
procrastination,0.0,-0.9,تاخیر
temptation,0.0,-0.9,فتنہ
opposition,0.0,-0.9,مخالفت
loath,0.0,-0.9,نفرت
rumbling,0.0,-0.9,rumbling
scare,0.0,-0.9,ڈرانا
famished,0.0,-0.9,قحط زدہ
miscalculation,0.0,-0.9,غلط حساب کتاب
timid,0.0,-0.9,ڈرپوک
infringe,0.0,-0.9,خلاف ورزی
flickers,0.0,-0.9,فلکرز
unfavorable,0.0,-0.9,ناگوار
relentlessness,0.0,-0.9,سختی
fastidious,0.0,-0.9,تیز
disloyalty,0.0,-0.9,بے وفائی
wreck,0.0,-0.9,ملبے
peevish,0.0,-0.9,پیویش
ineloquently,0.0,-0.9,ناجائز طور پر
enfeeble,0.0,-0.9,قابل بنانا
anomalous,0.0,-0.9,بے عیب
grudges,0.0,-0.9,رنجشیں
impatience,0.0,-0.9,بے صبری
menace,0.0,-0.9,خطرہ
screw-up,0.0,-0.9,سکرو اپ
boisterous,0.0,-0.9,گھمنڈ والا
sloth,0.0,-0.9,کاہلی
dejectedly,0.0,-0.9,انجیلی طور پر
frost,0.0,-0.9,ٹھنڈ
apocalypse,0.0,-0.9,apocalypse
leaking,0.0,-0.9,رساو
zaps,0.0,-0.9,zaps
outrageous,0.0,-0.9,اشتعال انگیز
sickeningly,0.0,-0.9,بیماری سے
stinks,0.0,-0.9,بدبودار
self-humiliation,0.0,-0.9,خود ذلت
mawkishness,0.0,-0.9,مسکراہٹ
disappoint,0.0,-0.9,مایوسی
awful,0.0,-0.9,خوفناک
pathetic,0.0,-0.9,دلکش
horrifying,0.0,-0.9,خوفناک
bs,0.0,-0.9,بی ایس
irredeemably,0.0,-0.9,irredeemably
contradict,0.0,-0.9,متصادم
sketchy,0.0,-0.9,خاکہ
quarrellously,0.0,-0.9,جھگڑا
loner,0.0,-0.9,تنہا
plunderer,0.0,-0.9,لوٹ مار کرنے والا
tin-y,0.0,-0.9,tin-y
illegitimate,0.0,-0.9,ناجائز
nuisance,0.0,-0.9,پریشانی
macabre,0.0,-0.9,مکابری
hothouse,0.0,-0.9,ہوم ہاؤس
bogus,0.0,-0.9,جعلی
erratic,0.0,-0.9,بے نقاب
mistakenly,0.0,-0.9,غلطی سے
sacrificed,0.0,-0.9,قربانی دی
maliciousness,0.0,-0.9,بدنیتی
desiccated,0.0,-0.9,مسترد
ultra-hardline,0.0,-0.9,انتہائی ہارڈ لائن
scolding,0.0,-0.9,ڈانٹ ڈپٹ
mortify,0.0,-0.9,شرمندگی
ruthless,0.0,-0.9,بے رحم
whores,0.0,-0.9,کسبی
vain,0.0,-0.9,صرف
ill-natured,0.0,-0.9,بد مزاج
snub,0.0,-0.9,سنوب
indiscreet,0.0,-0.9,indiscreet
apprehensions,0.0,-0.9,خدشات
flabbergasted,0.0,-0.9,flabbergasted
disgusting,0.0,-0.9,مکروہ
harm,0.0,-0.9,نقصان
incomprehension,0.0,-0.9,سمجھ سے باہر
grief,0.0,-0.9,غم
inflationary,0.0,-0.9,افراط زر
fragile,0.0,-0.9,خراب
stereotypically,0.0,-0.9,دقیانوسی اعتبار سے
degenerate,0.0,-0.9,تنزلی
disagreeably,0.0,-0.9,متفق نہیں
obscures,0.0,-0.9,غیر واضح
transgress,0.0,-0.9,سرکشی
denying,0.0,-0.9,انکار کرنا
excuses,0.0,-0.9,بہانے
cravenly,0.0,-0.9,چالاکی سے
rivalry,0.0,-0.9,دشمنی
proprietary,0.0,-0.9,ملکیتی
impious,0.0,-0.9,ناپاک
breakup,0.0,-0.9,علیحدگی
vibrated,0.0,-0.9,کمپن
complaint,0.0,-0.9,شکایت
monotonous,0.0,-0.9,نیرس
wobbles,0.0,-0.9,wobbles
diffidence,0.0,-0.9,تفریق
hells,0.0,-0.9,ہیلس
prideful,0.0,-0.9,فخر والا
pretentiously,0.0,-0.9,دکھاوے کے ساتھ
explosive,0.0,-0.9,دھماکہ خیز
election-rigger,0.0,-0.9,انتخابی نشانات
enjoin,0.0,-0.9,حکم دینا
incompatibility,0.0,-0.9,عدم مطابقت
refuse,0.0,-0.9,انکار
unnerving,0.0,-0.9,بے چین
sporadic,0.0,-0.9,چھٹکارا
irony,0.0,-0.9,ستم ظریفی
fall,0.0,-0.9,گر
banishment,0.0,-0.9,جلاوطنی
refusing,0.0,-0.9,انکار
disobedience,0.0,-0.9,نافرمانی
stupor,0.0,-0.9,بیوقوف
hater,0.0,-0.9,سے نفرت
impenitent,0.0,-0.9,بے چارہ
retarded,0.0,-0.9,پست
sillily,0.0,-0.9,آسانی سے
outburst,0.0,-0.9,پھٹ پڑا
mysteriously,0.0,-0.9,پراسرار طریقے سے
offence,0.0,-0.9,جرم
comical,0.0,-0.9,مزاحیہ
gullible,0.0,-0.9,دھوکہ باز
omission,0.0,-0.9,چھوٹ
enemies,0.0,-0.9,دشمنوں
racism,0.0,-0.9,نسل پرستی
refutation,0.0,-0.9,تردید
draining,0.0,-0.9,نالی
officious,0.0,-0.9,آفیسیر
sidetrack,0.0,-0.9,sidetrack
harassment,0.0,-0.9,ہراساں کرنا
stress,0.0,-0.9,دباؤ
troubled,0.0,-0.9,پریشان
imprecate,0.0,-0.9,غلاظت
guile,0.0,-0.9,دھوکہ دہی
viciously,0.0,-0.9,شیطانی طور پر
uncompetitive,0.0,-0.9,غیر مقابل
unsafe,0.0,-0.9,غیر محفوظ
deficiencies,0.0,-0.9,کمیوں
improperly,0.0,-0.9,ناجائز طور پر
injurious,0.0,-0.9,نقصان دہ
desolately,0.0,-0.9,ویران
impossibly,0.0,-0.9,ناممکن
leakage,0.0,-0.9,رساو
oppression,0.0,-0.9,جبر
dissocial,0.0,-0.9,متناسب
tamper,0.0,-0.9,چھیڑنا
rhapsodize,0.0,-0.9,romotodize
impropriety,0.0,-0.9,ناجائز
buggy,0.0,-0.9,چھوٹی چھوٹی
controversial,0.0,-0.9,متنازعہ
pertinacious,0.0,-0.9,pertinacious
grieving,0.0,-0.9,غمگین
devastate,0.0,-0.9,تباہ کن
diatribes,0.0,-0.9,diatribes
bastards,0.0,-0.9,کمینے
condemnable,0.0,-0.9,قابل مذمت
disorderly,0.0,-0.9,بے چین
undefined,0.0,-0.9,غیر متعینہ
wrongly,0.0,-0.9,غلط طریقے سے
blasted,0.0,-0.9,دھماکے سے
reprovingly,0.0,-0.9,ملامت
starve,0.0,-0.9,فاقہ کشی
uncollectible,0.0,-0.9,غیر منقولہ
dogmatic,0.0,-0.9,گستاخانہ
trauma,0.0,-0.9,صدمہ
suspicions,0.0,-0.9,شکوک و شبہات
implicate,0.0,-0.9,ملوث
overstated,0.0,-0.9,بڑھا چڑھا
perplexing,0.0,-0.9,حیرت زدہ
frail,0.0,-0.9,کمزور
nemesis,0.0,-0.9,nemesis
facetiously,0.0,-0.9,جذباتی
bluring,0.0,-0.9,دھندلاپن
dirtbags,0.0,-0.9,گندگی بیگ
incongruous,0.0,-0.9,inc incruruous
squeak,0.0,-0.9,دباؤ
boiling,0.0,-0.9,ابلتے ہوئے
dictatorial,0.0,-0.9,آمرانہ
rift,0.0,-0.9,درار
mistrustful,0.0,-0.9,بد اعتمادی
hell-bent,0.0,-0.9,جہنم جھکا ہوا
flaking,0.0,-0.9,flaking
asperse,0.0,-0.9,چھڑکا ہوا
goad,0.0,-0.9,گوڈ
impasse,0.0,-0.9,بند گلی
doubt,0.0,-0.9,شک
afflict,0.0,-0.9,تکلیف
complacent,0.0,-0.9,مطمعن
arrogant,0.0,-0.9,متکبر
shabby,0.0,-0.9,خستہ حال
denunciation,0.0,-0.9,مذمت
occlude,0.0,-0.9,وقوع
bungler,0.0,-0.9,بنگلر
deign,0.0,-0.9,مہذب
exploit,0.0,-0.9,استحصال کرنا
inflame,0.0,-0.9,سوجن
jitters,0.0,-0.9,jitters
wearisome,0.0,-0.9,تکلیف دہ
congestion,0.0,-0.9,بھیڑ
ill-defined,0.0,-0.9,غیر واضح
risks,0.0,-0.9,خطرات
unproven,0.0,-0.9,غیر منصوبہ بند
buzzing,0.0,-0.9,بھنبھناہٹ
contrariness,0.0,-0.9,تضاد
disputable,0.0,-0.9,متنازعہ
dirt,0.0,-0.9,گندگی
helpless,0.0,-0.9,بے بس
ruined,0.0,-0.9,تباہ شدہ
downhearted,0.0,-0.9,مایوسی کا شکار
hastily,0.0,-0.9,جلدی سے
hazy,0.0,-0.9,دھندلا
impede,0.0,-0.9,روکنا
inefficacious,0.0,-0.9,غیر موثر
lowly,0.0,-0.9,کم
rip-off,0.0,-0.9,چیر
debt,0.0,-0.9,قرض
lawless,0.0,-0.9,لاقانونیت
bothering,0.0,-0.9,پریشان کن
exagerates,0.0,-0.9,exagerates
flagrant,0.0,-0.9,صریح
undependable,0.0,-0.9,غیر منحصر
unimaginably,0.0,-0.9,ناقابل تصور
conceited,0.0,-0.9,گھمنڈ
inconstant,0.0,-0.9,تکلیف نہیں
gangster,0.0,-0.9,گینگسٹر
ambush,0.0,-0.9,گھات لگا کر حملہ
disrepute,0.0,-0.9,بدنام کرنا
crude,0.0,-0.9,خام
insidiously,0.0,-0.9,کپٹی سے
allergic,0.0,-0.9,الرجک
exorbitantly,0.0,-0.9,بے حد
parody,0.0,-0.9,بڑوآ
sorrow,0.0,-0.9,غم
impersonal,0.0,-0.9,غیر معمولی
unviewable,0.0,-0.9,قابل نظارہ
misreading,0.0,-0.9,غلط پڑھنا
glaringly,0.0,-0.9,واضح طور پر
scoffingly,0.0,-0.9,طعنہ زنی سے
incompetently,0.0,-0.9,نااہلی سے
aversion,0.0,-0.9,نفرت
jerk,0.0,-0.9,جھٹکا
dissonance,0.0,-0.9,عدم اطمینان
faint,0.0,-0.9,بیہوش
entanglement,0.0,-0.9,الجھنا
iniquity,0.0,-0.9,ناانصافی
bemoaning,0.0,-0.9,ماتم کرنا
picky,0.0,-0.9,میں picky
disrespectfully,0.0,-0.9,بے عزتی سے
felon,0.0,-0.9,جرم
stumbles,0.0,-0.9,ٹھوکر کھاتا ہے
ominously,0.0,-0.9,بدقسمتی سے
terror,0.0,-0.9,دہشت گردی
subservient,0.0,-0.9,تابع
displeasure,0.0,-0.9,ناراضگی
drunken,0.0,-0.9,شرابی
grouse,0.0,-0.9,گراس
slashing,0.0,-0.9,سلیشنگ
unbearablely,0.0,-0.9,ناقابل برداشت
savage,0.0,-0.9,وحشی
felonious,0.0,-0.9,سنگین
inconsolably,0.0,-0.9,inconsolably
undercuts,0.0,-0.9,انڈرکٹس
entrapment,0.0,-0.9,لفافہ
indiscriminating,0.0,-0.9,اندھا دھند
redundant,0.0,-0.9,بے کار
destroyer,0.0,-0.9,ناش کرنے والا
sue,0.0,-0.9,اس کے
vague,0.0,-0.9,مبہم
inadvisably,0.0,-0.9,inadvisably
siege,0.0,-0.9,محاصرہ کرنا
critics,0.0,-0.9,نقاد
falling,0.0,-0.9,گرنا
bashed,0.0,-0.9,بیسڈ
overwhelm,0.0,-0.9,مغلوب
prick,0.0,-0.9,چکنا
entrap,0.0,-0.9,لپیٹنا
insurmountably,0.0,-0.9,ناقابل تسخیر
over-balanced,0.0,-0.9,زیادہ متوازن
discontinuity,0.0,-0.9,ناپیدگی
remorsefully,0.0,-0.9,افسوس کے ساتھ
sluggish,0.0,-0.9,سست
unconvincing,0.0,-0.9,unconvincing
growl,0.0,-0.9,گرلنا
iniquitous,0.0,-0.9,ناانصافی
quarrelsome,0.0,-0.9,جھگڑا
stab,0.0,-0.9,وار کرنا
cunts,0.0,-0.9,cunts
lier,0.0,-0.9,باندھنا
denies,0.0,-0.9,تردید کرتا ہے
idiotic,0.0,-0.9,بیوقوف
backaching,0.0,-0.9,بیکنگ
interference,0.0,-0.9,مداخلت
sucky,0.0,-0.9,چوسنا
miscreants,0.0,-0.9,شرپسند
subpoena,0.0,-0.9,ذیلی
avenge,0.0,-0.9,بدلہ لینا
unhelpful,0.0,-0.9,غیر مددگار
damning,0.0,-0.9,نقصان دہ
heartbreaker,0.0,-0.9,دل توڑنے والا
puzzlement,0.0,-0.9,حیرت زدہ
bullshyt,0.0,-0.9,بیلشیٹ
unjust,0.0,-0.9,ناانصافی
fallaciousness,0.0,-0.9,غلط فہمی
extremism,0.0,-0.9,انتہا پسندی
cartoonish,0.0,-0.9,کارٹونش
mess,0.0,-0.9,گندگی
apologists,0.0,-0.9,معذرت خواہ
scourge,0.0,-0.9,کوڑے مارنا
encroachment,0.0,-0.9,تجاوزات
filthy,0.0,-0.9,گندی
ruffle,0.0,-0.9,گڑبڑ
crooked,0.0,-0.9,ٹیڑھا
disgustedly,0.0,-0.9,بیزار
mangle,0.0,-0.9,لاپتہ
set-up,0.0,-0.9,سیٹ اپ
usurper,0.0,-0.9,غصب کرنا
innuendo,0.0,-0.9,نامعلوم
sabotage,0.0,-0.9,تخریب کاری
discomfit,0.0,-0.9,ضائع کرنا
conflicting,0.0,-0.9,متضاد
crumple,0.0,-0.9,کچلنا
oversimplified,0.0,-0.9,oversimplified
madly,0.0,-0.9,پاگل
precipitous,0.0,-0.9,precipitous
lovelorn,0.0,-0.9,lovelorn
cripples,0.0,-0.9,اپاہج
beset,0.0,-0.9,بیسٹ
contaminate,0.0,-0.9,آلودہ
darkened,0.0,-0.9,اندھیرا
downturns,0.0,-0.9,مندی
vexing,0.0,-0.9,ویکسنگ
wrong,0.0,-0.9,غلط
pariah,0.0,-0.9,pariah
chaotic,0.0,-0.9,افراتفری
lie,0.0,-0.9,جھوٹ بولنا
grumpily,0.0,-0.9,بدمزاج
devoid,0.0,-0.9,خالی
obsessiveness,0.0,-0.9,جنونی
spurn,0.0,-0.9,مطالبہ
remorseless,0.0,-0.9,پچھتاوا
insufferably,0.0,-0.9,بے دردی سے
retreated,0.0,-0.9,پیچھے ہٹ گیا
tumble,0.0,-0.9,پھسلنا
mispronounce,0.0,-0.9,غلط بیانی
negative,0.0,-0.9,منفی
mania,0.0,-0.9,انماد
drought,0.0,-0.9,خشک سالی
antithetical,0.0,-0.9,اینٹیٹیٹیکل
worriedly,0.0,-0.9,پریشانی سے
chintzy,0.0,-0.9,chintzy
pertinacity,0.0,-0.9,مناسبیت
screwed-up,0.0,-0.9,مصیبت زده
banish,0.0,-0.9,ملک سے نکال دینا
calamities,0.0,-0.9,آفات
jaundiced,0.0,-0.9,یرقان
inclement,0.0,-0.9,incmented
weariness,0.0,-0.9,تکلیف
crept,0.0,-0.9,crept
aborts,0.0,-0.9,اسقاط
collusion,0.0,-0.9,ملی بھگت
glitch,0.0,-0.9,خرابی
perversity,0.0,-0.9,خرابی
blab,0.0,-0.9,بلب
decrement,0.0,-0.9,کمی
inflexible,0.0,-0.9,پیچیدہ
tarnishing,0.0,-0.9,داغدار
errors,0.0,-0.9,غلطیاں
hardliners,0.0,-0.9,سخت گیر
unhappy,0.0,-0.9,ناخوش
gloom,0.0,-0.9,اداسی
lacks,0.0,-0.9,فقدان ہے
rough,0.0,-0.9,کھردرا
ill-used,0.0,-0.9,غیر استعمال شدہ
stringently,0.0,-0.9,سختی سے
fallacies,0.0,-0.9,غلطیاں
debacle,0.0,-0.9,شکست
nitpick,0.0,-0.9,نٹپک
ugliness,0.0,-0.9,بدصورت
mistrustfully,0.0,-0.9,عدم اعتماد سے
flees,0.0,-0.9,اڑ جاتا ہے
flickering,0.0,-0.9,ٹمٹماہٹ
chide,0.0,-0.9,جوش
killing,0.0,-0.9,قتل
baseless,0.0,-0.9,بے بنیاد
breakups,0.0,-0.9,بریک اپ
dumb,0.0,-0.9,گونگا
humming,0.0,-0.9,گنگنا
deviation,0.0,-0.9,انحراف
cowardly,0.0,-0.9,بزدلی
intermittent,0.0,-0.9,وقفے وقفے سے
tyrannical,0.0,-0.9,ظالم
dejected,0.0,-0.9,منحرف
refuting,0.0,-0.9,تردید کرنا
toxic,0.0,-0.9,زہریلا
payback,0.0,-0.9,ادائیگی
sickness,0.0,-0.9,بیماری
brutalising,0.0,-0.9,ظلم برپا کرنا
insincerity,0.0,-0.9,بے ایمانی
setback,0.0,-0.9,دھچکا
misbecoming,0.0,-0.9,غلط استعمال
vex,0.0,-0.9,اگتا ہے
polarisation,0.0,-0.9,پولرائزیشن
boycott,0.0,-0.9,بائیکاٹ
bland,0.0,-0.9,کے درمیان
startling,0.0,-0.9,چونکا دینے والا
diabolical,0.0,-0.9,شیطانی
insult,0.0,-0.9,توہین
delay,0.0,-0.9,تاخیر
asinine,0.0,-0.9,asinine
disarm,0.0,-0.9,غیر مسلح کرنا
humid,0.0,-0.9,مرطوب
revulsive,0.0,-0.9,سرکش
despondence,0.0,-0.9,مایوسی
persecution,0.0,-0.9,ظلم و ستم
tawdry,0.0,-0.9,نوالہ
blindside,0.0,-0.9,اندھی طرف
doubtfully,0.0,-0.9,شبہ ہے
impolite,0.0,-0.9,ناپاک
naively,0.0,-0.9,بولی
self-interested,0.0,-0.9,خود دلچسپی
solicitude,0.0,-0.9,درخواست
decrepit,0.0,-0.9,زوال
hatefully,0.0,-0.9,نفرت سے
aground,0.0,-0.9,گراؤنڈ
sloooooooooooooow,0.0,-0.9,sloooooooooooooow
unuseable,0.0,-0.9,ناقابل استعمال
venom,0.0,-0.9,زہر
pretend,0.0,-0.9,دکھاوا
torture,0.0,-0.9,اذیت
pricey,0.0,-0.9,مہنگا
vomited,0.0,-0.9,الٹی
exasperated,0.0,-0.9,مایوسی
brutalizing,0.0,-0.9,ظلم برپا کرنا
contaminates,0.0,-0.9,آلودہ
tainted,0.0,-0.9,داغدار
goading,0.0,-0.9,چل رہا ہے
insufficiently,0.0,-0.9,ناکافی طور پر
leakages,0.0,-0.9,رساو
saggy,0.0,-0.9,saggy
dies,0.0,-0.9,یہ
unsteadiness,0.0,-0.9,بے چین
incendiary,0.0,-0.9,آگ لگانے والا
mistified,0.0,-0.9,غلط
obsess,0.0,-0.9,گھر کر لینا
anti-american,0.0,-0.9,امریکی مخالف
destabilisation,0.0,-0.9,عدم استحکام
terribleness,0.0,-0.9,خوفناک
tired,0.0,-0.9,تھکا ہوا
struggling,0.0,-0.9,جدوجہد کرنا
smear,0.0,-0.9,سمیر
miscreant,0.0,-0.9,شرپسند
horrid,0.0,-0.9,خوفناک
painfull,0.0,-0.9,تکلیف دہ
equivocal,0.0,-0.9,متضاد
trash,0.0,-0.9,ردی کی ٹوکری
boring,0.0,-0.9,بورنگ
depressingly,0.0,-0.9,افسردگی سے
repugn,0.0,-0.9,repugn
delinquency,0.0,-0.9,جرم
fateful,0.0,-0.9,قسمت والا
dictator,0.0,-0.9,ڈکٹیٹر
leech,0.0,-0.9,جونک
harridan,0.0,-0.9,ہریڈان
perplexed,0.0,-0.9,حیرت زدہ
disintegration,0.0,-0.9,بازی
unmoved,0.0,-0.9,unmoved
gripe,0.0,-0.9,فلو
restless,0.0,-0.9,بے چین
offending,0.0,-0.9,ناگوار
thrash,0.0,-0.9,پھاڑنا
despotism,0.0,-0.9,آمریت
offensively,0.0,-0.9,جارحانہ طور پر
damnably,0.0,-0.9,بہت
absurd,0.0,-0.9,مضحکہ خیز
slur,0.0,-0.9,گندگی
impolitic,0.0,-0.9,نامرد
unfit,0.0,-0.9,نا مناسب
vomits,0.0,-0.9,الٹی
bid-rigging,0.0,-0.9,بولی دھاندلی
regrets,0.0,-0.9,پچھتاوا
destitute,0.0,-0.9,بے سہارا
fool,0.0,-0.9,بیوقوف
misaligns,0.0,-0.9,misaligns
terrorize,0.0,-0.9,دہشت زدہ کرنا
illiterate,0.0,-0.9,نا خواندگی
villian,0.0,-0.9,ویلین
zealous,0.0,-0.9,غیرت مند
sucked,0.0,-0.9,چوسا
despoiler,0.0,-0.9,ڈیسپلر
fanatically,0.0,-0.9,جنونی طور پر
swagger,0.0,-0.9,swagger
waste,0.0,-0.9,فضلہ
mocks,0.0,-0.9,مذاق
scar,0.0,-0.9,داغ
provocation,0.0,-0.9,اشتعال انگیزی
lascivious,0.0,-0.9,فحش
criticize,0.0,-0.9,تنقید کرنا
deplorable,0.0,-0.9,قابل تحسین
draconian,0.0,-0.9,draconian
insignificantly,0.0,-0.9,بہت اہمیت سے
traitorous,0.0,-0.9,غدار
gibe,0.0,-0.9,تحریک
intransigence,0.0,-0.9,انتشار
mystery,0.0,-0.9,اسرار
greedy,0.0,-0.9,لالچی
misdirection,0.0,-0.9,غلط سمت
grumpish,0.0,-0.9,بدمزاج
revengefully,0.0,-0.9,انتقام کے ساتھ
impediment,0.0,-0.9,رکاوٹ
calamitously,0.0,-0.9,بلاوجہ
lose,0.0,-0.9,کھو جانا
disquietingly,0.0,-0.9,مسرت سے
murderous,0.0,-0.9,قاتلانہ
suspiciously,0.0,-0.9,مشکوک طور پر
twists,0.0,-0.9,موڑ
downfallen,0.0,-0.9,ڈاؤن لوڈ
spoon-feed,0.0,-0.9,چمچ کھانا
haughtily,0.0,-0.9,گھمنڈ سے
cancer,0.0,-0.9,کینسر
sore,0.0,-0.9,زخم
lament,0.0,-0.9,نوحہ
blather,0.0,-0.9,گستاخ
foe,0.0,-0.9,دشمن
counterproductive,0.0,-0.9,متضاد
lied,0.0,-0.9,جھوٹ بولا
rollercoaster,0.0,-0.9,رولر کوسٹر
unfunded,0.0,-0.9,غیر منقولہ
smack,0.0,-0.9,ٹکراؤ
unprepared,0.0,-0.9,تیار نہیں
dishonest,0.0,-0.9,بے ایمانی
extravagantly,0.0,-0.9,اسراف سے
foolhardy,0.0,-0.9,بیوقوف
obstructs,0.0,-0.9,رکاوٹیں ڈالتی ہیں
divergent,0.0,-0.9,مختلف
devilish,0.0,-0.9,شیطان
revolt,0.0,-0.9,بغاوت
warned,0.0,-0.9,خبردار کیا
violator,0.0,-0.9,خلاف ورزی کرنے والا
pittance,0.0,-0.9,pitance
debauchery,0.0,-0.9,دھوکہ دہی
misery,0.0,-0.9,تکلیف
betray,0.0,-0.9,دھوکہ دینا
impurity,0.0,-0.9,ناپاکی
farcically,0.0,-0.9,دور سے
stuttering,0.0,-0.9,توڑنا
outsider,0.0,-0.9,بیرونی شخص
monstrosity,0.0,-0.9,اکھاس
audacity,0.0,-0.9,بصیرت
delusion,0.0,-0.9,فریب
uprising,0.0,-0.9,بغاوت
overzealously,0.0,-0.9,بڑے پیمانے پر
worryingly,0.0,-0.9,پریشانی سے
dunce,0.0,-0.9,dunce
dissappointed,0.0,-0.9,مایوس
intimidatingly,0.0,-0.9,ڈرا دھمکا کر
blotchy,0.0,-0.9,blotchy
demonizes,0.0,-0.9,شیطانائز
heckle,0.0,-0.9,ہیکل
ill-usage,0.0,-0.9,ناجائز استعمال
devilishly,0.0,-0.9,شیطانی طور پر
enemy,0.0,-0.9,دشمن
catastrophies,0.0,-0.9,تباہی
bloodthirsty,0.0,-0.9,خونخوار
deform,0.0,-0.9,خراب کرنا
distrusting,0.0,-0.9,عدم اعتماد
fallaciously,0.0,-0.9,غلطی سے
shit,0.0,-0.9,گندگی
ineffectualness,0.0,-0.9,بے اثر ہونا
grapple,0.0,-0.9,چکنا
censure,0.0,-0.9,سنسرشپ
disintegrate,0.0,-0.9,ٹوٹ جانا
lechery,0.0,-0.9,لیچری
dissatisfactory,0.0,-0.9,عدم اطمینان بخش
faithless,0.0,-0.9,بے وفا
earsplitting,0.0,-0.9,ایئر پِلٹنگ
run-down,0.0,-0.9,رن ڈاون
bored,0.0,-0.9,بور
bitter,0.0,-0.9,تلخ
baffling,0.0,-0.9,حیرت زدہ
loss,0.0,-0.9,نقصان
alienation,0.0,-0.9,بیگانگی
disable,0.0,-0.9,غیر فعال
aggrivation,0.0,-0.9,مشتعل ہونا
disgruntled,0.0,-0.9,ناگوار
flak,0.0,-0.9,flak
douchbag,0.0,-0.9,ڈوچ بیگ
egomania,0.0,-0.9,ایگومینیا
anger,0.0,-0.9,غصہ
ill-formed,0.0,-0.9,بدصورت
violate,0.0,-0.9,خلاف ورزی کرنا
funky,0.0,-0.9,فنکی
noisy,0.0,-0.9,شور
costlier,0.0,-0.9,مہنگا
strangle,0.0,-0.9,گلا گھونٹنا
unkind,0.0,-0.9,بدتمیز
shortsightedness,0.0,-0.9,نظر کی کمزوری
twisted,0.0,-0.9,مڑا ہوا
feign,0.0,-0.9,feign
retard,0.0,-0.9,تاخیر
seedy,0.0,-0.9,بیجوی
violation,0.0,-0.9,خلاف ورزی
whore,0.0,-0.9,کسبی
downgrade,0.0,-0.9,ڈاون گریڈ
hurt,0.0,-0.9,چوٹ لگی ہے
inopportune,0.0,-0.9,inopportune
retards,0.0,-0.9,تاخیر
clog,0.0,-0.9,بھرنا
unavoidably,0.0,-0.9,ناگزیر
ridicule,0.0,-0.9,تضحیک
uncivil,0.0,-0.9,غیر مہذب
quandary,0.0,-0.9,کھردری
subjugation,0.0,-0.9,محکوم
worthless,0.0,-0.9,بیکار
hysterics,0.0,-0.9,ہسٹرکس
negation,0.0,-0.9,نفی
preposterously,0.0,-0.9,پیش قدمی سے
relentlessly,0.0,-0.9,سختی سے
infected,0.0,-0.9,انفیکشن کا شکار
stupify,0.0,-0.9,بیوقوف بنانا
incomplete,0.0,-0.9,نامکمل
angrily,0.0,-0.9,غصے سے
diabolic,0.0,-0.9,ذیابیطس
preposterous,0.0,-0.9,عصمت فروشی
sermonize,0.0,-0.9,خطبہ دیں
awkward,0.0,-0.9,عجیب
mire,0.0,-0.9,کیا
startlingly,0.0,-0.9,چونکا دینے والا
sags,0.0,-0.9,معاملہ
shirker,0.0,-0.9,شرکر
stern,0.0,-0.9,سخت
troublingly,0.0,-0.9,پریشان کن
ineffectively,0.0,-0.9,غیر موثر
thicker,0.0,-0.9,گاڑھا
rabid,0.0,-0.9,پاگل
frown,0.0,-0.9,frown
insufferable,0.0,-0.9,ناقابل استعمال
bore,0.0,-0.9,بور
inadequacy,0.0,-0.9,ناکافی
infamous,0.0,-0.9,بدنام
dismalness,0.0,-0.9,بے حسی
lethargic,0.0,-0.9,سست
wickedness,0.0,-0.9,شرارت
unexplained,0.0,-0.9,نامعلوم
sag,0.0,-0.9,معاملہ
devilry,0.0,-0.9,شیطان
contravene,0.0,-0.9,contravene
disbelieve,0.0,-0.9,کفر کرنا
ambiguity,0.0,-0.9,ابہام
weak,0.0,-0.9,کمزور
oddest,0.0,-0.9,عجیب
peeved,0.0,-0.9,peeved
perfidity,0.0,-0.9,نمی
uneconomical,0.0,-0.9,غیر معاشی
hardheaded,0.0,-0.9,سخت سر
upsettingly,0.0,-0.9,پریشان کن
bestial,0.0,-0.9,مضحکہ خیز
brimstone,0.0,-0.9,گندھک
misconceptions,0.0,-0.9,غلط فہمیاں
hang,0.0,-0.9,پھانسی
clumsy,0.0,-0.9,اناڑی
combative,0.0,-0.9,لڑاکا
delayed,0.0,-0.9,تاخیر
numb,0.0,-0.9,بے حس
