Term,PosScore,NegScore,Punjabi
enslave,0.0,-0.9,ਗ਼ੁਲਾਮ
pokey,0.0,-0.9,ਪੋਕੀ
morbidly,0.0,-0.9,ਰੋਗੀ
rhetoric,0.0,-0.9,ਬਿਆਨਬਾਜ਼ੀ
drop-outs,0.0,-0.9,ਡਰਾਪ-ਆ .ਟਸ
irreformable,0.0,-0.9,ਅਪੂਰਣਯੋਗ
multi-polarization,0.0,-0.9,ਬਹੁ-ਧਰੁਵੀਕਰਨ
naughty,0.0,-0.9,ਸ਼ਰਾਰਤੀ
scarcity,0.0,-0.9,ਕਮੀ
restrictive,0.0,-0.9,ਪਾਬੰਦ
deter,0.0,-0.9,ਰੋਕਣਾ
severe,0.0,-0.9,ਗੰਭੀਰ
needless,0.0,-0.9,ਬੇਲੋੜਾ
altercation,0.0,-0.9,ਝਗੜਾ
suspect,0.0,-0.9,ਸ਼ੱਕੀ
torturously,0.0,-0.9,ਜ਼ੁਲਮ ਨਾਲ
inaccuracies,0.0,-0.9,ਅਸ਼ੁੱਧੀਆਂ
lawbreaking,0.0,-0.9,ਕਾਨੂੰਨ ਤੋੜ
rigidity,0.0,-0.9,ਕਠੋਰਤਾ
catastrophe,0.0,-0.9,ਤਬਾਹੀ
sagged,0.0,-0.9,ਥੱਕਿਆ
muscle-flexing,0.0,-0.9,ਮਾਸਪੇਸ਼ੀ
indiscernible,0.0,-0.9,ਨਿਰਵਿਘਨ
indignation,0.0,-0.9,ਗੁੱਸਾ
bash,0.0,-0.9,ਬੇਸ਼
die-hard,0.0,-0.9,ਕਠੋਰ
virulent,0.0,-0.9,ਵਹਿਸ਼ੀ
weaker,0.0,-0.9,ਕਮਜ਼ੋਰ
dismal,0.0,-0.9,ਨਿਰਾਸ਼ਾਜਨਕ
steeply,0.0,-0.9,ਕਠੋਰ
ranting,0.0,-0.9,ਰੇਂਟਿੰਗ
brutalities,0.0,-0.9,ਬੇਰਹਿਮੀ
egregiously,0.0,-0.9,ਬੁਰੀ ਤਰਾਂ
licentiousness,0.0,-0.9,ਲਾਇਸੈਂਸ
muddle,0.0,-0.9,ਗੜਬੜ
oddity,0.0,-0.9,ਵਿਲੱਖਣਤਾ
deplore,0.0,-0.9,ਉਦਾਸੀ
resignation,0.0,-0.9,ਅਸਤੀਫਾ
sucks,0.0,-0.9,ਚੂਸਦਾ ਹੈ
illogic,0.0,-0.9,ਤਰਕਹੀਣ
hegemonistic,0.0,-0.9,hegemonistic
deaf,0.0,-0.9,ਬੋਲ਼ਾ
ridiculous,0.0,-0.9,ਹਾਸੋਹੀਣੇ
excruciating,0.0,-0.9,ਉਤਸੁਕ
spookily,0.0,-0.9,ਬੇਤੁੱਕੀ ਨਾਲ
browbeat,0.0,-0.9,ਬਰਾ browਬੀਟ
horrifys,0.0,-0.9,ਦਹਿਸ਼ਤ
admonishment,0.0,-0.9,ਨਸੀਹਤ
frustratingly,0.0,-0.9,ਨਿਰਾਸ਼ਾ ਨਾਲ
rascals,0.0,-0.9,ਬਦਮਾਸ਼
blemish,0.0,-0.9,ਦਾਗ਼
underdog,0.0,-0.9,ਅਧੀਨ
improbability,0.0,-0.9,ਅਸੰਭਵਤਾ
gracelessly,0.0,-0.9,ਬੇਰਹਿਮੀ ਨਾਲ
wimpy,0.0,-0.9,ਵਿੰਪੀ
losing,0.0,-0.9,ਹਾਰਨਾ
punish,0.0,-0.9,ਸਜ਼ਾ
fatally,0.0,-0.9,ਘਾਤਕ
abrasive,0.0,-0.9,ਘੋਰ
destruction,0.0,-0.9,ਤਬਾਹੀ
dripping,0.0,-0.9,ਟਪਕਦਾ
gruesome,0.0,-0.9,ਭਿਆਨਕ
negativity,0.0,-0.9,ਨਾਕਾਰਾਤਮਕਤਾ
disgusted,0.0,-0.9,ਘਬਰਾਇਆ
occludes,0.0,-0.9,ਵਾਪਰਦਾ ਹੈ
infringements,0.0,-0.9,ਉਲੰਘਣਾ
bragger,0.0,-0.9,ਹੰਕਾਰੀ
erosion,0.0,-0.9,eਾਹ
blurs,0.0,-0.9,ਧੁੰਦਲਾ
unnatural,0.0,-0.9,ਕੁਦਰਤੀ
confusing,0.0,-0.9,ਉਲਝਣ
depression,0.0,-0.9,ਤਣਾਅ
cringe,0.0,-0.9,ਚਪੇੜ
disconsolately,0.0,-0.9,ਬੇਅੰਤ
irritably,0.0,-0.9,ਚਿੜਚਿੜੇਪਨ ਨਾਲ
oppressiveness,0.0,-0.9,ਜ਼ੁਲਮ
allege,0.0,-0.9,ਦੋਸ਼
heinous,0.0,-0.9,ਘਿਨਾਉਣਾ
frustrated,0.0,-0.9,ਨਿਰਾਸ਼
stutter,0.0,-0.9,ਹੰਟਰ
knife,0.0,-0.9,ਚਾਕੂ
crowdedness,0.0,-0.9,ਭੀੜ
tentative,0.0,-0.9,ਟੈਂਟਿਵੇਟਿਵ
back-woods,0.0,-0.9,ਵਾਪਸ ਜੰਗਲ
depress,0.0,-0.9,ਉਦਾਸੀ
frozen,0.0,-0.9,ਜਮਾ
failed,0.0,-0.9,ਅਸਫਲ
gnawing,0.0,-0.9,ਪੀਹਣਾ
anarchist,0.0,-0.9,ਅਰਾਜਕਤਾਵਾਦੀ
distasteful,0.0,-0.9,ਪਰੇਸ਼ਾਨ
grudge,0.0,-0.9,ਗੜਬੜ
misguided,0.0,-0.9,ਗੁਮਰਾਹ
mourn,0.0,-0.9,ਸੋਗ
smother,0.0,-0.9,ਪਰੇਸ਼ਾਨ
zapped,0.0,-0.9,ਜ਼ੈਪਡ
beware,0.0,-0.9,ਸਾਵਧਾਨ
confusions,0.0,-0.9,ਭੁਲੇਖੇ
disgruntle,0.0,-0.9,ਨਾਰਾਜ਼ਗੀ
indeterminable,0.0,-0.9,ਨਿਰਵਿਘਨ
adversary,0.0,-0.9,ਵਿਰੋਧੀ
ironical,0.0,-0.9,ਵਿਅੰਗਾਤਮਕ
unwillingly,0.0,-0.9,ਅਣਚਾਹੇ
villainous,0.0,-0.9,ਬਦਮਾਸ਼
irrepressible,0.0,-0.9,ਅਟੱਲ
hotheaded,0.0,-0.9,ਗਰਮ
bungle,0.0,-0.9,ਬੰਗਲਾ
weaknesses,0.0,-0.9,ਕਮਜ਼ੋਰੀ
annoyance,0.0,-0.9,ਨਾਰਾਜ਼ਗੀ
repugnantly,0.0,-0.9,repugnantly
kooky,0.0,-0.9,ਕੋਕੀ
brutality,0.0,-0.9,ਬੇਰਹਿਮੀ
futility,0.0,-0.9,ਵਿਅਰਥ
injure,0.0,-0.9,ਜ਼ਖਮੀ
shadowy,0.0,-0.9,ਪਰਛਾਵੇਂ
defile,0.0,-0.9,ਪਰੇਡ
nonresponsive,0.0,-0.9,ਗੈਰ ਜ਼ਿੰਮੇਵਾਰਾਨਾ
smash,0.0,-0.9,ਟੁੱਟਣਾ
gauche,0.0,-0.9,ਖੱਬੇ
stuttered,0.0,-0.9,ਗੜਬੜ
creepy,0.0,-0.9,ਡਰਾਉਣਾ
dull,0.0,-0.9,ਸੰਜੀਵ
failures,0.0,-0.9,ਅਸਫਲਤਾ
congested,0.0,-0.9,ਭੀੜ
contaminating,0.0,-0.9,ਗੰਦਗੀ
vibrate,0.0,-0.9,ਵਾਈਬ੍ਰੇਟ
messed,0.0,-0.9,ਗੜਬੜ
antagonize,0.0,-0.9,ਵਿਰੋਧੀ
deceit,0.0,-0.9,ਧੋਖਾ
bruises,0.0,-0.9,ਜ਼ਖਮ
involuntary,0.0,-0.9,ਅਣਇੱਛਤ
listless,0.0,-0.9,ਸੂਚੀ-ਰਹਿਤ
quarrels,0.0,-0.9,ਝਗੜੇ
melodramatic,0.0,-0.9,ਸੁਰੀਲੇ
blow,0.0,-0.9,ਧੱਕਾ
offend,0.0,-0.9,ਅਪਰਾਧ
crumpled,0.0,-0.9,ਕੁਚਲਿਆ ਗਿਆ
shallow,0.0,-0.9,ਖਾਲੀ
unjustifiable,0.0,-0.9,ਨਾਜਾਇਜ਼
gutless,0.0,-0.9,ਗਟਰਲ
deploringly,0.0,-0.9,ਨਿਰਾਸ਼ਾਜਨਕ
onerously,0.0,-0.9,ਜ਼ੋਰ ਨਾਲ
painfully,0.0,-0.9,ਦੁਖਦਾਈ
traitor,0.0,-0.9,ਗੱਦਾਰ
risky,0.0,-0.9,ਜੋਖਮ ਭਰਪੂਰ
moron,0.0,-0.9,ਬੇਵਕੂਫ਼
irrecoverable,0.0,-0.9,ਅਣਚਾਹੇ
spoiled,0.0,-0.9,ਖਰਾਬ
deceitfulness,0.0,-0.9,ਧੋਖਾ
devious,0.0,-0.9,ਧੋਖੇਬਾਜ਼
endanger,0.0,-0.9,ਖ਼ਤਰਾ
flakey,0.0,-0.9,flakey
irresponsible,0.0,-0.9,ਗੈਰ ਜ਼ਿੰਮੇਵਾਰਾਨਾ
madden,0.0,-0.9,ਪਾਗਲ
misbehavior,0.0,-0.9,ਦੁਰਵਿਵਹਾਰ
dreadful,0.0,-0.9,ਭਿਆਨਕ
acerbic,0.0,-0.9,acerbic
boastful,0.0,-0.9,ਘਮੰਡੀ
conspiracy,0.0,-0.9,ਸਾਜ਼ਿਸ਼
womanizing,0.0,-0.9,izingਰਤ
sever,0.0,-0.9,ਉੱਤਰ
dreary,0.0,-0.9,ਡਰੇਰੀ
feint,0.0,-0.9,feint
cheerless,0.0,-0.9,ਬੇਵਕੂਫ
rust,0.0,-0.9,ਜੰਗਾਲ
begging,0.0,-0.9,ਭੀਖ
tauntingly,0.0,-0.9,ਤਾੜਨਾ
mismanage,0.0,-0.9,ਬਦਲਾਅ
uproarous,0.0,-0.9,ਗੜਬੜ
redundancy,0.0,-0.9,ਫਾਲਤੂ
vulnerable,0.0,-0.9,ਕਮਜ਼ੋਰ
deceive,0.0,-0.9,ਧੋਖਾ
killer,0.0,-0.9,ਕਾਤਲ
sick,0.0,-0.9,ਬਿਮਾਰ
agony,0.0,-0.9,ਦੁਖ
forsaken,0.0,-0.9,ਤਿਆਗਿਆ
hectic,0.0,-0.9,ਭਾਰੀ
accuses,0.0,-0.9,ਦੋਸ਼
injury,0.0,-0.9,ਸੱਟ
barbarous,0.0,-0.9,ਵਹਿਸ਼ੀ
bust,0.0,-0.9,ਬੁੱਤ
monotony,0.0,-0.9,ਏਕਾਧਿਕਾਰ
strictly,0.0,-0.9,ਸਖਤੀ ਨਾਲ
treacherous,0.0,-0.9,ਧੋਖੇਬਾਜ਼
indistinguishable,0.0,-0.9,ਅਟੱਲ
selfishly,0.0,-0.9,ਸਵਾਰਥ ਨਾਲ
superstition,0.0,-0.9,ਵਹਿਮ
abrade,0.0,-0.9,ਖਤਮ
emergency,0.0,-0.9,ਐਮਰਜੈਂਸੀ
sharply,0.0,-0.9,ਤੇਜ਼ੀ ਨਾਲ
dissembler,0.0,-0.9,ਵੰਡਣਯੋਗ
pretense,0.0,-0.9,ਦਿਖਾਵਾ
cloud,0.0,-0.9,ਬੱਦਲ
foolishly,0.0,-0.9,ਮੂਰਖਤਾ ਨਾਲ
ignominious,0.0,-0.9,ਸ਼ਰਮਨਾਕ
ill-sorted,0.0,-0.9,ਗ਼ੈਰ-ਕ੍ਰਮਬੱਧ
inequitable,0.0,-0.9,ਅਸਮਾਨ
peevishly,0.0,-0.9,ਅਚਾਨਕ
unaffordable,0.0,-0.9,ਬੇਅਸਰ
displace,0.0,-0.9,ਉਜਾੜਨਾ
distortion,0.0,-0.9,ਭਟਕਣਾ
terrible,0.0,-0.9,ਭਿਆਨਕ
dispirited,0.0,-0.9,ਪਰੇਸ਼ਾਨ
dispute,0.0,-0.9,ਵਿਵਾਦ
impaired,0.0,-0.9,ਕਮਜ਼ੋਰ
disinterested,0.0,-0.9,ਨਿਰਾਸ਼ਾਜਨਕ
incompetence,0.0,-0.9,ਅਯੋਗਤਾ
irrational,0.0,-0.9,ਤਰਕਹੀਣ
disillusion,0.0,-0.9,ਭਰਮ
misleadingly,0.0,-0.9,ਗੁੰਮਰਾਹਕੁੰਨ
foolish,0.0,-0.9,ਮੂਰਖ
cheater,0.0,-0.9,ਠੱਗ
notorious,0.0,-0.9,ਬਦਨਾਮ
outrage,0.0,-0.9,ਗੁੱਸਾ
sicken,0.0,-0.9,ਮਣਕੇ
drippy,0.0,-0.9,ਡਿੰਪੀ
chilly,0.0,-0.9,ਮਿਰਚ
lapses,0.0,-0.9,ਖ਼ਤਮ
problematic,0.0,-0.9,ਸਮੱਸਿਆ ਵਾਲੀ
absurdly,0.0,-0.9,ਬੇਤੁਕੀ .ੰਗ ਨਾਲ
immoderate,0.0,-0.9,ਨਿਰੰਤਰ
inefficiency,0.0,-0.9,ਅਯੋਗਤਾ
junkyard,0.0,-0.9,ਜੰਕਯਾਰਡ
intransigent,0.0,-0.9,ਅੰਤਰਜਾਮੀ
tension,0.0,-0.9,ਤਣਾਅ
disinclination,0.0,-0.9,ਝੁਕਾਅ
thwart,0.0,-0.9,ਨਾਕਾਮ
forgetfulness,0.0,-0.9,ਭੁੱਲ
revoltingly,0.0,-0.9,ਘੁੰਮ ਰਹੇ
hysterical,0.0,-0.9,ਪਾਗਲ
abuses,0.0,-0.9,ਦੁਰਵਿਵਹਾਰ
sly,0.0,-0.9,ਘੁਟਾਲਾ
ambiguous,0.0,-0.9,ਅਸਪਸ਼ਟ
repel,0.0,-0.9,ਪਿੱਛੇ ਹਟਣਾ
prattle,0.0,-0.9,prattle
awfulness,0.0,-0.9,ਭਿਆਨਕਤਾ
layoff,0.0,-0.9,ਕੰਮ ਬੰਦ
conspiracies,0.0,-0.9,ਸਾਜ਼ਿਸ਼ਾਂ
inescapable,0.0,-0.9,ਅਯੋਗ
caustic,0.0,-0.9,ਕਾਸਟਿਕ
overshadow,0.0,-0.9,ਪਰਛਾਵਾਂ
adulterated,0.0,-0.9,ਮਿਲਾਵਟੀ
goof,0.0,-0.9,ਮੂਰਖ
menial,0.0,-0.9,ਸਾਫ਼
flakieness,0.0,-0.9,ਕਮਜ਼ੋਰ
laid-off,0.0,-0.9,ਬੰਦ-ਬੰਦ
tiringly,0.0,-0.9,ਥੱਕ ਕੇ
downcast,0.0,-0.9,ਡਾcastਨਕਾਸਟ
forged,0.0,-0.9,ਜਾਅਲੀ
unrest,0.0,-0.9,ਬੇਚੈਨੀ
shock,0.0,-0.9,ਸਦਮਾ
dissidence,0.0,-0.9,ਅਸਹਿਮਤੀ
traduce,0.0,-0.9,ਅਨੁਵਾਦ
wrip,0.0,-0.9,ਲਪੇਟ
offenses,0.0,-0.9,ਅਪਰਾਧ
choppy,0.0,-0.9,ਕੱਟਿਆ ਹੋਇਆ
gruff,0.0,-0.9,ਘੂਰ
adulteration,0.0,-0.9,ਮਿਲਾਵਟ
immoral,0.0,-0.9,ਅਨੈਤਿਕ
ineffective,0.0,-0.9,ਬੇਅਸਰ
idiocy,0.0,-0.9,ਮੁਹਾਵਰੇ
laughably,0.0,-0.9,ਹਾਸੇ ਨਾਲ
vengefulness,0.0,-0.9,ਬਦਲਾ
panicking,0.0,-0.9,ਘਬਰਾਉਣਾ
degrading,0.0,-0.9,ਘਟੀਆ
venomous,0.0,-0.9,ਜ਼ਹਿਰੀਲਾ
inferior,0.0,-0.9,ਘੱਟ
coward,0.0,-0.9,ਕਾਇਰ
nefariously,0.0,-0.9,ਨਾਪਾਕ
embarrassingly,0.0,-0.9,ਸ਼ਰਮਿੰਦਾ
extraneous,0.0,-0.9,ਬਾਹਰੀ
mawkishly,0.0,-0.9,ਮਕਬੂਲ
intrude,0.0,-0.9,ਘੁਸਪੈਠ
polluter,0.0,-0.9,ਪ੍ਰਦੂਸ਼ਕ
treacherously,0.0,-0.9,ਧੋਖੇ ਨਾਲ
junk,0.0,-0.9,ਕਬਾੜ
egregious,0.0,-0.9,ਖਰਾਬ
humiliate,0.0,-0.9,ਅਪਮਾਨ
lame-duck,0.0,-0.9,ਲੰਗੜਾ
monster,0.0,-0.9,ਰਾਖਸ਼
harboring,0.0,-0.9,ਪਨਾਹ
dim,0.0,-0.9,ਨਹੀਂ
self-serving,0.0,-0.9,ਸਵੈ-ਸੇਵਾ
sufferer,0.0,-0.9,ਦੁਖੀ
imperil,0.0,-0.9,ਪ੍ਰਬਲ
rejecting,0.0,-0.9,ਰੱਦ ਕਰ ਰਿਹਾ ਹੈ
bristle,0.0,-0.9,ਬ੍ਰਿਸਟਲ
dirts,0.0,-0.9,ਕਪੜੇ
shame,0.0,-0.9,ਸ਼ਰਮ
hasty,0.0,-0.9,ਕਾਹਲੀ
subversively,0.0,-0.9,ਵਿਗਾੜ
wrestle,0.0,-0.9,ਕੁਸ਼ਤੀ
mortification,0.0,-0.9,ਮੋਰਟੀਫਿਕੇਸ਼ਨ
second-tier,0.0,-0.9,ਦੂਜਾ-ਪੱਧਰ
unfortunate,0.0,-0.9,ਬਦਕਿਸਮਤੀ
error,0.0,-0.9,ਗਲਤੀ
inconsequent,0.0,-0.9,ਅਸੰਤੁਲਿਤ
sneering,0.0,-0.9,ਚੁਟਕਲਾ
paralyzed,0.0,-0.9,ਅਧਰੰਗੀ
miseries,0.0,-0.9,ਦੁੱਖ
repulsing,0.0,-0.9,ਭਜਾਉਣਾ
autocratic,0.0,-0.9,ਤਾਨਾਸ਼ਾਹੀ
undesirable,0.0,-0.9,ਅਣਚਾਹੇ
barbarian,0.0,-0.9,ਵਹਿਸ਼ੀ
hollow,0.0,-0.9,ਖੋਖਲਾ
tetchy,0.0,-0.9,ਗਿੱਲਾ
flares,0.0,-0.9,ਭੜਕਣਾ
sucker,0.0,-0.9,ਚੂਸਣ ਵਾਲਾ
desecrate,0.0,-0.9,ਬੇਅਦਬੀ
threaten,0.0,-0.9,ਧਮਕੀ
overwhelms,0.0,-0.9,ਹਾਵੀ
frazzle,0.0,-0.9,ਭੰਬਲਭੂਸੇ
ugh,0.0,-0.9,ugh
batty,0.0,-0.9,ਬੱਟੀ
expropriation,0.0,-0.9,ਜ਼ਬਤ
checkered,0.0,-0.9,ਠੱਗਿਆ
condescend,0.0,-0.9,ਮੰਨਣਾ
break-ups,0.0,-0.9,ਬਰੇਕ-ਅਪਸ
hateful,0.0,-0.9,ਘ੍ਰਿਣਾਯੋਗ
nebulously,0.0,-0.9,ਬੇਵਕੂਫੀ ਨਾਲ
repudiate,0.0,-0.9,ਨਾਮਨਜ਼ੂਰ
unsettled,0.0,-0.9,ਬੇਚੈਨ
relapse,0.0,-0.9,ਮੁੜ
break,0.0,-0.9,ਬਰੇਕ
insignificant,0.0,-0.9,ਮਾਮੂਲੀ
cheap,0.0,-0.9,ਸਸਤਾ
dismay,0.0,-0.9,ਨਿਰਾਸ਼
mockeries,0.0,-0.9,ਮਖੌਲ
exhausts,0.0,-0.9,ਥੱਕਦਾ ਹੈ
exhort,0.0,-0.9,ਉਤਸ਼ਾਹ
stereotypical,0.0,-0.9,ਅੜੀਅਲ
gaff,0.0,-0.9,ਗੇਫ
gall,0.0,-0.9,ਹੋ ਸਕਦਾ ਹੈ
transgression,0.0,-0.9,ਅਪਰਾਧ
unseemly,0.0,-0.9,ਬੇਅੰਤ
insolently,0.0,-0.9,ਬੇਵਕੂਫੀ ਨਾਲ
ached,0.0,-0.9,ਦਰਦ
irrecoverably,0.0,-0.9,ਨਾ-ਮਾਤਰ
woebegone,0.0,-0.9,ਮੁਸੀਬਤ
resent,0.0,-0.9,ਨਾਰਾਜ਼ਗੀ
ignominy,0.0,-0.9,ਸ਼ਰਮਨਾਕ
substandard,0.0,-0.9,ਘਟੀਆ
bigotry,0.0,-0.9,ਕੱਟੜਤਾ
weirdly,0.0,-0.9,ਅਜੀਬ .ੰਗ ਨਾਲ
nag,0.0,-0.9,ਨਾਗ
sad,0.0,-0.9,ਹੁਣ
frightful,0.0,-0.9,ਡਰਾਉਣੇ
repulsive,0.0,-0.9,ਘ੍ਰਿਣਾਯੋਗ
unthinkable,0.0,-0.9,ਕਲਪਨਾਯੋਗ
drastic,0.0,-0.9,ਸਖਤ
mourner,0.0,-0.9,ਸੋਗ
slogs,0.0,-0.9,ਲੜਿਆ
implacable,0.0,-0.9,ਸਖਤ
lazy,0.0,-0.9,ਸੁਸਤ
audiciously,0.0,-0.9,ਹੈਰਾਨੀ ਨਾਲ
lengthy,0.0,-0.9,ਲੰਬਾ
drowning,0.0,-0.9,ਡੁੱਬਣਾ
archaic,0.0,-0.9,ਪੁਰਾਤੱਤਵ
irreparable,0.0,-0.9,ਨਾ ਪੂਰਾ ਹੋਣ ਯੋਗ
lackadaisical,0.0,-0.9,ਕਮੀ
distraughtness,0.0,-0.9,ਪਰੇਸ਼ਾਨੀ
lumpy,0.0,-0.9,ਗੰਧਲਾ
obsessive,0.0,-0.9,ਜਨੂੰਨ
egotistically,0.0,-0.9,ਹੰਕਾਰੀ
wrinkles,0.0,-0.9,ਝੁਰੜੀਆਂ
messing,0.0,-0.9,ਗੜਬੜ
scratched,0.0,-0.9,ਖੁਰਕਿਆ
thumbs-down,0.0,-0.9,ਥੰਬਸ-ਡਾ downਨ
suppress,0.0,-0.9,ਦਬਾਓ
brazenly,0.0,-0.9,ਬੇਰਹਿਮੀ ਨਾਲ
breakdown,0.0,-0.9,ਟੁੱਟ ਜਾਣਾ
dubious,0.0,-0.9,ਸ਼ੱਕੀ
hapless,0.0,-0.9,ਬੇਵਕੂਫ
hassle,0.0,-0.9,ਪਰੇਸ਼ਾਨੀ
hoodwink,0.0,-0.9,ਹੁੱਡਵਿੰਕ
hurtful,0.0,-0.9,ਦੁਖਦਾਈ
pessimism,0.0,-0.9,ਨਿਰਾਸ਼ਾਵਾਦ
freakishly,0.0,-0.9,ਬੇਤੁਕੀ
embattled,0.0,-0.9,ਫੜਿਆ ਹੋਇਆ
suffers,0.0,-0.9,ਦੁਖੀ ਹੈ
horde,0.0,-0.9,ਹੋਰਡ
vindictiveness,0.0,-0.9,ਨਿਰਪੱਖਤਾ
unnervingly,0.0,-0.9,ਬੇਵਜ੍ਹਾ
bondage,0.0,-0.9,ਗੁਲਾਮੀ
unorthodox,0.0,-0.9,ਗੈਰ ਰਸਮੀ
nitpicking,0.0,-0.9,nitpicking
ho-hum,0.0,-0.9,ਹੋ-ਹਮ
distrustful,0.0,-0.9,ਬੇਵਿਸ਼ਵਾਸੀ
hestitant,0.0,-0.9,hestitant
disintegrates,0.0,-0.9,ਉਜਾੜੇ
fatuity,0.0,-0.9,ਚਰਬੀ
waning,0.0,-0.9,ਡਿੱਗਣਾ
smelt,0.0,-0.9,ਬਦਬੂ
unnecessary,0.0,-0.9,ਬੇਲੋੜਾ
freaks,0.0,-0.9,ਫ੍ਰਿਕਸ
unimportant,0.0,-0.9,ਮਹੱਤਵਪੂਰਣ
audaciousness,0.0,-0.9,ਦਲੇਰੀ
enviousness,0.0,-0.9,ਈਰਖਾ
indecent,0.0,-0.9,ਅਸ਼ੁੱਧ
neglect,0.0,-0.9,ਅਣਗੌਲਿਆ
lamentably,0.0,-0.9,ਵਿਰਲਾਪ
dented,0.0,-0.9,ਨਕਾਰਿਆ
loveless,0.0,-0.9,ਪਿਆਰ ਰਹਿਤ
phony,0.0,-0.9,ਫੋਨੀ
soapy,0.0,-0.9,ਸਾਬਣ
pitiful,0.0,-0.9,ਤਰਸਯੋਗ
demise,0.0,-0.9,ਮੌਤ
flareup,0.0,-0.9,ਭੜਕਣਾ
passive,0.0,-0.9,ਪੈਸਿਵ
discontinuous,0.0,-0.9,ਨਿਰੰਤਰ
unusable,0.0,-0.9,ਬੇਕਾਰ
rupture,0.0,-0.9,ਬਰੇਕ
direly,0.0,-0.9,ਸਖਤੀ ਨਾਲ
excessively,0.0,-0.9,ਬਹੁਤ ਜ਼ਿਆਦਾ
picketing,0.0,-0.9,ਪਿਕਟਿੰਗ
angriness,0.0,-0.9,ਗੁੱਸਾ
myth,0.0,-0.9,ਮਿੱਥ
faulty,0.0,-0.9,ਨੁਕਸਦਾਰ
insupportably,0.0,-0.9,ਨਿਰਵਿਘਨ
jeeringly,0.0,-0.9,ਈਰਖਾ ਨਾਲ
renunciation,0.0,-0.9,ਤਿਆਗ
imprisonment,0.0,-0.9,ਕੈਦ
drawback,0.0,-0.9,ਕਮਜ਼ੋਰੀ
fear,0.0,-0.9,ਡਰ
inarticulate,0.0,-0.9,inarticulate
immature,0.0,-0.9,ਪੱਕਾ
inescapably,0.0,-0.9,ਅਟੱਲ
indecision,0.0,-0.9,ਨਿਰਲੇਪ
tiring,0.0,-0.9,ਥਕਾਵਟ
spewed,0.0,-0.9,ਭੜਾਸ ਕੱ .ੀ
fugitive,0.0,-0.9,ਭਗੌੜਾ
dishonor,0.0,-0.9,ਬੇਇੱਜ਼ਤੀ
punitive,0.0,-0.9,ਦੰਡਕਾਰੀ
poky,0.0,-0.9,ਪੋਕੀ
epidemic,0.0,-0.9,ਮਹਾਂਮਾਰੀ
issue,0.0,-0.9,ਮੁੱਦੇ
mad,0.0,-0.9,ਪਾਗਲ
skimpy,0.0,-0.9,ਕੂੜ
stains,0.0,-0.9,ਧੱਬੇ
glower,0.0,-0.9,ਚਮਕਦਾਰ
curse,0.0,-0.9,ਸਰਾਪ
dilemma,0.0,-0.9,ਦੁਬਿਧਾ
disquiet,0.0,-0.9,ਬੇਚੈਨੀ
frenzy,0.0,-0.9,ਫੈਨਜ਼
disvalue,0.0,-0.9,ਅਵਿਸ਼ਵਾਸ
haywire,0.0,-0.9,ਘਾਹ
overdo,0.0,-0.9,ਵੱਧ
taunting,0.0,-0.9,ਤਾਅਨੇ ਮਾਰਨਾ
bulkiness,0.0,-0.9,ਥੋਕ
criminal,0.0,-0.9,ਅਪਰਾਧੀ
starvation,0.0,-0.9,ਭੁੱਖ
consternation,0.0,-0.9,ਕਬਜ਼
detests,0.0,-0.9,ਨਫ਼ਰਤ ਕਰਦਾ ਹੈ
recklessly,0.0,-0.9,ਲਾਪਰਵਾਹੀ ਨਾਲ
fictitious,0.0,-0.9,ਕਾਲਪਨਿਕ
imprudence,0.0,-0.9,imprudence
indoctrinate,0.0,-0.9,indoctrinate
one-sided,0.0,-0.9,ਇਕ ਪਾਸੜ
qualms,0.0,-0.9,ਯੋਗਤਾ
apathetically,0.0,-0.9,ਉਦਾਸੀ ਨਾਲ
acerbate,0.0,-0.9,acerbity
bafflement,0.0,-0.9,ਹੈਰਾਨ
childish,0.0,-0.9,ਬਚਕਾਨਾ
merciless,0.0,-0.9,ਬੇਰਹਿਮ
prevaricate,0.0,-0.9,ਵਿਆਪਕ
slanders,0.0,-0.9,ਬਦਨਾਮੀ
insensible,0.0,-0.9,ਸੰਵੇਦਨਸ਼ੀਲ
biased,0.0,-0.9,ਪੱਖਪਾਤੀ
hell,0.0,-0.9,ਨਰਕ
pillage,0.0,-0.9,ਲੁੱਟ
disrespectful,0.0,-0.9,ਨਿਰਾਦਰਜਨਕ
fatuous,0.0,-0.9,ਚਰਬੀ
hardliner,0.0,-0.9,ਹਾਰਡਲਾਈਨਰ
incomparably,0.0,-0.9,ਬੇਮਿਸਾਲ
sueing,0.0,-0.9,ਮੁਕੱਦਮਾ
biting,0.0,-0.9,ਕੱਟਣਾ
fluster,0.0,-0.9,ਫੁੱਲ
damnable,0.0,-0.9,ਬੁਰੀ
distressed,0.0,-0.9,ਦੁਖੀ
tentatively,0.0,-0.9,ਆਰਜ਼ੀ ਤੌਰ ਤੇ
derision,0.0,-0.9,ਹਾਸਾ
uncaring,0.0,-0.9,ਬੇਪਰਵਾਹ
denial,0.0,-0.9,ਇਨਕਾਰ
capsize,0.0,-0.9,ਕੈਪਸਾਈਜ਼
fastidiously,0.0,-0.9,ਬੜੀ ਤੇਜ਼ੀ ਨਾਲ
misbegotten,0.0,-0.9,ਗ਼ਲਤ ਕੰਮ
subversion,0.0,-0.9,ਵਿਗਾੜ
