Term,PosScore,NegScore,Bangla
concessions,0.0,-0.9,ছাড়
malicious,0.0,-0.9,বিদ্বেষপরায়ণ
acrimonious,0.0,-0.9,বদমেজাজি
simplistically,0.0,-0.9,সরলভাবে
irretrievable,0.0,-0.9,পুনরূদ্ধারের অসাধ্য
mendacity,0.0,-0.9,মিথ্যা
paltry,0.0,-0.9,তুচ্ছ
unresponsive,0.0,-0.9,ক্ষমাহীন
glare,0.0,-0.9,একদৃষ্টি
laughable,0.0,-0.9,হাস্যকর
pimple,0.0,-0.9,ফুস্কুড়ি
throbbing,0.0,-0.9,কম্পিত
irrationals,0.0,-0.9,irrationals
horrendously,0.0,-0.9,horrendously
dread,0.0,-0.9,ভয়
usurp,0.0,-0.9,অন্যায়রূপে অধিকার করা
ugliest,0.0,-0.9,কুৎসিত
abused,0.0,-0.9,কুট্টিত
problem,0.0,-0.9,সমস্যা
zealot,0.0,-0.9,ধর্মান্ধ
denied,0.0,-0.9,অস্বীকৃত
ingrate,0.0,-0.9,অকৃতজ্ঞ
nastiness,0.0,-0.9,nastiness
brusque,0.0,-0.9,আকস্মিক
discontentedly,0.0,-0.9,discontentedly
spoilage,0.0,-0.9,খাবারের পচন
flareups,0.0,-0.9,flareups
unravel,0.0,-0.9,পাক খুলা
2-faced,0.0,-0.9,2-মুখোমুখি
testily,0.0,-0.9,খিট্খিটে করিয়া
stooges,0.0,-0.9,অনুগত
ignominiously,0.0,-0.9,কলংকজনকভাবে
restricted,0.0,-0.9,সীমাবদ্ধ
grimace,0.0,-0.9,ভেংচি
battered,0.0,-0.9,ক্ষত
forgetfully,0.0,-0.9,ভুল বশে
disparaging,0.0,-0.9,অপমানজনক
bashful,0.0,-0.9,লাজুক
phobia,0.0,-0.9,বিতৃষ্ণা
ravage,0.0,-0.9,ব্যাপক ধ্বংস
ruining,0.0,-0.9,নাশ.
puppet,0.0,-0.9,পুতুল
abort,0.0,-0.9,গর্ভপাত
shipwreck,0.0,-0.9,সর্বনাশ
furious,0.0,-0.9,অগ্নিশর্মা
snappish,0.0,-0.9,আকস্মিক
disregardful,0.0,-0.9,disregardful
expulse,0.0,-0.9,জোরপূর্বক আউট
ludicrously,0.0,-0.9,ludicrously
audacious,0.0,-0.9,দু: সাহসী
fickle,0.0,-0.9,চপল
assail,0.0,-0.9,প্রাণপণ চেষ্টা করা
incongruously,0.0,-0.9,incongruously
bleakly,0.0,-0.9,bleakly
quack,0.0,-0.9,হাতুড়ে ডাক্তার
incompliant,0.0,-0.9,incompliant
idiot,0.0,-0.9,নির্বোধ
detriment,0.0,-0.9,ক্ষতি
overpayed,0.0,-0.9,overpayed
credulous,0.0,-0.9,বিশ্বাসপ্রবণ
irritant,0.0,-0.9,যন্ত্রণাদায়ক
overemphasize,0.0,-0.9,না overemphasize
ruinous,0.0,-0.9,ধ্বংসপ্রাপ্ত
scratch,0.0,-0.9,আঁচড়ের দাগ
instability,0.0,-0.9,অস্থায়িত্ব
cautionary,0.0,-0.9,সতর্কীকরণমূলক
mawkish,0.0,-0.9,ঘৃণাজনক
discouragement,0.0,-0.9,আত্মবিশ্বাসহীনতা
inelegance,0.0,-0.9,অশোভনতা
job-killing,0.0,-0.9,কাজ-হত্যা
panic,0.0,-0.9,আতঙ্ক
uncomfortably,0.0,-0.9,অস্বচ্ছন্দভাবে
grating,0.0,-0.9,কটু
lurid,0.0,-0.9,উত্তেজনাপূর্ণ
disservice,0.0,-0.9,অপকার
picket,0.0,-0.9,ফাঁড়ি স্থাপন করা
evil,0.0,-0.9,মন্দ
fucking,0.0,-0.9,যৌনসঙ্গম
impudent,0.0,-0.9,লজ্জাহীন
irritate,0.0,-0.9,জ্বালাতন করা
unsound,0.0,-0.9,ক্রটিপূর্ণ
dilly-dally,0.0,-0.9,ভক্র্য
fearsome,0.0,-0.9,ভয়ঙ্কর
tyranny,0.0,-0.9,স্বৈরশাসন
impending,0.0,-0.9,আসন্ন
unable,0.0,-0.9,অক্ষম
left-leaning,0.0,-0.9,বামপন্থী
slowed,0.0,-0.9,মন্থর
douchebags,0.0,-0.9,douchebags
enslave,0.0,-0.9,ক্রীতদাস করা
pokey,0.0,-0.9,দামের আইসক্রীম
morbidly,0.0,-0.9,আপনি সঙ্গীত
rhetoric,0.0,-0.9,অলঙ্কারশাস্ত্র
drop-outs,0.0,-0.9,ড্রপ-আউট
irreformable,0.0,-0.9,irreformable
multi-polarization,0.0,-0.9,বহু-মেরুকরণ
naughty,0.0,-0.9,দুষ্টু
scarcity,0.0,-0.9,ঘাটতি
restrictive,0.0,-0.9,নিয়ন্ত্রক
deter,0.0,-0.9,ভয় দেখাইয়া নিবৃত্ত করা
severe,0.0,-0.9,তীব্র
needless,0.0,-0.9,অপ্রয়োজনীয়
altercation,0.0,-0.9,ঝগড়াঝাঁটি
suspect,0.0,-0.9,সন্দেহভাজন
torturously,0.0,-0.9,torturously
inaccuracies,0.0,-0.9,সম্প্রচার
lawbreaking,0.0,-0.9,lawbreaking
rigidity,0.0,-0.9,কাঠিন্য
catastrophe,0.0,-0.9,বিপর্যয়
sagged,0.0,-0.9,sagged
muscle-flexing,0.0,-0.9,পেশী-ভাঁজ
indiscernible,0.0,-0.9,অনির্ণেয়
indignation,0.0,-0.9,ঘৃণামিশ্রিত ক্রোধ
bash,0.0,-0.9,সজোরে আঘাত
die-hard,0.0,-0.9,ডাই হার্ড
virulent,0.0,-0.9,অত্যন্ত ক্ষতিকর
weaker,0.0,-0.9,দুর্বল
dismal,0.0,-0.9,অন্ধকারময়
steeply,0.0,-0.9,steeply
ranting,0.0,-0.9,ranting
brutalities,0.0,-0.9,নৃশংসতার
egregiously,0.0,-0.9,গুরুতরভাবে
licentiousness,0.0,-0.9,licentiousness
muddle,0.0,-0.9,বিহ্বলতা
oddity,0.0,-0.9,ছিট
deplore,0.0,-0.9,বিলাপ করা
resignation,0.0,-0.9,পদত্যাগ
sucks,0.0,-0.9,sucks
illogic,0.0,-0.9,illogic
hegemonistic,0.0,-0.9,hegemonistic
deaf,0.0,-0.9,বধির
ridiculous,0.0,-0.9,হাস্যকর
excruciating,0.0,-0.9,মর্মযন্ত্রণাপূর্ণ
spookily,0.0,-0.9,spookily
browbeat,0.0,-0.9,শাসান
horrifys,0.0,-0.9,horrifys
admonishment,0.0,-0.9,মৃদু ভর্ত্সনা
frustratingly,0.0,-0.9,frustratingly
rascals,0.0,-0.9,rascals
blemish,0.0,-0.9,কলঙ্ক
underdog,0.0,-0.9,নিয়ত লাঁজিত ব্যক্তি
improbability,0.0,-0.9,অসম্ভবতা
gracelessly,0.0,-0.9,লাবণ্যহীন
wimpy,0.0,-0.9,wimpy
losing,0.0,-0.9,হারানো
punish,0.0,-0.9,শাস্তি
fatally,0.0,-0.9,মারাত্মকভাবে
abrasive,0.0,-0.9,ঘষিয়া তুলিয়া ফেলিতে সক্ষম
destruction,0.0,-0.9,ধ্বংস
dripping,0.0,-0.9,ক্ষরণ
gruesome,0.0,-0.9,ভয়ঙ্কর
negativity,0.0,-0.9,অস্বীকৃতি
disgusted,0.0,-0.9,ভীষণ ভাবে ক্ষুব্ধ
occludes,0.0,-0.9,occludes
infringements,0.0,-0.9,বিধিলঙ্ঘন
bragger,0.0,-0.9,bragger
erosion,0.0,-0.9,ক্ষয়
blurs,0.0,-0.9,আবছা করে
unnatural,0.0,-0.9,অপ্রাকৃত
confusing,0.0,-0.9,বিভ্রান্তিকর
depression,0.0,-0.9,বিষণ্ণতা
cringe,0.0,-0.9,ধামা ধরা
disconsolately,0.0,-0.9,disconsolately
irritably,0.0,-0.9,irritably
oppressiveness,0.0,-0.9,দুরাত্মা
allege,0.0,-0.9,সপক্ষে যুক্তি দেখান
heinous,0.0,-0.9,জঘন্য
frustrated,0.0,-0.9,হতাশ
stutter,0.0,-0.9,তোতলান
knife,0.0,-0.9,ছুরি
crowdedness,0.0,-0.9,crowdedness
tentative,0.0,-0.9,সম্ভাব্য
back-woods,0.0,-0.9,ব্যাক পিপে
depress,0.0,-0.9,দমান
frozen,0.0,-0.9,হিমায়িত
failed,0.0,-0.9,ব্যর্থ হয়েছে
gnawing,0.0,-0.9,gnawing
anarchist,0.0,-0.9,নৈরাজ্যবাদী
distasteful,0.0,-0.9,অরূচিকর
grudge,0.0,-0.9,মনের ঝাল
misguided,0.0,-0.9,বিপথে চালিত
mourn,0.0,-0.9,শোক প্রকাশ করা
smother,0.0,-0.9,ধূম
zapped,0.0,-0.9,zapped
beware,0.0,-0.9,হুঁশিয়ার
confusions,0.0,-0.9,বিভ্রান্তি
disgruntle,0.0,-0.9,মেজাজ বিগড়ে দেওয়া
indeterminable,0.0,-0.9,অনির্ণেয়
adversary,0.0,-0.9,প্রতিদ্বন্দ্বী
ironical,0.0,-0.9,শ্লেষাত্মক
unwillingly,0.0,-0.9,অনিচ্ছায়
villainous,0.0,-0.9,দুর্বৃত্ত
irrepressible,0.0,-0.9,অদম্য
hotheaded,0.0,-0.9,hotheaded
bungle,0.0,-0.9,অকার্য
weaknesses,0.0,-0.9,দুর্বলতা
annoyance,0.0,-0.9,বিরক্তি
repugnantly,0.0,-0.9,repugnantly
kooky,0.0,-0.9,kooky
brutality,0.0,-0.9,পশুত্ব
futility,0.0,-0.9,নিরর্থকতা
injure,0.0,-0.9,ক্ষত
shadowy,0.0,-0.9,ছায়াময়
defile,0.0,-0.9,প্যারেড
nonresponsive,0.0,-0.9,অপ্রতিক্রিয়াশীল
smash,0.0,-0.9,সম্পূর্ণ ধ্বংস
gauche,0.0,-0.9,বাম
stuttered,0.0,-0.9,stuttered
creepy,0.0,-0.9,ছম্ছমে
dull,0.0,-0.9,নিস্তেজ
failures,0.0,-0.9,ব্যর্থতা
congested,0.0,-0.9,ঘনবসতিপূর্ণ
contaminating,0.0,-0.9,দূষিত করা
vibrate,0.0,-0.9,কাম্পান
messed,0.0,-0.9,তছনছ
antagonize,0.0,-0.9,প্রতিকূলতা করা
deceit,0.0,-0.9,শঠতা
bruises,0.0,-0.9,ক্ষত বিক্ষত
involuntary,0.0,-0.9,অনৈচ্ছিক
listless,0.0,-0.9,অবসন্ন
quarrels,0.0,-0.9,ঝগড়া
melodramatic,0.0,-0.9,অতিনাটকীয়
blow,0.0,-0.9,ঘা
offend,0.0,-0.9,চটান
crumpled,0.0,-0.9,লাট
shallow,0.0,-0.9,অগভীর
unjustifiable,0.0,-0.9,অসমর্থনীয়
gutless,0.0,-0.9,gutless
deploringly,0.0,-0.9,deploringly
onerously,0.0,-0.9,onerously
painfully,0.0,-0.9,বেদনাদায়কভাবে
traitor,0.0,-0.9,বিশ্বাসঘাতক
risky,0.0,-0.9,ঝুঁকিপূর্ণ
moron,0.0,-0.9,"গাধা, বোকা"
irrecoverable,0.0,-0.9,অনাদায়যোগ্য
spoiled,0.0,-0.9,পয়মাল
deceitfulness,0.0,-0.9,ভুলতা
devious,0.0,-0.9,আঁকাবাঁকা
endanger,0.0,-0.9,বিপন্ন করা
flakey,0.0,-0.9,flakey
irresponsible,0.0,-0.9,দায়িত্বহীন
madden,0.0,-0.9,মাত করা
misbehavior,0.0,-0.9,অশোভন আচরণ
dreadful,0.0,-0.9,ভয়ঙ্কর
acerbic,0.0,-0.9,acerbic
boastful,0.0,-0.9,দাম্ভিক
conspiracy,0.0,-0.9,চক্রান্ত
womanizing,0.0,-0.9,womanizing
sever,0.0,-0.9,উত্তর
dreary,0.0,-0.9,বিষণ্ণ
feint,0.0,-0.9,কৃত্রিম আক্রমণ
cheerless,0.0,-0.9,নিরানন্দ
rust,0.0,-0.9,মরিচা
begging,0.0,-0.9,ভিক্ষা
tauntingly,0.0,-0.9,বিদ্রূপ
mismanage,0.0,-0.9,তালগোল পাকান
uproarous,0.0,-0.9,uproarous
redundancy,0.0,-0.9,অতিরেক
vulnerable,0.0,-0.9,জেয়
deceive,0.0,-0.9,প্রতারণা করা
killer,0.0,-0.9,হত্যাকারী
sick,0.0,-0.9,অসুস্থ
agony,0.0,-0.9,অন্তর্বেদনা
forsaken,0.0,-0.9,পরিত্যক্ত
hectic,0.0,-0.9,অস্থির
accuses,0.0,-0.9,অভিযুক্ত
injury,0.0,-0.9,আঘাত
barbarous,0.0,-0.9,বর্বর
bust,0.0,-0.9,বক্ষ
monotony,0.0,-0.9,গতানুগতিকতা
strictly,0.0,-0.9,যথাযথভাবে
treacherous,0.0,-0.9,বিশ্বাসঘাতক
indistinguishable,0.0,-0.9,অবিভেদ্য
selfishly,0.0,-0.9,স্বার্থপরের মতো
superstition,0.0,-0.9,কুসংস্কার
abrade,0.0,-0.9,ঘষা
emergency,0.0,-0.9,জরুরি অবস্থা
sharply,0.0,-0.9,রুঢ়ভাবে
dissembler,0.0,-0.9,ভণ্ড
pretense,0.0,-0.9,ভণ্ডামি
cloud,0.0,-0.9,মেঘ
foolishly,0.0,-0.9,মূর্খতাপূর্ণভাবে
ignominious,0.0,-0.9,কলঙ্কজনক
ill-sorted,0.0,-0.9,মন্দ সাজানো
inequitable,0.0,-0.9,অন্যায়
peevishly,0.0,-0.9,peevishly
unaffordable,0.0,-0.9,সামর্থের বাইরে
displace,0.0,-0.9,পদচু্যত করা
distortion,0.0,-0.9,নড়ন
terrible,0.0,-0.9,ভয়ানক
dispirited,0.0,-0.9,dispirited
dispute,0.0,-0.9,বিতর্ক
impaired,0.0,-0.9,প্রতিবন্ধীদের
disinterested,0.0,-0.9,নির্লিপ্ত
incompetence,0.0,-0.9,অযোগ্যতা
irrational,0.0,-0.9,যুক্তিহীন
disillusion,0.0,-0.9,মোহমুক্তি
misleadingly,0.0,-0.9,misleadingly
foolish,0.0,-0.9,নির্বোধ
cheater,0.0,-0.9,তঁচক
notorious,0.0,-0.9,কুখ্যাত
outrage,0.0,-0.9,অত্যাচার
sicken,0.0,-0.9,গুটিকা
drippy,0.0,-0.9,drippy
chilly,0.0,-0.9,ঠাণ্ডাভাবে
lapses,0.0,-0.9,তামাদি
problematic,0.0,-0.9,অনিশ্চিত
absurdly,0.0,-0.9,অদ্ভূত
immoderate,0.0,-0.9,অমিত
inefficiency,0.0,-0.9,অদক্ষতা
junkyard,0.0,-0.9,উঠলে আস্তাকুঁড়ে
intransigent,0.0,-0.9,একরোখা
tension,0.0,-0.9,চিন্তা
disinclination,0.0,-0.9,অনিচ্ছা
thwart,0.0,-0.9,অনুপ্রস্থ
forgetfulness,0.0,-0.9,বিস্মৃতি
revoltingly,0.0,-0.9,revoltingly
hysterical,0.0,-0.9,হিস্টিরিয়া-গ্রস্ত
abuses,0.0,-0.9,নির্যাতনের
sly,0.0,-0.9,সেয়ানা
ambiguous,0.0,-0.9,অনিশ্চিত
repel,0.0,-0.9,সরায়ে
prattle,0.0,-0.9,কপচান
awfulness,0.0,-0.9,awfulness
layoff,0.0,-0.9,layoff
conspiracies,0.0,-0.9,ষড়যন্ত্র
inescapable,0.0,-0.9,অবশ্যম্ভাবী
caustic,0.0,-0.9,শ্লেষাত্মক
overshadow,0.0,-0.9,ছায়াচ্ছন্ন করা
adulterated,0.0,-0.9,ভেজাল
goof,0.0,-0.9,বোকা লোক
menial,0.0,-0.9,ভৃত্য
flakieness,0.0,-0.9,flakieness
laid-off,0.0,-0.9,লে-অফ
tiringly,0.0,-0.9,tiringly
downcast,0.0,-0.9,হতাশ
forged,0.0,-0.9,নকল
unrest,0.0,-0.9,অশান্তি
shock,0.0,-0.9,অভিঘাত
dissidence,0.0,-0.9,ভিন্নমত পোষণ করা
traduce,0.0,-0.9,অনুবাদ করা
wrip,0.0,-0.9,wrip
offenses,0.0,-0.9,অপরাধের
choppy,0.0,-0.9,অস্থির
gruff,0.0,-0.9,বিষাদময়
adulteration,0.0,-0.9,ভেজাল
immoral,0.0,-0.9,অসৎ
ineffective,0.0,-0.9,অকার্যকর
idiocy,0.0,-0.9,মূর্খতা
laughably,0.0,-0.9,laughably
vengefulness,0.0,-0.9,vengefulness
panicking,0.0,-0.9,panicking
degrading,0.0,-0.9,অধ: পতিত
venomous,0.0,-0.9,বিদ্বেষপূর্ণ
inferior,0.0,-0.9,নিম্ন
coward,0.0,-0.9,ভীরু
nefariously,0.0,-0.9,nefariously
embarrassingly,0.0,-0.9,embarrassingly
extraneous,0.0,-0.9,বিদেশী
mawkishly,0.0,-0.9,mawkishly
intrude,0.0,-0.9,অনধিকারপ্রবেশ করা
polluter,0.0,-0.9,দূষণকারীকে
treacherously,0.0,-0.9,বিশ্বাসঘাতকতা
junk,0.0,-0.9,আবর্জনা
egregious,0.0,-0.9,গুরুতর
humiliate,0.0,-0.9,খেলো করা
lame-duck,0.0,-0.9,অভাগা
monster,0.0,-0.9,দৈত্য
harboring,0.0,-0.9,পুষে রাখা
dim,0.0,-0.9,না
self-serving,0.0,-0.9,ধান্দাবাজ
sufferer,0.0,-0.9,রোগী
imperil,0.0,-0.9,বিপদ্গ্রস্ত করা
rejecting,0.0,-0.9,প্রত্যাখ্যান
bristle,0.0,-0.9,কূর্চ
dirts,0.0,-0.9,dirts
shame,0.0,-0.9,লজ্জা
hasty,0.0,-0.9,দ্রুতগতি
subversively,0.0,-0.9,subversively
wrestle,0.0,-0.9,মল্লযুদ্ধ
mortification,0.0,-0.9,রিপুদমন
second-tier,0.0,-0.9,আমি আজ খুশি
unfortunate,0.0,-0.9,দুর্ভাগা
error,0.0,-0.9,ত্রুটি
inconsequent,0.0,-0.9,অনন্বিত
sneering,0.0,-0.9,বিদ্রূপভাবে
paralyzed,0.0,-0.9,পক্ষাঘাতগ্রস্ত
miseries,0.0,-0.9,দুর্দশার
repulsing,0.0,-0.9,repulsing
autocratic,0.0,-0.9,স্বৈরাচারী
undesirable,0.0,-0.9,অকাম্য
barbarian,0.0,-0.9,অসভ্য
hollow,0.0,-0.9,ফাঁপা
tetchy,0.0,-0.9,খিট্খিটে
flares,0.0,-0.9,অগ্নিতরঙ্গ
sucker,0.0,-0.9,পায়ী
desecrate,0.0,-0.9,অপবিত্র করা
threaten,0.0,-0.9,শাসান
overwhelms,0.0,-0.9,পূর্ণগ্রাস
frazzle,0.0,-0.9,শ্রান্তি
ugh,0.0,-0.9,বিতৃষ্ণা
batty,0.0,-0.9,বাদুড়ে
expropriation,0.0,-0.9,বাজেয়াপ্তকরণ
checkered,0.0,-0.9,ছককাটা
condescend,0.0,-0.9,নামিয়া আসা
break-ups,0.0,-0.9,বিরতি আপগুলি
hateful,0.0,-0.9,ঘৃণ্য
nebulously,0.0,-0.9,nebulously
repudiate,0.0,-0.9,অস্বীকার করা
unsettled,0.0,-0.9,অনাবাদী
relapse,0.0,-0.9,পালটান
break,0.0,-0.9,বিরতি
insignificant,0.0,-0.9,তুচ্ছ
cheap,0.0,-0.9,সস্তা
dismay,0.0,-0.9,আতঙ্ক
mockeries,0.0,-0.9,উপহাস
exhausts,0.0,-0.9,নিষ্কাশন
exhort,0.0,-0.9,উত্সাহিত করা
stereotypical,0.0,-0.9,বাঁধা
gaff,0.0,-0.9,অর্থহীন কিছু
gall,0.0,-0.9,এটা হতে পারে
transgression,0.0,-0.9,পাপ
unseemly,0.0,-0.9,অনুচিত
insolently,0.0,-0.9,অহংকার
ached,0.0,-0.9,ached
irrecoverably,0.0,-0.9,irrecoverably
woebegone,0.0,-0.9,আর্ত
resent,0.0,-0.9,ক্ষতিকর মনে করা
ignominy,0.0,-0.9,অপমান
substandard,0.0,-0.9,নিকৃষ্ট মানের
bigotry,0.0,-0.9,ধর্মান্ধতা
weirdly,0.0,-0.9,weirdly
nag,0.0,-0.9,টাট্টু ঘোড়া
sad,0.0,-0.9,এখন
frightful,0.0,-0.9,ভয়ঙ্কর
repulsive,0.0,-0.9,বীভত্স
unthinkable,0.0,-0.9,অভাবনীয়
drastic,0.0,-0.9,প্রচণ্ড
mourner,0.0,-0.9,শোককারী
slogs,0.0,-0.9,যুদ্ধ
implacable,0.0,-0.9,নিষ্করুণ
lazy,0.0,-0.9,অলস
audiciously,0.0,-0.9,audiciously
lengthy,0.0,-0.9,লম্বা
drowning,0.0,-0.9,ডুবন্ত
archaic,0.0,-0.9,সেকেলে
irreparable,0.0,-0.9,অসংশোধনীয়
lackadaisical,0.0,-0.9,অবসাদগ্রস্ত
distraughtness,0.0,-0.9,distraughtness
lumpy,0.0,-0.9,পিণ্ডময়
obsessive,0.0,-0.9,অত্যধিক
egotistically,0.0,-0.9,egotistically
wrinkles,0.0,-0.9,বলি
messing,0.0,-0.9,সেনাবিভাগে মেসে খাবার
scratched,0.0,-0.9,চিরা
thumbs-down,0.0,-0.9,হতাশা
suppress,0.0,-0.9,দমন করা
brazenly,0.0,-0.9,নির্লজ্জভাবে
breakdown,0.0,-0.9,ভাঙ্গন
dubious,0.0,-0.9,সন্দেহজনক
hapless,0.0,-0.9,অসুখী
hassle,0.0,-0.9,ঝগড়া
hoodwink,0.0,-0.9,চাল মারা
hurtful,0.0,-0.9,ক্ষতিকর
pessimism,0.0,-0.9,মন্দগ্রাহিতা
freakishly,0.0,-0.9,freakishly
embattled,0.0,-0.9,রেডিও তেহরান
suffers,0.0,-0.9,ভুগছেন
horde,0.0,-0.9,বড় দল
vindictiveness,0.0,-0.9,প্রতিহিংসাপরায়ণতা
unnervingly,0.0,-0.9,unnervingly
bondage,0.0,-0.9,ডোর
unorthodox,0.0,-0.9,প্রচলিত নিয়মানুযায়ী নহে এমন
nitpicking,0.0,-0.9,nitpicking
ho-hum,0.0,-0.9,Ho-গুন্ গুন্
distrustful,0.0,-0.9,আস্থাহীন
hestitant,0.0,-0.9,hestitant
disintegrates,0.0,-0.9,disintegrates
fatuity,0.0,-0.9,জাড্য
waning,0.0,-0.9,ক্ষীয়মাণ
smelt,0.0,-0.9,মতস্যবিশেষ
unnecessary,0.0,-0.9,অপ্রয়োজনীয়
freaks,0.0,-0.9,freaks হয়
unimportant,0.0,-0.9,গুরুত্বহীন
audaciousness,0.0,-0.9,সাহস
enviousness,0.0,-0.9,enviousness
indecent,0.0,-0.9,অশ্লীল
neglect,0.0,-0.9,অবহেলা
lamentably,0.0,-0.9,দুঃখজনকভাবে
dented,0.0,-0.9,dented
loveless,0.0,-0.9,স্নেহহীন
phony,0.0,-0.9,অপ্রকৃত
soapy,0.0,-0.9,তোষামোদপূর্ণ
pitiful,0.0,-0.9,বেচারা
demise,0.0,-0.9,মরণ
flareup,0.0,-0.9,জ্বলে উঠা
passive,0.0,-0.9,নিষ্ক্রিয়
discontinuous,0.0,-0.9,সান্তার
unusable,0.0,-0.9,অব্যবহারযোগ্য
rupture,0.0,-0.9,বিরতি
direly,0.0,-0.9,direly
excessively,0.0,-0.9,বেজায়
picketing,0.0,-0.9,পিকেটিং
angriness,0.0,-0.9,angriness
myth,0.0,-0.9,শ্রুতি
faulty,0.0,-0.9,ত্রুটিপূর্ণ
insupportably,0.0,-0.9,insupportably
jeeringly,0.0,-0.9,jeeringly
renunciation,0.0,-0.9,আত্মত্যাগ
imprisonment,0.0,-0.9,কারাবাস
drawback,0.0,-0.9,অপূর্ণতা
fear,0.0,-0.9,ভয়
inarticulate,0.0,-0.9,অস্ফুট
immature,0.0,-0.9,অপূর্ণাঙ্গ
inescapably,0.0,-0.9,অনেকটা সে-কারণেই
indecision,0.0,-0.9,দ্বিধা
tiring,0.0,-0.9,ক্লান্তিকর
spewed,0.0,-0.9,spewed
fugitive,0.0,-0.9,পলাতক
dishonor,0.0,-0.9,অসম্মান
punitive,0.0,-0.9,শাস্তিমূলক
poky,0.0,-0.9,অপরিচ্ছন্ন
epidemic,0.0,-0.9,মহামারী
issue,0.0,-0.9,সমস্যা
mad,0.0,-0.9,পাগল
skimpy,0.0,-0.9,যতসামান্য
stains,0.0,-0.9,দাগ
glower,0.0,-0.9,একদৃষ্টিতে তাকান
curse,0.0,-0.9,অভিশাপ
dilemma,0.0,-0.9,উভয়সঙ্কট
disquiet,0.0,-0.9,অশান্তিকর
frenzy,0.0,-0.9,উন্মত্ততা
disvalue,0.0,-0.9,disvalue
haywire,0.0,-0.9,বিক্ষিপ্তচিত্ত
overdo,0.0,-0.9,ক্লান্ত করা
taunting,0.0,-0.9,বিদ্রূপাত্মক
bulkiness,0.0,-0.9,bulkiness
criminal,0.0,-0.9,অপরাধী
starvation,0.0,-0.9,অনাহার
consternation,0.0,-0.9,ত্রাস
detests,0.0,-0.9,ঘৃণা
recklessly,0.0,-0.9,বেপরোয়াভাবে
fictitious,0.0,-0.9,কল্পিত
imprudence,0.0,-0.9,অদূরদর্শিতা
indoctrinate,0.0,-0.9,শিক্ষা দেত্তয়া
one-sided,0.0,-0.9,একতরফা
qualms,0.0,-0.9,সংশয়
apathetically,0.0,-0.9,apathetically
acerbate,0.0,-0.9,কটুতা
bafflement,0.0,-0.9,বিহ্বলাবস্থা
childish,0.0,-0.9,শিশুবৎ
merciless,0.0,-0.9,নির্দয়
prevaricate,0.0,-0.9,সত্যের অপলাপ করা
slanders,0.0,-0.9,অপবাদ
insensible,0.0,-0.9,অবশ
biased,0.0,-0.9,পক্ষপাতদুষ্ট
hell,0.0,-0.9,জাহান্নাম
pillage,0.0,-0.9,লুঠতরাজ
disrespectful,0.0,-0.9,অনার্য
fatuous,0.0,-0.9,বোকা
hardliner,0.0,-0.9,কট্টরপন্থী
incomparably,0.0,-0.9,incomparably
sueing,0.0,-0.9,sueing
biting,0.0,-0.9,কামড়ে
fluster,0.0,-0.9,হৈচৈ
damnable,0.0,-0.9,জঘন্য
distressed,0.0,-0.9,পীড়িত
tentatively,0.0,-0.9,সম্ভবত
derision,0.0,-0.9,উপহাস
uncaring,0.0,-0.9,uncaring
denial,0.0,-0.9,অস্বীকার
capsize,0.0,-0.9,উলটান
fastidiously,0.0,-0.9,fastidiously
misbegotten,0.0,-0.9,জারজ
subversion,0.0,-0.9,পরাভব
blundering,0.0,-0.9,জড়ভরত
illusion,0.0,-0.9,বিভ্রম
blatantly,0.0,-0.9,চরমভাবে
despised,0.0,-0.9,তুচ্ছ
maliciously,0.0,-0.9,বিদ্বেষপূর্ণভাবে
drunk,0.0,-0.9,মাতাল
backaches,0.0,-0.9,backaches
virus,0.0,-0.9,ভাইরাস
shocking,0.0,-0.9,জঘন্য
rejected,0.0,-0.9,প্রত্যাখ্যাত
inhumanity,0.0,-0.9,নিষ্ঠুরতা
impinge,0.0,-0.9,আহত করা
throbbed,0.0,-0.9,throbbed
deceptively,0.0,-0.9,চাতুরীর সাথে
scrambled,0.0,-0.9,scrambled
criticism,0.0,-0.9,সমালোচনা
hobble,0.0,-0.9,ব্যাহত করা
simplistic,0.0,-0.9,সরল
grotesque,0.0,-0.9,অদ্ভুত
treasonous,0.0,-0.9,রাষ্ট্রদ্রোহমূলক
troubles,0.0,-0.9,যন্ত্রণার
dislikes,0.0,-0.9,অপছন্দ
mistress,0.0,-0.9,উপপত্নী
conspicuous,0.0,-0.9,সুস্পষ্ট
acerbically,0.0,-0.9,acerbically
atrocities,0.0,-0.9,নৃশংসতার
brazen,0.0,-0.9,নির্লজ্জ
calamity,0.0,-0.9,ক্লেশ
gloatingly,0.0,-0.9,gloatingly
inexcusably,0.0,-0.9,inexcusably
rumor,0.0,-0.9,গুজব
forbidden,0.0,-0.9,নিষিদ্ধ
cheesy,0.0,-0.9,গোলগাল
slander,0.0,-0.9,অপবাদ
stumped,0.0,-0.9,স্ট্যাম্পড
corrosive,0.0,-0.9,জারক
virulently,0.0,-0.9,virulently
false,0.0,-0.9,মিথ্যা
knock,0.0,-0.9,ঠক্ঠক্
vexingly,0.0,-0.9,vexingly
hoard,0.0,-0.9,ভাণ্ডার
untrue,0.0,-0.9,অসত্য
aloof,0.0,-0.9,নির্লিপ্ত
fetid,0.0,-0.9,পূতি
invisible,0.0,-0.9,অদৃশ্য
heavyhearted,0.0,-0.9,heavyhearted
conceit,0.0,-0.9,অহমিকা
