Term,PosScore,NegScore,Oriya
idiot,0.0,-0.9,ମୂର୍ଖ
detriment,0.0,-0.9,କ୍ଷତିକାରକ |
overpayed,0.0,-0.9,ଅଧିକ ଦେୟ
credulous,0.0,-0.9,ବିଶ୍ୱାସନୀୟ
irritant,0.0,-0.9,ବିରକ୍ତ
overemphasize,0.0,-0.9,overemphasize
ruinous,0.0,-0.9,ବିନାଶକାରୀ
scratch,0.0,-0.9,scratch
instability,0.0,-0.9,ଅସ୍ଥିରତା |
cautionary,0.0,-0.9,ସତର୍କତା
mawkish,0.0,-0.9,mawkish
discouragement,0.0,-0.9,ନିରାଶା
inelegance,0.0,-0.9,ଅବହେଳା |
job-killing,0.0,-0.9,ଚାକିରି ହତ୍ୟା
panic,0.0,-0.9,ଆତଙ୍କ
uncomfortably,0.0,-0.9,ଅସହଜ
grating,0.0,-0.9,ଗ୍ରେଟିଂ
lurid,0.0,-0.9,lurid
disservice,0.0,-0.9,ଅସନ୍ତୋଷ |
picket,0.0,-0.9,ପିକେଟ୍
evil,0.0,-0.9,ମନ୍ଦ
fucking,0.0,-0.9,fucking
impudent,0.0,-0.9,ଅଜ୍ଞ
irritate,0.0,-0.9,ବିରକ୍ତ କର |
unsound,0.0,-0.9,ଅସୁରକ୍ଷିତ |
dilly-dally,0.0,-0.9,dilly-dally
fearsome,0.0,-0.9,ଭୟଭୀତ
tyranny,0.0,-0.9,ଅତ୍ୟାଚାର
impending,0.0,-0.9,ଆସୁଥିବା
unable,0.0,-0.9,ଅସମର୍ଥ
left-leaning,0.0,-0.9,ବାମପନ୍ଥୀ
slowed,0.0,-0.9,ଧୀର
douchebags,0.0,-0.9,ଡାଉଚବ୍ୟାଗ୍ |
enslave,0.0,-0.9,ଦାସ
pokey,0.0,-0.9,ପୋକି
morbidly,0.0,-0.9,ଅସୁସ୍ଥ
rhetoric,0.0,-0.9,ବାକ୍ୟ
drop-outs,0.0,-0.9,ଡ୍ରପ୍ ଆଉଟ୍
irreformable,0.0,-0.9,ଅପୂରଣୀୟ
multi-polarization,0.0,-0.9,ମଲ୍ଟି ପୋଲାରାଇଜେସନ୍ |
naughty,0.0,-0.9,ଦୁଷ୍ଟ
scarcity,0.0,-0.9,ଅଭାବ
restrictive,0.0,-0.9,ପ୍ରତିବନ୍ଧକ |
deter,0.0,-0.9,ପ୍ରତିରୋଧ
severe,0.0,-0.9,ଗମ୍ଭୀର
needless,0.0,-0.9,ଅନାବଶ୍ୟକ |
altercation,0.0,-0.9,ter ଗଡା
suspect,0.0,-0.9,ସନ୍ଦିଗ୍ଧ
torturously,0.0,-0.9,ନିର୍ଯାତନା
inaccuracies,0.0,-0.9,ଭୁଲ
lawbreaking,0.0,-0.9,ଆଇନ ଉଲ୍ଲଂଘନ
rigidity,0.0,-0.9,ଦୃ id ତା
catastrophe,0.0,-0.9,ବିପର୍ଯ୍ୟୟ |
sagged,0.0,-0.9,ସାଗ୍
muscle-flexing,0.0,-0.9,ମାଂସପେଶୀ-ନମନୀୟ |
indiscernible,0.0,-0.9,ଅବିସ୍ମରଣୀୟ |
indignation,0.0,-0.9,କ୍ରୋଧ
bash,0.0,-0.9,ବାଶ୍
die-hard,0.0,-0.9,ମର-କଠିନ
virulent,0.0,-0.9,କୁମାରୀ
weaker,0.0,-0.9,ଦୁର୍ବଳ |
dismal,0.0,-0.9,ଅଶୁଭ |
steeply,0.0,-0.9,ଦୃ ep ଭାବରେ
ranting,0.0,-0.9,ଚିତ୍କାର
brutalities,0.0,-0.9,ଅତ୍ୟାଚାର
egregiously,0.0,-0.9,ଯଥାକ୍ରମେ
licentiousness,0.0,-0.9,ଲାଇସେନ୍ସ
muddle,0.0,-0.9,କାଦୁଅ
oddity,0.0,-0.9,ଅଦ୍ଭୁତତା |
deplore,0.0,-0.9,ଦୁ ore ଖ
resignation,0.0,-0.9,ଇସ୍ତଫା
sucks,0.0,-0.9,ଶୋଷେ |
illogic,0.0,-0.9,ଅଯ og କ୍ତିକ |
hegemonistic,0.0,-0.9,ହେଗୋମୋନିଷ୍ଟିକ୍ |
deaf,0.0,-0.9,ବଧିର
ridiculous,0.0,-0.9,ହାସ୍ୟାସ୍ପଦ
excruciating,0.0,-0.9,ବହିଷ୍କାର
spookily,0.0,-0.9,spokily
browbeat,0.0,-0.9,ବ୍ରାଉବିଟ୍ |
horrifys,0.0,-0.9,ଭୟ
admonishment,0.0,-0.9,ଉପଦେଶ
frustratingly,0.0,-0.9,ନିରାଶାଜନକ
rascals,0.0,-0.9,ରାସ୍କାଲ୍ |
blemish,0.0,-0.9,ଦୋଷ
underdog,0.0,-0.9,ଅଣ୍ଡରଡଗ୍ |
improbability,0.0,-0.9,ଅସମ୍ଭବତା |
gracelessly,0.0,-0.9,ଅନୁଗ୍ରହରେ
wimpy,0.0,-0.9,wimpy
losing,0.0,-0.9,ହାରିବା
punish,0.0,-0.9,ଦଣ୍ଡ ଦିଅ
fatally,0.0,-0.9,ସାଂଘାତିକ
abrasive,0.0,-0.9,ଘୃଣ୍ୟ
destruction,0.0,-0.9,ବିନାଶ
dripping,0.0,-0.9,ବୁନ୍ଦା
gruesome,0.0,-0.9,ଭୟଙ୍କର
negativity,0.0,-0.9,ନକାରାତ୍ମକତା
disgusted,0.0,-0.9,ଘୃଣିତ
occludes,0.0,-0.9,ଅନ୍ତର୍ଭୂକ୍ତ କରେ |
infringements,0.0,-0.9,ଉଲ୍ଲଂଘନ
bragger,0.0,-0.9,ଗର୍ବ
erosion,0.0,-0.9,କ୍ଷୟ
blurs,0.0,-0.9,ଅସ୍ପଷ୍ଟତା |
unnatural,0.0,-0.9,ଅପ୍ରାକୃତିକ |
confusing,0.0,-0.9,ଦ୍ୱନ୍ଦ୍ୱପୂର୍ଣ୍ଣ |
depression,0.0,-0.9,ଉଦାସୀନତା
cringe,0.0,-0.9,କ୍ରଙ୍ଗ୍
disconsolately,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ ଭାବରେ |
irritably,0.0,-0.9,କ୍ରୋଧିତ
oppressiveness,0.0,-0.9,ଅତ୍ୟାଚାର
allege,0.0,-0.9,ଅଭିଯୋଗ
heinous,0.0,-0.9,ଘୃଣ୍ୟ
frustrated,0.0,-0.9,ବିରକ୍ତି
stutter,0.0,-0.9,ut ୁଣ୍ଟିବା |
knife,0.0,-0.9,ଛୁରୀ
crowdedness,0.0,-0.9,ଭିଡ଼
tentative,0.0,-0.9,ପରୀକ୍ଷାମୂଳକ |
back-woods,0.0,-0.9,ପଛ-କାଠ
depress,0.0,-0.9,ଉଦାସ
frozen,0.0,-0.9,ଫ୍ରିଜ୍
failed,0.0,-0.9,ବିଫଳ ହେଲା |
gnawing,0.0,-0.9,gnawing
anarchist,0.0,-0.9,ଅରାଜକତାବାଦୀ |
distasteful,0.0,-0.9,ଘୃଣ୍ୟ
grudge,0.0,-0.9,କ୍ରୋଧ
misguided,0.0,-0.9,ଭ୍ରମିତ |
mourn,0.0,-0.9,ଶୋକ କର
smother,0.0,-0.9,ଧୂମପାନ
zapped,0.0,-0.9,ଜାପଡ୍ |
beware,0.0,-0.9,ସାବଧାନ ରୁହ |
confusions,0.0,-0.9,ଦ୍ୱନ୍ଦ୍ୱ
disgruntle,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
indeterminable,0.0,-0.9,ନିର୍ଦ୍ଦିଷ୍ଟ |
adversary,0.0,-0.9,ଶତ୍ରୁ
ironical,0.0,-0.9,ବିଡମ୍ବନା
unwillingly,0.0,-0.9,ଅନିଚ୍ଛାରେ |
villainous,0.0,-0.9,ଖରାପ
irrepressible,0.0,-0.9,ଅପୂରଣୀୟ
hotheaded,0.0,-0.9,ହଟହଟା |
bungle,0.0,-0.9,ବଙ୍ଗଳା
weaknesses,0.0,-0.9,ଦୁର୍ବଳତା
annoyance,0.0,-0.9,ବିରକ୍ତିକର
repugnantly,0.0,-0.9,ଘୃଣ୍ୟ ଭାବରେ |
kooky,0.0,-0.9,କୁକି
brutality,0.0,-0.9,ଅତ୍ୟାଚାର
futility,0.0,-0.9,ବୃଥା
injure,0.0,-0.9,ଆଘାତ
shadowy,0.0,-0.9,ଛାୟା
defile,0.0,-0.9,ପରେଡ
nonresponsive,0.0,-0.9,ପ୍ରତିକ୍ରିୟାଶୀଳ |
smash,0.0,-0.9,ଧୂଳିସାତ୍
gauche,0.0,-0.9,ବାମ
stuttered,0.0,-0.9,ut ୁଣ୍ଟି ପଡ଼ିଲା |
creepy,0.0,-0.9,ଭୀଷଣ
dull,0.0,-0.9,କୁଣ୍ଠିତ
failures,0.0,-0.9,ବିଫଳତା
congested,0.0,-0.9,ଜନଗହଳିପୂର୍ଣ୍ଣ
contaminating,0.0,-0.9,ଦୂଷିତ
vibrate,0.0,-0.9,କମ୍ପନ
messed,0.0,-0.9,ବିଶୃଙ୍ଖଳିତ |
antagonize,0.0,-0.9,ବିରୋଧ କରନ୍ତୁ |
deceit,0.0,-0.9,ପ୍ରତାରଣା
bruises,0.0,-0.9,ଘା ’
involuntary,0.0,-0.9,ଅନିଚ୍ଛାକୃତ |
listless,0.0,-0.9,ତାଲିକାହୀନ |
quarrels,0.0,-0.9,rel ଗଡା
melodramatic,0.0,-0.9,ମେଲୋଡ୍ରାମାଟିକ୍ |
blow,0.0,-0.9,blow ଟକା
offend,0.0,-0.9,ଅପମାନ
crumpled,0.0,-0.9,ଖଣ୍ଡ ଖଣ୍ଡ |
shallow,0.0,-0.9,ଅସ୍ଥାୟୀ
unjustifiable,0.0,-0.9,ଅଯ ust କ୍ତିକ |
gutless,0.0,-0.9,ଗୁପ୍ତହୀନ |
deploringly,0.0,-0.9,ଦୁ or ଖଦାୟକ
onerously,0.0,-0.9,ଅତ୍ୟଧିକ ଭାବରେ
painfully,0.0,-0.9,ଯନ୍ତ୍ରଣାଦାୟକ
traitor,0.0,-0.9,ଦେଶଦ୍ରୋହୀ
risky,0.0,-0.9,ବିପଦପୂର୍ଣ୍ଣ |
moron,0.0,-0.9,ମୋର୍ନ୍
irrecoverable,0.0,-0.9,ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ
spoiled,0.0,-0.9,ନଷ୍ଟ ହୋଇଛି |
deceitfulness,0.0,-0.9,ପ୍ରତାରଣା
devious,0.0,-0.9,ଭ୍ରାନ୍ତ
endanger,0.0,-0.9,ବିପଦ
flakey,0.0,-0.9,ଫ୍ଲେକି
irresponsible,0.0,-0.9,ଦାୟିତ୍ୱହୀନ |
madden,0.0,-0.9,ପାଗଳ
misbehavior,0.0,-0.9,ଅସଦାଚରଣ
dreadful,0.0,-0.9,ଭୟଭୀତ
acerbic,0.0,-0.9,acerbic
boastful,0.0,-0.9,ଅହଂକାରୀ
conspiracy,0.0,-0.9,ଷଡଯନ୍ତ୍ର
womanizing,0.0,-0.9,ନାରୀକରଣ
sever,0.0,-0.9,ଉତ୍ତର
dreary,0.0,-0.9,ସ୍ୱପ୍ନ
feint,0.0,-0.9,feint
cheerless,0.0,-0.9,ଆନନ୍ଦହୀନ |
rust,0.0,-0.9,କଳଙ୍କ |
begging,0.0,-0.9,ଭିକ୍ଷା
tauntingly,0.0,-0.9,ଅପମାନିତ
mismanage,0.0,-0.9,ଭୁଲ ପରିଚାଳନା
uproarous,0.0,-0.9,ଉତ୍ତେଜନା
redundancy,0.0,-0.9,ଅନାବଶ୍ୟକତା |
vulnerable,0.0,-0.9,ଅସୁରକ୍ଷିତ
deceive,0.0,-0.9,ପ୍ରତାରଣା କର |
killer,0.0,-0.9,ହତ୍ୟାକାରୀ
sick,0.0,-0.9,ଅସୁସ୍ଥ
agony,0.0,-0.9,ଯନ୍ତ୍ରଣା
forsaken,0.0,-0.9,ପରିତ୍ୟାଗ
hectic,0.0,-0.9,ବ୍ୟସ୍ତ
accuses,0.0,-0.9,ଅଭିଯୋଗ
injury,0.0,-0.9,କ୍ଷତ
barbarous,0.0,-0.9,ବର୍ବର
bust,0.0,-0.9,ବଷ୍ଟ
monotony,0.0,-0.9,ଏକମାତ୍ର
strictly,0.0,-0.9,କଠୋର ଭାବରେ |
treacherous,0.0,-0.9,ବିଶ୍ୱାସଘାତକ
indistinguishable,0.0,-0.9,ଅବିସ୍ମରଣୀୟ |
selfishly,0.0,-0.9,ସ୍ୱାର୍ଥପର
superstition,0.0,-0.9,ଅନ୍ଧବିଶ୍ୱାସ
abrade,0.0,-0.9,abrade
emergency,0.0,-0.9,ଜରୁରୀକାଳୀନ ପରିସ୍ଥିତି
sharply,0.0,-0.9,ତୀବ୍ର
dissembler,0.0,-0.9,ବିଛିନ୍ନକାରୀ |
pretense,0.0,-0.9,ଛଳନା
cloud,0.0,-0.9,ମେଘ
foolishly,0.0,-0.9,ମୂର୍ଖ
ignominious,0.0,-0.9,ଅପମାନଜନକ |
ill-sorted,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
inequitable,0.0,-0.9,ଅସମାନ
peevishly,0.0,-0.9,peevishly
unaffordable,0.0,-0.9,ଅସହଯୋଗୀ |
displace,0.0,-0.9,ସ୍ଥାନାନ୍ତର
distortion,0.0,-0.9,ବିକୃତି
terrible,0.0,-0.9,ଭୟଙ୍କର
dispirited,0.0,-0.9,ବିଚଳିତ |
dispute,0.0,-0.9,ବିବାଦ
impaired,0.0,-0.9,ଦୁର୍ବଳ
disinterested,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
incompetence,0.0,-0.9,ଅକ୍ଷମତା |
irrational,0.0,-0.9,ଅଯ irr କ୍ତିକ |
disillusion,0.0,-0.9,ନିରାଶା
misleadingly,0.0,-0.9,ବିଭ୍ରାନ୍ତିକର
foolish,0.0,-0.9,ମୂର୍ଖ
cheater,0.0,-0.9,ଠକ
notorious,0.0,-0.9,କୁଖ୍ୟାତ
outrage,0.0,-0.9,କ୍ରୋଧ
sicken,0.0,-0.9,ବିଡି |
drippy,0.0,-0.9,ତ୍ରୁଟିପୂର୍ଣ୍ଣ
chilly,0.0,-0.9,ଥଣ୍ଡା
lapses,0.0,-0.9,ଲାପ୍
problematic,0.0,-0.9,ସମସ୍ୟାଜନିତ |
absurdly,0.0,-0.9,ଅବିଶ୍ୱାସନୀୟ |
immoderate,0.0,-0.9,ଅଯୋଧ୍ୟା |
inefficiency,0.0,-0.9,ଅପାରଗତା |
junkyard,0.0,-0.9,junkyard
intransigent,0.0,-0.9,ଅନ୍ତର୍ନିହିତ
tension,0.0,-0.9,ଟେନସନ |
disinclination,0.0,-0.9,ବିଚ୍ଛିନ୍ନତା
thwart,0.0,-0.9,ବାଧା
forgetfulness,0.0,-0.9,ଭୁଲିଯିବା
revoltingly,0.0,-0.9,ବିଦ୍ରୋହ
hysterical,0.0,-0.9,ହଷ୍ଟେରିକାଲ୍ |
abuses,0.0,-0.9,ଅପବ୍ୟବହାର |
sly,0.0,-0.9,ଚତୁର
ambiguous,0.0,-0.9,ଅସ୍ପଷ୍ଟ
repel,0.0,-0.9,ପ୍ରତ୍ୟାହାର
prattle,0.0,-0.9,prattle
awfulness,0.0,-0.9,ଭୟଙ୍କର
layoff,0.0,-0.9,ଛଟେଇ
conspiracies,0.0,-0.9,ଷଡଯନ୍ତ୍ର
inescapable,0.0,-0.9,ଅସୁରକ୍ଷିତ
caustic,0.0,-0.9,କାଉଷ୍ଟିକ୍ |
overshadow,0.0,-0.9,ଓଭରଶ୍ୟାଡ୍ |
adulterated,0.0,-0.9,ବ୍ୟଭିଚାର
goof,0.0,-0.9,goof
menial,0.0,-0.9,ମେନିଆଲ୍ |
flakieness,0.0,-0.9,ଚମକ
laid-off,0.0,-0.9,ଛୁଟି
tiringly,0.0,-0.9,କ୍ଲାନ୍ତ
downcast,0.0,-0.9,downcast
forged,0.0,-0.9,ଜାଲ୍
unrest,0.0,-0.9,ଅଶାନ୍ତି |
shock,0.0,-0.9,shock ଟକା
dissidence,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
traduce,0.0,-0.9,ଅନୁବାଦ କର
wrip,0.0,-0.9,ଲେଖା
offenses,0.0,-0.9,ଅପରାଧ
choppy,0.0,-0.9,ଚପଲ
gruff,0.0,-0.9,ଦୁ uff ଖ
adulteration,0.0,-0.9,ବ୍ୟଭିଚାର
immoral,0.0,-0.9,ଅନ mo ତିକ |
ineffective,0.0,-0.9,ପ୍ରଭାବହୀନ |
idiocy,0.0,-0.9,ମୂର୍ଖତା
laughably,0.0,-0.9,ହସି ହସି
vengefulness,0.0,-0.9,ପ୍ରତିଶୋଧ
panicking,0.0,-0.9,ଭୟଭୀତ
degrading,0.0,-0.9,ଅପମାନଜନକ
venomous,0.0,-0.9,ବିଷାକ୍ତ
inferior,0.0,-0.9,ନିମ୍ନ
coward,0.0,-0.9,ଭୟଭୀତ
nefariously,0.0,-0.9,nefariously
embarrassingly,0.0,-0.9,ଲଜ୍ଜାଜନକ ଭାବରେ |
extraneous,0.0,-0.9,ଅତିରିକ୍ତ
mawkishly,0.0,-0.9,mawkishly
intrude,0.0,-0.9,ଅନୁପ୍ରବେଶ
polluter,0.0,-0.9,ପ୍ରଦୂଷକ
treacherously,0.0,-0.9,ବିଶ୍ୱାସଘାତକତା
junk,0.0,-0.9,ଜଙ୍କ
egregious,0.0,-0.9,ଉଦାହରଣ
humiliate,0.0,-0.9,ଅପମାନିତ କର
lame-duck,0.0,-0.9,ଛୋଟା
monster,0.0,-0.9,ରାକ୍ଷସ
harboring,0.0,-0.9,ବନ୍ଦର
dim,0.0,-0.9,ନା
self-serving,0.0,-0.9,ଆତ୍ମ-ସେବା
sufferer,0.0,-0.9,ପୀଡିତ
imperil,0.0,-0.9,ଅସମର୍ଥ |
rejecting,0.0,-0.9,ପ୍ରତ୍ୟାଖ୍ୟାନ
bristle,0.0,-0.9,କଣ୍ଟା
dirts,0.0,-0.9,ମଇଳା
shame,0.0,-0.9,ଲଜ୍ଜା
hasty,0.0,-0.9,ଶୀଘ୍ର
subversively,0.0,-0.9,ବିପରୀତ ଭାବରେ |
wrestle,0.0,-0.9,କୁସ୍ତି
mortification,0.0,-0.9,ବନ୍ଧକ
second-tier,0.0,-0.9,ଦ୍ୱିତୀୟ ସ୍ତର
unfortunate,0.0,-0.9,ଦୁର୍ଭାଗ୍ୟ
error,0.0,-0.9,ତ୍ରୁଟି
inconsequent,0.0,-0.9,ଅସଙ୍ଗତ |
sneering,0.0,-0.9,ଅପମାନ
paralyzed,0.0,-0.9,ପକ୍ଷାଘାତ
miseries,0.0,-0.9,ଦୁ eries ଖ
repulsing,0.0,-0.9,ଘୃଣ୍ୟ
autocratic,0.0,-0.9,ସ୍ ocratic ାଧୀନତା
undesirable,0.0,-0.9,ଅବାଞ୍ଛିତ |
barbarian,0.0,-0.9,ବର୍ବର
hollow,0.0,-0.9,ଫମ୍ପା
tetchy,0.0,-0.9,ଟେଚି
flares,0.0,-0.9,ଅଗ୍ନିକାଣ୍ଡ
sucker,0.0,-0.9,ଶୋଷକ
desecrate,0.0,-0.9,ଅପମାନ
threaten,0.0,-0.9,ଧମକାଇବା
overwhelms,0.0,-0.9,ଅତ୍ୟଧିକ
frazzle,0.0,-0.9,frazzle
ugh,0.0,-0.9,ugh
batty,0.0,-0.9,ବ୍ୟାଟି
expropriation,0.0,-0.9,ବହିଷ୍କାର
checkered,0.0,-0.9,ପରୀକ୍ଷିତ
condescend,0.0,-0.9,condescend
break-ups,0.0,-0.9,ବ୍ରେକ୍ ଅପ୍
hateful,0.0,-0.9,ଘୃଣ୍ୟ
nebulously,0.0,-0.9,nebulously
repudiate,0.0,-0.9,ପ୍ରତ୍ୟାଖ୍ୟାନ କର |
unsettled,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
relapse,0.0,-0.9,ପୁନର୍ବାର
break,0.0,-0.9,ବ୍ରେକ୍
insignificant,0.0,-0.9,ଅମୂଳକ
cheap,0.0,-0.9,ଶସ୍ତା
dismay,0.0,-0.9,ହତାଶ
mockeries,0.0,-0.9,ଉପହାସ
exhausts,0.0,-0.9,କ୍ଲାନ୍ତ
exhort,0.0,-0.9,ଉପଦେଶ
stereotypical,0.0,-0.9,ଷ୍ଟେରେଓଟିପିକାଲ୍ |
gaff,0.0,-0.9,gaff
gall,0.0,-0.9,ହେଇ ପାରିବ
transgression,0.0,-0.9,ଅଧର୍ମ
unseemly,0.0,-0.9,ଅଜ୍ଞାତ |
insolently,0.0,-0.9,ଅପମାନଜନକ |
ached,0.0,-0.9,ଯନ୍ତ୍ରଣା
irrecoverably,0.0,-0.9,ଅପ୍ରତ୍ୟାଶିତ ଭାବରେ |
woebegone,0.0,-0.9,woebegone
resent,0.0,-0.9,ବିରକ୍ତ
ignominy,0.0,-0.9,ଅପମାନ
substandard,0.0,-0.9,ମାନ୍ୟତା
bigotry,0.0,-0.9,କୁସଂସ୍କାର
weirdly,0.0,-0.9,ଅଦ୍ଭୁତ
nag,0.0,-0.9,ନାଗ
sad,0.0,-0.9,ବର୍ତ୍ତମାନ
frightful,0.0,-0.9,ଭୟଭୀତ
repulsive,0.0,-0.9,ଘୃଣ୍ୟ
unthinkable,0.0,-0.9,ଅବାଞ୍ଛିତ |
drastic,0.0,-0.9,କଠୋର
mourner,0.0,-0.9,ଶୋକ
slogs,0.0,-0.9,ଯୁଦ୍ଧ କରିଥିଲେ
implacable,0.0,-0.9,ନିରନ୍ତର |
lazy,0.0,-0.9,ଅଳସୁଆ
audiciously,0.0,-0.9,ଶ୍ରବଣ ଭାବରେ
lengthy,0.0,-0.9,ଲମ୍ବା
drowning,0.0,-0.9,ବୁଡ଼ିଯିବା
archaic,0.0,-0.9,ପୁରାତନ
irreparable,0.0,-0.9,ଅପୂରଣୀୟ |
lackadaisical,0.0,-0.9,ଅଭାବନୀୟ |
distraughtness,0.0,-0.9,ବିବ୍ରତତା |
lumpy,0.0,-0.9,ଲମ୍ପ୍
obsessive,0.0,-0.9,ଅବସେସିଭ୍ |
egotistically,0.0,-0.9,ଅହଂକାର
wrinkles,0.0,-0.9,କୁଞ୍ଚନ
messing,0.0,-0.9,ମେସେଜ୍
scratched,0.0,-0.9,ସ୍କ୍ରାଚ୍ ହୋଇଛି |
thumbs-down,0.0,-0.9,ଆଙ୍ଗୁଠି-ଡାଉନ୍ |
suppress,0.0,-0.9,ଦମନ
brazenly,0.0,-0.9,ଅତି ନିର୍ମମ ଭାବରେ |
breakdown,0.0,-0.9,ଭାଙ୍ଗିବା
dubious,0.0,-0.9,ସନ୍ଦେହଜନକ |
hapless,0.0,-0.9,ଦୁର୍ଭାଗ୍ୟ
hassle,0.0,-0.9,ଅସୁବିଧା
hoodwink,0.0,-0.9,ହୁଡୱିଙ୍କ୍ |
hurtful,0.0,-0.9,କ୍ଷତିକାରକ |
pessimism,0.0,-0.9,ନିରାଶା
freakishly,0.0,-0.9,ଅଶୁଭ ଭାବରେ |
embattled,0.0,-0.9,ଭର୍ତ୍ତି
suffers,0.0,-0.9,ଯନ୍ତ୍ରଣା ଭୋଗୁଛି |
horde,0.0,-0.9,ହୋର୍ଡ
vindictiveness,0.0,-0.9,ପ୍ରତିଶୋଧ ପରାୟଣତା |
unnervingly,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ ଭାବରେ |
bondage,0.0,-0.9,ବନ୍ଧନ
unorthodox,0.0,-0.9,ଅଣଓଡ଼ିଆ |
nitpicking,0.0,-0.9,ନାଇଟପିକ୍
ho-hum,0.0,-0.9,ହୋ-ହମ୍
distrustful,0.0,-0.9,ଅବିଶ୍ୱାସ
hestitant,0.0,-0.9,ହଷ୍ଟେଟାଣ୍ଟ |
disintegrates,0.0,-0.9,ବିଚ୍ଛିନ୍ନ
fatuity,0.0,-0.9,ଫ୍ୟାଟିଟି
waning,0.0,-0.9,କ୍ଷୀଣ
smelt,0.0,-0.9,ଦୁର୍ଗନ୍ଧ
unnecessary,0.0,-0.9,ଅନାବଶ୍ୟକ |
freaks,0.0,-0.9,ଫ୍ରିକ୍ସ |
unimportant,0.0,-0.9,ଗୁରୁତ୍ୱହୀନ
audaciousness,0.0,-0.9,ଅଦମ୍ୟତା |
enviousness,0.0,-0.9,vious ର୍ଷା
indecent,0.0,-0.9,ଅଶ୍ଳୀଳ
neglect,0.0,-0.9,ଅବହେଳା
lamentably,0.0,-0.9,ଦୁ ament ଖରେ
dented,0.0,-0.9,ଦନ୍ତ
loveless,0.0,-0.9,ପ୍ରେମହୀନ
phony,0.0,-0.9,ଧୋନୀ
soapy,0.0,-0.9,ସାବୁନ୍
pitiful,0.0,-0.9,ଦୟାଳୁ
demise,0.0,-0.9,ବିନାଶ
flareup,0.0,-0.9,ଜ୍ୱଳନ୍ତ
passive,0.0,-0.9,ନିଷ୍କ୍ରିୟ
discontinuous,0.0,-0.9,ବନ୍ଦ
unusable,0.0,-0.9,ଅବ୍ୟବହୃତ
rupture,0.0,-0.9,ବ୍ରେକ୍
direly,0.0,-0.9,ଭୟଙ୍କର ଭାବରେ |
excessively,0.0,-0.9,ଅତ୍ୟଧିକ
picketing,0.0,-0.9,ପିକେଟିଂ
angriness,0.0,-0.9,କ୍ରୋଧ
myth,0.0,-0.9,ପୁରାଣ
faulty,0.0,-0.9,ତ୍ରୁଟିପୂର୍ଣ୍ଣ
insupportably,0.0,-0.9,ଅସମର୍ଥ
jeeringly,0.0,-0.9,ଉପହାସ
renunciation,0.0,-0.9,ତ୍ୟାଗ
imprisonment,0.0,-0.9,କାରାଗାର
drawback,0.0,-0.9,ଅସୁବିଧା
fear,0.0,-0.9,ଭୟ
inarticulate,0.0,-0.9,inarticulate
immature,0.0,-0.9,ଅପରିପକ୍ୱ |
inescapably,0.0,-0.9,ଅସୁରକ୍ଷିତ
indecision,0.0,-0.9,ନିର୍ଣ୍ଣୟ
tiring,0.0,-0.9,କ୍ଲାନ୍ତ
spewed,0.0,-0.9,ସ୍ପିଡ୍
fugitive,0.0,-0.9,ପଳାତକ
dishonor,0.0,-0.9,ଅପମାନ
punitive,0.0,-0.9,ଦଣ୍ଡନୀୟ |
poky,0.0,-0.9,ପୋକି
epidemic,0.0,-0.9,ମହାମାରୀ
issue,0.0,-0.9,ସମସ୍ୟା
mad,0.0,-0.9,ପାଗଳ
skimpy,0.0,-0.9,ଚମକ
stains,0.0,-0.9,ଦାଗ
glower,0.0,-0.9,ଚମକ
curse,0.0,-0.9,ଅଭିଶାପ
dilemma,0.0,-0.9,ଦ୍ୱନ୍ଦ୍ୱ
disquiet,0.0,-0.9,ଅଶାନ୍ତି |
frenzy,0.0,-0.9,ଉତ୍କଣ୍ଠା
disvalue,0.0,-0.9,ଅବମାନନା
haywire,0.0,-0.9,ଘାସ
overdo,0.0,-0.9,ଓଭରଡୋ |
taunting,0.0,-0.9,ଅପମାନ
bulkiness,0.0,-0.9,ବହୁମୂଲ୍ୟ
criminal,0.0,-0.9,ଅପରାଧୀ
starvation,0.0,-0.9,ଅନାହାର
consternation,0.0,-0.9,ନକ୍ଷତ୍ର
detests,0.0,-0.9,ଘୃଣା
recklessly,0.0,-0.9,ବେପରୁଆ ଭାବରେ |
fictitious,0.0,-0.9,କାଳ୍ପନିକ
imprudence,0.0,-0.9,ଅପାରଗତା |
indoctrinate,0.0,-0.9,inductrinate
one-sided,0.0,-0.9,ଏକପାଖିଆ
qualms,0.0,-0.9,ଯୋଗ୍ୟତା
apathetically,0.0,-0.9,ଉଦାସୀନ ଭାବରେ |
acerbate,0.0,-0.9,ତୀବ୍ରତା
bafflement,0.0,-0.9,ବିଚଳିତ |
childish,0.0,-0.9,ବାଲ୍ୟବିବାହ
merciless,0.0,-0.9,ଦୟାଳୁ
prevaricate,0.0,-0.9,ବିସ୍ତାର
slanders,0.0,-0.9,ଅପବାଦ
insensible,0.0,-0.9,ସମ୍ବେଦନଶୀଳ |
biased,0.0,-0.9,ପକ୍ଷପାତ
