Term,PosScore,NegScore,Telugu
weaker,0.0,-0.9,బలహీన
dismal,0.0,-0.9,నిరాశాజనకమైన
steeply,0.0,-0.9,ఏటవాలుగా
ranting,0.0,-0.9,అరిచాడు
brutalities,0.0,-0.9,brutalities
egregiously,0.0,-0.9,అసాధారణంగా
licentiousness,0.0,-0.9,licentiousness
muddle,0.0,-0.9,గజిబిజి
oddity,0.0,-0.9,ఆడిటీ
deplore,0.0,-0.9,నిందించినా
resignation,0.0,-0.9,రాజీనామా
sucks,0.0,-0.9,సక్స్
illogic,0.0,-0.9,illogic
hegemonistic,0.0,-0.9,hegemonistic
deaf,0.0,-0.9,చెవిటి
ridiculous,0.0,-0.9,హాస్యాస్పదంగా
excruciating,0.0,-0.9,వేధించే
spookily,0.0,-0.9,spookily
browbeat,0.0,-0.9,browbeat
horrifys,0.0,-0.9,horrifys
admonishment,0.0,-0.9,హితబోధ
frustratingly,0.0,-0.9,frustratingly
rascals,0.0,-0.9,జులాయిలు
blemish,0.0,-0.9,నిర్దోషమైన
underdog,0.0,-0.9,అండర్డాగ్
improbability,0.0,-0.9,వరుసలో
gracelessly,0.0,-0.9,దుష్టతనముగా
wimpy,0.0,-0.9,వింపీ
losing,0.0,-0.9,ఓడిపోయిన
punish,0.0,-0.9,శిక్షించే
fatally,0.0,-0.9,దురదృష్టకరంగా
abrasive,0.0,-0.9,కరుకు
destruction,0.0,-0.9,విధ్వంసం
dripping,0.0,-0.9,పొదిగిన
gruesome,0.0,-0.9,భీకరమైన
negativity,0.0,-0.9,ప్రతికూల
disgusted,0.0,-0.9,గిట్టలేదు
occludes,0.0,-0.9,మూసుకుంటుంది
infringements,0.0,-0.9,దురాక్రమణ
bragger,0.0,-0.9,bragger
erosion,0.0,-0.9,కోతను
blurs,0.0,-0.9,అస్పష్టంగా
unnatural,0.0,-0.9,అసహజ
confusing,0.0,-0.9,అయోమయాన్ని
depression,0.0,-0.9,మాంద్యం
cringe,0.0,-0.9,భయంతో మూల దాగుకొను
disconsolately,0.0,-0.9,నిరాదరణగా
irritably,0.0,-0.9,irritably
oppressiveness,0.0,-0.9,oppressiveness
allege,0.0,-0.9,లేవనెత్తారు
heinous,0.0,-0.9,దుశ్చర్యలను
frustrated,0.0,-0.9,విసుగు
stutter,0.0,-0.9,నత్తితో
knife,0.0,-0.9,కత్తి
crowdedness,0.0,-0.9,crowdedness
tentative,0.0,-0.9,అస్థిరమైనదనే
back-woods,0.0,-0.9,బ్యాక్ అడవుల్లో
depress,0.0,-0.9,పోగొట్టడానికి
frozen,0.0,-0.9,ఘనీభవించిన
failed,0.0,-0.9,విఫలమైంది
gnawing,0.0,-0.9,gnawing
anarchist,0.0,-0.9,అరాచక
distasteful,0.0,-0.9,దూరమైంది
grudge,0.0,-0.9,పగ
misguided,0.0,-0.9,తప్పుదోవ
mourn,0.0,-0.9,ఓదార్చుటకును
smother,0.0,-0.9,ఊపిరాడకుండా
zapped,0.0,-0.9,జ్యాపెడ్
beware,0.0,-0.9,జాగ్రత్తపడు
confusions,0.0,-0.9,గందరగోళాలు
disgruntle,0.0,-0.9,disgruntle
indeterminable,0.0,-0.9,పరిష్కరించలేని
adversary,0.0,-0.9,విరోధి
ironical,0.0,-0.9,ironical
unwillingly,0.0,-0.9,అయిష్టంగానే
villainous,0.0,-0.9,ప్రతినాయక
irrepressible,0.0,-0.9,అణచివేయుటకు వీలుకాని
hotheaded,0.0,-0.9,అతిసాహసంగల
bungle,0.0,-0.9,bungle
weaknesses,0.0,-0.9,బలహీనతల
annoyance,0.0,-0.9,కోపానికి
repugnantly,0.0,-0.9,repugnantly
kooky,0.0,-0.9,అసాధారణ
brutality,0.0,-0.9,క్రూరత్వం
futility,0.0,-0.9,వ్యర్థము
injure,0.0,-0.9,హాని
shadowy,0.0,-0.9,క్రీనీడ
defile,0.0,-0.9,కవాతు
nonresponsive,0.0,-0.9,ప్రతిస్పందనలేని
smash,0.0,-0.9,స్మాష్
gauche,0.0,-0.9,ఎడమ
stuttered,0.0,-0.9,నత్తిగా
creepy,0.0,-0.9,గగుర్పాటు
dull,0.0,-0.9,నిస్తేజంగా
failures,0.0,-0.9,వైఫల్యాలు
congested,0.0,-0.9,రద్దీగా
contaminating,0.0,-0.9,నిండుగా
vibrate,0.0,-0.9,ప్రకంపనాలను
messed,0.0,-0.9,గందరగోళంలో
antagonize,0.0,-0.9,ప్రతిఘటించు
deceit,0.0,-0.9,మోసం
bruises,0.0,-0.9,గాయాలు
involuntary,0.0,-0.9,అసంకల్పిత
listless,0.0,-0.9,ఆసక్తి లేని
quarrels,0.0,-0.9,కలహాలు
melodramatic,0.0,-0.9,నాటకీయమైన
blow,0.0,-0.9,దెబ్బ
offend,0.0,-0.9,నేరం
crumpled,0.0,-0.9,నలిగిన
shallow,0.0,-0.9,లోతు లేని
unjustifiable,0.0,-0.9,సమర్థించలేనిదని
gutless,0.0,-0.9,gutless
deploringly,0.0,-0.9,deploringly
onerously,0.0,-0.9,onerously
painfully,0.0,-0.9,కానంత
traitor,0.0,-0.9,దేశద్రోహి
risky,0.0,-0.9,ప్రమాదకర
moron,0.0,-0.9,మొరాన్
irrecoverable,0.0,-0.9,పొందరానటువంటి
spoiled,0.0,-0.9,చెడిపోయిన
deceitfulness,0.0,-0.9,deceitfulness
devious,0.0,-0.9,వంచక
endanger,0.0,-0.9,ప్రమాదమే
flakey,0.0,-0.9,flakey
irresponsible,0.0,-0.9,బాధ్యతా రహితమైనవి
madden,0.0,-0.9,మాడెన్
misbehavior,0.0,-0.9,దుష్ప్రవర్తనకు
dreadful,0.0,-0.9,భయంకరంగా
acerbic,0.0,-0.9,కటువైన
boastful,0.0,-0.9,గొప్పగా చెప్పుకోవడం
conspiracy,0.0,-0.9,కుట్ర
womanizing,0.0,-0.9,స్త్రీలోలుడు
sever,0.0,-0.9,ఉత్తర
dreary,0.0,-0.9,నిరుత్సాహక
feint,0.0,-0.9,వంచన
cheerless,0.0,-0.9,cheerless
rust,0.0,-0.9,రస్ట్
begging,0.0,-0.9,యాచించడం
tauntingly,0.0,-0.9,కోపము
mismanage,0.0,-0.9,తప్పుగా నిర్వహించి
uproarous,0.0,-0.9,uproarous
redundancy,0.0,-0.9,పునరుక్తి
vulnerable,0.0,-0.9,హాని
deceive,0.0,-0.9,మోసం
killer,0.0,-0.9,కిల్లర్
sick,0.0,-0.9,అనారోగ్యం
agony,0.0,-0.9,వేదన
forsaken,0.0,-0.9,ఫోర్సాకేన్
hectic,0.0,-0.9,తీవ్రమైన
accuses,0.0,-0.9,నిందిస్తూ
injury,0.0,-0.9,గాయం
barbarous,0.0,-0.9,అనాగరిక
bust,0.0,-0.9,ప్రతిమ
monotony,0.0,-0.9,మార్పు
strictly,0.0,-0.9,ఖచ్చితంగా
treacherous,0.0,-0.9,ప్రమాదకరమైన
indistinguishable,0.0,-0.9,విడదీయలేం
selfishly,0.0,-0.9,selfishly
superstition,0.0,-0.9,మూఢ
abrade,0.0,-0.9,గీరుకొనిపోవు లేక
emergency,0.0,-0.9,అత్యవసర
sharply,0.0,-0.9,పదునుగా
dissembler,0.0,-0.9,కపటి
pretense,0.0,-0.9,నెపంతో
cloud,0.0,-0.9,క్లౌడ్
foolishly,0.0,-0.9,తెలివిలేక
ignominious,0.0,-0.9,అవమానకరమైన అనుభవముతో
ill-sorted,0.0,-0.9,అనారోగ్యంతో సార్ట్
inequitable,0.0,-0.9,అసమాన
peevishly,0.0,-0.9,peevishly
unaffordable,0.0,-0.9,శక్తి మించిన స్థాయికి
displace,0.0,-0.9,డిస్ప్లేస్
distortion,0.0,-0.9,వక్రీకరణ
terrible,0.0,-0.9,భయంకరమైన
dispirited,0.0,-0.9,dispirited
dispute,0.0,-0.9,వివాదం
impaired,0.0,-0.9,మందగించిన
disinterested,0.0,-0.9,నిస్వార్థమైన
incompetence,0.0,-0.9,అసమర్ధత
irrational,0.0,-0.9,కరణీయ
disillusion,0.0,-0.9,disillusion
misleadingly,0.0,-0.9,మభ్యపరుస్తూ
foolish,0.0,-0.9,మూర్ఖత్వమే
cheater,0.0,-0.9,cheater
notorious,0.0,-0.9,సంచలనాత్మక
outrage,0.0,-0.9,దౌర్జన్యం
sicken,0.0,-0.9,పూస
drippy,0.0,-0.9,కారునట్లు అగుపించే
chilly,0.0,-0.9,చల్లని
lapses,0.0,-0.9,లోపాలను
problematic,0.0,-0.9,సమస్యాత్మక
absurdly,0.0,-0.9,అవ్యక్తంగా
immoderate,0.0,-0.9,అమితమయిన
inefficiency,0.0,-0.9,అసమర్థతపై
junkyard,0.0,-0.9,జంక్యార్డ్
intransigent,0.0,-0.9,రాజీకి
tension,0.0,-0.9,ఉద్రిక్తత
disinclination,0.0,-0.9,అయిష్టత
thwart,0.0,-0.9,అడ్డుకుంటుంది
forgetfulness,0.0,-0.9,మతిమరపు
revoltingly,0.0,-0.9,revoltingly
hysterical,0.0,-0.9,వెర్రి
abuses,0.0,-0.9,వేధింపులను
sly,0.0,-0.9,స్లై
ambiguous,0.0,-0.9,సందిగ్ధంగా
repel,0.0,-0.9,తిప్పికొట్టే
prattle,0.0,-0.9,తడబడుతూ
awfulness,0.0,-0.9,భయంకరత్వము
layoff,0.0,-0.9,తీసివేయు
conspiracies,0.0,-0.9,కుట్రలు
inescapable,0.0,-0.9,తప్పించుకోలేని
caustic,0.0,-0.9,ప్రమాద
overshadow,0.0,-0.9,కప్పివేయ్యాలని
adulterated,0.0,-0.9,కల్తీ
goof,0.0,-0.9,మందమతి
menial,0.0,-0.9,నీచపు
flakieness,0.0,-0.9,flakieness
laid-off,0.0,-0.9,తీసివేసినట్లు
tiringly,0.0,-0.9,tiringly
downcast,0.0,-0.9,నిరుత్సాహపూరితమైన
forged,0.0,-0.9,నకిలీ
unrest,0.0,-0.9,అశాంతి
shock,0.0,-0.9,షాక్
dissidence,0.0,-0.9,అసమ్మతి
traduce,0.0,-0.9,అనువదించడానికి
wrip,0.0,-0.9,wrip
offenses,0.0,-0.9,నేరాలు
choppy,0.0,-0.9,అస్థిరం
gruff,0.0,-0.9,చిరచిరలాడుతూ
adulteration,0.0,-0.9,కల్తీ
immoral,0.0,-0.9,అనైతిక
ineffective,0.0,-0.9,అసమర్థ
idiocy,0.0,-0.9,జడత్వం
laughably,0.0,-0.9,laughably
vengefulness,0.0,-0.9,vengefulness
panicking,0.0,-0.9,భయాందోళనలకు గురి
degrading,0.0,-0.9,అవమానకర
venomous,0.0,-0.9,విషపూరిత
inferior,0.0,-0.9,తక్కువ
coward,0.0,-0.9,పిరికివాడు
nefariously,0.0,-0.9,nefariously
embarrassingly,0.0,-0.9,ఇబ్బందికరంగా
extraneous,0.0,-0.9,అదనపు
mawkishly,0.0,-0.9,mawkishly
intrude,0.0,-0.9,వెళ్ళాయి
polluter,0.0,-0.9,పొల్యూటర్
treacherously,0.0,-0.9,treacherously
junk,0.0,-0.9,జంక్
egregious,0.0,-0.9,అతిశయించిన
humiliate,0.0,-0.9,కించపరచడం
lame-duck,0.0,-0.9,మందకొడిగా డక్
monster,0.0,-0.9,రాక్షసుడు
harboring,0.0,-0.9,ముద్దాయిలకు
dim,0.0,-0.9,ఏ
self-serving,0.0,-0.9,స్వీయ సేవలందిస్తున్న
sufferer,0.0,-0.9,బాధితుడు
imperil,0.0,-0.9,ఇంపెరిల్
rejecting,0.0,-0.9,తిరస్కరించడం
bristle,0.0,-0.9,bristle
dirts,0.0,-0.9,dirts
shame,0.0,-0.9,అవమానం
hasty,0.0,-0.9,ఒకవిధమైన
subversively,0.0,-0.9,subversively
wrestle,0.0,-0.9,కుస్తీ
mortification,0.0,-0.9,mortification
second-tier,0.0,-0.9,రెండవ స్థాయి
unfortunate,0.0,-0.9,దురదృష్టకర
error,0.0,-0.9,లోపం
inconsequent,0.0,-0.9,సహజసిద్ధంరకాని
sneering,0.0,-0.9,sneering
paralyzed,0.0,-0.9,పక్షవాతానికి
miseries,0.0,-0.9,కష్టములు
repulsing,0.0,-0.9,repulsing
autocratic,0.0,-0.9,నిరంకుశ
undesirable,0.0,-0.9,అవాంఛనీయ
barbarian,0.0,-0.9,బార్బేరియన్
hollow,0.0,-0.9,బోలు
tetchy,0.0,-0.9,కోప పడునట్టి
flares,0.0,-0.9,మంటలు
sucker,0.0,-0.9,సక్కర్
desecrate,0.0,-0.9,అసభ్యత
threaten,0.0,-0.9,బెదిరించే
overwhelms,0.0,-0.9,అధిగమించిన
frazzle,0.0,-0.9,frazzle
ugh,0.0,-0.9,హాగ్
batty,0.0,-0.9,బట్టే
expropriation,0.0,-0.9,దుర్వినియోగంలో
checkered,0.0,-0.9,గీసిన
condescend,0.0,-0.9,దయగా చూస్తున్నట్టు కన్పించు
break-ups,0.0,-0.9,బ్రేక్ అప్స్
hateful,0.0,-0.9,ద్వేషపూరిత
nebulously,0.0,-0.9,nebulously
repudiate,0.0,-0.9,ఖండించడానికి
unsettled,0.0,-0.9,పరిష్కారము కాలేదు
relapse,0.0,-0.9,పునఃస్థితి
break,0.0,-0.9,విరామం
insignificant,0.0,-0.9,మిగిలారు
cheap,0.0,-0.9,చౌకగా
dismay,0.0,-0.9,బెదిరిస్తూ
mockeries,0.0,-0.9,పరిహాసాలు
exhausts,0.0,-0.9,వ్యర్థాల
exhort,0.0,-0.9,బుధ్ధి
stereotypical,0.0,-0.9,గతానుగతిక
gaff,0.0,-0.9,గాఫ్
gall,0.0,-0.9,అది చేయవచ్చు
transgression,0.0,-0.9,అతిక్రమణ
unseemly,0.0,-0.9,ఉచితముకాని
insolently,0.0,-0.9,insolently
ached,0.0,-0.9,ached
irrecoverably,0.0,-0.9,irrecoverably
woebegone,0.0,-0.9,woebegone
resent,0.0,-0.9,అందుకోడానికి
ignominy,0.0,-0.9,సంపూర్ణమైన అవమానాన్ని
substandard,0.0,-0.9,ప్రామాణిక
bigotry,0.0,-0.9,మూఢవిశ్వాసం
weirdly,0.0,-0.9,weirdly
nag,0.0,-0.9,నాగ్
sad,0.0,-0.9,ఇప్పుడు
frightful,0.0,-0.9,ఘోరముగా
repulsive,0.0,-0.9,వికర్షణ
unthinkable,0.0,-0.9,ఊహించలేము
drastic,0.0,-0.9,ఒక్కసారిగా
mourner,0.0,-0.9,దుఃఖితుడు
slogs,0.0,-0.9,పోరాడారు
implacable,0.0,-0.9,కనికరంలేని
lazy,0.0,-0.9,సోమరి
audiciously,0.0,-0.9,audiciously
lengthy,0.0,-0.9,సుదీర్ఘ
drowning,0.0,-0.9,మునిగిపోవడం
archaic,0.0,-0.9,ప్రాచీన
irreparable,0.0,-0.9,కోలుకోలేని
lackadaisical,0.0,-0.9,భయం లేని
distraughtness,0.0,-0.9,distraughtness
lumpy,0.0,-0.9,లంపి
obsessive,0.0,-0.9,అబ్సెసివ్
egotistically,0.0,-0.9,egotistically
wrinkles,0.0,-0.9,ముడుతలతో
messing,0.0,-0.9,సమస్యను
scratched,0.0,-0.9,గీయబడిన
thumbs-down,0.0,-0.9,బాగాలేదు
suppress,0.0,-0.9,అణచివేత
brazenly,0.0,-0.9,నర్మగర్భంగా
breakdown,0.0,-0.9,విచ్ఛిన్నం
dubious,0.0,-0.9,అవాస్తవ
hapless,0.0,-0.9,అదృష్టము
hassle,0.0,-0.9,అవాంతరం
hoodwink,0.0,-0.9,ఏమార్చు
hurtful,0.0,-0.9,బాధించేవి
pessimism,0.0,-0.9,నిరాశావాదం
freakishly,0.0,-0.9,freakishly
embattled,0.0,-0.9,సన్నద్ధమవుతున్న
suffers,0.0,-0.9,బాధపడతాడు
horde,0.0,-0.9,గుంపు
vindictiveness,0.0,-0.9,vindictiveness
unnervingly,0.0,-0.9,unnervingly
bondage,0.0,-0.9,బానిసత్వం
unorthodox,0.0,-0.9,ఛాందసులు కానివారు
nitpicking,0.0,-0.9,nitpicking
ho-hum,0.0,-0.9,Ho-హమ్
distrustful,0.0,-0.9,అపనమ్మకం
hestitant,0.0,-0.9,hestitant
disintegrates,0.0,-0.9,విచ్ఛిన్నం చెందుతుంది
fatuity,0.0,-0.9,వెర్రితనము
waning,0.0,-0.9,క్షీణిస్తుంది
smelt,0.0,-0.9,ఖనిజాన్ని కరిగించు లోహమును
unnecessary,0.0,-0.9,అనవసరమైన
freaks,0.0,-0.9,విచిత్ర
unimportant,0.0,-0.9,అప్రస్తుతం
audaciousness,0.0,-0.9,ధైర్యం
enviousness,0.0,-0.9,enviousness
indecent,0.0,-0.9,అసభ్య
neglect,0.0,-0.9,నిర్లక్ష్యం
lamentably,0.0,-0.9,lamentably
dented,0.0,-0.9,Dented
loveless,0.0,-0.9,ప్రేమలేని
phony,0.0,-0.9,మోసపూరిత
soapy,0.0,-0.9,soapy
pitiful,0.0,-0.9,దయనీయ
demise,0.0,-0.9,మరణానికి
flareup,0.0,-0.9,flareup
passive,0.0,-0.9,నిష్క్రియాత్మ
discontinuous,0.0,-0.9,విరమణలో
unusable,0.0,-0.9,ఉపయోగించలేని
rupture,0.0,-0.9,విరామం
direly,0.0,-0.9,direly
excessively,0.0,-0.9,అధికంగా
picketing,0.0,-0.9,నిరసనలు
angriness,0.0,-0.9,angriness
myth,0.0,-0.9,పురాణం
faulty,0.0,-0.9,తప్పు
insupportably,0.0,-0.9,insupportably
jeeringly,0.0,-0.9,jeeringly
renunciation,0.0,-0.9,పునరుద్ధరణ
imprisonment,0.0,-0.9,ఖైదు
drawback,0.0,-0.9,లోపం
fear,0.0,-0.9,భయం
inarticulate,0.0,-0.9,సంబంధము
immature,0.0,-0.9,అపరిపక్వ
inescapably,0.0,-0.9,తప్పించుకోవటానికి వీలులేని
indecision,0.0,-0.9,అశక్తతను
tiring,0.0,-0.9,అలసిపోయాము
spewed,0.0,-0.9,కలవలేదు
fugitive,0.0,-0.9,పారిపోయిన
dishonor,0.0,-0.9,అగౌరవపర్చినట్లవుతుంది
punitive,0.0,-0.9,శిక్షాత్మక
poky,0.0,-0.9,poky
epidemic,0.0,-0.9,అంటువ్యాధి
issue,0.0,-0.9,సమస్య
mad,0.0,-0.9,పిచ్చి
skimpy,0.0,-0.9,కొంచం
stains,0.0,-0.9,మరకలు
glower,0.0,-0.9,glower
curse,0.0,-0.9,తిట్టు
dilemma,0.0,-0.9,గందరగోళాన్ని
disquiet,0.0,-0.9,ఉద్రిక్తత
frenzy,0.0,-0.9,పెద్దఎత్తున
disvalue,0.0,-0.9,disvalue
haywire,0.0,-0.9,అల్లకల్లోలము
overdo,0.0,-0.9,overdo
taunting,0.0,-0.9,సాధింపుల
bulkiness,0.0,-0.9,ఉండటాన్ని చెప్పొచ్చు
criminal,0.0,-0.9,నేర
starvation,0.0,-0.9,ఆకలి
consternation,0.0,-0.9,దిగ్భ్రాంతి
detests,0.0,-0.9,మోసగించి
recklessly,0.0,-0.9,recklessly
fictitious,0.0,-0.9,కల్పిత
imprudence,0.0,-0.9,imprudence
indoctrinate,0.0,-0.9,ఉపదేశాలను
one-sided,0.0,-0.9,ఏక పక్షంగా
qualms,0.0,-0.9,సంకోచాలు
apathetically,0.0,-0.9,apathetically
acerbate,0.0,-0.9,చేదుపులుసు
bafflement,0.0,-0.9,భంగపాటు
childish,0.0,-0.9,పిల్లతనం
merciless,0.0,-0.9,దయలేని
prevaricate,0.0,-0.9,prevaricate
slanders,0.0,-0.9,అపవాదుల
insensible,0.0,-0.9,స్పందించని
biased,0.0,-0.9,కుహనా
hell,0.0,-0.9,నరకం
pillage,0.0,-0.9,దోపిడీ
disrespectful,0.0,-0.9,అగౌరవంగా
fatuous,0.0,-0.9,బుద్ధిలేని
hardliner,0.0,-0.9,తీవ్రవాది
incomparably,0.0,-0.9,incomparably
sueing,0.0,-0.9,sueing
biting,0.0,-0.9,కొరకడం
fluster,0.0,-0.9,వేడిమిచేయు
damnable,0.0,-0.9,damnable
distressed,0.0,-0.9,నష్టాల్లో
tentatively,0.0,-0.9,తాత్కాలికంగా
derision,0.0,-0.9,పరిహాస
uncaring,0.0,-0.9,అంత పట్టింపు లేనట్టుగా
denial,0.0,-0.9,తిరస్కరణ
capsize,0.0,-0.9,బోల్తా పడు
fastidiously,0.0,-0.9,జాగ్రత్తగా
misbegotten,0.0,-0.9,misbegotten
subversion,0.0,-0.9,కూలదోయడం
blundering,0.0,-0.9,పొరబాటుపడే
illusion,0.0,-0.9,భ్రాంతిని
blatantly,0.0,-0.9,కఠోరంగా
despised,0.0,-0.9,అలక్ష్యం
maliciously,0.0,-0.9,హానికరమైన
drunk,0.0,-0.9,తాగిన
backaches,0.0,-0.9,backaches
virus,0.0,-0.9,వైరస్
shocking,0.0,-0.9,దిగ్భ్రాంతిని
rejected,0.0,-0.9,తిరస్కరించింది
inhumanity,0.0,-0.9,అరాచకాల
impinge,0.0,-0.9,సోకుతుంది
throbbed,0.0,-0.9,throbbed
deceptively,0.0,-0.9,మరీ
scrambled,0.0,-0.9,గిలకొట్టిన
criticism,0.0,-0.9,విమర్శ
hobble,0.0,-0.9,కాళ్లుకట్టివేయు
simplistic,0.0,-0.9,సరళమైనది
grotesque,0.0,-0.9,వింతైన
treasonous,0.0,-0.9,దేశద్రోహంగా
troubles,0.0,-0.9,సమస్యల
dislikes,0.0,-0.9,మంది ఇష్టపడలేదు
mistress,0.0,-0.9,ఉంపుడుగత్తె
conspicuous,0.0,-0.9,ప్రస్ఫుటమైన
acerbically,0.0,-0.9,acerbically
atrocities,0.0,-0.9,దురాగతాల
brazen,0.0,-0.9,ఇత్తడి
calamity,0.0,-0.9,విపత్తు
gloatingly,0.0,-0.9,gloatingly
inexcusably,0.0,-0.9,inexcusably
rumor,0.0,-0.9,పుకారు
forbidden,0.0,-0.9,నిషేధించబడింది
cheesy,0.0,-0.9,చీజీ
slander,0.0,-0.9,అపవాదు
stumped,0.0,-0.9,స్టంప్డ్
corrosive,0.0,-0.9,తినివేయు
virulently,0.0,-0.9,virulently
false,0.0,-0.9,తప్పుడు
knock,0.0,-0.9,తన్నాడు
vexingly,0.0,-0.9,vexingly
hoard,0.0,-0.9,నిల్వకు
untrue,0.0,-0.9,నిజం
aloof,0.0,-0.9,దీనికి దూరంగా
fetid,0.0,-0.9,దుర్గంధమైన
invisible,0.0,-0.9,అదృశ్య
heavyhearted,0.0,-0.9,heavyhearted
conceit,0.0,-0.9,అతిశయం
hypocricy,0.0,-0.9,hypocricy
infection,0.0,-0.9,సంక్రమణ
shrug,0.0,-0.9,shrug
dangerousness,0.0,-0.9,dangerousness
traped,0.0,-0.9,traped
temper,0.0,-0.9,నిగ్రహాన్ని
soreness,0.0,-0.9,పుండ్లు పడడం
wrest,0.0,-0.9,బలవంతం
impractical,0.0,-0.9,అసాధ్యమని
punk,0.0,-0.9,పంక్
damaged,0.0,-0.9,దెబ్బతిన్న
deject,0.0,-0.9,మలవిసర్జన గావించు
immaterial,0.0,-0.9,వస్తువులు
imperfectly,0.0,-0.9,అసంపూర్ణంగా
inappropriately,0.0,-0.9,తగినవిధంగా
lewdly,0.0,-0.9,lewdly
impossible,0.0,-0.9,అసాధ్యం
deny,0.0,-0.9,తిరస్కరించాలని
helplessly,0.0,-0.9,నిస్సహాయంగా
indifference,0.0,-0.9,ఉదాసీనత
disgraced,0.0,-0.9,పరాభవించబడిన
melancholy,0.0,-0.9,విచారంలో
insignificance,0.0,-0.9,అజ్ఞాతంలోకి
retardedness,0.0,-0.9,retardedness
discountenance,0.0,-0.9,అసమ్మతి
unspecified,0.0,-0.9,అనిర్దిష్ట
diatribe,0.0,-0.9,దూషణను
hideously,0.0,-0.9,hideously
flake,0.0,-0.9,ఫ్లేక్
pig,0.0,-0.9,పంది
last-ditch,0.0,-0.9,ఆఖరి
repulse,0.0,-0.9,తిప్పికొట్టడం
conflicted,0.0,-0.9,వివాదంలో
ruthlessness,0.0,-0.9,కాటిన్యం
obscure,0.0,-0.9,నిగూఢ
capriciousness,0.0,-0.9,capriciousness
grumpier,0.0,-0.9,grumpier
mournfully,0.0,-0.9,mournfully
poorer,0.0,-0.9,పేద
unqualified,0.0,-0.9,అర్హతలేని
overact,0.0,-0.9,అతిగా
subversive,0.0,-0.9,అడ్డుతగిలే
ineptly,0.0,-0.9,ineptly
stain,0.0,-0.9,మరక
assassin,0.0,-0.9,హంతకుడు
corrosions,0.0,-0.9,corrosions
fanciful,0.0,-0.9,చిత్రమైన
heartbreakingly,0.0,-0.9,heartbreakingly
outrages,0.0,-0.9,అల్లర్లలో
plight,0.0,-0.9,దురవస్థ
extremists,0.0,-0.9,తీవ్రవాదులు
maledict,0.0,-0.9,maledict
shrilly,0.0,-0.9,shrilly
interrupt,0.0,-0.9,ఆటంకాన్ని
exaggerate,0.0,-0.9,అతిశయంగాచెప్పు
inevitably,0.0,-0.9,అనివార్యంగా
challenging,0.0,-0.9,సవాలు
infiltrators,0.0,-0.9,చొరబడ్డ
harsh,0.0,-0.9,కఠినమైన
dire,0.0,-0.9,సే
plebeian,0.0,-0.9,ప్లెబియన్
pan,0.0,-0.9,పాన్
scams,0.0,-0.9,స్కామ్ల
jealousness,0.0,-0.9,jealousness
arrogantly,0.0,-0.9,arrogantly
stupidest,0.0,-0.9,మూర్ఖుడు
disapproving,0.0,-0.9,విచారం
scrap,0.0,-0.9,స్క్రాప్
demolish,0.0,-0.9,పడగొట్ట
swelled,0.0,-0.9,అయ్యేది
rejects,0.0,-0.9,రిజెక్ట్స్
irksomely,0.0,-0.9,irksomely
neglected,0.0,-0.9,నిర్లక్ష్యం
hideousness,0.0,-0.9,అసహ్యించుకునే
leery,0.0,-0.9,జిత్తులమారియైన
uncooperative,0.0,-0.9,సహకరించనివారు
blame,0.0,-0.9,నింద
impermissible,0.0,-0.9,సమ్మతించగూడని
mortifying,0.0,-0.9,mortifying
bereave,0.0,-0.9,నష్టపరచు
strangely,0.0,-0.9,వింతగా
blunder,0.0,-0.9,తప్పు
struggled,0.0,-0.9,పోరాడింది
alienated,0.0,-0.9,అన్యాక్రాంత
frenzied,0.0,-0.9,వెర్రి
absurdity,0.0,-0.9,అసంబద్ధత
unspeakable,0.0,-0.9,చెప్పనలివి
beguile,0.0,-0.9,వంచించడ
delude,0.0,-0.9,disappoints
violators,0.0,-0.9,ఉల్లంఘించినవారిపై
vibrating,0.0,-0.9,కంపించే
baffle,0.0,-0.9,బేఫిల్
bowdlerize,0.0,-0.9,bowdlerize
turmoil,0.0,-0.9,సంక్షోభం
utterly,0.0,-0.9,పూర్తిగా
shimmer,0.0,-0.9,మెరిసే
frenetically,0.0,-0.9,frenetically
fail,0.0,-0.9,Fail
messes,0.0,-0.9,messes
undersized,0.0,-0.9,లేపనాన్ని
fanaticism,0.0,-0.9,మూఢత్వం
disarray,0.0,-0.9,గందరగోళము
scold,0.0,-0.9,చీవాట్లు
madness,0.0,-0.9,పిచ్చి
shake,0.0,-0.9,షేక్
discrepant,0.0,-0.9,discrepant
disses,0.0,-0.9,వారి
dubiously,0.0,-0.9,సందేహాస్పదంగా
irksomenesses,0.0,-0.9,irksomenesses
misrepresentation,0.0,-0.9,మాయ
nauseating,0.0,-0.9,వికారం
wrinkled,0.0,-0.9,ముడతలు
punch,0.0,-0.9,పంచ్
brood,0.0,-0.9,బ్రెడ్
cringes,0.0,-0.9,cringes
grudgingly,0.0,-0.9,ద్వేషంతో
danger,0.0,-0.9,ప్రమాదం
exhaust,0.0,-0.9,ఎగ్జాస్ట్
raping,0.0,-0.9,రేప్
scandels,0.0,-0.9,Scandel
brash,0.0,-0.9,బ్రాష్
slumping,0.0,-0.9,తిరోగమనం
loser,0.0,-0.9,ఓటమి
glitches,0.0,-0.9,అవాంతరాలు
appalling,0.0,-0.9,భయానక
conspire,0.0,-0.9,కుట్ర
heartbreaking,0.0,-0.9,heartbreaking
besiege,0.0,-0.9,చుట్టుముట్టడం
blah,0.0,-0.9,బ్లా
