Term,PosScore,NegScore,Telugu
electrify,0.9,0.0,విద్యుతీకరించు
best-performing,0.9,0.0,ఉత్తమ ప్రదర్శన
simplify,0.9,0.0,సులభతరం
spellbinding,0.9,0.0,కంపోజర్గా
cure-all,0.9,0.0,నయం-అన్ని
hands-down,0.9,0.0,చేతులు కిందకి దించు
soundly,0.9,0.0,soundly
snappy,0.9,0.0,క్లిష్టమైన
exquisite,0.9,0.0,సున్నితమైన
reassure,0.9,0.0,భరోసా
brilliances,0.9,0.0,brilliances
paramount,0.9,0.0,పారామౌంట్
dextrous,0.9,0.0,dextrous
lucidly,0.9,0.0,నిర్మలంగా
contrasty,0.9,0.0,contrasty
accomplishment,0.9,0.0,సాఫల్యం
humorous,0.9,0.0,హాస్య
appropriate,0.9,0.0,సముచితం
undisputably,0.9,0.0,undisputably
clearly,0.9,0.0,స్పష్టంగా
admiringly,0.9,0.0,మెచ్చుకొంటూ
eventful,0.9,0.0,సంఘటనాత్మక
guidance,0.9,0.0,మార్గదర్శకత్వం
hallowed,0.9,0.0,పూజనీయమైన
liberate,0.9,0.0,విముక్తి
reclaim,0.9,0.0,తిరిగి పొందాలని
outperform,0.9,0.0,తలదన్నే
valiant,0.9,0.0,వాలియంట్
magnanimously,0.9,0.0,magnanimously
upliftingly,0.9,0.0,upliftingly
heaven,0.9,0.0,స్వర్గం
robust,0.9,0.0,బలమైన
blameless,0.9,0.0,మచ్చలేని
spellbind,0.9,0.0,spellbind
meritorious,0.9,0.0,ప్రతిభావంతులైన
self-determination,0.9,0.0,స్వీయ-నిర్ణయం
happiness,0.9,0.0,ఆనందం
enjoyable,0.9,0.0,ఆనందించే
subsidizes,0.9,0.0,తక్కువ ఫీజులతో
nurturing,0.9,0.0,పెరిగే
eminent,0.9,0.0,ప్రముఖ
heavenly,0.9,0.0,స్వర్గపు
engrossing,0.9,0.0,లీనమవడం
rich,0.9,0.0,రిచ్
humor,0.9,0.0,హాస్యం
first-rate,0.9,0.0,మొదటి రేటు
unselfish,0.9,0.0,నిస్వార్థ
oasis,0.9,0.0,ఒయాసిస్
poised,0.9,0.0,భరోసా
kid-friendly,0.9,0.0,పిల్లల-స్నేహపూర్వక
harmonize,0.9,0.0,శ్రావ్యంగా
vigilant,0.9,0.0,అప్రమత్తంగా
outwit,0.9,0.0,Outwit
adoringly,0.9,0.0,adoringly
quieter,0.9,0.0,ప్రశాంత
fondly,0.9,0.0,ప్రేమగా
instructive,0.9,0.0,వివరణాత్మకంగా
complemented,0.9,0.0,పరిపూర్ణం
all-around,0.9,0.0,అన్ని చుట్టూ
hallmarks,0.9,0.0,లక్షణాలను
soundness,0.9,0.0,సుస్థిరత
dashing,0.9,0.0,చురుకైన
overtaken,0.9,0.0,ఆక్రమిస్తోంది
grace,0.9,0.0,దయ
advocate,0.9,0.0,న్యాయవాది
fanfare,0.9,0.0,శోభాయమానంగా
jubilantly,0.9,0.0,jubilantly
praising,0.9,0.0,పొగుడుతూ
tops,0.9,0.0,టాప్స్
succeeds,0.9,0.0,సఫలమైతే
astonished,0.9,0.0,ఆశ్చర్యపోయిన
danken,0.9,0.0,ధన్యవాదంతో
affection,0.9,0.0,ఆప్యాయత
geeky,0.9,0.0,అసాధారణ ప్రవర్తన కలిగిన
hot,0.9,0.0,వేడి
advantageous,0.9,0.0,ప్రయోజనకరంగా
improve,0.9,0.0,మెరుగు
sweetheart,0.9,0.0,స్వీట్హార్ట్
eloquence,0.9,0.0,వాగ్ధాటితో
audibly,0.9,0.0,వినడం
charmingly,0.9,0.0,charmingly
incredibly,0.9,0.0,చాలా
solicitous,0.9,0.0,solicitous
well-made,0.9,0.0,బాగా తయారుచేయబడినది
logical,0.9,0.0,తార్కిక
zeal,0.9,0.0,ఉత్సాహాన్ని
thoughtfully,0.9,0.0,thoughtfully
solid,0.9,0.0,ఘన
deference,0.9,0.0,విభేదాలను
intuitive,0.9,0.0,సహజమైన
punctual,0.9,0.0,ఆలస్యము కానట్టి
hallmark,0.9,0.0,ముఖ్య లక్షణం
redeeming,0.9,0.0,పునర్జీవితం ఇచ్చే
safe,0.9,0.0,సురక్షితంగా
excallent,0.9,0.0,excallent
fortune,0.9,0.0,అదృష్టం
grin,0.9,0.0,నవ్వు
awesomeness,0.9,0.0,ఆశ్చర్యాన్ని
succeeded,0.9,0.0,విజయం
beckons,0.9,0.0,beckons
pamperedly,0.9,0.0,pamperedly
appreciative,0.9,0.0,అభినందనీయులు
thrilled,0.9,0.0,ఆశ్చర్యపోయారు
loyal,0.9,0.0,నమ్మకమైన
adventurous,0.9,0.0,సాహసోపేత
booming,0.9,0.0,విజృంభిస్తున్న
renown,0.9,0.0,ప్రఖ్యాతిని
dote,0.9,0.0,వరకట్న
reformed,0.9,0.0,సంస్కరించబడిన
excellently,0.9,0.0,అద్భుతంగా
fresh,0.9,0.0,తాజా
exceedingly,0.9,0.0,అతిశయముగా
undisputable,0.9,0.0,undisputable
distinctive,0.9,0.0,విలక్షణమైన
hale,0.9,0.0,హేల్
gloriously,0.9,0.0,ఘనంగా
elan,0.9,0.0,ప్రకటన
stylized,0.9,0.0,శైలీకృత
sweeten,0.9,0.0,sweeten
alluring,0.9,0.0,ఆకట్టుకునే
fecilitous,0.9,0.0,fecilitous
overtaking,0.9,0.0,అధిగమించినందుకు
saver,0.9,0.0,సేవర్
ftw,0.9,0.0,FTW
laudable,0.9,0.0,మెచ్చుకొనదగిన
euphoric,0.9,0.0,ఉత్సాహంతో
impartially,0.9,0.0,నిష్పాక్షికంగా
lifesaver,0.9,0.0,lifesaver
simplest,0.9,0.0,సరళమైన
excellency,0.9,0.0,శ్రేష్టత
agility,0.9,0.0,చురుకుతనం
blessing,0.9,0.0,వరం
winnable,0.9,0.0,winnable
fair,0.9,0.0,ఫెయిర్
monumentally,0.9,0.0,స్మారకాలుగా
felicity,0.9,0.0,ఆనందము
hottest,0.9,0.0,హాటెస్ట్
courtly,0.9,0.0,నాగరిక
headway,0.9,0.0,ముందుకి
bonuses,0.9,0.0,బోనస్లు
best-known,0.9,0.0,బాగా తెలిసిన
significant,0.9,0.0,ముఖ్యమైన
smoothes,0.9,0.0,smoothes
prettily,0.9,0.0,prettily
affinity,0.9,0.0,సామ్యాన్ని
meaningful,0.9,0.0,అర్ధవంతమైన
prosperous,0.9,0.0,సంపన్న
ambitiously,0.9,0.0,అత్యాశతో
versatility,0.9,0.0,పాండిత్యము
lawfully,0.9,0.0,న్యాయబద్ధంగా
resourceful,0.9,0.0,resourceful
endearing,0.9,0.0,మనోహరమైన
felicitate,0.9,0.0,అదృష్టం
heartily,0.9,0.0,ఆశతో
admire,0.9,0.0,ఆరాధిస్తాను
suffices,0.9,0.0,సంతృప్తి పరుస్తుంది
aspirations,0.9,0.0,ఆకాంక్షలు
infallibility,0.9,0.0,ఖచ్చితత్వం
surpass,0.9,0.0,మించి
delicious,0.9,0.0,రుచికరమైన
complimentary,0.9,0.0,అభినందన
novelty,0.9,0.0,కొత్తదనం
coherence,0.9,0.0,పొందిక
subsidized,0.9,0.0,సబ్సిడీ
surreal,0.9,0.0,అధివాస్తవిక
spiritual,0.9,0.0,ఆధ్యాత్మికం
grandeur,0.9,0.0,గొప్పతనాన్ని
improving,0.9,0.0,అభివృద్ధి
goodness,0.9,0.0,మంచితనం
bonus,0.9,0.0,ఉపరి లాభ బహుమానము
amusing,0.9,0.0,వినోదాత్మక
confident,0.9,0.0,నమ్మకంగా
felicitous,0.9,0.0,శుభమైన
compactly,0.9,0.0,compactly
trivially,0.9,0.0,తేలికగా
achievable,0.9,0.0,సాధించగల
merrily,0.9,0.0,హాయిగా
exhilarating,0.9,0.0,సంతోషకరమైన
thrills,0.9,0.0,పులకరింతలు
tidy,0.9,0.0,చక్కనైన
jubiliant,0.9,0.0,జూబిలీ
sensibly,0.9,0.0,పరిజ్ఞానంతో
restructure,0.9,0.0,పునర్నిర్మాణం
miraculous,0.9,0.0,మానవాతీతమైన
glee,0.9,0.0,గ్లీ
whoa,0.9,0.0,అయ్యో
superb,0.9,0.0,అద్భుతమైన
obsession,0.9,0.0,ముట్టడి
joyfully,0.9,0.0,ఆనందంతో
undisputed,0.9,0.0,నిర్వివాదమైనది
comely,0.9,0.0,మంచి
gorgeous,0.9,0.0,అందమైన
luckier,0.9,0.0,luckier
worth,0.9,0.0,విలువ
beneficially,0.9,0.0,సఫలంగా
user-replaceable,0.9,0.0,వినియోగదారు-భర్తీ
decent,0.9,0.0,మంచి
blissfully,0.9,0.0,పరమానందంగా
salutary,0.9,0.0,పరిస్థితి
commodious,0.9,0.0,విశాలంగా
stable,0.9,0.0,స్థిరంగా
scenic,0.9,0.0,అందమైన
unassailable,0.9,0.0,తిరుగులేని విధంగా
holy,0.9,0.0,పవిత్ర
invincibility,0.9,0.0,invincibility
enchant,0.9,0.0,ఎన్చాంట్
appealing,0.9,0.0,ఆకర్షణీయంగా
resolute,0.9,0.0,నిశ్చయముగా
titillatingly,0.9,0.0,titillatingly
excellence,0.9,0.0,సమర్థత
perfect,0.9,0.0,పరిపూర్ణ
revolutionized,0.9,0.0,విప్లవాత్మక
exalted,0.9,0.0,అత్యున్నత
loves,0.9,0.0,లవ్స్
accolades,0.9,0.0,ప్రసంశలు
delectable,0.9,0.0,ఇవే
wowed,0.9,0.0,wowed
