Term,PosScore,NegScore,Marathi
significant,0.9,0.0,लक्षणीय
smoothes,0.9,0.0,गुळगुळीत
prettily,0.9,0.0,prettily
affinity,0.9,0.0,आत्मीयता
meaningful,0.9,0.0,अर्थपूर्ण
prosperous,0.9,0.0,समृद्ध
ambitiously,0.9,0.0,महत्वाकांक्षेने
versatility,0.9,0.0,अष्टपैलुत्व
lawfully,0.9,0.0,कायदेशीररित्या
resourceful,0.9,0.0,संसाधनात्मक
endearing,0.9,0.0,प्रेमळ
felicitate,0.9,0.0,शुभेच्छा
heartily,0.9,0.0,मनापासून
admire,0.9,0.0,प्रशंसा
suffices,0.9,0.0,पुरेशी
aspirations,0.9,0.0,आकांक्षा
infallibility,0.9,0.0,अपूर्णता
surpass,0.9,0.0,मागे टाकणे
delicious,0.9,0.0,रुचकर
complimentary,0.9,0.0,मानार्थ
novelty,0.9,0.0,अद्भुतता
coherence,0.9,0.0,सुसंवाद
subsidized,0.9,0.0,अनुदानित
surreal,0.9,0.0,अतिरेकी
spiritual,0.9,0.0,अध्यात्मिक
grandeur,0.9,0.0,महानता
improving,0.9,0.0,सुधारत आहे
goodness,0.9,0.0,चांगुलपणा
bonus,0.9,0.0,बोनस
amusing,0.9,0.0,मनोरंजक
confident,0.9,0.0,आत्मविश्वास
felicitous,0.9,0.0,सुसंस्कृत
compactly,0.9,0.0,कॉम्पॅक्टली
trivially,0.9,0.0,क्षुल्लक
achievable,0.9,0.0,प्राप्य
merrily,0.9,0.0,आनंदाने
exhilarating,0.9,0.0,आनंददायक
thrills,0.9,0.0,थरार
tidy,0.9,0.0,नीटनेटका
jubiliant,0.9,0.0,जयंती
sensibly,0.9,0.0,संवेदनशीलतेने
restructure,0.9,0.0,पुनर्रचना
miraculous,0.9,0.0,चमत्कारी
glee,0.9,0.0,आनंद
whoa,0.9,0.0,ओहो
superb,0.9,0.0,भव्य
obsession,0.9,0.0,व्यापणे
joyfully,0.9,0.0,आनंदाने
undisputed,0.9,0.0,निर्विवाद
comely,0.9,0.0,सुस्त
gorgeous,0.9,0.0,भव्य
luckier,0.9,0.0,भाग्यवान
worth,0.9,0.0,किमतीची
beneficially,0.9,0.0,फायदेशीरपणे
user-replaceable,0.9,0.0,वापरकर्ता-बदलण्यायोग्य
decent,0.9,0.0,सभ्य
blissfully,0.9,0.0,आनंदाने
salutary,0.9,0.0,नमस्कार
commodious,0.9,0.0,कमोडिटी
stable,0.9,0.0,स्थिर
scenic,0.9,0.0,निसर्गरम्य
unassailable,0.9,0.0,अनुपलब्ध
holy,0.9,0.0,पवित्र
invincibility,0.9,0.0,अजिंक्यता
enchant,0.9,0.0,जादू करा
appealing,0.9,0.0,आकर्षक
resolute,0.9,0.0,दृढ
titillatingly,0.9,0.0,शिखर
excellence,0.9,0.0,उत्कृष्टता
perfect,0.9,0.0,परिपूर्ण
revolutionized,0.9,0.0,क्रांती झाली
exalted,0.9,0.0,उदात्त
loves,0.9,0.0,आवडतात
accolades,0.9,0.0,प्रशंसा
delectable,0.9,0.0,निंदनीय
wowed,0.9,0.0,व्वा
