Term,PosScore,NegScore,Marathi
restricted,0.0,-0.9,प्रतिबंधित
grimace,0.0,-0.9,वाकुल्या दाखवणे
battered,0.0,-0.9,पिठले
forgetfully,0.0,-0.9,विसरून
disparaging,0.0,-0.9,तिरस्कार करणे
bashful,0.0,-0.9,लबाडीचा
phobia,0.0,-0.9,फोबिया
ravage,0.0,-0.9,कहर
ruining,0.0,-0.9,उध्वस्त
puppet,0.0,-0.9,कठपुतळी
abort,0.0,-0.9,गर्भपात
shipwreck,0.0,-0.9,जहाज खराब
furious,0.0,-0.9,उग्र
snappish,0.0,-0.9,स्नॅपिश
disregardful,0.0,-0.9,उपेक्षित
expulse,0.0,-0.9,जबरीने बाहेर काढले
ludicrously,0.0,-0.9,हास्यास्पदरीतीने
audacious,0.0,-0.9,निर्भय
fickle,0.0,-0.9,चंचल
assail,0.0,-0.9,प्राणघातक हल्ला
incongruously,0.0,-0.9,विसंगत
bleakly,0.0,-0.9,उदासपणे
quack,0.0,-0.9,कोंब
incompliant,0.0,-0.9,विसंगत
idiot,0.0,-0.9,मूर्ख
detriment,0.0,-0.9,नुकसान
overpayed,0.0,-0.9,जास्त पेड
credulous,0.0,-0.9,विश्वासार्ह
irritant,0.0,-0.9,चिडचिडे
overemphasize,0.0,-0.9,अतिरेक
ruinous,0.0,-0.9,विध्वंसक
scratch,0.0,-0.9,स्क्रॅच
instability,0.0,-0.9,अस्थिरता
cautionary,0.0,-0.9,सावध
mawkish,0.0,-0.9,मावकीश
discouragement,0.0,-0.9,निराश
inelegance,0.0,-0.9,असमानता
job-killing,0.0,-0.9,नोकरी-हत्या
panic,0.0,-0.9,घबराट
uncomfortably,0.0,-0.9,अस्वस्थपणे
grating,0.0,-0.9,किसणे
lurid,0.0,-0.9,भडक
disservice,0.0,-0.9,उधळपट्टी
picket,0.0,-0.9,पिकेट
evil,0.0,-0.9,वाईट
fucking,0.0,-0.9,कमबख्त
impudent,0.0,-0.9,अविचारी
irritate,0.0,-0.9,संतप्त
unsound,0.0,-0.9,अप्रयुक्त
dilly-dally,0.0,-0.9,डिली-डेली
fearsome,0.0,-0.9,भीतीदायक
tyranny,0.0,-0.9,जुलूम
impending,0.0,-0.9,आसन्न
unable,0.0,-0.9,अक्षम
left-leaning,0.0,-0.9,डावे झुकणे
slowed,0.0,-0.9,हळू
douchebags,0.0,-0.9,डुचेबॅग
enslave,0.0,-0.9,गुलाम करणे
pokey,0.0,-0.9,पोकी
morbidly,0.0,-0.9,विचित्रपणे
rhetoric,0.0,-0.9,वक्तृत्व
drop-outs,0.0,-0.9,ड्रॉप-आउट
irreformable,0.0,-0.9,अपूरणीय
multi-polarization,0.0,-0.9,बहु-ध्रुवीकरण
naughty,0.0,-0.9,खोडकर
scarcity,0.0,-0.9,टंचाई
restrictive,0.0,-0.9,प्रतिबंधात्मक
deter,0.0,-0.9,प्रतिबंध करणे
severe,0.0,-0.9,तीव्र
needless,0.0,-0.9,अनावश्यक
altercation,0.0,-0.9,मतभेद
suspect,0.0,-0.9,संशयित
torturously,0.0,-0.9,छळ करून
inaccuracies,0.0,-0.9,चुकीचे
lawbreaking,0.0,-0.9,कायदाभंग
rigidity,0.0,-0.9,कडकपणा
catastrophe,0.0,-0.9,आपत्ती
sagged,0.0,-0.9,सैग
muscle-flexing,0.0,-0.9,स्नायू-लवचिक
indiscernible,0.0,-0.9,निर्विकार
indignation,0.0,-0.9,राग
bash,0.0,-0.9,बॅश
die-hard,0.0,-0.9,मरणार
virulent,0.0,-0.9,विषाक्त
weaker,0.0,-0.9,कमकुवत
dismal,0.0,-0.9,उदास
steeply,0.0,-0.9,खंबीरपणे
ranting,0.0,-0.9,रेन्टींग
brutalities,0.0,-0.9,क्रूरता
egregiously,0.0,-0.9,अहंकाराने
licentiousness,0.0,-0.9,परवाना
muddle,0.0,-0.9,चिखल
oddity,0.0,-0.9,विचित्रता
deplore,0.0,-0.9,औदासिन्य
resignation,0.0,-0.9,राजीनामा
sucks,0.0,-0.9,निराशेचा उदगार
illogic,0.0,-0.9,अयोग्य
hegemonistic,0.0,-0.9,वर्चस्ववादी
deaf,0.0,-0.9,बहिरा
ridiculous,0.0,-0.9,हास्यास्पद
excruciating,0.0,-0.9,उत्साही
spookily,0.0,-0.9,spookily
browbeat,0.0,-0.9,ब्राउझ
horrifys,0.0,-0.9,भयपट
admonishment,0.0,-0.9,इशारा
frustratingly,0.0,-0.9,निराशपणे
rascals,0.0,-0.9,rascals
blemish,0.0,-0.9,डाग
underdog,0.0,-0.9,माध्यमिक
improbability,0.0,-0.9,अशक्यता
gracelessly,0.0,-0.9,बिनधास्तपणे
wimpy,0.0,-0.9,विंपी
losing,0.0,-0.9,तोट्याचा
punish,0.0,-0.9,शिक्षा
fatally,0.0,-0.9,प्राणघातकपणे
abrasive,0.0,-0.9,अपघर्षक
destruction,0.0,-0.9,नाश
dripping,0.0,-0.9,ठिबक
gruesome,0.0,-0.9,भयानक
negativity,0.0,-0.9,नकारात्मकता
disgusted,0.0,-0.9,अत्यंत वीट आलेला
occludes,0.0,-0.9,ओव्हलोइड्स
infringements,0.0,-0.9,उल्लंघन
bragger,0.0,-0.9,बढाईखोर
erosion,0.0,-0.9,धूप
blurs,0.0,-0.9,अस्पष्ट
unnatural,0.0,-0.9,अनैसर्गिक
confusing,0.0,-0.9,गोंधळात टाकणारे
depression,0.0,-0.9,औदासिन्य
cringe,0.0,-0.9,चिडखोर
disconsolately,0.0,-0.9,असंतोषाने
irritably,0.0,-0.9,चिडून
oppressiveness,0.0,-0.9,दडपशाही
allege,0.0,-0.9,आरोप
heinous,0.0,-0.9,जघन
frustrated,0.0,-0.9,निराश
stutter,0.0,-0.9,गोंधळ
knife,0.0,-0.9,चाकू
crowdedness,0.0,-0.9,गर्दी
tentative,0.0,-0.9,तात्पुरते
back-woods,0.0,-0.9,मागे वूड्स
depress,0.0,-0.9,औदासिन्य
frozen,0.0,-0.9,गोठलेले
failed,0.0,-0.9,अयशस्वी
gnawing,0.0,-0.9,कुरतडणे
anarchist,0.0,-0.9,अराजकवादी
distasteful,0.0,-0.9,त्रासदायक
grudge,0.0,-0.9,द्वेष
misguided,0.0,-0.9,दिशाभूल
mourn,0.0,-0.9,शोक
smother,0.0,-0.9,गोंधळ
zapped,0.0,-0.9,zapped
beware,0.0,-0.9,सावध रहा
confusions,0.0,-0.9,गोंधळ
disgruntle,0.0,-0.9,असंतुष्ट
indeterminable,0.0,-0.9,अनिश्चित
adversary,0.0,-0.9,शत्रू
ironical,0.0,-0.9,उपरोधिक
unwillingly,0.0,-0.9,अनिच्छेने
villainous,0.0,-0.9,खलनायक
irrepressible,0.0,-0.9,अपूरणीय
hotheaded,0.0,-0.9,हॉटहेड
bungle,0.0,-0.9,बंगला
weaknesses,0.0,-0.9,कमकुवतपणा
annoyance,0.0,-0.9,त्रास देणे
repugnantly,0.0,-0.9,पुन्हा पुन्हा
kooky,0.0,-0.9,कोकीळ
brutality,0.0,-0.9,क्रूरता
futility,0.0,-0.9,निरर्थकता
injure,0.0,-0.9,जखमी
shadowy,0.0,-0.9,छायादार
defile,0.0,-0.9,परेड
nonresponsive,0.0,-0.9,प्रतिसाद न देणे
smash,0.0,-0.9,तोडणे
gauche,0.0,-0.9,डावीकडे
stuttered,0.0,-0.9,अस्थिर
creepy,0.0,-0.9,भितीदायक
dull,0.0,-0.9,कंटाळवाणा
failures,0.0,-0.9,अपयश
congested,0.0,-0.9,गर्दी
contaminating,0.0,-0.9,दूषित
vibrate,0.0,-0.9,कंप
messed,0.0,-0.9,गोंधळलेला
antagonize,0.0,-0.9,विरोध करणे
deceit,0.0,-0.9,कपट
bruises,0.0,-0.9,जखम
involuntary,0.0,-0.9,अनैच्छिक
listless,0.0,-0.9,यादी नसलेला
quarrels,0.0,-0.9,भांडण
melodramatic,0.0,-0.9,मेलोड्रामॅटिक
blow,0.0,-0.9,फुंकणे
offend,0.0,-0.9,अपमान करणे
crumpled,0.0,-0.9,चुरगाळलेले
shallow,0.0,-0.9,उथळ
unjustifiable,0.0,-0.9,निरुपयोगी
gutless,0.0,-0.9,उदर नसलेला
deploringly,0.0,-0.9,निराशेने
onerously,0.0,-0.9,जोरदारपणे
painfully,0.0,-0.9,क्लेशपूर्वक
traitor,0.0,-0.9,गद्दार
risky,0.0,-0.9,धोकादायक
moron,0.0,-0.9,मुर्ख
irrecoverable,0.0,-0.9,अपरिवर्तनीय
spoiled,0.0,-0.9,खराब झाले
deceitfulness,0.0,-0.9,कपट
devious,0.0,-0.9,कपटी
endanger,0.0,-0.9,धोका
flakey,0.0,-0.9,फ्लेकी
irresponsible,0.0,-0.9,बेजबाबदार
madden,0.0,-0.9,वेडा
misbehavior,0.0,-0.9,गैरवर्तन
dreadful,0.0,-0.9,भितीदायक
acerbic,0.0,-0.9,एसरबिक
boastful,0.0,-0.9,बढाईखोर
conspiracy,0.0,-0.9,षडयंत्र
womanizing,0.0,-0.9,स्त्रीकरण
sever,0.0,-0.9,उत्तर
dreary,0.0,-0.9,dreary
feint,0.0,-0.9,नख
cheerless,0.0,-0.9,आनंदी
rust,0.0,-0.9,गंज
begging,0.0,-0.9,भीक मागणे
tauntingly,0.0,-0.9,छळ करून
mismanage,0.0,-0.9,गैरप्रकार
uproarous,0.0,-0.9,गोंधळ
redundancy,0.0,-0.9,अतिरेक
vulnerable,0.0,-0.9,असुरक्षित
deceive,0.0,-0.9,फसविणे
killer,0.0,-0.9,खुनी
sick,0.0,-0.9,आजारी
agony,0.0,-0.9,वेदना
forsaken,0.0,-0.9,सोडून दिले
hectic,0.0,-0.9,व्यस्त
accuses,0.0,-0.9,आरोप
injury,0.0,-0.9,इजा
barbarous,0.0,-0.9,क्रूर
bust,0.0,-0.9,दिवाळे
monotony,0.0,-0.9,नीरसपणा
strictly,0.0,-0.9,काटेकोरपणे
treacherous,0.0,-0.9,विश्वासघातकी
indistinguishable,0.0,-0.9,अविभाज्य
selfishly,0.0,-0.9,स्वार्थीपणे
superstition,0.0,-0.9,अंधश्रद्धा
abrade,0.0,-0.9,विमोचन करणे
emergency,0.0,-0.9,आणीबाणी
sharply,0.0,-0.9,वेगाने
dissembler,0.0,-0.9,वितरक
pretense,0.0,-0.9,ढोंग
cloud,0.0,-0.9,ढग
foolishly,0.0,-0.9,मूर्खपणाने
ignominious,0.0,-0.9,लज्जास्पद
ill-sorted,0.0,-0.9,दुरूपयोगी
inequitable,0.0,-0.9,असमान
peevishly,0.0,-0.9,दुर्दैवाने
unaffordable,0.0,-0.9,unaffordable
displace,0.0,-0.9,विस्थापित
distortion,0.0,-0.9,विकृती
terrible,0.0,-0.9,भयानक
dispirited,0.0,-0.9,निराश
dispute,0.0,-0.9,वाद
impaired,0.0,-0.9,दुर्बल
disinterested,0.0,-0.9,निराश
incompetence,0.0,-0.9,अक्षमता
irrational,0.0,-0.9,अतार्किक
disillusion,0.0,-0.9,मोहभंग
misleadingly,0.0,-0.9,दिशाभूल करून
foolish,0.0,-0.9,मूर्ख
cheater,0.0,-0.9,चीटर
notorious,0.0,-0.9,कुख्यात
outrage,0.0,-0.9,आक्रोश
sicken,0.0,-0.9,मणी
drippy,0.0,-0.9,टोकदार
chilly,0.0,-0.9,मिरची
lapses,0.0,-0.9,चुकले
problematic,0.0,-0.9,समस्याप्रधान
absurdly,0.0,-0.9,मूर्खपणाने
immoderate,0.0,-0.9,अमर्याद
inefficiency,0.0,-0.9,अकार्यक्षमता
junkyard,0.0,-0.9,जंकयार्ड
intransigent,0.0,-0.9,अनोळखी
tension,0.0,-0.9,ताण
disinclination,0.0,-0.9,प्रवृत्ती
thwart,0.0,-0.9,विफल
forgetfulness,0.0,-0.9,विसरणे
revoltingly,0.0,-0.9,बंडखोर
hysterical,0.0,-0.9,उन्माद
abuses,0.0,-0.9,शिव्या
sly,0.0,-0.9,धूर्त
ambiguous,0.0,-0.9,संदिग्ध
repel,0.0,-0.9,मागे टाकणे
prattle,0.0,-0.9,लहान
awfulness,0.0,-0.9,भयानक
layoff,0.0,-0.9,टाळेबंदी
conspiracies,0.0,-0.9,षडयंत्र
inescapable,0.0,-0.9,अपरिहार्य
caustic,0.0,-0.9,कास्टिक
overshadow,0.0,-0.9,ओव्हर सावली
adulterated,0.0,-0.9,भेसळ
goof,0.0,-0.9,मूर्ख
menial,0.0,-0.9,मेनियल
flakieness,0.0,-0.9,उदारपणा
laid-off,0.0,-0.9,कामावरून काढून टाकले
tiringly,0.0,-0.9,कंटाळवाणेपणाने
downcast,0.0,-0.9,डाउनकास्ट
forged,0.0,-0.9,बनावट
unrest,0.0,-0.9,अशांतता
shock,0.0,-0.9,धक्का
dissidence,0.0,-0.9,मतभेद
traduce,0.0,-0.9,अनुवाद करा
wrip,0.0,-0.9,ओघ
offenses,0.0,-0.9,गुन्हे
choppy,0.0,-0.9,चॉपी
gruff,0.0,-0.9,कुरुप
adulteration,0.0,-0.9,भेसळ
immoral,0.0,-0.9,अनैतिक
ineffective,0.0,-0.9,कुचकामी
idiocy,0.0,-0.9,मुर्खपणा
laughably,0.0,-0.9,हसले
vengefulness,0.0,-0.9,सूड
panicking,0.0,-0.9,घाबरून
degrading,0.0,-0.9,मानहानी
venomous,0.0,-0.9,विषारी
inferior,0.0,-0.9,कमी
coward,0.0,-0.9,भ्याड
nefariously,0.0,-0.9,वाईटपणे
embarrassingly,0.0,-0.9,लाजिरवाणेपणाने
extraneous,0.0,-0.9,बाह्य
mawkishly,0.0,-0.9,मावळली
intrude,0.0,-0.9,आत शिरणे
polluter,0.0,-0.9,प्रदूषक
treacherously,0.0,-0.9,विश्वासघातकी
junk,0.0,-0.9,रद्दी
egregious,0.0,-0.9,अत्यंत वाईट
humiliate,0.0,-0.9,अपमान करणे
lame-duck,0.0,-0.9,लंगडा-बदक
monster,0.0,-0.9,अक्राळविक्राळ
harboring,0.0,-0.9,आश्रयस्थान
dim,0.0,-0.9,नाही
self-serving,0.0,-0.9,स्वत: ची सेवा
sufferer,0.0,-0.9,ग्रस्त
imperil,0.0,-0.9,गोंधळ
rejecting,0.0,-0.9,नाकारत आहे
bristle,0.0,-0.9,ब्रिस्टल
dirts,0.0,-0.9,कपडे
shame,0.0,-0.9,लाज
hasty,0.0,-0.9,घाईघाईने
subversively,0.0,-0.9,विध्वंसक
wrestle,0.0,-0.9,कुस्ती
mortification,0.0,-0.9,मोर्टिफिकेशन
second-tier,0.0,-0.9,द्वितीय श्रेणी
unfortunate,0.0,-0.9,दुर्दैवी
error,0.0,-0.9,त्रुटी
inconsequent,0.0,-0.9,विसंगत
sneering,0.0,-0.9,डोकावणारा
paralyzed,0.0,-0.9,अर्धांगवायू
miseries,0.0,-0.9,दु: ख
repulsing,0.0,-0.9,तिरस्करणीय
autocratic,0.0,-0.9,निरंकुश
undesirable,0.0,-0.9,अनिष्ट
barbarian,0.0,-0.9,रानटी
hollow,0.0,-0.9,पोकळ
tetchy,0.0,-0.9,चिडचिडे
flares,0.0,-0.9,flares
sucker,0.0,-0.9,शोषक
desecrate,0.0,-0.9,अपवित्र करणे
threaten,0.0,-0.9,धमकी
overwhelms,0.0,-0.9,भारावून
frazzle,0.0,-0.9,गोंधळ
ugh,0.0,-0.9,ओह
batty,0.0,-0.9,बॅट
expropriation,0.0,-0.9,भूसंपादन
checkered,0.0,-0.9,चेकर
condescend,0.0,-0.9,कमी करणे
break-ups,0.0,-0.9,ब्रेक-अप
hateful,0.0,-0.9,द्वेषपूर्ण
nebulously,0.0,-0.9,धूर्तपणे
repudiate,0.0,-0.9,नाकारणे
unsettled,0.0,-0.9,विस्थापित
relapse,0.0,-0.9,पुन्हा सुरू
break,0.0,-0.9,ब्रेक
insignificant,0.0,-0.9,क्षुल्लक
cheap,0.0,-0.9,स्वस्त
dismay,0.0,-0.9,दहशत
mockeries,0.0,-0.9,विनोद
exhausts,0.0,-0.9,थकवा
exhort,0.0,-0.9,प्रोत्साहन देणे
stereotypical,0.0,-0.9,रूढीवादी
gaff,0.0,-0.9,घासणे
gall,0.0,-0.9,हे करू शकता
transgression,0.0,-0.9,उल्लंघन
unseemly,0.0,-0.9,अप्रतिम
insolently,0.0,-0.9,अविचारीपणे
ached,0.0,-0.9,वेदना
irrecoverably,0.0,-0.9,अपरिवर्तनीय
woebegone,0.0,-0.9,Woobegone
resent,0.0,-0.9,राग
ignominy,0.0,-0.9,लज्जास्पद
substandard,0.0,-0.9,घटिया
bigotry,0.0,-0.9,कट्टरता
weirdly,0.0,-0.9,विचित्रपणे
nag,0.0,-0.9,सतत टाकून बोलणे
sad,0.0,-0.9,आता
frightful,0.0,-0.9,भयानक
repulsive,0.0,-0.9,तिरस्करणीय
unthinkable,0.0,-0.9,अकल्पनीय
drastic,0.0,-0.9,कठोर
mourner,0.0,-0.9,शोक
slogs,0.0,-0.9,लढाई केली
implacable,0.0,-0.9,कठोर
lazy,0.0,-0.9,आळशी
audiciously,0.0,-0.9,आश्चर्याने
lengthy,0.0,-0.9,लांब
drowning,0.0,-0.9,बुडणारा
archaic,0.0,-0.9,पुरातन
irreparable,0.0,-0.9,अपूरणीय
lackadaisical,0.0,-0.9,अभावग्रस्त
distraughtness,0.0,-0.9,त्रास
lumpy,0.0,-0.9,ढेकूळ
obsessive,0.0,-0.9,वेडापिसा
egotistically,0.0,-0.9,अहंकाराने
wrinkles,0.0,-0.9,सुरकुत्या
messing,0.0,-0.9,गोंधळ
scratched,0.0,-0.9,ओरखडे
thumbs-down,0.0,-0.9,असमर्थन
suppress,0.0,-0.9,दडपणे
brazenly,0.0,-0.9,निर्लज्ज
breakdown,0.0,-0.9,यंत्रातील बिघाड
dubious,0.0,-0.9,संशयास्पद
hapless,0.0,-0.9,अविचारी
hassle,0.0,-0.9,भांडण
hoodwink,0.0,-0.9,हूडविंक
hurtful,0.0,-0.9,हानिकारक
pessimism,0.0,-0.9,निराशा
freakishly,0.0,-0.9,विचित्रपणे
embattled,0.0,-0.9,अडकले
suffers,0.0,-0.9,ग्रस्त
horde,0.0,-0.9,जमाव
vindictiveness,0.0,-0.9,प्रतिस्पर्धीपणा
unnervingly,0.0,-0.9,निर्विकारपणे
bondage,0.0,-0.9,गुलाम
unorthodox,0.0,-0.9,अपारंपरिक
nitpicking,0.0,-0.9,निटपिकिंग
ho-hum,0.0,-0.9,हो-हम
distrustful,0.0,-0.9,अविश्वासू
hestitant,0.0,-0.9,hestitant
disintegrates,0.0,-0.9,विघटन
fatuity,0.0,-0.9,चरबी
waning,0.0,-0.9,अदृष्य
smelt,0.0,-0.9,दुर्गंध
unnecessary,0.0,-0.9,अनावश्यक
freaks,0.0,-0.9,freaks
unimportant,0.0,-0.9,महत्वहीन
audaciousness,0.0,-0.9,धाडसीपणा
enviousness,0.0,-0.9,मत्सर
indecent,0.0,-0.9,अशोभनीय
neglect,0.0,-0.9,दुर्लक्ष
lamentably,0.0,-0.9,विलापपूर्वक
dented,0.0,-0.9,dented
loveless,0.0,-0.9,प्रेमहीन
phony,0.0,-0.9,बनावट
soapy,0.0,-0.9,साबण
pitiful,0.0,-0.9,दयाळू
demise,0.0,-0.9,मृत्यू
flareup,0.0,-0.9,भडकणे
passive,0.0,-0.9,निष्क्रीय
discontinuous,0.0,-0.9,खंडित
unusable,0.0,-0.9,निरुपयोगी
rupture,0.0,-0.9,ब्रेक
direly,0.0,-0.9,भयानकपणे
excessively,0.0,-0.9,जास्त प्रमाणात
picketing,0.0,-0.9,पिकेटिंग
angriness,0.0,-0.9,राग
myth,0.0,-0.9,दंतकथा
faulty,0.0,-0.9,सदोष
insupportably,0.0,-0.9,निर्विवादपणे
jeeringly,0.0,-0.9,आनंदाने
renunciation,0.0,-0.9,संन्यास
imprisonment,0.0,-0.9,कारावास
drawback,0.0,-0.9,कमतरता
fear,0.0,-0.9,भीती
inarticulate,0.0,-0.9,निर्विकार
immature,0.0,-0.9,अपरिपक्व
inescapably,0.0,-0.9,अपरिहार्यपणे
indecision,0.0,-0.9,अनिर्णय
tiring,0.0,-0.9,थकवणारा
spewed,0.0,-0.9,spews
fugitive,0.0,-0.9,फरारी
dishonor,0.0,-0.9,अपमान
punitive,0.0,-0.9,दंडात्मक
poky,0.0,-0.9,निर्विकार
epidemic,0.0,-0.9,साथरोग
issue,0.0,-0.9,मुद्दा
mad,0.0,-0.9,वेडा
skimpy,0.0,-0.9,कंजूष
stains,0.0,-0.9,डाग
glower,0.0,-0.9,चमकणारा
curse,0.0,-0.9,शाप
dilemma,0.0,-0.9,कोंडी
disquiet,0.0,-0.9,अस्वस्थता
frenzy,0.0,-0.9,उन्माद
disvalue,0.0,-0.9,अवमूल्यन
haywire,0.0,-0.9,गवत
overdo,0.0,-0.9,प्रमाणा बाहेर
taunting,0.0,-0.9,टोमणे मारणे
bulkiness,0.0,-0.9,मोठ्या प्रमाणात
criminal,0.0,-0.9,गुन्हेगार
starvation,0.0,-0.9,उपासमार
consternation,0.0,-0.9,कंस्ट्रक्शन
detests,0.0,-0.9,तिरस्कार करतो
recklessly,0.0,-0.9,बेपर्वाईने
fictitious,0.0,-0.9,काल्पनिक
imprudence,0.0,-0.9,अविचारीपणा
indoctrinate,0.0,-0.9,मना करणे
one-sided,0.0,-0.9,एकतर्फी
qualms,0.0,-0.9,क्वेम्स
apathetically,0.0,-0.9,स्वभावाने
acerbate,0.0,-0.9,acerbity
bafflement,0.0,-0.9,चकमक
childish,0.0,-0.9,बालिश
merciless,0.0,-0.9,निर्दय
prevaricate,0.0,-0.9,प्रचलित
slanders,0.0,-0.9,निंदा
insensible,0.0,-0.9,असंवेदनशील
biased,0.0,-0.9,पक्षपाती
hell,0.0,-0.9,नरक
pillage,0.0,-0.9,लूट
disrespectful,0.0,-0.9,अनादर
fatuous,0.0,-0.9,लठ्ठ
hardliner,0.0,-0.9,हार्डलाइनर
incomparably,0.0,-0.9,अतुलनीय
sueing,0.0,-0.9,फिर्याद
biting,0.0,-0.9,चावणे
fluster,0.0,-0.9,फडफडणे
damnable,0.0,-0.9,धिक्कार करण्यायोग्य
distressed,0.0,-0.9,फार त्रास
tentatively,0.0,-0.9,तात्पुरते
derision,0.0,-0.9,उपहास
uncaring,0.0,-0.9,पर्वा न करता
denial,0.0,-0.9,नकार
capsize,0.0,-0.9,कॅप्सिझ
fastidiously,0.0,-0.9,वेगवानपणे
misbegotten,0.0,-0.9,गैरवर्तन
subversion,0.0,-0.9,subversion
blundering,0.0,-0.9,अंधुक
illusion,0.0,-0.9,भ्रम
blatantly,0.0,-0.9,निर्लज्जपणे
despised,0.0,-0.9,तिरस्कार केला
maliciously,0.0,-0.9,द्वेषाने
drunk,0.0,-0.9,नशेत
backaches,0.0,-0.9,पाठदुखी
virus,0.0,-0.9,विषाणू
shocking,0.0,-0.9,धक्कादायक
rejected,0.0,-0.9,नाकारले
inhumanity,0.0,-0.9,अमानुषपणा
impinge,0.0,-0.9,बिंबवणे
throbbed,0.0,-0.9,धडधड
deceptively,0.0,-0.9,भ्रामकपणे
scrambled,0.0,-0.9,scrambled
criticism,0.0,-0.9,टीका
hobble,0.0,-0.9,गोंधळ
simplistic,0.0,-0.9,सरलीकृत
grotesque,0.0,-0.9,विचित्र
treasonous,0.0,-0.9,देशद्रोही
troubles,0.0,-0.9,त्रास
dislikes,0.0,-0.9,नावडी
mistress,0.0,-0.9,शिक्षिका
conspicuous,0.0,-0.9,सुस्पष्ट
acerbically,0.0,-0.9,acerbically
atrocities,0.0,-0.9,अत्याचार
brazen,0.0,-0.9,निर्लज्ज
calamity,0.0,-0.9,आपत्ती
gloatingly,0.0,-0.9,ग्लोटिंगली
inexcusably,0.0,-0.9,अविचारीपणे
rumor,0.0,-0.9,अफवा
forbidden,0.0,-0.9,निषिद्ध
cheesy,0.0,-0.9,चीजे
slander,0.0,-0.9,निंदा
stumped,0.0,-0.9,स्टंप केलेला
corrosive,0.0,-0.9,संक्षारक
virulently,0.0,-0.9,व्हायरलली
false,0.0,-0.9,खोटे
knock,0.0,-0.9,ठोका
vexingly,0.0,-0.9,वेदनेने
hoard,0.0,-0.9,होर्डिंग
untrue,0.0,-0.9,असत्य
aloof,0.0,-0.9,दूर
fetid,0.0,-0.9,fetid
invisible,0.0,-0.9,अदृश्य
heavyhearted,0.0,-0.9,जड मनाने
conceit,0.0,-0.9,गर्विष्ठ
hypocricy,0.0,-0.9,ढोंगीपणा
infection,0.0,-0.9,संसर्ग
shrug,0.0,-0.9,श्रग
dangerousness,0.0,-0.9,धोका
traped,0.0,-0.9,पायचीत
temper,0.0,-0.9,स्वभाव
soreness,0.0,-0.9,दु: ख
wrest,0.0,-0.9,कुस्ती
impractical,0.0,-0.9,अव्यवहार्य
punk,0.0,-0.9,गुंडा
damaged,0.0,-0.9,नुकसान झाले
deject,0.0,-0.9,नकार
immaterial,0.0,-0.9,अनैतिक
imperfectly,0.0,-0.9,अपूर्णपणे
inappropriately,0.0,-0.9,अयोग्यरित्या
lewdly,0.0,-0.9,अश्लीलतेने
impossible,0.0,-0.9,अशक्य
deny,0.0,-0.9,नाकारणे
helplessly,0.0,-0.9,असहाय्यपणे
indifference,0.0,-0.9,उदासीनता
disgraced,0.0,-0.9,अपमानित
melancholy,0.0,-0.9,उदासीनता
insignificance,0.0,-0.9,तुच्छता
retardedness,0.0,-0.9,मंदपणा
discountenance,0.0,-0.9,असंतोष
unspecified,0.0,-0.9,अनिर्दिष्ट
diatribe,0.0,-0.9,डायट्राबी
hideously,0.0,-0.9,तिरस्कारपूर्वक
flake,0.0,-0.9,फ्लेक
pig,0.0,-0.9,डुक्कर
last-ditch,0.0,-0.9,शेवटचा खंदक
repulse,0.0,-0.9,भंग करणे
conflicted,0.0,-0.9,विवादित
ruthlessness,0.0,-0.9,निर्दयीपणा
obscure,0.0,-0.9,अस्पष्ट
capriciousness,0.0,-0.9,लहरीपणा
grumpier,0.0,-0.9,बडबड करणारा
mournfully,0.0,-0.9,शोकपूर्वक
poorer,0.0,-0.9,गरीब
unqualified,0.0,-0.9,अपात्र
overact,0.0,-0.9,ओव्हरएक्ट
subversive,0.0,-0.9,विध्वंसक
ineptly,0.0,-0.9,अयोग्य
stain,0.0,-0.9,डाग
assassin,0.0,-0.9,मारेकरी
corrosions,0.0,-0.9,गंज
fanciful,0.0,-0.9,काल्पनिक
heartbreakingly,0.0,-0.9,मनापासून
outrages,0.0,-0.9,outrages
plight,0.0,-0.9,स्थिती
extremists,0.0,-0.9,अतिरेकी
maledict,0.0,-0.9,दुर्दैवी
shrilly,0.0,-0.9,श्रीली
interrupt,0.0,-0.9,व्यत्यय
exaggerate,0.0,-0.9,अतिशयोक्ती
inevitably,0.0,-0.9,अपरिहार्यपणे
challenging,0.0,-0.9,आव्हानात्मक
infiltrators,0.0,-0.9,घुसखोर
harsh,0.0,-0.9,कठोर
dire,0.0,-0.9,म्हणा
plebeian,0.0,-0.9,सुपीक
pan,0.0,-0.9,पॅन
scams,0.0,-0.9,घोटाळे
jealousness,0.0,-0.9,मत्सर
arrogantly,0.0,-0.9,अभिमानाने
stupidest,0.0,-0.9,मूर्ख
disapproving,0.0,-0.9,नापसंती
scrap,0.0,-0.9,भंगार
demolish,0.0,-0.9,पाडणे
swelled,0.0,-0.9,सुजलं
rejects,0.0,-0.9,नकार
irksomely,0.0,-0.9,विचित्रपणे
neglected,0.0,-0.9,दुर्लक्षित
hideousness,0.0,-0.9,तिरस्कार
leery,0.0,-0.9,लीरी
uncooperative,0.0,-0.9,सहकारी
blame,0.0,-0.9,दोष
impermissible,0.0,-0.9,अव्यवहार्य
mortifying,0.0,-0.9,mortifying
bereave,0.0,-0.9,शोक
strangely,0.0,-0.9,विचित्रपणे
blunder,0.0,-0.9,चुकणे
struggled,0.0,-0.9,संघर्ष केला
alienated,0.0,-0.9,परक्या
